world,feature,fixed_state,relative_state,state_change,fixed_p95_abs,relative_p95_abs,fixed_saturation_ratio,relative_saturation_ratio,fixed_flat_ratio,relative_flat_ratio,fixed_mean_abs,relative_mean_abs
SOL2024_QUIET,sehen.form_change,tragbar,tragbar,tragbar->tragbar,0.4821740224407601,0.5510591858832669,0.0025,0.0,0.0995,0.082,0.17019841467927496,0.20496004458274392
SOL2024_QUIET,hoeren.energy_tone,tragbar,tragbar,tragbar->tragbar,0.49986608931730236,0.4896054574010519,0.00525,0.0,0.06875,0.06725,0.19718444003132712,0.20269759807140422
SOL2024_QUIET,hoeren.energy_shift,grenznah,tragbar,grenznah->tragbar,1.0,0.5511248468217944,0.0705,0.0,0.0315,0.057,0.3974229230858575,0.22408651884758551
SOL2024_QUIET,mcm_feldwirkung.mcm_coherence,tragbar,tragbar,tragbar->tragbar,0.8299020719885006,0.776639809080901,0.00075,0.0,0.0025,0.00025,0.4765047483973871,0.6050540083604294
SOL2024_QUIET,mcm_feldwirkung.mcm_tension,tragbar,tragbar,tragbar->tragbar,0.3843921852763495,0.26707726606517346,0.0,0.0,0.0045,0.00375,0.18242605575515708,0.12632170087654923
SOL2024_QUIET,mcm_feldwirkung.mcm_asymmetry,tragbar,tragbar,tragbar->tragbar,0.3228280074491888,0.30287041117792585,0.0,0.0,0.106,0.11925,0.1275093503312036,0.115836556059904
SOL2024_STRESS,sehen.form_flow,tragbar,tragbar,tragbar->tragbar,0.8325941475641708,0.5510735762445438,0.03175,0.00175,0.048,0.06525,0.29975110788683923,0.21505368350461176
SOL2024_STRESS,sehen.form_stability,uebersteuert,tragbar,uebersteuert->tragbar,1.0,0.6360959517541723,0.45425,0.00125,0.5,0.04225,0.477125,0.26886326397708826
SOL2024_STRESS,sehen.form_change,grenznah,tragbar,grenznah->tragbar,1.0,0.5511071553625356,0.05425,0.002,0.0375,0.06275,0.34631031976340737,0.21204435419873535
SOL2024_STRESS,hoeren.energy_tone,tragbar,tragbar,tragbar->tragbar,0.49651396676219756,0.49596366559075483,0.00525,0.0,0.0685,0.061,0.19369243108388562,0.20467059549310948
SOL2024_STRESS,hoeren.energy_shift,grenznah,tragbar,grenznah->tragbar,1.0,0.5511230087223461,0.07275,0.0,0.0335,0.06275,0.3974571064351515,0.22156974927499465
SOL2024_STRESS,mcm_feldwirkung.mcm_coherence,tragbar,tragbar,tragbar->tragbar,0.7935822101713103,0.7735845595013441,0.0,0.0,0.00475,0.00025,0.4487269273135473,0.6070841895708622
SOL2024_STRESS,mcm_feldwirkung.mcm_tension,tragbar,tragbar,tragbar->tragbar,0.3821752830372479,0.2667098083626498,0.0,0.0,0.0005,0.001,0.18284071829948856,0.12639436056181738
SOL2024_STRESS,mcm_feldwirkung.mcm_asymmetry,tragbar,tragbar,tragbar->tragbar,0.46961970757775207,0.31904582203910525,0.00075,0.0,0.079,0.119,0.16983464131053103,0.11527518325635817
SOL2025_QUIET,sehen.form_flow,tragbar,tragbar,tragbar->tragbar,0.39029568405415316,0.5511261073579861,0.00075,0.0,0.09425,0.06125,0.142893491783405,0.2122078113530291
SOL2025_QUIET,sehen.form_stability,uebersteuert,tragbar,uebersteuert->tragbar,1.0,0.6382503400345015,0.46675,0.0,0.4655,0.0395,0.5005833333333333,0.2688770731242339
SOL2025_QUIET,sehen.form_change,tragbar,tragbar,tragbar->tragbar,0.4499344152452815,0.551034869774137,0.001,0.00025,0.084,0.05725,0.17084233774599594,0.22008942104078705
SOL2025_QUIET,hoeren.energy_tone,tragbar,tragbar,tragbar->tragbar,0.46664137919662774,0.47928393762323285,0.005,0.00025,0.0715,0.06075,0.1883117546823164,0.2033813271662954
SOL2025_QUIET,hoeren.energy_shift,grenznah,tragbar,grenznah->tragbar,1.0,0.5511047019764163,0.07175,0.0,0.02675,0.04575,0.39573798506185315,0.22487772626361313
SOL2025_QUIET,mcm_feldwirkung.mcm_coherence,tragbar,tragbar,tragbar->tragbar,0.8315357264362527,0.772465803520294,0.00075,0.0,0.0025,0.00025,0.47643464434542143,0.6041110853768175
SOL2025_QUIET,mcm_feldwirkung.mcm_tension,tragbar,tragbar,tragbar->tragbar,0.3811264935718226,0.26441004099286725,0.0,0.0,0.003,0.00225,0.17942589360905353,0.12693127312209565
SOL2025_QUIET,mcm_feldwirkung.mcm_asymmetry,tragbar,tragbar,tragbar->tragbar,0.3192266298424996,0.30825189056980146,0.0,0.0,0.097,0.10875,0.12689998046194537,0.11851541073705872
SOL2025_STRESS,sehen.form_flow,tragbar,tragbar,tragbar->tragbar,0.6468833783983141,0.5510880080893406,0.01775,0.003,0.076,0.07675,0.218155882080618,0.19786131373083163
SOL2025_STRESS,sehen.form_stability,uebersteuert,tragbar,uebersteuert->tragbar,1.0,0.6285364867658427,0.47625,0.0005,0.483,0.03675,0.4965833333333333,0.2634959066258898
SOL2025_STRESS,sehen.form_change,tragbar,tragbar,tragbar->tragbar,0.7679278412717252,0.5511218940519543,0.023,0.003,0.0585,0.0715,0.2541301234031867,0.19736960323150532
SOL2025_STRESS,hoeren.energy_tone,tragbar,tragbar,tragbar->tragbar,0.5065079774058879,0.49237653437284745,0.006,0.0,0.06325,0.057,0.191644248599697,0.19843619837090964
SOL2025_STRESS,hoeren.energy_shift,grenznah,tragbar,grenznah->tragbar,1.0,0.5509921518657258,0.068,0.0,0.0355,0.06275,0.38648548337476657,0.22105480794779908
SOL2025_STRESS,mcm_feldwirkung.mcm_coherence,tragbar,tragbar,tragbar->tragbar,0.8223753942463786,0.777328600326602,0.00025,0.0,0.0025,0.00025,0.4647289862973224,0.6077135125965637
SOL2025_STRESS,mcm_feldwirkung.mcm_tension,tragbar,tragbar,tragbar->tragbar,0.38258249691343654,0.26682562499988216,0.0,0.0,0.0015,0.001,0.17942356258602254,0.12425573476539174
SOL2025_STRESS,mcm_feldwirkung.mcm_asymmetry,tragbar,tragbar,tragbar->tragbar,0.37701700667590393,0.2945361196592582,0.0005,0.0,0.098,0.1315,0.14345974953570884,0.11007941851275735
KAS2024_5M,sehen.form_flow,grenznah,tragbar,grenznah->tragbar,0.9002652604645245,0.5511053348758682,0.0355,0.0035,0.045,0.072,0.3123729301305401,0.2083261453829267
KAS2024_5M,sehen.form_stability,uebersteuert,tragbar,uebersteuert->tragbar,1.0,0.6259896675863785,0.4875,0.002,0.476,0.045,0.5056666666666667,0.26291325621002803
KAS2024_5M,sehen.form_change,grenznah,tragbar,grenznah->tragbar,1.0,0.5509739016504459,0.066,0.0035,0.0375,0.065,0.3620482075076492,0.20820514907589982
KAS2024_5M,hoeren.energy_tone,tragbar,tragbar,tragbar->tragbar,0.5656410299112092,0.5057044385543996,0.006,0.0,0.058,0.0585,0.22026952615752812,0.20934534186767118
KAS2024_5M,hoeren.energy_shift,grenznah,tragbar,grenznah->tragbar,1.0,0.5511223181215283,0.088,0.0,0.0315,0.0645,0.40485412030878176,0.22007430108612283
KAS2024_5M,mcm_feldwirkung.mcm_coherence,tragbar,tragbar,tragbar->tragbar,0.7810014279728886,0.7739596220721514,0.0,0.0,0.004,0.0005,0.42907619779979117,0.6047925021086574
KAS2024_5M,mcm_feldwirkung.mcm_tension,tragbar,tragbar,tragbar->tragbar,0.4046105236913576,0.27203469467894836,0.0,0.0,0.0005,0.0025,0.19525380751585322,0.12761831076480906
KAS2024_5M,mcm_feldwirkung.mcm_asymmetry,tragbar,tragbar,tragbar->tragbar,0.48716661279469053,0.31147447243326987,0.0,0.0,0.073,0.11,0.18321686116955527,0.11793030370839674
