token,short_token,anchor_class,family,total_weight,max_world_span,weighted_duration,path_class,movement,base_zone,follow_zone,main_neighbor,neighbor_profile,reason
dio_mcm_episode_1jx2k4i,1jx2k4i,starker_anschlussanker,kernnaher_inselanker_familie,33,5,133.181818,stabile_insel,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,1joiyc3,1joiyc3:33,Stabile Insel mit starker Kopplung an Brueckenkern.
dio_mcm_episode_1q3us3f,1q3us3f,lokaler_anschlussanker,kernnaher_inselanker_familie,26,3,57.269231,stabile_insel,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,18l3thm,18l3thm:26,Stabile Insel mit starker Kopplung an Brueckenkern.
dio_mcm_episode_0z748ck,0z748ck,lokaler_anschlussanker,kernnaher_inselanker_familie,22,5,59.454546,stabile_insel,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,0e7qvj1,0e7qvj1:10; 0qzjuvj:9; 18n06fj:3,Stabile Insel mit starker Kopplung an Brueckenkern.
dio_mcm_episode_1hdpu9s,1hdpu9s,lokaler_anschlussanker,kernnaher_inselanker_familie,12,2,20.416667,stabile_insel,stabil,stabile_bedeutungsinsel,stabile_bedeutungsinsel,0e7qvj1,0e7qvj1:12,Stabile Insel mit starker Kopplung an Brueckenkern.
dio_mcm_episode_1xx3u1e,1xx3u1e,lokaler_anschlussanker,uebergangsanker_familie,12,2,15.000000,brueckenpfad,reifung_oder_verdichtung,hoeherer_cluster_uebergang,rekopplungszone,0geqqo3,0geqqo3:11; 077r0df:1,Brueckenpfad oder Rekopplungszone ohne klare starke Kernfamilie.
dio_mcm_episode_0b7nep9,0b7nep9,starker_anschlussanker,verteilungsanker_familie,35,2,470.942857,brueckenpfad,stabil,hoeherer_cluster_uebergang,hoeherer_cluster_uebergang,00nzcuc,00nzcuc:14; 0w4x7xs:9; 0ykar6i:3; 1f4jh6c:2; 17c7qwp:1; 1fej2vb:1; 0fljihc:1; 0mm85pw:1; 0mw7rev:1; 0rz7ra9:1; 0tosxof:1,Lange gewichtete Dauer und starke Anschlussbreite deuten auf verteilende Feldphase.
dio_mcm_episode_00nzcuc,00nzcuc,lokaler_anschlussanker,verteilungsanker_familie,14,2,134.071429,-,-,-,-,0b7nep9,0b7nep9:14,Direkte gewichtete Kopplung an 0b7nep9.
