token_a,token_b,weight,world_span,directions,bidirectional,a_to_b_edges,b_to_a_edges,duration_avg_weighted,exit_rekopplung_delta_avg,exit_strain_delta_avg,dominant_exit_phase,phase_profile,core_class
dio_mcm_episode_0e7qvj1,dio_mcm_episode_18l3thm,84,5,2,1,2,2,84.285714,-0.030682,0.021962,oeffnend_belastender_austritt,oeffnend_belastender_austritt:42; rekoppelnder_austritt:23; gemischter_austritt:19,zentraler_brueckenkern
dio_mcm_episode_0db07p4,dio_mcm_episode_1joiyc3,34,5,2,1,2,2,69.147059,-0.003429,0.006438,rekoppelnder_austritt,rekoppelnder_austritt:17; oeffnend_belastender_austritt:17,sekundaerer_brueckenkern
dio_mcm_episode_0e7qvj1,dio_mcm_episode_0mji3u6,34,5,2,1,2,2,226.058824,-0.025821,0.007181,oeffnend_belastender_austritt,oeffnend_belastender_austritt:17; rekoppelnder_austritt:17,sekundaerer_brueckenkern
dio_mcm_episode_0jbl5pq,dio_mcm_episode_0qzjuvj,14,5,1,0,2,0,2.571428,-0.002943,0.002727,rekoppelnder_austritt,rekoppelnder_austritt:7; oeffnend_belastender_austritt:7,lokaler_brueckenpfad
dio_mcm_episode_0mji3u6,dio_mcm_episode_18n06fj,8,3,1,0,0,2,6.25,-0.020695,0.015597,oeffnend_belastender_austritt,oeffnend_belastender_austritt:8,lokaler_brueckenpfad
dio_mcm_episode_0qzjuvj,dio_mcm_episode_18n06fj,2,1,1,0,2,0,3.0,-0.023254,0.020941,oeffnend_belastender_austritt,oeffnend_belastender_austritt:1; gemischter_austritt:1,schwache_brueckenkante
