rank,label,data_path,start,end,raw_quiet_score,field_quiet_score,topology_state,center_share,open_share,rand_share,rekopplung_overlay_share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,unique_symbols,episode_memory_written,top_symbol_overlap,top_family_overlap
1,BTC2025_FIELD_QUIET_03,data\field_quiet_candidates\1-12_2025_5m_btcusdt_btc2025_field_quiet_03_2000.csv,52750.0,54750.0,0.3875807790862533,0.481409751554664,stark_zentriert_wenig_rand,0.8299899699097292,0.16549648946840523,0.004513540621865597,0.2502507522567703,0.6976761895687061,0.5124422743229688,0.15190384302908724,0.8479469007021063,340,3,1.0,1.0
2,BTC2025_FIELD_QUIET_02,data\field_quiet_candidates\1-12_2025_5m_btcusdt_btc2025_field_quiet_02_2000.csv,74000.0,76000.0,0.37833174353556137,0.48102661092276827,stark_zentriert_wenig_rand,0.8284854563691073,0.16649949849548645,0.0050150451354062184,0.2502507522567703,0.6982107316950853,0.5141448655967904,0.15195836609829488,0.8484070070210632,324,1,1.0,1.0
3,BTC2025_FIELD_QUIET_01,data\field_quiet_candidates\1-12_2025_5m_btcusdt_btc2025_field_quiet_01_2000.csv,50250.0,52250.0,0.3742386737767792,0.46968203756268806,stark_zentriert_wenig_rand,0.808926780341023,0.18304914744232698,0.00802407221664995,0.2502507522567703,0.6964073676028084,0.511257073219659,0.1534726118355065,0.8455449819458375,348,1,1.0,1.0
4,BTC2025_FIELD_QUIET_04,data\field_quiet_candidates\1-12_2025_5m_btcusdt_btc2025_field_quiet_04_2000.csv,72250.0,74250.0,0.41034351203323993,0.46629429536609834,stark_zentriert_wenig_rand,0.8019057171514543,0.1945837512537613,0.003510531594784353,0.2502507522567703,0.6960824297893681,0.5115906258776329,0.15384130942828486,0.8437876654964894,345,1,1.0,1.0
5,BTC2025_FIELD_QUIET_05,data\field_quiet_candidates\1-12_2025_5m_btcusdt_btc2025_field_quiet_05_2000.csv,59000.0,61000.0,0.4104150460110917,0.46494929657973916,gemischte_rollenordnung,0.7998996990972919,0.19358074222668004,0.006519558676028084,0.2502507522567703,0.6959811023069208,0.510640224674022,0.1535525521564694,0.8443215225677031,362,1,1.0,1.0
