segment,start_tick,end_tick,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,avg_raw_field,max_raw_field,avg_adapted_field,avg_reduction,avg_loudness,max_loudness,avg_visual_sharpness,avg_visual_blur,avg_mcm_tension,avg_mcm_coherence,avg_mcm_asymmetry,avg_strain,avg_rekopplung,dominant_family,dominant_preview,price_drift,abs_price_drift,max_range_pct,avg_range_pct,avg_volume,max_volume,direction_change_ratio,segment_class
143,1703,1711,9,0.222222,0.666667,0.0,0.111111,0.149299,0.233174,0.126743,0.022556,0.254259,0.411464,0.614844,0.385156,0.126743,0.573929,0.003875,0.164387,0.689172,dio_0m9z,dio_mcm_episode_1joiyc3,-0.000928,0.000928,0.007987,0.004914,341292.777778,698176.0,0.428571,reale_oeffnungsphase
148,1743,1751,9,0.111111,0.666667,0.0,0.222222,0.13836,0.307057,0.115174,0.023186,0.223846,0.539521,0.549079,0.450921,0.115174,0.530801,-0.086718,0.160747,0.686153,dio_0ahb,dio_mcm_episode_1joiyc3,-0.012269,0.012269,0.020908,0.010217,1558547.0,3741209.0,0.285714,reale_oeffnungsphase
171,1989,1994,6,0.166667,0.666667,0.0,0.166667,0.174456,0.291302,0.146812,0.027644,0.309515,0.520215,0.694686,0.305314,0.146812,0.63119,-0.101867,0.161852,0.686541,dio_05ap,dio_mcm_episode_1joiyc3,-0.013397,0.013397,0.010001,0.005278,663169.333333,1493759.0,0.25,reale_oeffnungsphase
32,385,394,10,0.3,0.6,0.0,0.1,0.173137,0.316273,0.145428,0.027709,0.301868,0.570707,0.648664,0.351336,0.145428,0.631817,0.13761,0.172718,0.673785,dio_00ly,dio_mcm_episode_1joiyc3,0.012178,0.012178,0.015411,0.008714,2531793.5,6265813.0,0.375,reale_oeffnungsphase
37,444,453,10,0.3,0.6,0.0,0.1,0.131887,0.257307,0.112723,0.019163,0.218813,0.443489,0.652045,0.347955,0.112723,0.577807,-0.03724,0.156923,0.690261,dio_104t,dio_mcm_episode_1joiyc3,-0.000848,0.000848,0.007562,0.003684,556717.6,1225240.0,0.75,reale_oeffnungsphase
124,1468,1477,10,0.3,0.6,0.0,0.1,0.16203,0.314003,0.135369,0.026661,0.275323,0.561903,0.602747,0.397253,0.135369,0.57139,-0.068462,0.169657,0.681958,dio_0pz6,dio_mcm_episode_1joiyc3,-0.006457,0.006457,0.008454,0.004385,395015.5,839421.0,0.375,reale_oeffnungsphase
16,181,189,9,0.111111,0.555556,0.0,0.333333,0.138029,0.41984,0.116624,0.021405,0.232171,0.721557,0.725005,0.274995,0.116624,0.647239,-0.069323,0.150521,0.685395,dio_10dv,dio_mcm_episode_1jx2k4i,-0.007296,0.007296,0.006544,0.003621,580166.555556,1801649.0,0.285714,gemischter_uebergang
20,218,226,9,0.222222,0.555556,0.0,0.222222,0.146186,0.234973,0.124405,0.021781,0.250228,0.392287,0.636087,0.363913,0.124405,0.583014,-0.001327,0.164552,0.681324,dio_155c,dio_mcm_episode_1jx2k4i,-0.003012,0.003012,0.007095,0.003721,606884.0,1334835.0,0.428571,gemischter_uebergang
25,313,321,9,0.333333,0.555556,0.0,0.111111,0.136141,0.227039,0.116228,0.019913,0.234165,0.40189,0.650518,0.349482,0.116228,0.608023,-0.040833,0.156214,0.690669,dio_1vsj,dio_mcm_episode_1jx2k4i,-0.012041,0.012041,0.008743,0.004678,631911.444444,2085382.0,0.571429,gemischter_uebergang
26,318,326,9,0.333333,0.555556,0.0,0.111111,0.141582,0.3005,0.120681,0.020901,0.240743,0.523766,0.660374,0.339626,0.120681,0.600628,-0.06889,0.159445,0.68408,dio_0h9h,dio_mcm_episode_1jx2k4i,-0.010258,0.010258,0.007949,0.005049,854197.222222,2077455.0,0.571429,gemischter_uebergang
27,343,351,9,0.222222,0.555556,0.0,0.222222,0.127177,0.319227,0.107951,0.019227,0.20433,0.55801,0.613868,0.386132,0.107951,0.553784,0.029972,0.154359,0.692233,dio_0oc3,dio_mcm_episode_1jx2k4i,0.001355,0.001355,0.006144,0.004292,525217.333333,1335145.0,0.857143,gemischter_uebergang
29,361,369,9,0.333333,0.555556,0.0,0.111111,0.133985,0.26061,0.114377,0.019607,0.225693,0.464814,0.645997,0.354003,0.114377,0.628453,0.047364,0.153706,0.696272,dio_0z3k,dio_mcm_episode_1jx2k4i,0.002343,0.002343,0.006756,0.003772,678269.777778,1047742.0,0.857143,gemischter_uebergang
33,388,396,9,0.222222,0.555556,0.0,0.222222,0.185136,0.316273,0.154921,0.030215,0.319472,0.570707,0.609645,0.390355,0.154921,0.598234,0.119702,0.174958,0.672873,dio_00ly,dio_mcm_episode_1joiyc3,0.0045,0.0045,0.023019,0.011942,3570171.222222,6265813.0,0.428571,gemischter_uebergang
78,889,897,9,0.444444,0.555556,0.0,0.0,0.110398,0.226449,0.094527,0.015872,0.174,0.402256,0.615052,0.384948,0.094527,0.567371,-0.022978,0.146565,0.699617,dio_0ein,dio_mcm_episode_1joiyc3,0.00527,0.00527,0.010947,0.006277,836565.888889,1374476.0,0.571429,gemischter_uebergang
82,949,957,9,0.444444,0.555556,0.0,0.0,0.135542,0.310111,0.114194,0.021349,0.221501,0.524586,0.605666,0.394334,0.114194,0.56045,-0.031886,0.159214,0.688844,dio_0m9z,dio_mcm_episode_1joiyc3,-0.010444,0.010444,0.006619,0.005313,477134.444444,705517.0,0.285714,gemischter_uebergang
95,1127,1135,9,0.333333,0.555556,0.0,0.111111,0.108824,0.236323,0.09352,0.015304,0.175296,0.412387,0.641562,0.358438,0.09352,0.605312,0.003594,0.144807,0.699076,dio_06qi,dio_mcm_episode_1joiyc3,-0.008078,0.008078,0.010565,0.007456,1327921.777778,1810539.0,0.714286,gemischter_uebergang
97,1148,1156,9,0.333333,0.555556,0.0,0.111111,0.157944,0.373198,0.13141,0.026535,0.272912,0.677706,0.586475,0.413525,0.13141,0.586384,0.034164,0.175629,0.677753,dio_05yg,dio_mcm_episode_1joiyc3,0.012648,0.012648,0.018863,0.007849,1221014.444444,2762902.0,0.857143,gemischter_uebergang
99,1163,1171,9,0.222222,0.555556,0.0,0.222222,0.10594,0.236002,0.091368,0.014572,0.164937,0.428513,0.617092,0.382908,0.091368,0.538494,-0.077724,0.159636,0.686779,dio_0pxr,dio_mcm_episode_1joiyc3,-0.021558,0.021558,0.012393,0.008024,1310158.555556,1789799.0,0.571429,gemischter_uebergang
104,1226,1234,9,0.333333,0.555556,0.0,0.111111,0.154275,0.327436,0.130755,0.02352,0.266894,0.56962,0.673742,0.326258,0.130755,0.621366,0.119038,0.167773,0.683605,dio_00x9,dio_mcm_episode_1joiyc3,0.011305,0.011305,0.016576,0.008296,2555136.888889,5308666.0,0.571429,gemischter_uebergang
113,1340,1348,9,0.444444,0.555556,0.0,0.0,0.126837,0.227438,0.108437,0.0184,0.218399,0.394774,0.662802,0.337198,0.108437,0.645885,-0.015435,0.156589,0.694396,dio_0m9z,dio_mcm_episode_1joiyc3,-0.007583,0.007583,0.010431,0.006782,1123563.0,1751617.0,0.428571,gemischter_uebergang
125,1471,1479,9,0.333333,0.555556,0.0,0.111111,0.148343,0.314003,0.123273,0.02507,0.246543,0.561903,0.601652,0.398348,0.123273,0.550945,-0.046512,0.164526,0.682552,dio_0l7p,dio_mcm_episode_1joiyc3,-0.005437,0.005437,0.008454,0.004592,399801.333333,839421.0,0.428571,gemischter_uebergang
136,1606,1614,9,0.333333,0.555556,0.0,0.111111,0.152463,0.291625,0.128326,0.024137,0.253649,0.524436,0.55213,0.44787,0.128326,0.564708,0.034841,0.174587,0.682419,dio_1hq9,dio_mcm_episode_1joiyc3,0.008775,0.008775,0.011719,0.005933,699322.0,1602411.0,0.428571,gemischter_uebergang
165,1925,1933,9,0.222222,0.555556,0.0,0.222222,0.142998,0.253275,0.121047,0.021951,0.236646,0.449599,0.607933,0.392067,0.121047,0.574734,-0.041529,0.16526,0.687887,dio_1uof,dio_mcm_episode_1joiyc3,-0.008701,0.008701,0.008149,0.005085,573483.777778,975468.0,0.571429,gemischter_uebergang
91,1081,1091,11,0.181818,0.545455,0.0,0.272727,0.166556,0.343412,0.139405,0.027151,0.286642,0.618443,0.590374,0.409626,0.139405,0.570089,0.196587,0.179966,0.672524,dio_00ja,dio_mcm_episode_1joiyc3,0.029049,0.029049,0.020167,0.009268,2141068.181818,5499989.0,0.444444,gemischter_uebergang
107,1274,1283,10,0.5,0.5,0.0,0.0,0.172647,0.363302,0.14429,0.028357,0.294249,0.634512,0.671775,0.328225,0.14429,0.584339,-0.046305,0.166187,0.688668,dio_0fe7,dio_mcm_episode_1joiyc3,-0.017782,0.017782,0.013112,0.006041,1132880.6,2834160.0,0.625,gemischter_uebergang
108,1279,1288,10,0.4,0.5,0.0,0.1,0.165163,0.354379,0.137885,0.027278,0.28463,0.61791,0.626046,0.373954,0.137885,0.586024,-0.009437,0.173861,0.679826,dio_0h9h,dio_mcm_episode_1joiyc3,0.006824,0.006824,0.016334,0.006536,1035140.9,2113273.0,0.875,gemischter_uebergang
110,1320,1329,10,0.4,0.5,0.0,0.1,0.155195,0.360213,0.130976,0.024219,0.268982,0.626628,0.693788,0.306212,0.130976,0.628229,-0.077415,0.157856,0.691046,dio_1sa0,dio_mcm_episode_1joiyc3,-0.001263,0.001263,0.019572,0.008874,1679033.7,3816728.0,0.5,gemischter_uebergang
11,121,129,9,0.0,0.444444,0.0,0.555556,0.132592,0.30287,0.113815,0.018777,0.224079,0.524702,0.697887,0.302113,0.113815,0.612035,-0.016923,0.152617,0.691076,dio_104t,dio_mcm_episode_1jx2k4i,-0.001523,0.001523,0.003858,0.002202,172755.111111,355690.0,0.285714,gemischter_uebergang
19,213,221,9,0.111111,0.444444,0.0,0.444444,0.141985,0.331748,0.120873,0.021112,0.251204,0.565821,0.694085,0.305915,0.120873,0.655389,0.078253,0.158366,0.688558,dio_1q85,dio_mcm_episode_1jx2k4i,0.004275,0.004275,0.007095,0.003816,581755.111111,1334835.0,0.428571,gemischter_uebergang
34,407,415,9,0.333333,0.444444,0.0,0.222222,0.12635,0.316198,0.109075,0.017275,0.215929,0.549487,0.68428,0.31572,0.109075,0.66404,-0.014034,0.143024,0.700542,dio_0h9h,dio_mcm_episode_1joiyc3,-0.003411,0.003411,0.010575,0.005355,1055878.0,2204126.0,0.142857,gemischter_uebergang
48,533,541,9,0.222222,0.444444,0.0,0.333333,0.125564,0.271939,0.107292,0.018272,0.218435,0.479366,0.713231,0.286769,0.107292,0.66295,-0.085628,0.143845,0.697613,dio_13o0,dio_mcm_episode_1joiyc3,-0.01392,0.01392,0.008332,0.005069,626209.222222,1364179.0,0.571429,gemischter_uebergang
63,699,707,9,0.555556,0.444444,0.0,0.0,0.144141,0.339048,0.123356,0.020785,0.249686,0.593238,0.675073,0.324927,0.123356,0.641573,-0.047533,0.161468,0.692226,dio_0m9z,dio_mcm_episode_1joiyc3,-0.009474,0.009474,0.008874,0.004016,617053.777778,1402438.0,0.428571,gemischter_uebergang
77,872,880,9,0.333333,0.444444,0.0,0.222222,0.133206,0.236811,0.115325,0.017881,0.22718,0.410239,0.733761,0.266239,0.115325,0.649047,-0.091793,0.146093,0.699125,dio_0pz6,dio_mcm_episode_1joiyc3,-0.025002,0.025002,0.009875,0.006059,609254.333333,908718.0,0.142857,gemischter_uebergang
79,917,925,9,0.444444,0.444444,0.0,0.111111,0.150163,0.267326,0.127064,0.023098,0.260138,0.472212,0.619136,0.380864,0.127064,0.618952,-0.021491,0.165173,0.693295,dio_0sxm,dio_mcm_episode_1joiyc3,-0.008127,0.008127,0.007191,0.004775,496796.777778,901318.0,0.285714,gemischter_uebergang
85,994,1002,9,0.333333,0.444444,0.0,0.222222,0.11598,0.252057,0.099928,0.016052,0.193004,0.45117,0.669456,0.330544,0.099928,0.645451,-0.086787,0.145362,0.702498,dio_1gp2,dio_mcm_episode_1joiyc3,-0.007621,0.007621,0.010239,0.005475,573855.777778,983951.0,0.428571,gemischter_uebergang
87,1046,1054,9,0.333333,0.444444,0.0,0.222222,0.132632,0.304408,0.112693,0.019939,0.220361,0.533542,0.671596,0.328404,0.112693,0.606529,0.074051,0.16265,0.690927,dio_1l7p,dio_mcm_episode_1joiyc3,0.010148,0.010148,0.010792,0.006376,938848.0,1482764.0,0.285714,gemischter_uebergang
89,1067,1075,9,0.333333,0.444444,0.0,0.222222,0.12391,0.243288,0.105782,0.018127,0.204229,0.440007,0.593451,0.406549,0.105782,0.587914,0.035336,0.163524,0.690789,dio_0jkk,dio_mcm_episode_1joiyc3,0.009221,0.009221,0.01149,0.006765,587127.666667,1504014.0,0.571429,gemischter_uebergang
106,1266,1274,9,0.444444,0.444444,0.0,0.111111,0.122137,0.225292,0.106544,0.015593,0.211278,0.403001,0.73146,0.26854,0.106544,0.697438,-0.128404,0.140679,0.706499,dio_17ct,dio_mcm_episode_1joiyc3,-0.012115,0.012115,0.00955,0.004987,996312.666667,2742665.0,0.428571,gemischter_uebergang
111,1324,1332,9,0.333333,0.444444,0.0,0.222222,0.159395,0.360213,0.133572,0.025823,0.266262,0.626628,0.620671,0.379329,0.133572,0.562147,-0.030968,0.164749,0.691094,dio_1gp2,dio_mcm_episode_1joiyc3,-0.001544,0.001544,0.019572,0.010777,1722124.444444,3816728.0,0.714286,gemischter_uebergang
128,1506,1514,9,0.444444,0.444444,0.0,0.111111,0.141769,0.338836,0.117625,0.024143,0.223643,0.590781,0.546577,0.453423,0.117625,0.52363,0.014742,0.166317,0.688306,dio_04uf,dio_mcm_episode_1joiyc3,-0.00521,0.00521,0.019236,0.008425,1311343.888889,4536903.0,0.428571,gemischter_uebergang
135,1591,1599,9,0.555556,0.444444,0.0,0.0,0.135467,0.244069,0.115236,0.020232,0.226506,0.40347,0.628434,0.371566,0.115236,0.571167,0.071911,0.152171,0.700771,dio_14wj,dio_mcm_episode_1joiyc3,0.012718,0.012718,0.010923,0.006711,1005661.444444,1836152.0,0.571429,gemischter_uebergang
144,1711,1719,9,0.333333,0.444444,0.0,0.222222,0.142153,0.331185,0.119076,0.023076,0.235911,0.574101,0.581173,0.418827,0.119076,0.548243,0.011258,0.156054,0.69335,dio_02x1,dio_mcm_episode_1joiyc3,-0.001857,0.001857,0.010816,0.006045,545643.222222,1582335.0,0.714286,gemischter_uebergang
149,1759,1767,9,0.555556,0.444444,0.0,0.0,0.154125,0.263599,0.130805,0.02332,0.258407,0.469667,0.616367,0.383633,0.130805,0.595887,-0.069849,0.160324,0.69466,dio_1sa0,dio_mcm_episode_1joiyc3,-0.005793,0.005793,0.012045,0.00703,1038129.555556,2035192.0,0.571429,gemischter_uebergang
150,1761,1769,9,0.555556,0.444444,0.0,0.0,0.158697,0.263599,0.134501,0.024196,0.267614,0.469667,0.613789,0.386211,0.134501,0.606554,-0.074781,0.16098,0.694247,dio_0m9z,dio_mcm_episode_1joiyc3,-0.006002,0.006002,0.008954,0.005852,876127.555556,1495101.0,0.428571,gemischter_uebergang
170,1986,1994,9,0.333333,0.444444,0.0,0.222222,0.145574,0.291302,0.123221,0.022354,0.248032,0.520215,0.664607,0.335393,0.123221,0.604268,-0.076735,0.154435,0.696138,dio_1xrt,dio_mcm_episode_1joiyc3,-0.017392,0.017392,0.010001,0.004624,590846.444444,1493759.0,0.285714,gemischter_uebergang
118,1409,1418,10,0.6,0.4,0.0,0.0,0.146668,0.34935,0.122768,0.0239,0.248851,0.612836,0.631465,0.368535,0.122768,0.589678,0.052444,0.155831,0.698365,dio_00ly,dio_mcm_episode_1joiyc3,0.011978,0.011978,0.01018,0.004909,678554.3,1956133.0,0.625,gemischter_uebergang
13,145,153,9,0.333333,0.333333,0.0,0.333333,0.100573,0.231443,0.087477,0.013096,0.166657,0.405843,0.668895,0.331105,0.087477,0.63916,0.041571,0.144142,0.696695,dio_104t,dio_mcm_episode_1jx2k4i,0.002337,0.002337,0.003498,0.002295,272527.777778,528226.0,0.428571,gemischter_uebergang
18,203,211,9,0.333333,0.333333,0.0,0.333333,0.140686,0.230024,0.122174,0.018512,0.247852,0.395212,0.711963,0.288037,0.122174,0.676931,-0.035107,0.148851,0.700156,dio_0m9z,dio_mcm_episode_1jx2k4i,-0.006222,0.006222,0.006261,0.003161,504603.222222,972320.0,0.857143,gemischter_uebergang
22,244,252,9,0.222222,0.333333,0.0,0.444444,0.145092,0.247361,0.124227,0.020865,0.248789,0.424165,0.660121,0.339879,0.124227,0.615292,0.040398,0.153776,0.694677,dio_155c,dio_mcm_episode_1jx2k4i,0.008647,0.008647,0.00474,0.003145,479131.555556,1049594.0,0.571429,gemischter_uebergang
23,263,271,9,0.333333,0.333333,0.0,0.333333,0.124434,0.351137,0.10569,0.018744,0.211331,0.586688,0.701172,0.298828,0.10569,0.626184,0.064321,0.142401,0.70015,dio_0nlj,dio_mcm_episode_1jx2k4i,0.010375,0.010375,0.006074,0.00332,592593.888889,1418687.0,0.428571,gemischter_uebergang
56,618,626,9,0.555556,0.333333,0.0,0.111111,0.12922,0.338106,0.110429,0.018791,0.224699,0.585259,0.715527,0.284473,0.110429,0.641813,-0.022896,0.145092,0.703506,dio_06er,dio_mcm_episode_1joiyc3,-0.000596,0.000596,0.006856,0.003628,586199.888889,1561216.0,0.714286,gemischter_uebergang
59,672,680,9,0.555556,0.333333,0.0,0.111111,0.117174,0.243321,0.100987,0.016187,0.202432,0.416125,0.681347,0.318653,0.100987,0.627418,0.015849,0.148862,0.704355,dio_104t,dio_mcm_episode_1joiyc3,0.002749,0.002749,0.004457,0.002753,336470.0,725123.0,0.571429,gemischter_uebergang
62,692,700,9,0.444444,0.333333,0.0,0.222222,0.157346,0.384116,0.132895,0.024451,0.265955,0.645516,0.656535,0.343465,0.132895,0.581824,-0.021849,0.154839,0.695253,dio_155c,dio_mcm_episode_1joiyc3,0.000169,0.000169,0.004826,0.002485,313439.777778,896124.0,0.571429,gemischter_uebergang
80,927,935,9,0.444444,0.333333,0.0,0.222222,0.133008,0.287289,0.114251,0.018757,0.23143,0.512096,0.661151,0.338849,0.114251,0.652251,-0.001136,0.149821,0.70234,dio_17ct,dio_mcm_episode_1joiyc3,0.004734,0.004734,0.007199,0.003619,270451.0,588027.0,0.428571,gemischter_uebergang
81,945,953,9,0.666667,0.333333,0.0,0.0,0.11793,0.310111,0.099684,0.018246,0.188688,0.524586,0.632788,0.367212,0.099684,0.578164,-0.029673,0.14926,0.699747,dio_1u5i,dio_mcm_episode_1joiyc3,-0.0045,0.0045,0.006619,0.004159,383361.444444,705517.0,0.428571,gemischter_uebergang
105,1247,1255,9,0.333333,0.333333,0.0,0.333333,0.135158,0.27614,0.11503,0.020128,0.231651,0.499242,0.642074,0.357926,0.11503,0.600305,0.041259,0.157422,0.699057,dio_1r55,dio_mcm_episode_1joiyc3,0.008051,0.008051,0.011852,0.006341,1202673.444444,1945342.0,0.714286,gemischter_uebergang
109,1310,1318,9,0.333333,0.333333,0.0,0.333333,0.126524,0.290782,0.108739,0.017785,0.209936,0.510762,0.67766,0.32234,0.108739,0.621568,0.02816,0.1518,0.700777,dio_0h9h,dio_mcm_episode_1joiyc3,-0.002053,0.002053,0.009997,0.006412,1229867.555556,2241231.0,0.142857,gemischter_uebergang
112,1332,1340,9,0.444444,0.333333,0.0,0.222222,0.146292,0.324373,0.123558,0.022734,0.248572,0.581053,0.60207,0.39793,0.123558,0.578944,-0.063582,0.163444,0.693913,dio_104t,dio_mcm_episode_1joiyc3,-0.004094,0.004094,0.016207,0.007224,1130074.555556,3874653.0,0.428571,gemischter_uebergang
117,1398,1406,9,0.555556,0.333333,0.0,0.111111,0.13796,0.349847,0.118435,0.019525,0.237779,0.606262,0.695309,0.304691,0.118435,0.674574,0.019467,0.157772,0.699877,dio_17ct,dio_mcm_episode_1joiyc3,0.001677,0.001677,0.010581,0.006109,690406.888889,1358507.0,0.285714,gemischter_uebergang
127,1499,1507,9,0.555556,0.333333,0.0,0.111111,0.140175,0.39891,0.118423,0.021753,0.241979,0.694544,0.690247,0.309753,0.118423,0.640792,-0.050222,0.154006,0.705077,dio_06s7,dio_mcm_episode_1joiyc3,0.000283,0.000283,0.012269,0.006413,960694.111111,2185981.0,0.714286,gemischter_uebergang
137,1613,1621,9,0.555556,0.333333,0.0,0.111111,0.100132,0.241723,0.086329,0.013803,0.162434,0.437847,0.660162,0.339838,0.086329,0.60841,-0.122771,0.143831,0.706681,dio_06s7,dio_mcm_episode_1joiyc3,-0.016729,0.016729,0.009003,0.005275,700673.444444,1493086.0,0.428571,gemischter_uebergang
139,1631,1639,9,0.555556,0.333333,0.0,0.111111,0.135922,0.245967,0.116079,0.019843,0.22857,0.434835,0.644201,0.355799,0.116079,0.590908,-0.085148,0.154962,0.699107,dio_0pz6,dio_mcm_episode_1joiyc3,-0.006886,0.006886,0.00914,0.004974,583730.444444,1203957.0,0.714286,gemischter_uebergang
151,1781,1789,9,0.444444,0.333333,0.0,0.222222,0.139691,0.277554,0.119075,0.020616,0.237715,0.488897,0.658776,0.341224,0.119075,0.588996,0.033192,0.154183,0.698886,dio_1u5i,dio_mcm_episode_1joiyc3,0.003112,0.003112,0.005383,0.003402,354059.666667,787995.0,0.571429,gemischter_uebergang
152,1784,1792,9,0.444444,0.333333,0.0,0.222222,0.148529,0.277554,0.126374,0.022154,0.253855,0.488897,0.636986,0.363014,0.126374,0.582762,-0.002867,0.155994,0.698353,dio_1lsu,dio_mcm_episode_1joiyc3,-0.002285,0.002285,0.005383,0.003109,387029.666667,787995.0,0.428571,gemischter_uebergang
155,1822,1830,9,0.444444,0.333333,0.0,0.222222,0.146965,0.241853,0.125765,0.0212,0.253572,0.425281,0.698171,0.301829,0.125765,0.619949,0.066088,0.154841,0.702324,dio_104t,dio_mcm_episode_1joiyc3,0.010301,0.010301,0.005976,0.003592,544906.666667,911900.0,0.285714,gemischter_uebergang
160,1892,1900,9,0.444444,0.333333,0.0,0.222222,0.158787,0.320983,0.134819,0.023969,0.272645,0.563798,0.689705,0.310295,0.134819,0.632646,-0.073137,0.158391,0.696269,dio_0kx9,dio_mcm_episode_1joiyc3,-0.019123,0.019123,0.009916,0.00539,837134.777778,2229825.0,0.285714,gemischter_uebergang
161,1894,1902,9,0.333333,0.333333,0.0,0.333333,0.164777,0.320983,0.140007,0.024771,0.282002,0.563798,0.681971,0.318029,0.140007,0.630833,-0.114974,0.161634,0.69675,dio_1u5i,dio_mcm_episode_1joiyc3,-0.018803,0.018803,0.009916,0.005483,883552.666667,2229825.0,0.285714,gemischter_uebergang
162,1905,1913,9,0.444444,0.333333,0.0,0.222222,0.151815,0.325307,0.129159,0.022656,0.265278,0.566941,0.693154,0.306846,0.129159,0.638043,-0.049566,0.157564,0.701034,dio_104t,dio_mcm_episode_1joiyc3,-0.009792,0.009792,0.00653,0.003412,301635.0,668864.0,0.285714,gemischter_uebergang
163,1908,1916,9,0.444444,0.333333,0.0,0.222222,0.140171,0.325307,0.119064,0.021106,0.241583,0.566941,0.691898,0.308102,0.119064,0.631125,-0.040872,0.153231,0.700879,dio_104t,dio_mcm_episode_1joiyc3,-0.007012,0.007012,0.00653,0.003832,344276.666667,668864.0,0.142857,gemischter_uebergang
168,1964,1972,9,0.555556,0.333333,0.0,0.111111,0.133101,0.27562,0.113755,0.019346,0.22066,0.48154,0.633348,0.366652,0.113755,0.590881,0.004889,0.152488,0.704037,dio_1xrt,dio_mcm_episode_1joiyc3,-0.000461,0.000461,0.00707,0.003985,372805.888889,1140738.0,0.285714,gemischter_uebergang
169,1966,1974,9,0.666667,0.333333,0.0,0.0,0.145284,0.27562,0.12431,0.020974,0.247412,0.48154,0.643785,0.356215,0.12431,0.607555,0.000926,0.156689,0.703229,dio_0m9z,dio_mcm_episode_1joiyc3,0.000369,0.000369,0.00707,0.00377,382963.666667,1140738.0,0.571429,gemischter_uebergang
116,1392,1401,10,0.6,0.3,0.0,0.1,0.13606,0.296113,0.116128,0.019932,0.230671,0.523282,0.672414,0.327586,0.116128,0.633088,-0.028004,0.156332,0.698731,dio_00ly,dio_mcm_episode_1joiyc3,-0.002493,0.002493,0.009432,0.004568,607332.6,1867475.0,0.25,gemischter_uebergang
28,352,360,9,0.555556,0.222222,0.0,0.222222,0.125101,0.234543,0.10895,0.016151,0.213431,0.407222,0.702676,0.297324,0.10895,0.655115,0.007612,0.146761,0.705982,dio_0m9z,dio_mcm_episode_1jx2k4i,0.00371,0.00371,0.004886,0.003253,382130.444444,732336.0,0.142857,gemischter_uebergang
96,1143,1151,9,0.666667,0.222222,0.0,0.111111,0.108649,0.243359,0.092992,0.015657,0.184744,0.445775,0.633933,0.366067,0.092992,0.616422,-0.024168,0.154598,0.701079,dio_0kx9,dio_mcm_episode_1joiyc3,-0.007408,0.007408,0.011222,0.006263,849138.555556,1688139.0,1.0,gemischter_uebergang
126,1487,1495,9,0.666667,0.222222,0.0,0.111111,0.129254,0.353448,0.109733,0.019521,0.221906,0.624815,0.673893,0.326107,0.109733,0.634001,-0.052601,0.152735,0.709599,dio_0l7p,dio_mcm_episode_1joiyc3,-0.008919,0.008919,0.007374,0.004242,566763.0,1204159.0,0.571429,gemischter_uebergang
133,1553,1561,9,0.555556,0.222222,0.0,0.222222,0.134184,0.279844,0.114966,0.019218,0.23282,0.503592,0.666957,0.333043,0.114966,0.64951,-0.121454,0.155312,0.703657,dio_0pz6,dio_mcm_episode_1joiyc3,-0.015086,0.015086,0.013636,0.006373,1027259.444444,2011380.0,0.571429,gemischter_uebergang
134,1584,1592,9,0.444444,0.222222,0.0,0.333333,0.110401,0.269687,0.093869,0.016532,0.174384,0.454368,0.611231,0.388769,0.093869,0.562636,-0.005633,0.147628,0.702648,dio_1uof,dio_mcm_episode_1joiyc3,0.001107,0.001107,0.009133,0.005822,730498.444444,1489520.0,0.714286,gemischter_uebergang
140,1637,1645,9,0.777778,0.222222,0.0,0.0,0.131434,0.249031,0.112589,0.018845,0.22387,0.439501,0.67384,0.32616,0.112589,0.594979,-0.062128,0.147713,0.708646,dio_104t,dio_mcm_episode_1joiyc3,-0.002678,0.002678,0.005096,0.002817,414700.111111,784425.0,0.857143,rekopplung_umfeld
141,1653,1661,9,0.555556,0.222222,0.0,0.222222,0.09925,0.240125,0.086048,0.013202,0.170404,0.426341,0.716821,0.283179,0.086048,0.661368,-0.018538,0.140224,0.711307,dio_14wj,dio_mcm_episode_1joiyc3,-0.005554,0.005554,0.00585,0.00326,441119.666667,1027621.0,0.428571,gemischter_uebergang
142,1688,1696,9,0.666667,0.222222,0.0,0.111111,0.112855,0.239223,0.098288,0.014567,0.199034,0.422292,0.742813,0.257187,0.098288,0.685509,-0.021844,0.139012,0.709457,dio_161t,dio_mcm_episode_1joiyc3,-0.004478,0.004478,0.007331,0.003789,292665.777778,412266.0,0.142857,gemischter_uebergang
145,1716,1724,9,0.555556,0.222222,0.0,0.222222,0.102564,0.250022,0.087698,0.014866,0.165159,0.440694,0.641504,0.358496,0.087698,0.590762,-0.053248,0.141053,0.704609,dio_12fw,dio_mcm_episode_1joiyc3,-0.00445,0.00445,0.006047,0.003985,347499.777778,628158.0,0.285714,gemischter_uebergang
146,1723,1731,9,0.777778,0.222222,0.0,0.0,0.098361,0.239368,0.084253,0.014108,0.153366,0.412606,0.620918,0.379082,0.084253,0.581044,0.032896,0.140254,0.711496,dio_02xf,dio_mcm_episode_1joiyc3,0.006312,0.006312,0.00713,0.004107,355101.0,621043.0,0.714286,rekopplung_umfeld
147,1730,1738,9,0.666667,0.222222,0.0,0.111111,0.119772,0.326889,0.103641,0.016131,0.207117,0.567685,0.764382,0.235618,0.103641,0.706311,0.187623,0.139373,0.713567,dio_0nlj,dio_mcm_episode_1joiyc3,0.027927,0.027927,0.011065,0.005752,762883.222222,2057044.0,0.285714,gemischter_uebergang
