world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
BTC2025_QUIET,zentrum_stabil,3360,0.8412618928392589,0.7091664538690476,0.5339592964285714,0.14673246458333333,0.8612563244047619,0.14637198303571428,0.07267963898809524,0.29732142857142857,0.2967261904761905,0.14523809523809525,stabil,inner_effect_stable,dio_mcm_episode_0e7qvj1,dio_104t
BTC2025_QUIET,offene_variante,592,0.14822233350025038,0.6603222162162162,0.47055383445945953,0.1987412077702703,0.7831564138513514,0.31076306081081084,0.119951125,0.0,0.0033783783783783786,0.7922297297297297,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_0e7qvj1,dio_00ja
BTC2025_QUIET,spannungsrand_kippnaehe,42,0.010515773660490736,0.5786592380952381,0.3502728333333333,0.30618257142857147,0.7107965238095237,0.23518209523809525,0.3250020476190476,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_0e7qvj1,dio_1ghk
BTC2025_STRESS,zentrum_stabil,3294,0.8247371056584877,0.7089127774741955,0.5345224307832422,0.14713623193685488,0.8604028673345477,0.14690053248330298,0.07423946448087432,0.30297510625379476,0.3026715239829994,0.12568306010928962,stabil,inner_effect_stable,dio_mcm_episode_0e7qvj1,dio_104t
BTC2025_STRESS,offene_variante,643,0.16099148723084628,0.6586340606531882,0.46971372472783823,0.20091328149300156,0.7792426143079315,0.320636,0.12503041524105754,0.0015552099533437014,0.003110419906687403,0.8211508553654744,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_0e7qvj1,dio_00ja
BTC2025_STRESS,spannungsrand_kippnaehe,57,0.014271407110665999,0.5720445964912281,0.34945570175438595,0.3093053157894737,0.6908889473684211,0.3360150350877193,0.30156764912280704,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_0e7qvj1,dio_1a0q
SOL2024_QUIET,zentrum_stabil,3203,0.8019529293940911,0.7077897140181081,0.5328213587261942,0.147615973462379,0.8591587895722761,0.14957287980018732,0.07454414985950672,0.3115828910396503,0.31127068373399935,0.11645332500780518,stabil,inner_effect_stable,dio_mcm_episode_0e7qvj1,dio_104t
SOL2024_QUIET,offene_variante,746,0.18678017025538307,0.6629304289544237,0.4774686420911528,0.19807879222520108,0.7829369504021447,0.316160091152815,0.12253966487935658,0.0013404825737265416,0.002680965147453083,0.7788203753351206,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_0e7qvj1,dio_00ja
SOL2024_QUIET,spannungsrand_kippnaehe,45,0.011266900350525789,0.5688193777777778,0.3440417777777778,0.3149661111111111,0.6852253555555555,0.3351996888888889,0.31939297777777775,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_0e7qvj1,dio_00hc
SOL2024_STRESS,zentrum_stabil,3197,0.800450676014021,0.7078217513293713,0.5333740807006568,0.1479576218329684,0.8586033315608382,0.15307353675320615,0.07417815420706912,0.3124804504222709,0.311854863934939,0.11323115420706913,stabil,inner_effect_stable,dio_mcm_episode_0e7qvj1,dio_104t
