token,contacts,worlds,world_profile,dominant_prev,dominant_prev_count,dominant_next,dominant_next_count,dominant_pair,dominant_pair_count,current_role_profile,neighbor_role_profile,self_prev_share,self_next_share,rekopplung_delta_next,strain_delta_next,loudness_delta_next,blur_delta_next,tension_delta_next
dio_mcm_episode_0v5p8er,2013,4,XRP_2025_5M:1316; DOGE_2025_5M:562; SYNTH_RAND:126; SYNTH_BRUCH_RAND:9,dio_mcm_episode_0v5p8er,1997,dio_mcm_episode_0v5p8er,1997,dio_mcm_episode_0v5p8er->dio_mcm_episode_0v5p8er,1984,zentrum_stabil:1702; offene_variante:305; spannungsrand_kippnaehe:6,zentrum_stabil:3400; offene_variante:615; spannungsrand_kippnaehe:11,0.9920516641828118,0.9920516641828118,-0.00011551068057625431,0.0001367973174366617,-0.0005328946845504225,0.0007900546448087431,-0.00020903576751117738
dio_mcm_episode_14l8khu,906,3,DOGE_2025_5M:664; SYNTH_RAND:211; XRP_2025_5M:31,dio_mcm_episode_14l8khu,888,dio_mcm_episode_14l8khu,888,dio_mcm_episode_14l8khu->dio_mcm_episode_14l8khu,873,zentrum_stabil:697; offene_variante:207; spannungsrand_kippnaehe:2,zentrum_stabil:1390; offene_variante:418; spannungsrand_kippnaehe:4,0.9801324503311258,0.9801324503311258,-0.0004527240618101544,0.00040140728476821194,0.002729100441501103,0.00019050331125827798,0.0012345419426048566
dio_mcm_episode_1q3us3f,1763,6,PAXG_2024_5M:637; SYNTH_RAND:429; XRP_2025_5M:383; DOGE_2025_5M:281; XRP_2024_5M:22; DOGE_2024_5M:11,dio_mcm_episode_1q3us3f,1737,dio_mcm_episode_1q3us3f,1737,dio_mcm_episode_1q3us3f->dio_mcm_episode_1q3us3f,1721,zentrum_stabil:1569; offene_variante:191; spannungsrand_kippnaehe:3,zentrum_stabil:3125; offene_variante:394; spannungsrand_kippnaehe:7,0.9852524106636416,0.9852524106636416,-0.0004668576290414068,0.0006901032331253546,0.0026940499149177535,0.001003995462280204,0.0011974458309699377
dio_mcm_episode_1xx3u1e,3060,4,PAXG_2025_5M:2960; XRP_2024_5M:87; DOGE_2024_5M:9; XRP_2025_5M:4,dio_mcm_episode_1xx3u1e,3037,dio_mcm_episode_1xx3u1e,3037,dio_mcm_episode_1xx3u1e->dio_mcm_episode_1xx3u1e,3018,zentrum_stabil:2601; offene_variante:452; spannungsrand_kippnaehe:7,zentrum_stabil:5201; offene_variante:904; spannungsrand_kippnaehe:15,0.992483660130719,0.992483660130719,-0.000251832679738562,0.00020958692810457518,0.0012795954248366014,0.00017450588235294116,0.0005586630718954248
