group;worlds;avg_wahrnehmung;avg_benennung_density;avg_recoupling;avg_carry;avg_strain;avg_passive_regulation;avg_integration;avg_stabilization;dominant_class_profile;field_episode_profile;top_family_profile
normal;4;0.841580441941206;0.174625;0.6948877446295734;0.5106915897117505;0.1556538469479351;0.6677171112921362;0.0015045135406218655;0.5643598288502769;stabil:4;"dio_mcm_episode_0e7qvj1:2; dio_mcm_episode_1wra2fc:1; dio_mcm_episode_1joiyc3:1";dio_104t:4
stress;4;0.841711203679423;0.20975;0.692903618659631;0.5051207442263685;0.15632964186889645;0.6571294442045003;0.0027658428000298684;0.5555989924134115;stabil:4;"dio_mcm_episode_1joiyc3:3; dio_mcm_episode_0kji539:1";"dio_104t:3; dio_0m9z:1"
lang_10k;4;0.8420743833696743;0.06525;0.7057360193328757;0.5370605254979482;0.1526417454236709;0.7082278219562455;0.0011006603962377425;0.5961768941559293;stabil:4;"dio_mcm_episode_0mk4vj4:3; dio_mcm_episode_1wra2fc:1";dio_104t:4
