token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_04s5k7g,8,1,QUIET2026,offene_variante,dio_13it,0.954434,2,3,3,dio_mcm_episode_05ce83b,dio_mcm_episode_05ce83b,0.645525,0.43204,0.188107,0.790439,0.097837,0.509672,0.115051,0.097837,0.177742,0.444499,0.375,0.0,0.625,0.0,driftzone
dio_mcm_episode_0ldht3x,4,1,QUIET2026,offene_variante,dio_05gr,1.0,4,2,2,dio_mcm_episode_15yxfhz,dio_mcm_episode_0jlkrep,0.675614,0.488146,0.171905,0.818563,0.143719,0.583314,0.169006,0.143719,0.292089,0.416598,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0qhiq5e,4,4,"EXPANSION2023,PAXG2024,SOL2024,STRESS2025",offene_variante,dio_0mob,-0.0,8,4,4,dio_mcm_episode_19dxnmz,dio_mcm_episode_15yxfhz,0.628617,0.418132,0.223598,0.776093,0.217477,0.621572,0.26888,0.217477,0.481485,0.436103,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0ykar6i,4,2,"EXPANSION2023,STRESS2025",zentrum_stabil,dio_0pz6,1.0,2,3,3,dio_mcm_episode_0ybr5e3,dio_mcm_episode_0b7nep9,0.699193,0.532203,0.155812,0.830431,0.116193,0.619931,0.135942,0.116193,0.23473,0.342194,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_00i7zy5,3,3,"KAS2024,PAXG2024,SOL2024",zentrum_stabil,dio_06er,-0.0,4,2,3,dio_mcm_episode_09liv43,dio_mcm_episode_0393v08,0.673794,0.447705,0.155573,0.880665,0.091456,0.699077,0.103506,0.091456,0.176388,0.237041,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0a6333q,3,1,EXPANSION2023,zentrum_stabil,dio_1un4,0.918296,2,1,1,dio_mcm_episode_1j0eqqb,dio_mcm_episode_0i8oyce,0.697079,0.518205,0.14642,0.842821,0.107941,0.634465,0.126247,0.107941,0.20938,0.224343,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0aj06nw,3,2,"QUIET2026,STRESS2025",offene_variante,dio_0jkk,0.918296,3,2,2,dio_mcm_episode_0a90kyx,dio_mcm_episode_102i30n,0.64202,0.423531,0.193648,0.801738,0.123399,0.560415,0.144751,0.123399,0.247554,0.403249,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0i8oyce,3,2,"EXPANSION2023,STRESS2025",offene_variante,dio_0m9z,-0.0,4,2,2,dio_mcm_episode_0ag2osp,dio_mcm_episode_0zp5e37,0.693318,0.525966,0.16579,0.818505,0.120831,0.666181,0.140563,0.120831,0.253839,0.33811,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0krixak,3,3,"EXPANSION2023,PAXG2024,QUIET2026",zentrum_stabil,dio_0g3b,-0.0,4,1,3,dio_mcm_episode_00i7zy5,dio_mcm_episode_0w4721p,0.692743,0.469023,0.126066,0.90995,0.023496,0.717055,0.025896,0.023496,0.02301,0.22649,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_10b8y4e,3,1,BTC2024,offene_variante,dio_0klp,0.918296,2,1,1,dio_mcm_episode_0s3bynh,dio_mcm_episode_0mji3u6,0.687275,0.528276,0.178123,0.792053,0.113224,0.583803,0.132493,0.113224,0.220628,0.417812,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_1fej2vb,3,1,EXPANSION2023,zentrum_stabil,dio_0jsd,0.918296,2,1,1,dio_mcm_episode_0clq7n0,dio_mcm_episode_0b7nep9,0.695696,0.532189,0.163954,0.816482,0.126013,0.596477,0.149256,0.126013,0.253224,0.369161,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_05ce83b,2,1,QUIET2026,offene_variante,dio_12w2,1.0,1,2,2,dio_mcm_episode_04s5k7g,dio_mcm_episode_04s5k7g,0.647787,0.428154,0.189507,0.838002,0.177031,0.62332,0.222143,0.177031,0.398442,0.502565,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0cvptbz,2,1,STRESS2025,spannungsrand_kippnaehe,dio_18i0,1.0,2,1,1,dio_mcm_episode_0jwgafx,dio_mcm_episode_1f4jh6c,0.634963,0.439453,0.228127,0.763575,0.241801,0.596145,0.296929,0.241801,0.52721,0.326796,0.5,0.0,0.0,0.5,driftzone
dio_mcm_episode_0mmnuym,2,1,EXPANSION2023,offene_variante,dio_19pg,1.0,2,1,1,dio_mcm_episode_02ujuqf,dio_mcm_episode_0geqqo3,0.695384,0.535524,0.166773,0.816236,0.131212,0.600977,0.157783,0.131212,0.269985,0.47301,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0mqw5s3,2,1,QUIET2026,offene_variante,dio_03za,1.0,1,1,1,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,0.642111,0.430018,0.192091,0.803337,0.12114,0.579765,0.144353,0.12114,0.233318,0.451578,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0v93uai,2,2,"EXPANSION2023,STRESS2025",zentrum_stabil,dio_11z2,-0.0,4,2,2,dio_mcm_episode_0lne9ax,dio_mcm_episode_0vszw6h,0.660072,0.440796,0.171685,0.841174,0.096411,0.603236,0.110291,0.096411,0.170058,0.293824,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0vj3fzh,2,2,"EXPANSION2023,PAXG2024",zentrum_stabil,dio_0if9,1.0,3,2,2,dio_mcm_episode_0mvjoir,dio_mcm_episode_0ldenly,0.657728,0.448723,0.180987,0.819285,0.154242,0.609893,0.182046,0.154242,0.327672,0.355548,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_15yxfhz,2,2,"QUIET2026,SOL2024",offene_variante,dio_05yg,-0.0,4,2,2,dio_mcm_episode_0qhiq5e,dio_mcm_episode_0ldenly,0.681388,0.521558,0.181804,0.778257,0.124078,0.550091,0.146622,0.124078,0.243918,0.489692,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_1jc5z5p,2,1,KAS2024,zentrum_stabil,dio_0oc3,1.0,2,1,1,dio_mcm_episode_102i30n,dio_mcm_episode_1ovglru,0.646158,0.423962,0.193791,0.819526,0.143,0.619959,0.166463,0.143,0.283212,0.337654,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1ve60mw,2,2,"BTC2024,EXPANSION2023",offene_variante,dio_16r1,-0.0,4,2,2,dio_mcm_episode_05ijhg4,dio_mcm_episode_1t4qm9w,0.62126,0.390351,0.244866,0.72762,0.169156,0.497432,0.210006,0.169156,0.353945,0.631712,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0e7qvj1,14002,6,"BTC2024,EXPANSION2023,PAXG2024,QUIET2026,SOL2024,STRESS2025",zentrum_stabil,dio_104t,0.782733,14,54,52,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,0.705808,0.539477,0.152499,0.841036,0.107482,0.612931,0.126072,0.107482,0.211832,0.344457,0.788245,0.0,0.206042,0.005713,hoeherer_cluster_uebergang
dio_mcm_episode_0b7nep9,8503,3,"EXPANSION2023,QUIET2026,STRESS2025",zentrum_stabil,dio_104t,0.843621,11,18,17,dio_mcm_episode_00nzcuc,dio_mcm_episode_00nzcuc,0.705374,0.540745,0.153521,0.837264,0.107117,0.603999,0.125829,0.107117,0.209629,0.356804,0.758791,0.0,0.234035,0.007174,hoeherer_cluster_uebergang
dio_mcm_episode_1joiyc3,5826,7,"BTC2024,EXPANSION2023,KAS2024,PAXG2024,QUIET2026,SOL2024,STRESS2025",zentrum_stabil,dio_104t,0.836889,8,29,28,dio_mcm_episode_1jx2k4i,dio_mcm_episode_1jx2k4i,0.691399,0.506286,0.155773,0.838802,0.106277,0.605011,0.124739,0.106277,0.207493,0.355143,0.765705,0.0,0.226056,0.008239,hoeherer_cluster_uebergang
dio_mcm_episode_0db07p4,264,5,"BTC2024,KAS2024,QUIET2026,SOL2024,STRESS2025",zentrum_stabil,dio_104t,0.964196,7,15,15,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,0.663735,0.452121,0.169797,0.830173,0.112023,0.59201,0.13208,0.112023,0.21969,0.37414,0.689394,0.0,0.299242,0.011364,hoeherer_cluster_uebergang
dio_mcm_episode_00nzcuc,170,2,"QUIET2026,STRESS2025",zentrum_stabil,dio_0m9z,0.816452,4,22,22,dio_mcm_episode_17c7qwp,dio_mcm_episode_17c7qwp,0.706735,0.545094,0.156945,0.837619,0.118888,0.619657,0.139761,0.118888,0.239934,0.334142,0.770588,0.0,0.223529,0.005882,hoeherer_cluster_uebergang
dio_mcm_episode_17c7qwp,123,2,"QUIET2026,STRESS2025",zentrum_stabil,dio_104t,0.728385,8,18,18,dio_mcm_episode_00nzcuc,dio_mcm_episode_00nzcuc,0.709598,0.544976,0.150401,0.846657,0.106651,0.6417,0.124873,0.106651,0.212984,0.322116,0.796748,0.0,0.203252,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0qzjuvj,27,5,"EXPANSION2023,PAXG2024,QUIET2026,SOL2024,STRESS2025",zentrum_stabil,dio_104t,0.908654,5,10,10,dio_mcm_episode_0jbl5pq,dio_mcm_episode_0z748ck,0.697832,0.52323,0.158187,0.835179,0.100887,0.610593,0.119126,0.100887,0.197389,0.36772,0.777778,0.0,0.185185,0.037037,hoeherer_cluster_uebergang
