passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,axis,axis_a,axis_b,source,world,tick,end_tick,duration,match_kind,effect,before_class,switch_class,after_class,dominant_family,mcm_preview,avg_pressure,avg_alignment,avg_coherence,avg_strain,avg_rekopplung,pressure_delta,rekopplung_delta,pre8_rekopplung,post8_rekopplung,pre8_strain,post8_strain,segment_reading
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2024_SIDEWAYS_5K_RECEPTOR,4871,4871,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_05w8,dio_mcm_episode_183drjy,0.385738,0.729546,0.445285,0.27732,0.603751,0.0,0.0,0.665323,0.669901,0.170047,0.161827,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2024_SIDEWAYS_5K_RECEPTOR,4990,4990,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0t3t,dio_mcm_episode_183drjy,0.398409,0.654121,0.311896,0.310501,0.570242,0.0,0.0,0.670986,0.654256,0.161636,0.1845,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2024_SIDEWAYS_5K_RECEPTOR,4990,4990,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0t3t,dio_mcm_episode_183drjy,0.398409,0.654121,0.311896,0.310501,0.570242,0.0,0.0,0.670986,0.654256,0.161636,0.1845,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3128,3128,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0isn,dio_mcm_episode_183drjy,0.345293,0.665196,0.428619,0.27927,0.597623,0.0,0.0,0.662645,0.650538,0.16366,0.18153,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3128,3128,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0isn,dio_mcm_episode_183drjy,0.345293,0.665196,0.428619,0.27927,0.597623,0.0,0.0,0.662645,0.650538,0.16366,0.18153,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3135,3135,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1abh,dio_mcm_episode_183drjy,0.318021,0.723618,0.454104,0.268559,0.599202,0.0,0.0,0.650226,0.655659,0.183291,0.172618,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3135,3135,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_1abh,dio_mcm_episode_183drjy,0.318021,0.723618,0.454104,0.268559,0.599202,0.0,0.0,0.650226,0.655659,0.183291,0.172618,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3209,3209,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0kil,dio_mcm_episode_183drjy,0.377939,0.62475,0.300092,0.298151,0.579283,0.0,0.0,0.645744,0.660926,0.183839,0.169587,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3209,3209,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0kil,dio_mcm_episode_183drjy,0.377939,0.62475,0.300092,0.298151,0.579283,0.0,0.0,0.645744,0.660926,0.183839,0.169587,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3251,3251,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_0jc3,dio_mcm_episode_183drjy,0.420511,0.643835,0.303626,0.309548,0.576778,0.0,0.0,0.673022,0.65509,0.150657,0.177155,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3251,3251,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0jc3,dio_mcm_episode_183drjy,0.420511,0.643835,0.303626,0.309548,0.576778,0.0,0.0,0.673022,0.65509,0.150657,0.177155,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3266,3266,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1dod,dio_mcm_episode_183drjy,0.321342,0.674525,0.462479,0.267812,0.606147,0.0,0.0,0.646892,0.656284,0.184633,0.18476,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3266,3266,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_1dod,dio_mcm_episode_183drjy,0.321342,0.674525,0.462479,0.267812,0.606147,0.0,0.0,0.646892,0.656284,0.184633,0.18476,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3299,3299,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0bvr,dio_mcm_episode_183drjy,0.367601,0.700493,0.30666,0.279069,0.589904,0.0,0.0,0.67039,0.645407,0.164028,0.18351,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3299,3299,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0bvr,dio_mcm_episode_183drjy,0.367601,0.700493,0.30666,0.279069,0.589904,0.0,0.0,0.67039,0.645407,0.164028,0.18351,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3317,3318,2,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_19hf,dio_mcm_episode_183drjy,0.390182,0.673886,0.346657,0.269,0.609528,0.0,0.0,0.638983,0.661087,0.194303,0.170715,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3317,3318,2,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_19hf,dio_mcm_episode_183drjy,0.390182,0.673886,0.346657,0.269,0.609528,0.0,0.0,0.638983,0.661087,0.194303,0.170715,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3336,3336,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1ms7,dio_mcm_episode_183drjy,0.349338,0.643342,0.437667,0.289371,0.591818,0.0,0.0,0.658637,0.654096,0.1814,0.178732,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3336,3336,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_1ms7,dio_mcm_episode_183drjy,0.349338,0.643342,0.437667,0.289371,0.591818,0.0,0.0,0.658637,0.654096,0.1814,0.178732,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3359,3359,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0uo5,dio_mcm_episode_183drjy,0.317557,0.668767,0.455321,0.266532,0.606238,0.0,0.0,0.652292,0.664486,0.180569,0.172736,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3359,3359,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0uo5,dio_mcm_episode_183drjy,0.317557,0.668767,0.455321,0.266532,0.606238,0.0,0.0,0.652292,0.664486,0.180569,0.172736,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3414,3414,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_078j,dio_mcm_episode_183drjy,0.389587,0.616845,0.402415,0.302188,0.587484,0.0,0.0,0.634179,0.644562,0.205667,0.19248,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3414,3414,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_078j,dio_mcm_episode_183drjy,0.389587,0.616845,0.402415,0.302188,0.587484,0.0,0.0,0.634179,0.644562,0.205667,0.19248,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3458,3458,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1ujm,dio_mcm_episode_183drjy,0.314199,0.67264,0.466999,0.26035,0.611687,0.0,0.0,0.651214,0.662348,0.17659,0.164973,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3458,3458,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_1ujm,dio_mcm_episode_183drjy,0.314199,0.67264,0.466999,0.26035,0.611687,0.0,0.0,0.651214,0.662348,0.17659,0.164973,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3545,3545,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_124a,dio_mcm_episode_183drjy,0.347341,0.727653,0.353012,0.274962,0.590447,0.0,0.0,0.659649,0.645407,0.167037,0.188347,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3545,3545,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_124a,dio_mcm_episode_183drjy,0.347341,0.727653,0.353012,0.274962,0.590447,0.0,0.0,0.659649,0.645407,0.167037,0.188347,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3550,3550,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0m9m,dio_mcm_episode_183drjy,0.365093,0.75128,0.395504,0.255759,0.612956,0.0,0.0,0.654832,0.653569,0.178825,0.174346,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3550,3550,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0m9m,dio_mcm_episode_183drjy,0.365093,0.75128,0.395504,0.255759,0.612956,0.0,0.0,0.654832,0.653569,0.178825,0.174346,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3703,3703,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_1ex7,dio_mcm_episode_183drjy,0.373657,0.674802,0.325696,0.291219,0.583987,0.0,0.0,0.668411,0.636561,0.153209,0.212192,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3703,3703,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1ex7,dio_mcm_episode_183drjy,0.373657,0.674802,0.325696,0.291219,0.583987,0.0,0.0,0.668411,0.636561,0.153209,0.212192,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3707,3707,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0osu,dio_mcm_episode_183drjy,0.307965,0.671459,0.413934,0.229782,0.631596,0.0,0.0,0.642777,0.640819,0.197763,0.19743,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,3707,3707,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0osu,dio_mcm_episode_183drjy,0.307965,0.671459,0.413934,0.229782,0.631596,0.0,0.0,0.642777,0.640819,0.197763,0.19743,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4537,4537,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_0nng,dio_mcm_episode_183drjy,0.42683,0.718717,0.300407,0.286579,0.592249,0.0,0.0,0.656687,0.638003,0.172857,0.212831,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4537,4537,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0nng,dio_mcm_episode_183drjy,0.42683,0.718717,0.300407,0.286579,0.592249,0.0,0.0,0.656687,0.638003,0.172857,0.212831,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4542,4543,2,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_1kzl,dio_mcm_episode_183drjy,0.395439,0.59699,0.240558,0.276245,0.602345,0.0,0.0,0.63369,0.655357,0.209046,0.180457,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4542,4543,2,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_1kzl,dio_mcm_episode_183drjy,0.395439,0.59699,0.240558,0.276245,0.602345,0.0,0.0,0.63369,0.655357,0.209046,0.180457,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4569,4570,2,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0rfy,dio_mcm_episode_183drjy,0.354123,0.6297,0.332004,0.261099,0.605406,0.0,0.0,0.646348,0.63232,0.196651,0.205144,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4569,4570,2,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0rfy,dio_mcm_episode_183drjy,0.354123,0.6297,0.332004,0.261099,0.605406,0.0,0.0,0.646348,0.63232,0.196651,0.205144,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4784,4784,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1y3h,dio_mcm_episode_183drjy,0.389383,0.748572,0.39859,0.262912,0.611789,0.0,0.0,0.662888,0.656368,0.168238,0.177366,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4784,4784,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_1y3h,dio_mcm_episode_183drjy,0.389383,0.748572,0.39859,0.262912,0.611789,0.0,0.0,0.662888,0.656368,0.168238,0.177366,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4800,4801,2,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_138f,dio_mcm_episode_183drjy,0.424644,0.503742,0.131385,0.299233,0.575589,0.0,0.0,0.638018,0.646669,0.215534,0.192321,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4800,4801,2,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_138f,dio_mcm_episode_183drjy,0.424644,0.503742,0.131385,0.299233,0.575589,0.0,0.0,0.638018,0.646669,0.215534,0.192321,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4844,4844,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_0ku3,dio_mcm_episode_183drjy,0.42904,0.722059,0.517342,0.280779,0.616572,0.0,0.0,0.665588,0.639107,0.169484,0.206412,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4844,4844,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0ku3,dio_mcm_episode_183drjy,0.42904,0.722059,0.517342,0.280779,0.616572,0.0,0.0,0.665588,0.639107,0.169484,0.206412,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4847,4847,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0255,dio_mcm_episode_183drjy,0.359953,0.681471,0.304185,0.252826,0.607271,0.0,0.0,0.654792,0.640462,0.193418,0.193787,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4847,4847,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0255,dio_mcm_episode_183drjy,0.359953,0.681471,0.304185,0.252826,0.607271,0.0,0.0,0.654792,0.640462,0.193418,0.193787,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4864,4864,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0kyg,dio_mcm_episode_183drjy,0.366162,0.652767,0.245194,0.245886,0.61237,0.0,0.0,0.628915,0.646462,0.214525,0.194592,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2025_STRESS_5K_RECEPTOR,4864,4864,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_0kyg,dio_mcm_episode_183drjy,0.366162,0.652767,0.245194,0.245886,0.61237,0.0,0.0,0.628915,0.646462,0.214525,0.194592,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,912,912,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_1fk6,dio_mcm_episode_183drjy,0.320456,0.744965,0.434141,0.266607,0.59735,0.0,0.0,0.637611,0.652166,0.19998,0.174638,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,912,912,1,nur_a,tragend_unruhig,-,-,rekoppelt_nach_kontaktinsel,dio_1fk6,dio_mcm_episode_183drjy,0.320456,0.744965,0.434141,0.266607,0.59735,0.0,0.0,0.637611,0.652166,0.19998,0.174638,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,922,922,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_0hae,dio_mcm_episode_183drjy,0.365204,0.681322,0.27656,0.281092,0.586153,0.0,0.0,0.655231,0.652656,0.167322,0.177606,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,922,922,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_0hae,dio_mcm_episode_183drjy,0.365204,0.681322,0.27656,0.281092,0.586153,0.0,0.0,0.655231,0.652656,0.167322,0.177606,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,984,984,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_1oyz,dio_mcm_episode_183drjy,0.438889,0.640014,0.253795,0.303469,0.582922,0.0,0.0,0.651424,0.66228,0.175846,0.165648,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,984,984,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_1oyz,dio_mcm_episode_183drjy,0.438889,0.640014,0.253795,0.303469,0.582922,0.0,0.0,0.651424,0.66228,0.175846,0.165648,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1009,1009,1,nur_a,tragend_unruhig,-,-,kippnah_nach_kontaktinsel,dio_0fx7,dio_mcm_episode_183drjy,0.320058,0.736863,0.357862,0.251397,0.606433,0.0,0.0,0.656313,0.628704,0.165966,0.22157,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1009,1009,1,nur_a,tragend_unruhig,-,-,offen_getragen_nach_kontaktinsel,dio_0fx7,dio_mcm_episode_183drjy,0.320058,0.736863,0.357862,0.251397,0.606433,0.0,0.0,0.656313,0.628704,0.165966,0.22157,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1012,1012,1,nur_a,kippend,-,-,offen_getragen_nach_kontaktinsel,dio_16xd,dio_mcm_episode_183drjy,0.560671,0.678509,0.32856,0.334742,0.584083,0.0,0.0,0.647465,0.649592,0.179907,0.191094,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1012,1012,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_16xd,dio_mcm_episode_183drjy,0.560671,0.678509,0.32856,0.334742,0.584083,0.0,0.0,0.647465,0.649592,0.179907,0.191094,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,317_REZEPTOR_EPISODENFAMILIEN_REPRO_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1048,1048,1,nur_a,kippend,-,-,kippnah_nach_kontaktinsel,dio_09fr,dio_mcm_episode_183drjy,0.517742,0.581843,0.28044,0.334635,0.57864,0.0,0.0,0.668673,0.647688,0.153706,0.194718,a_knoten_kontakt
1,0,0,0,0,0,0,183drjy<->1t5bcxp,183drjy,1t5bcxp,312_REZEPTOR_KONTAKTINSELN_EVENTS.csv,SOL_2026_STABLE_5K_RECEPTOR,1048,1048,1,nur_a,kippend,-,-,rekoppelt_nach_kontaktinsel,dio_09fr,dio_mcm_episode_183drjy,0.517742,0.581843,0.28044,0.334635,0.57864,0.0,0.0,0.668673,0.647688,0.153706,0.194718,a_knoten_kontakt
