world,role,count,share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_visual_gap,avg_hearing_gap,rekopplung_top_share,carry_top_share,strain_top_share,dominant_effect_class,dominant_awareness,dominant_preview_symbol,dominant_symbol_family
BTC_2024_5M_2K,zentrum_stabil,1582,0.7933801404212638,0.7056252022756005,0.5266801156763591,0.14314216750948167,0.8586528008849558,0.1489296396965866,0.08474539696586599,0.3147914032869785,0.3141592920353982,0.10556257901390645,stabil,inner_effect_stable,dio_mcm_episode_1joiyc3,dio_104t
BTC_2024_5M_2K,offene_variante,394,0.19759277833500502,0.6576446649746194,0.4663771802030457,0.19344554314720813,0.7788211319796954,0.3048754086294416,0.15806720050761422,0.0025380710659898475,0.005076142131979695,0.7969543147208121,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1joiyc3,dio_0jkk
BTC_2024_5M_2K,spannungsrand_kippnaehe,18,0.009027081243731194,0.5719941111111111,0.35491138888888885,0.2988846111111111,0.6657961111111111,0.38845944444444447,0.3945311111111111,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1joiyc3,dio_1x3j
SOL_2024_5M_2K,zentrum_stabil,1504,0.7542627883650953,0.7040858078457446,0.5244046309840426,0.14400215624999999,0.857627133643617,0.14971750132978723,0.08724030718085106,0.331781914893617,0.32513297872340424,0.08577127659574468,stabil,inner_effect_stable,dio_mcm_episode_1joiyc3,dio_104t
SOL_2024_5M_2K,offene_variante,473,0.23721163490471414,0.6603001437632136,0.47282683298097256,0.1923298625792812,0.7784946173361522,0.31719659830866803,0.15150593446088795,0.0,0.021141649048625793,0.7463002114164905,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1joiyc3,dio_00ja
SOL_2024_5M_2K,spannungsrand_kippnaehe,17,0.008525576730190571,0.567589294117647,0.35045017647058824,0.30179817647058826,0.6619076470588235,0.34285847058823526,0.4263118823529412,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1joiyc3,dio_19yo
KAS_2024_5M_2K,zentrum_stabil,1552,0.7783350050150452,0.7035956204896907,0.5230726275773195,0.14410388853092784,0.8578241494845361,0.14719126288659795,0.08863778737113402,0.32152061855670105,0.3125,0.09858247422680412,stabil,inner_effect_stable,dio_mcm_episode_1joiyc3,dio_104t
KAS_2024_5M_2K,offene_variante,425,0.2131394182547643,0.6600540964705882,0.4715489341176471,0.19231203294117646,0.78007468,0.30526648470588236,0.15551248470588233,0.0,0.03294117647058824,0.7741176470588236,tragend_unruhig,inner_effect_carried_unrest,dio_mcm_episode_1joiyc3,dio_00ja
KAS_2024_5M_2K,spannungsrand_kippnaehe,17,0.008525576730190571,0.571889,0.35515188235294115,0.2959657647058824,0.6686468235294117,0.35862629411764707,0.39965276470588235,0.0,0.0,1.0,kippend,inner_effect_tipping,dio_mcm_episode_1joiyc3,dio_16i6
PAXG_2024_5M_10K,zentrum_stabil,8469,0.8474084450670403,0.7223096613531704,0.5496863184555437,0.14045345436297083,0.8644814197662062,0.1466505085606329,0.07732446144763254,0.29460384933286105,0.2950761601133546,0.13767859251387413,stabil,inner_effect_stable,dio_mcm_episode_0ybr5e3,dio_104t
