phase,episodes,zentrum,offen,rand_kipp,rekopplungsnaehe,rekopplung,carry,strain,raw_field_intake,auditory_loudness,visual_sharpness
ruhig_vorlast,700,0.985714,0.005714,0.001429,0.007143,0.758747,0.618767,0.120232,0.017298,0.02275,0.838679
oeffnung,700,0.975714,0.011429,0.001429,0.011429,0.755996,0.614607,0.120397,0.022089,0.028703,0.833679
bruch_impuls,700,0.885714,0.052857,0.0,0.061429,0.737824,0.58087,0.123345,0.04776,0.068364,0.807736
randflackern,700,0.272857,0.515714,0.001429,0.21,0.69571,0.51551,0.151073,0.093785,0.145439,0.624177
gegenpol,700,0.97,0.011429,0.001429,0.017143,0.747688,0.600031,0.120605,0.036787,0.050998,0.820975
rekopplung,700,0.991429,0.005714,0.001429,0.001429,0.758135,0.619781,0.120744,0.021211,0.027891,0.835463
ruhe_nachhall,700,0.992857,0.002857,0.001429,0.002857,0.759766,0.621686,0.120682,0.018665,0.025213,0.837539
zweiter_kippimpuls,500,0.982,0.008,0.002,0.008,0.742684,0.595132,0.126376,0.053847,0.082461,0.802682
zweite_rekopplung,594,0.989899,0.005051,0.0,0.005051,0.757828,0.618964,0.120782,0.022452,0.031496,0.83491
