token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_1i1sl4l,4,1,BTC_2024_5M,zentrum_stabil,dio_1x3j,1.5,2,3,3,dio_mcm_episode_1jx2k4i,dio_mcm_episode_0db07p4,0.648077,0.427989,0.196091,0.821134,0.194574,0.603013,0.23814,0.194574,0.411229,0.297982,0.5,0.0,0.25,0.25,driftzone
dio_mcm_episode_1ig1vs0,4,3,"BTC_2024_5M,DOGE_2024_5M,XRP_2024_5M",zentrum_stabil,dio_19g0,-0.0,6,4,4,dio_mcm_episode_1t4qm9w,dio_mcm_episode_00oqshz,0.699085,0.515328,0.14538,0.856666,0.112403,0.698564,0.127489,0.112403,0.224487,0.247748,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_00yl137,3,2,"BTC_2024_5M,XRP_2024_5M",zentrum_stabil,dio_1htm,-0.0,4,2,2,dio_mcm_episode_00er6t0,dio_mcm_episode_0ultars,0.704128,0.508658,0.124812,0.873801,0.084856,0.575267,0.096824,0.084856,0.153464,0.333799,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_03fwcbs,3,1,PAXG_2024_5M,zentrum_stabil,dio_0dck,0.918296,2,1,1,dio_mcm_episode_0j0u529,dio_mcm_episode_028a6an,0.676649,0.460644,0.176218,0.833921,0.169344,0.583527,0.205524,0.169344,0.360054,0.456254,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_03zcjn0,3,1,PAXG_2024_5M,zentrum_stabil,dio_0l7p,0.918296,3,2,2,dio_mcm_episode_0ej0lhx,dio_mcm_episode_0c3787x,0.727454,0.553456,0.164299,0.831089,0.090478,0.584705,0.105053,0.090478,0.172351,0.39908,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0cvptbz,3,1,DOGE_2024_5M,offene_variante,dio_0sxm,0.918296,2,1,1,dio_mcm_episode_079228h,dio_mcm_episode_1f4jh6c,0.697526,0.528223,0.154234,0.829995,0.101601,0.649933,0.118179,0.101601,0.20359,0.311582,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0e6va2r,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_13o0,0.918296,2,1,1,dio_mcm_episode_0nj1l40,dio_mcm_episode_1rpy7z2,0.716123,0.554205,0.140152,0.85149,0.057639,0.662363,0.065926,0.057639,0.092189,0.352663,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0l74fn8,3,1,XRP_2024_5M,zentrum_stabil,dio_0d03,0.918296,2,1,1,dio_mcm_episode_0ro62tp,dio_mcm_episode_16t4uv3,0.711886,0.530778,0.144484,0.834336,0.066861,0.5482,0.07708,0.066861,0.100858,0.410296,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0ldenly,3,2,"SOL_2024_5M,SYNTH_BRUCH_RAND",zentrum_stabil,dio_06qi,-0.0,4,2,2,dio_mcm_episode_15yxfhz,dio_mcm_episode_0lne9ax,0.712528,0.552678,0.150285,0.857412,0.104265,0.728771,0.118282,0.104265,0.214122,0.263935,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0mb95f2,3,1,XRP_2024_5M,zentrum_stabil,dio_1hew,0.918296,2,1,1,dio_mcm_episode_0ej0lhx,dio_mcm_episode_17wwyn1,0.674005,0.498512,0.188667,0.794325,0.203708,0.482456,0.254179,0.203708,0.435259,0.401493,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0nj1l40,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_0l7p,0.918296,2,1,1,dio_mcm_episode_1dfq6bx,dio_mcm_episode_0e6va2r,0.702713,0.528598,0.144805,0.828537,0.060084,0.571913,0.069366,0.060084,0.09748,0.4378,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0ro62tp,3,1,XRP_2024_5M,offene_variante,dio_0ahb,0.918296,2,1,1,dio_mcm_episode_09w6mwq,dio_mcm_episode_0l74fn8,0.678985,0.500442,0.170701,0.794017,0.138284,0.467965,0.165468,0.138284,0.259001,0.512147,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_16t4uv3,3,1,XRP_2024_5M,zentrum_stabil,dio_04uf,0.918296,2,1,1,dio_mcm_episode_0l74fn8,dio_mcm_episode_01s42m6,0.7061,0.551131,0.159099,0.823108,0.107591,0.551961,0.126286,0.107591,0.195393,0.462747,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_17wwyn1,3,1,XRP_2024_5M,zentrum_stabil,dio_1xrt,0.918296,2,1,1,dio_mcm_episode_0mb95f2,dio_mcm_episode_00nzcuc,0.691341,0.520745,0.16937,0.818576,0.172327,0.482349,0.209102,0.172327,0.347195,0.431241,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_195dhqf,3,2,"DOGE_2024_5M,SYNTH_BRUCH_RAND",zentrum_stabil,dio_1oc2,-0.0,4,2,2,dio_mcm_episode_0fljihc,dio_mcm_episode_0k1pid9,0.663114,0.43875,0.172093,0.872225,0.149994,0.702124,0.174206,0.149994,0.314801,0.292095,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1aq0g5r,3,2,"DOGE_2024_5M,PAXG_2024_5M",zentrum_stabil,dio_092h,0.918296,2,2,2,dio_mcm_episode_0w4721p,dio_mcm_episode_08fjvls,0.652415,0.430943,0.183955,0.842755,0.153066,0.642957,0.18716,0.153066,0.324642,0.360001,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_1n9f8vr,3,2,"DOGE_2024_5M,XRP_2024_5M",zentrum_stabil,dio_14wj,-0.0,4,2,2,dio_mcm_episode_0z748ck,dio_mcm_episode_1q3us3f,0.716089,0.550899,0.135845,0.846305,0.053751,0.590743,0.061083,0.053751,0.09037,0.35263,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_1rpy7z2,3,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_0v65,0.918296,2,1,1,dio_mcm_episode_0e6va2r,dio_mcm_episode_1pwdejt,0.705444,0.535197,0.144038,0.828297,0.070234,0.544099,0.081609,0.070234,0.109421,0.466065,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_00olfe8,2,1,DOGE_2024_5M,offene_variante,dio_0jho,1.0,2,1,1,dio_mcm_episode_1ig1vs0,dio_mcm_episode_0uvswgr,0.661825,0.460807,0.174675,0.80256,0.109484,0.509175,0.129495,0.109484,0.21804,0.458874,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_079228h,2,1,DOGE_2024_5M,offene_variante,dio_1uof,1.0,3,2,2,dio_mcm_episode_05lquqm,dio_mcm_episode_0i8oyce,0.707272,0.540524,0.140575,0.837051,0.078301,0.535782,0.091746,0.078301,0.134524,0.461667,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0bntidq,2,1,PAXG_2024_5M,offene_variante,dio_0klp,1.0,3,2,2,dio_mcm_episode_028a6an,dio_mcm_episode_0ybr5e3,0.649583,0.447117,0.197306,0.789435,0.165613,0.580262,0.195133,0.165613,0.332294,0.382842,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0igfdmt,2,2,"SYNTH_BRUCH_RAND,SYNTH_RAND",zentrum_stabil,dio_0bga,-0.0,4,2,2,dio_mcm_episode_0sxikqi,dio_mcm_episode_195dhqf,0.644224,0.411324,0.205264,0.844042,0.234276,0.63058,0.272187,0.234276,0.465642,0.221268,1.0,0.0,0.0,0.0,driftzone
dio_mcm_episode_0qhiq5e,2,2,"SOL_2024_5M,SYNTH_BRUCH_RAND",offene_variante,dio_0mob,-0.0,4,2,2,dio_mcm_episode_19dxnmz,dio_mcm_episode_15yxfhz,0.628247,0.382955,0.244468,0.775834,0.250753,0.556615,0.304226,0.250753,0.537207,0.300653,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_1do29ul,2,2,"DOGE_2024_5M,PAXG_2024_5M",offene_variante,dio_1772,1.0,3,2,2,dio_mcm_episode_08fjvls,dio_mcm_episode_1kvosdw,0.642881,0.420322,0.194407,0.81409,0.153966,0.549886,0.180573,0.153966,0.313155,0.362473,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1jansx7,2,1,DOGE_2024_5M,offene_variante,dio_05yg,1.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_1bnkysm,0.705567,0.548164,0.156589,0.819701,0.092652,0.576371,0.107292,0.092652,0.170586,0.394089,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1jc5z5p,2,1,KAS_2024_5M,zentrum_stabil,dio_0oc3,1.0,2,1,1,dio_mcm_episode_102i30n,dio_mcm_episode_1ovglru,0.646168,0.423967,0.193771,0.819527,0.143,0.619959,0.166463,0.143,0.283212,0.337654,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1k0rrn2,2,2,"BTC_2024_5M,XRP_2024_5M",zentrum_stabil,dio_0g2r,1.0,1,2,2,dio_mcm_episode_1al8fjz,dio_mcm_episode_1al8fjz,0.65133,0.431887,0.179336,0.817004,0.097086,0.524964,0.113928,0.097086,0.166164,0.489165,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1kvosdw,2,1,PAXG_2024_5M,offene_variante,dio_1198,1.0,2,1,1,dio_mcm_episode_1do29ul,dio_mcm_episode_1x5cw2v,0.658359,0.439692,0.170167,0.825243,0.063863,0.572407,0.073322,0.063863,0.106064,0.422253,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0e7qvj1,9806,5,"BTC_2024_5M,DOGE_2024_5M,SOL_2024_5M,SYNTH_RAND,XRP_2024_5M",zentrum_stabil,dio_104t,0.827024,11,31,29,dio_mcm_episode_0mji3u6,dio_mcm_episode_1jwnjz4,0.702779,0.533406,0.153383,0.838596,0.105642,0.60591,0.123984,0.105642,0.206585,0.351781,0.769937,0.0,0.222313,0.00775,hoeherer_cluster_uebergang
dio_mcm_episode_1joiyc3,4604,6,"BTC_2024_5M,DOGE_2024_5M,KAS_2024_5M,PAXG_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_104t,0.873161,7,24,23,dio_mcm_episode_1jx2k4i,dio_mcm_episode_1jx2k4i,0.690555,0.506298,0.157058,0.836237,0.107068,0.600623,0.125854,0.107068,0.209159,0.361023,0.749783,0.0,0.240009,0.010209,hoeherer_cluster_uebergang
dio_mcm_episode_0b7nep9,4573,3,"DOGE_2024_5M,PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_104t,0.80049,8,42,42,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,0.706394,0.541184,0.152636,0.839836,0.107512,0.609887,0.126168,0.107512,0.211094,0.344939,0.780013,0.0,0.213864,0.006123,hoeherer_cluster_uebergang
dio_mcm_episode_0ykar6i,3830,3,"DOGE_2024_5M,PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_104t,0.653849,4,53,53,dio_mcm_episode_0b7nep9,dio_mcm_episode_0b7nep9,0.713205,0.546875,0.146983,0.84968,0.097294,0.618268,0.113573,0.097294,0.187394,0.333646,0.842298,0.0,0.154047,0.003655,hoeherer_cluster_uebergang
dio_mcm_episode_0wjn8vm,2166,2,"SYNTH_BRUCH_RAND,SYNTH_RAND",zentrum_stabil,dio_1fll,0.663773,4,6,6,dio_mcm_episode_1engxbn,dio_mcm_episode_1engxbn,0.724035,0.563159,0.137288,0.875811,0.06103,0.69669,0.070403,0.06103,0.110448,0.264704,0.827331,0.0,0.172669,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_1jx2k4i,843,5,"BTC_2024_5M,KAS_2024_5M,PAXG_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_104t,0.655318,5,33,33,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,0.695907,0.504938,0.15103,0.848579,0.09844,0.606877,0.114909,0.09844,0.187176,0.342635,0.838671,0.0,0.158956,0.002372,hoeherer_cluster_uebergang
dio_mcm_episode_0db07p4,74,3,"BTC_2024_5M,KAS_2024_5M,SOL_2024_5M",zentrum_stabil,dio_17ct,0.670525,4,7,7,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,0.667798,0.453506,0.165587,0.84445,0.114118,0.630944,0.13365,0.114118,0.229059,0.324844,0.824324,0.0,0.175676,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_00nzcuc,19,2,"PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_033x,1.021455,4,5,5,dio_mcm_episode_17c7qwp,dio_mcm_episode_0b7nep9,0.691558,0.517857,0.165097,0.826282,0.128723,0.598571,0.154586,0.128723,0.262092,0.357514,0.736842,0.0,0.210526,0.052632,hoeherer_cluster_uebergang
dio_mcm_episode_0jbl5pq,12,3,"DOGE_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_1lsu,0.918296,4,4,4,dio_mcm_episode_0lne9ax,dio_mcm_episode_0qzjuvj,0.698365,0.529116,0.158726,0.833483,0.101301,0.636383,0.118693,0.101301,0.202008,0.346243,0.666667,0.0,0.333333,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_18n06fj,9,3,"DOGE_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_06s7,0.764205,4,4,4,dio_mcm_episode_0hjnwsk,dio_mcm_episode_0mji3u6,0.707106,0.541437,0.146324,0.83758,0.086625,0.58877,0.100377,0.086625,0.163475,0.34345,0.777778,0.0,0.222222,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0lne9ax,8,3,"DOGE_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_0pq6,0.954434,6,4,4,dio_mcm_episode_0ldenly,dio_mcm_episode_0jbl5pq,0.699281,0.527865,0.152267,0.829229,0.088402,0.559041,0.102832,0.088402,0.162515,0.383183,0.625,0.0,0.375,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0nuo9k1,8,3,"DOGE_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_1ico,0.954434,4,3,3,dio_mcm_episode_17i4j9o,dio_mcm_episode_0db07p4,0.64919,0.43104,0.191574,0.826506,0.161217,0.666017,0.190845,0.161217,0.338187,0.283646,0.625,0.0,0.375,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0z748ck,8,2,"DOGE_2024_5M,SOL_2024_5M",zentrum_stabil,dio_155c,0.811278,4,3,3,dio_mcm_episode_0qzjuvj,dio_mcm_episode_0e7qvj1,0.704824,0.541871,0.157799,0.833176,0.109257,0.577782,0.129118,0.109257,0.21814,0.360683,0.75,0.0,0.25,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0c3787x,6,2,"PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_1tiu,0.650022,5,4,4,dio_mcm_episode_1bnkysm,dio_mcm_episode_1n2f96o,0.725509,0.56209,0.127368,0.875244,0.066441,0.678853,0.07581,0.066441,0.120601,0.275039,0.833333,0.0,0.166667,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_10b8y4e,6,3,"BTC_2024_5M,DOGE_2024_5M,XRP_2024_5M",zentrum_stabil,dio_104t,0.918296,4,3,3,dio_mcm_episode_0s3bynh,dio_mcm_episode_0mji3u6,0.704027,0.549063,0.16112,0.819513,0.094618,0.595872,0.109847,0.094618,0.177067,0.406266,0.666667,0.0,0.333333,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_1y26981,5,3,"DOGE_2024_5M,SOL_2024_5M,XRP_2024_5M",zentrum_stabil,dio_05gr,0.721928,4,3,3,dio_mcm_episode_1y2gc2i,dio_mcm_episode_17i4j9o,0.638394,0.417093,0.205384,0.80321,0.211065,0.506131,0.25859,0.211065,0.450877,0.375744,0.8,0.0,0.0,0.2,hoeherer_cluster_uebergang
dio_mcm_episode_0apubpm,4,2,"SOL_2024_5M,XRP_2024_5M",offene_variante,dio_05mh,0.811278,4,2,2,dio_mcm_episode_0ihg1mv,dio_mcm_episode_0aztxel,0.674689,0.502803,0.181457,0.790984,0.162225,0.567865,0.19519,0.162225,0.339289,0.451928,0.25,0.0,0.75,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ag2osp,3,3,"DOGE_2024_5M,PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_1ewh,0.918296,4,3,3,dio_mcm_episode_1yxioww,dio_mcm_episode_05lquqm,0.687276,0.519773,0.173773,0.805497,0.150013,0.517281,0.179314,0.150013,0.29613,0.429884,0.666667,0.0,0.333333,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0dxi31r,3,2,"PAXG_2024_5M,XRP_2024_5M",zentrum_stabil,dio_0uuz,0.918296,4,2,2,dio_mcm_episode_13exxya,dio_mcm_episode_1bnkysm,0.695691,0.512795,0.157605,0.851672,0.144044,0.703769,0.166686,0.144044,0.297978,0.25402,0.666667,0.0,0.333333,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_008o5r1,1,1,BTC_2024_5M,zentrum_stabil,dio_1r55,-0.0,1,0,1,-,dio_mcm_episode_0lg3agd,0.66411,0.434146,0.169695,0.873905,0.154646,0.620996,0.178548,0.154646,0.308866,0.20242,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_00er6t0,1,1,BTC_2024_5M,offene_variante,dio_1v2w,-0.0,2,1,1,dio_mcm_episode_1ig1vs0,dio_mcm_episode_00yl137,0.673684,0.515748,0.186499,0.746743,0.08965,0.448584,0.107022,0.08965,0.136687,0.629538,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_01yulb6,1,1,DOGE_2024_5M,offene_variante,dio_1b3m,-0.0,2,1,1,dio_mcm_episode_00dz86x,dio_mcm_episode_0jkg1dk,0.62947,0.419639,0.207568,0.75544,0.093703,0.516353,0.111933,0.093703,0.164378,0.584849,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_069b5hv,1,1,DOGE_2024_5M,spannungsrand_kippnaehe,dio_1lwv,-0.0,2,1,1,dio_mcm_episode_18pwekw,dio_mcm_episode_18zbzh2,0.5554,0.35304,0.30512,0.573493,0.196478,0.184803,0.254608,0.196478,0.421999,0.745723,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_080f74u,1,1,XRP_2024_5M,zentrum_stabil,dio_0nlj,-0.0,2,1,1,dio_mcm_episode_0qzjuvj,dio_mcm_episode_1n9f8vr,0.741782,0.579525,0.109113,0.905667,0.049722,0.767317,0.054812,0.049722,0.090177,0.189081,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_09liv43,1,1,SOL_2024_5M,zentrum_stabil,dio_0obq,-0.0,1,0,1,-,dio_mcm_episode_00i7zy5,0.653847,0.425423,0.178214,0.844751,0.16098,0.476846,0.190667,0.16098,0.311679,0.361401,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0a5a0d4,1,1,PAXG_2024_5M,zentrum_stabil,dio_155c,-0.0,2,1,1,dio_mcm_episode_1chjrvj,dio_mcm_episode_0c3787x,0.719494,0.561077,0.147347,0.860037,0.109929,0.61169,0.126118,0.109929,0.204097,0.348492,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0ac3vc1,1,1,DOGE_2024_5M,zentrum_stabil,dio_14wj,-0.0,2,1,1,dio_mcm_episode_1aurt3q,dio_mcm_episode_0z748ck,0.72299,0.541748,0.112526,0.877403,0.028235,0.611298,0.03146,0.028235,0.026013,0.309416,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0aztxel,1,1,SOL_2024_5M,zentrum_stabil,dio_1vsy,-0.0,2,1,1,dio_mcm_episode_0apubpm,dio_mcm_episode_0hjnwsk,0.70835,0.503521,0.11139,0.87634,0.036917,0.517444,0.041488,0.036917,0.043144,0.30705,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0fljihc,1,1,DOGE_2024_5M,spannungsrand_kippnaehe,dio_0ku7,-0.0,2,1,1,dio_mcm_episode_1joiyc3,dio_mcm_episode_195dhqf,0.544774,0.329225,0.329709,0.602307,0.355625,0.268152,0.473586,0.355625,0.836681,0.530553,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_0htnihj,1,1,XRP_2024_5M,offene_variante,dio_0jkk,-0.0,2,1,1,dio_mcm_episode_0apubpm,dio_mcm_episode_0hjnwsk,0.7002,0.547979,0.167982,0.80142,0.125408,0.55964,0.146742,0.125408,0.235842,0.462687,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_0i8oyce,1,1,DOGE_2024_5M,zentrum_stabil,dio_0oc3,-0.0,1,1,1,dio_mcm_episode_079228h,dio_mcm_episode_079228h,0.703102,0.536781,0.16253,0.841393,0.180437,0.50221,0.214167,0.180437,0.357759,0.365347,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0ihg1mv,1,1,SOL_2024_5M,offene_variante,dio_1gp2,-0.0,2,1,1,dio_mcm_episode_0oc1i7g,dio_mcm_episode_0apubpm,0.694519,0.533382,0.160837,0.796797,0.074566,0.506033,0.086767,0.074566,0.118739,0.514125,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_0jkg1dk,1,1,DOGE_2024_5M,zentrum_stabil,dio_05mh,-0.0,2,1,1,dio_mcm_episode_01yulb6,dio_mcm_episode_18n06fj,0.696444,0.507919,0.141937,0.865252,0.134053,0.672323,0.156301,0.134053,0.28215,0.371963,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0jrpwoa,1,1,SYNTH_BRUCH_RAND,zentrum_stabil,dio_1jsj,-0.0,2,1,1,dio_mcm_episode_0ldenly,dio_mcm_episode_0k1pid9,0.737515,0.580167,0.119261,0.904882,0.06142,0.743161,0.06835,0.06142,0.107197,0.197508,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0jzhgzp,1,1,XRP_2024_5M,offene_variante,dio_0ehc,-0.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_1j0eqqb,0.644976,0.463143,0.217772,0.751627,0.247894,0.540352,0.299222,0.247894,0.531423,0.248565,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_0l3i7ey,1,1,XRP_2024_5M,zentrum_stabil,dio_0qup,-0.0,2,1,1,dio_mcm_episode_0ldht3x,dio_mcm_episode_0apubpm,0.72878,0.556812,0.110539,0.900207,0.066227,0.636262,0.074468,0.066227,0.106677,0.232425,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0ldht3x,1,1,XRP_2024_5M,zentrum_stabil,dio_14d9,-0.0,2,1,1,dio_mcm_episode_1mh0yjo,dio_mcm_episode_0l3i7ey,0.700307,0.542964,0.163812,0.833158,0.147318,0.678711,0.168955,0.147318,0.304544,0.264373,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0lg3agd,1,1,BTC_2024_5M,zentrum_stabil,dio_0nlj,-0.0,2,1,1,dio_mcm_episode_008o5r1,dio_mcm_episode_0393v08,0.688994,0.467124,0.133501,0.916019,0.057083,0.803308,0.06344,0.057083,0.106232,0.197344,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0mlk2ts,1,1,XRP_2024_5M,zentrum_stabil,dio_0p8i,-0.0,2,1,1,dio_mcm_episode_0r1re19,dio_mcm_episode_0lne9ax,0.720378,0.531579,0.106811,0.902019,0.052969,0.667685,0.059215,0.052969,0.07843,0.221328,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0mvjoir,1,1,DOGE_2024_5M,offene_variante,dio_1915,-0.0,2,1,1,dio_mcm_episode_0mw7rev,dio_mcm_episode_0n5sqpn,0.680474,0.511824,0.174167,0.806208,0.150426,0.660021,0.182543,0.150426,0.321652,0.461235,0.0,0.0,1.0,0.0,junge_spur
