token,world,segment,start_tick,end_tick,duration,enter_from,exit_to,enter_role,current_start_role,current_end_role,exit_role,start_rekopplung,end_rekopplung,after_rekopplung,start_strain,end_strain,after_strain,start_loudness,end_loudness,after_loudness,start_blur,end_blur,after_blur,start_tension,end_tension,after_tension
dio_mcm_episode_02ujuqf,PAXG_2025_5M,1,8204,8206,3,dio_mcm_episode_0jwgafx,dio_mcm_episode_1xx3u1e,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.742187,0.774034,0.721241,0.124297,0.116161,0.15352,0.036414,0.026417,0.220693,0.297949,0.189617,0.350483,0.028373,0.021052,0.117654
dio_mcm_episode_02ujuqf,XRP_2024_5M,1,8085,8087,3,dio_mcm_episode_1n2f96o,dio_mcm_episode_1xx3u1e,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.72104,0.740188,0.730681,0.150236,0.111221,0.126416,0.125989,0.072418,0.108914,0.35093,0.207705,0.257802,0.067553,0.040535,0.058241
dio_mcm_episode_02ujuqf,XRP_2025_5M,1,4814,4816,3,dio_mcm_episode_1xm3b1l,dio_mcm_episode_1xx3u1e,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.725754,0.674035,0.729452,0.14137,0.176329,0.137546,0.136741,0.427797,0.130034,0.308265,0.416939,0.259853,0.070714,0.198846,0.068367
dio_mcm_episode_05lquqm,DOGE_2024_5M,1,3226,3226,1,dio_mcm_episode_0ag2osp,dio_mcm_episode_079228h,offene_variante,zentrum_stabil,zentrum_stabil,offene_variante,0.733235,0.733235,0.707284,0.105289,0.105289,0.148523,0.130073,0.130073,0.041237,0.180807,0.180807,0.5093,0.069703,0.069703,0.04394
dio_mcm_episode_05lquqm,PAXG_2025_5M,1,6148,6148,1,dio_mcm_episode_1b3r4if,dio_mcm_episode_08ubq99,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.705243,0.705243,0.742361,0.18561,0.18561,0.160749,0.460645,0.460645,0.20339,0.22664,0.22664,0.408183,0.226509,0.226509,0.109547
dio_mcm_episode_05lquqm,SYNTH_RAND,1,2651,2651,1,dio_mcm_episode_0tph7s0,dio_mcm_episode_1b3r4if,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.725066,0.725066,0.733415,0.1509,0.1509,0.145798,0.211688,0.211688,0.15888,0.246183,0.246183,0.228941,0.104912,0.104912,0.081356
dio_mcm_episode_05lquqm,XRP_2024_5M,1,6029,6030,2,dio_mcm_episode_0dxi31r,dio_mcm_episode_0ej0lhx,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.704217,0.72198,0.724434,0.146522,0.150184,0.141132,0.335515,0.147231,0.200538,0.233587,0.336729,0.30858,0.162197,0.075994,0.095446
dio_mcm_episode_05lquqm,XRP_2025_5M,1,2052,2052,1,dio_mcm_episode_1a9sbfi,dio_mcm_episode_0xsq19y,zentrum_stabil,offene_variante,offene_variante,offene_variante,0.657225,0.657225,0.675946,0.19207,0.19207,0.168269,0.413201,0.413201,0.133577,0.275857,0.275857,0.501093,0.194399,0.194399,0.079031
dio_mcm_episode_0b7nep9,DOGE_2024_5M,1,3287,3288,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.69998,0.719778,0.725972,0.173411,0.131139,0.136754,0.160594,0.068694,0.115824,0.492166,0.371925,0.271234,0.091777,0.053514,0.060772
dio_mcm_episode_0b7nep9,DOGE_2024_5M,2,3300,3338,39,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.601,0.721966,0.726838,0.260142,0.116886,0.135202,0.595212,0.032142,0.134856,0.586129,0.393965,0.24139,0.256951,0.031534,0.07131
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3,3340,3340,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.703956,0.703956,0.733508,0.15359,0.15359,0.115726,0.109749,0.109749,0.107441,0.432017,0.432017,0.286226,0.066388,0.066388,0.064265
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4,3342,3343,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.683567,0.712223,0.704892,0.188385,0.144444,0.115809,0.245642,0.170447,0.099812,0.55742,0.358977,0.339216,0.13108,0.089389,0.060468
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5,3348,3349,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.702992,0.709927,0.732893,0.159834,0.158957,0.125541,0.14783,0.137476,0.074999,0.395671,0.466506,0.266747,0.079979,0.085468,0.044245
dio_mcm_episode_0b7nep9,DOGE_2024_5M,6,3351,4414,1064,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.624135,0.732299,0.734372,0.226564,0.10693,0.098327,0.471734,0.123151,0.034925,0.26143,0.196735,0.193325,0.216734,0.062269,0.024907
dio_mcm_episode_0b7nep9,DOGE_2024_5M,7,4428,4671,244,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,spannungsrand_kippnaehe,zentrum_stabil,zentrum_stabil,0.589664,0.718142,0.734606,0.285382,0.141408,0.107176,0.920723,0.250156,0.110734,0.49619,0.188569,0.176114,0.386923,0.125051,0.0551
dio_mcm_episode_0b7nep9,DOGE_2024_5M,8,4678,4713,36,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,spannungsrand_kippnaehe,zentrum_stabil,zentrum_stabil,0.585229,0.724659,0.729145,0.280737,0.101078,0.11069,0.854202,0.077298,0.001676,0.272572,0.166525,0.293838,0.388458,0.040646,0.011998
dio_mcm_episode_0b7nep9,DOGE_2024_5M,9,4792,4793,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.704674,0.725653,0.727342,0.174226,0.143732,0.136354,0.282943,0.098371,0.210457,0.312234,0.343054,0.300275,0.135412,0.058136,0.099871
dio_mcm_episode_0b7nep9,DOGE_2024_5M,10,4795,4796,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.694254,0.693471,0.737363,0.166699,0.147395,0.11739,0.348798,0.313062,0.075976,0.323478,0.203221,0.215388,0.166456,0.153158,0.045403
dio_mcm_episode_0b7nep9,DOGE_2024_5M,11,4812,4840,29,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil,spannungsrand_kippnaehe,zentrum_stabil,zentrum_stabil,0.580892,0.717378,0.733426,0.282717,0.13666,0.119896,0.693177,0.06981,0.051841,0.383221,0.413003,0.294647,0.312563,0.051881,0.034936
