token,world,segment,start_tick,end_tick,duration,enter_from,exit_to,enter_role,current_start_role,current_end_role,exit_role,start_rekopplung,end_rekopplung,after_rekopplung,start_strain,end_strain,after_strain,start_loudness,end_loudness,after_loudness,start_blur,end_blur,after_blur,start_tension,end_tension,after_tension
dio_mcm_episode_0b7nep9,STRESS2025,1,5565,5591,27,dio_mcm_episode_1f4jh6c,dio_mcm_episode_0ykar6i,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.69202,0.724469,0.740202,0.186772,0.144985,0.118903,0.312275,0.24588,0.146737,0.255646,0.2934,0.227851,0.147606,0.115705,0.075194
dio_mcm_episode_0b7nep9,STRESS2025,2,5593,6733,1141,dio_mcm_episode_0ykar6i,dio_mcm_episode_0mw7rev,zentrum_stabil,offene_variante,zentrum_stabil,spannungsrand_kippnaehe,0.66021,0.712756,0.545702,0.186332,0.148405,0.330819,0.427718,0.121701,0.906427,0.288298,0.369285,0.401648,0.204323,0.070107,0.384622
dio_mcm_episode_0b7nep9,STRESS2025,3,8797,8798,2,dio_mcm_episode_1f4jh6c,dio_mcm_episode_00nzcuc,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.739244,0.707458,0.716229,0.106897,0.157526,0.158191,0.036115,0.354362,0.269778,0.264181,0.246451,0.240741,0.025421,0.172256,0.130246
dio_mcm_episode_0b7nep9,STRESS2025,4,8807,8808,2,dio_mcm_episode_00nzcuc,dio_mcm_episode_00nzcuc,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.717811,0.710351,0.718473,0.159319,0.156194,0.141078,0.143332,0.221226,0.288569,0.311076,0.400861,0.23409,0.074979,0.106484,0.141599
dio_mcm_episode_0b7nep9,STRESS2025,5,8816,8818,3,dio_mcm_episode_00nzcuc,dio_mcm_episode_0w4x7xs,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.695592,0.728341,0.736068,0.171579,0.129651,0.114755,0.228565,0.058107,0.06223,0.456359,0.368311,0.283138,0.118938,0.04897,0.038144
dio_mcm_episode_0b7nep9,STRESS2025,6,8880,9433,554,dio_mcm_episode_00nzcuc,dio_mcm_episode_0w4x7xs,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.724073,0.728664,0.730783,0.149447,0.136943,0.142466,0.160405,0.191743,0.12822,0.269612,0.292576,0.232174,0.080896,0.091837,0.065413
dio_mcm_episode_0b7nep9,STRESS2025,7,9443,9448,6,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.667942,0.730826,0.732854,0.187833,0.131315,0.134769,0.377465,0.108093,0.08125,0.494419,0.368586,0.317635,0.17061,0.06756,0.050711
dio_mcm_episode_0b7nep9,STRESS2025,8,9460,9461,2,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.637727,0.727372,0.729675,0.206808,0.140875,0.13341,0.420782,0.142972,0.042926,0.436567,0.227065,0.336336,0.19804,0.075265,0.033328
dio_mcm_episode_0b7nep9,STRESS2025,9,9463,9469,7,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.683929,0.711473,0.728696,0.188249,0.153601,0.139844,0.361809,0.176565,0.069262,0.364634,0.494258,0.370136,0.164826,0.101614,0.054061
dio_mcm_episode_0b7nep9,STRESS2025,10,9472,9994,523,dio_mcm_episode_0w4x7xs,-,zentrum_stabil,offene_variante,zentrum_stabil,-,0.639569,0.739375,0.0,0.232758,0.119369,0.0,0.534274,0.077348,0.0,0.464116,0.32897,0.0,0.238226,0.052136,0.0
dio_mcm_episode_0db07p4,BTC2024,1,20,25,6,dio_mcm_episode_1i1sl4l,dio_mcm_episode_1i1sl4l,spannungsrand_kippnaehe,offene_variante,zentrum_stabil,zentrum_stabil,0.625008,0.671642,0.697939,0.21604,0.165157,0.132166,0.284431,0.282074,0.193345,0.379871,0.234498,0.277459,0.135512,0.134137,0.095765
dio_mcm_episode_0db07p4,BTC2024,2,30,36,7,dio_mcm_episode_1i1sl4l,dio_mcm_episode_1joiyc3,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.606217,0.698934,0.709147,0.2492,0.143016,0.124512,0.648657,0.102597,0.066871,0.381817,0.38762,0.346066,0.296228,0.065673,0.046468
dio_mcm_episode_0db07p4,KAS2024,1,15,50,36,dio_mcm_episode_0t1ymth,dio_mcm_episode_1joiyc3,zentrum_stabil,zentrum_stabil,offene_variante,zentrum_stabil,0.6927,0.660019,0.702108,0.138409,0.181781,0.139981,0.303598,0.340903,0.219079,0.269263,0.439863,0.205705,0.147723,0.160521,0.105802
dio_mcm_episode_0db07p4,KAS2024,2,54,54,1,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.652741,0.652741,0.694549,0.185196,0.185196,0.13445,0.318766,0.318766,0.169305,0.352579,0.352579,0.326384,0.150685,0.150685,0.083414
dio_mcm_episode_0db07p4,QUIET2026,1,15,16,2,dio_mcm_episode_1q3u8v6,dio_mcm_episode_04s5k7g,offene_variante,zentrum_stabil,zentrum_stabil,offene_variante,0.672308,0.664391,0.615778,0.15299,0.159876,0.221256,0.226382,0.124403,0.15324,0.348746,0.271461,0.640779,0.119391,0.078936,0.092849
dio_mcm_episode_0db07p4,QUIET2026,2,27,64,38,dio_mcm_episode_04s5k7g,dio_mcm_episode_0mqw5s3,offene_variante,zentrum_stabil,zentrum_stabil,offene_variante,0.699796,0.662035,0.621152,0.126876,0.161196,0.222506,0.156015,0.104847,0.305947,0.343533,0.475187,0.559584,0.084377,0.072434,0.15189
dio_mcm_episode_0db07p4,QUIET2026,3,67,126,60,dio_mcm_episode_0mqw5s3,dio_mcm_episode_1joiyc3,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.701355,0.675854,0.709817,0.118171,0.148093,0.112169,0.085192,0.1026,0.087399,0.268932,0.267812,0.238703,0.056999,0.053417,0.048076
dio_mcm_episode_0db07p4,QUIET2026,4,129,132,4,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.665528,0.687949,0.704906,0.20225,0.147267,0.125689,0.453263,0.135607,0.110252,0.40666,0.425285,0.351294,0.217618,0.083801,0.070906
dio_mcm_episode_0db07p4,QUIET2026,5,154,154,1,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.6618,0.6618,0.70293,0.207103,0.207103,0.116299,0.182115,0.182115,0.103049,0.528377,0.528377,0.288431,0.102312,0.102312,0.064357
dio_mcm_episode_0db07p4,SOL2024,1,21,41,21,dio_mcm_episode_0nuo9k1,dio_mcm_episode_1joiyc3,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.65363,0.677837,0.704053,0.176856,0.149597,0.130885,0.056616,0.080642,0.064181,0.41368,0.214598,0.37246,0.052436,0.046904,0.042885
dio_mcm_episode_0db07p4,SOL2024,2,50,50,1,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,offene_variante,offene_variante,offene_variante,zentrum_stabil,0.621018,0.621018,0.687642,0.223092,0.223092,0.140497,0.288972,0.288972,0.184201,0.609335,0.609335,0.370066,0.147955,0.147955,0.096813
dio_mcm_episode_0db07p4,SOL2024,3,52,53,2,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.6433,0.660383,0.696883,0.190513,0.173378,0.141296,0.10664,0.299572,0.184236,0.425906,0.314199,0.367449,0.070562,0.141754,0.092732
dio_mcm_episode_0db07p4,STRESS2025,1,16,16,1,dio_mcm_episode_1i1sl4l,dio_mcm_episode_1i1sl4l,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.643259,0.643259,0.675615,0.191721,0.191721,0.146688,0.341414,0.341414,0.112083,0.475715,0.475715,0.311462,0.164257,0.164257,0.062385
dio_mcm_episode_0db07p4,STRESS2025,2,18,100,83,dio_mcm_episode_1i1sl4l,dio_mcm_episode_1joiyc3,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.64785,0.702996,0.708351,0.183811,0.123077,0.130443,0.161156,0.12609,0.139399,0.473169,0.228941,0.348873,0.089485,0.065039,0.071565
dio_mcm_episode_0db07p4,STRESS2025,3,102,102,1,dio_mcm_episode_1joiyc3,dio_mcm_episode_1joiyc3,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.615684,0.615684,0.711757,0.232919,0.232919,0.116565,0.463549,0.463549,0.150111,0.29659,0.29659,0.230888,0.2164,0.2164,0.077999
dio_mcm_episode_0e7qvj1,BTC2024,1,1208,1994,787,dio_mcm_episode_0mji3u6,-,zentrum_stabil,zentrum_stabil,zentrum_stabil,-,0.725582,0.697248,0.0,0.101216,0.172322,0.0,0.088304,0.345104,0.0,0.172984,0.402056,0.0,0.053155,0.173433,0.0
dio_mcm_episode_0e7qvj1,EXPANSION2023,1,1044,1079,36,dio_mcm_episode_0z748ck,dio_mcm_episode_18l3thm,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.662802,0.730009,0.716379,0.176033,0.136523,0.129972,0.310437,0.123242,0.129416,0.197252,0.295183,0.252999,0.153041,0.063133,0.064341
dio_mcm_episode_0e7qvj1,EXPANSION2023,2,1109,1222,114,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,spannungsrand_kippnaehe,zentrum_stabil,zentrum_stabil,0.567286,0.718046,0.695616,0.307421,0.139415,0.126938,0.864118,0.111921,0.055083,0.518086,0.334751,0.438545,0.363366,0.064138,0.051334
dio_mcm_episode_0e7qvj1,EXPANSION2023,3,1237,1246,10,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.652487,0.725173,0.731327,0.218885,0.138898,0.135743,0.383551,0.145402,0.097212,0.40927,0.383513,0.307479,0.179885,0.086017,0.05306
dio_mcm_episode_0e7qvj1,EXPANSION2023,4,1522,1530,9,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.597825,0.692003,0.699706,0.260537,0.129209,0.126792,0.421839,0.037581,0.085567,0.469219,0.512818,0.353725,0.192673,0.047953,0.055419
dio_mcm_episode_0e7qvj1,EXPANSION2023,5,1533,1534,2,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.696482,0.698705,0.726928,0.169414,0.14052,0.1382,0.183375,0.091942,0.172024,0.495063,0.473732,0.325809,0.10518,0.067404,0.087109
dio_mcm_episode_0e7qvj1,EXPANSION2023,6,1536,1754,219,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.641166,0.71987,0.72993,0.210982,0.115424,0.101775,0.651103,0.055844,0.087013,0.509914,0.217105,0.174393,0.286917,0.036594,0.045907
dio_mcm_episode_0e7qvj1,EXPANSION2023,7,1884,1886,3,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.632864,0.724999,0.719309,0.216608,0.145479,0.109159,0.525938,0.205465,0.144527,0.290374,0.336111,0.1828,0.245012,0.101851,0.071797
dio_mcm_episode_0e7qvj1,EXPANSION2023,8,1888,1969,82,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.651221,0.702193,0.694695,0.203224,0.128361,0.132132,0.427829,0.066407,0.221041,0.539279,0.486738,0.343909,0.203397,0.058293,0.107826
dio_mcm_episode_0e7qvj1,EXPANSION2023,9,1973,2006,34,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.607428,0.74004,0.734531,0.258526,0.120991,0.11059,0.724528,0.069324,0.042764,0.309513,0.303974,0.227687,0.331928,0.041854,0.027545
dio_mcm_episode_0e7qvj1,EXPANSION2023,10,2008,2008,1,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.697951,0.697951,0.760346,0.169397,0.169397,0.124611,0.36278,0.36278,0.096899,0.309806,0.309806,0.245283,0.174683,0.174683,0.050493
dio_mcm_episode_0e7qvj1,EXPANSION2023,11,2012,2021,10,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,spannungsrand_kippnaehe,zentrum_stabil,zentrum_stabil,0.573472,0.730568,0.711309,0.290526,0.12237,0.132913,0.836375,0.128062,0.144858,0.53259,0.237996,0.407079,0.363986,0.064062,0.086095
dio_mcm_episode_0e7qvj1,EXPANSION2023,12,2329,2428,100,dio_mcm_episode_0z748ck,dio_mcm_episode_1hdpu9s,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.704309,0.732652,0.732093,0.142568,0.115949,0.127904,0.209273,0.162858,0.109092,0.452547,0.1763,0.191028,0.105331,0.079,0.056732
dio_mcm_episode_0e7qvj1,EXPANSION2023,13,2438,2438,1,dio_mcm_episode_1hdpu9s,dio_mcm_episode_1hdpu9s,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.627408,0.627408,0.710732,0.234144,0.234144,0.142803,0.729796,0.729796,0.286948,0.429102,0.429102,0.312298,0.340796,0.340796,0.136385
dio_mcm_episode_0e7qvj1,EXPANSION2023,14,2440,2464,25,dio_mcm_episode_1hdpu9s,dio_mcm_episode_0mw7rev,zentrum_stabil,offene_variante,zentrum_stabil,spannungsrand_kippnaehe,0.659739,0.736942,0.533757,0.190183,0.12535,0.34742,0.466568,0.032782,0.937516,0.373455,0.36051,0.429706,0.215253,0.03538,0.399206
dio_mcm_episode_0e7qvj1,EXPANSION2023,15,3979,3979,1,dio_mcm_episode_0lfde2c,dio_mcm_episode_0lfde2c,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.732507,0.732507,0.648893,0.131269,0.131269,0.196882,0.067716,0.067716,0.398328,0.339888,0.339888,0.260273,0.047183,0.047183,0.187716
dio_mcm_episode_0e7qvj1,EXPANSION2023,16,3982,4513,532,dio_mcm_episode_0lfde2c,dio_mcm_episode_1ej5zl7,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.634956,0.727515,0.742588,0.198225,0.12705,0.111867,0.056542,0.19615,0.071803,0.551879,0.194277,0.17779,0.051392,0.099714,0.04423
dio_mcm_episode_0e7qvj1,EXPANSION2023,17,5527,5529,3,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,zentrum_stabil,zentrum_stabil,zentrum_stabil,offene_variante,0.64187,0.681331,0.661942,0.201645,0.144838,0.203688,0.477715,0.164922,0.270193,0.461051,0.228837,0.434439,0.210924,0.092598,0.136041
dio_mcm_episode_0e7qvj1,EXPANSION2023,18,5531,5534,4,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,offene_variante,zentrum_stabil,zentrum_stabil,offene_variante,0.711374,0.647057,0.630525,0.157713,0.195916,0.211557,0.254689,0.383162,0.156451,0.25779,0.233495,0.624545,0.122078,0.183325,0.101801
dio_mcm_episode_0e7qvj1,EXPANSION2023,19,5544,7528,1985,dio_mcm_episode_0mji3u6,dio_mcm_episode_1pmt8u2,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.719085,0.734581,0.737186,0.1328,0.133203,0.128949,0.175855,0.08064,0.097072,0.184952,0.278791,0.260873,0.094292,0.046664,0.0527
dio_mcm_episode_0e7qvj1,PAXG2024,1,1039,1072,34,dio_mcm_episode_0z748ck,dio_mcm_episode_18l3thm,offene_variante,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.699615,0.711733,0.713415,0.126973,0.129945,0.114257,0.147913,0.088864,0.111986,0.383042,0.405302,0.295096,0.081791,0.056008,0.063443
dio_mcm_episode_0e7qvj1,PAXG2024,2,1074,1077,4,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.679429,0.702919,0.693018,0.173966,0.151202,0.141687,0.293124,0.054484,0.217236,0.535117,0.405833,0.44726,0.146358,0.043781,0.113466
dio_mcm_episode_0e7qvj1,PAXG2024,3,1879,1880,2,dio_mcm_episode_1hdpu9s,dio_mcm_episode_1hdpu9s,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.682143,0.742461,0.721424,0.171824,0.16316,0.143978,0.325794,0.206993,0.224499,0.357085,0.334989,0.345013,0.154856,0.101111,0.10896
dio_mcm_episode_0e7qvj1,PAXG2024,4,1882,1891,10,dio_mcm_episode_1hdpu9s,dio_mcm_episode_1hdpu9s,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.702968,0.72555,0.688567,0.175738,0.139535,0.140286,0.450736,0.188269,0.123124,0.378057,0.199506,0.191689,0.224445,0.092593,0.061085
dio_mcm_episode_0e7qvj1,PAXG2024,5,1931,1976,46,dio_mcm_episode_1hdpu9s,dio_mcm_episode_1hdpu9s,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.683419,0.742024,0.676161,0.172021,0.102978,0.201369,0.145794,0.022835,0.401162,0.427108,0.187473,0.21311,0.082828,0.018978,0.19803
dio_mcm_episode_0e7qvj1,PAXG2024,6,1978,1978,1,dio_mcm_episode_1hdpu9s,dio_mcm_episode_1hdpu9s,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.713058,0.713058,0.723572,0.14103,0.14103,0.132819,0.118167,0.118167,0.164754,0.403972,0.403972,0.329835,0.067049,0.067049,0.083092
dio_mcm_episode_0e7qvj1,QUIET2026,1,864,910,47,dio_mcm_episode_0z748ck,dio_mcm_episode_18l3thm,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.702567,0.714102,0.721279,0.163063,0.155119,0.118505,0.297721,0.169603,0.111833,0.412113,0.376628,0.291199,0.147925,0.085299,0.060152
dio_mcm_episode_0e7qvj1,QUIET2026,2,923,930,8,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.678101,0.726117,0.724008,0.183736,0.140692,0.113231,0.281752,0.113035,0.039039,0.51222,0.358168,0.307352,0.138609,0.066238,0.033597
dio_mcm_episode_0e7qvj1,QUIET2026,3,932,945,14,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.593325,0.726194,0.721972,0.267498,0.113873,0.11606,0.608881,0.089633,0.003272,0.298973,0.2996,0.306823,0.281264,0.051861,0.01597
dio_mcm_episode_0e7qvj1,QUIET2026,4,1071,1090,20,dio_mcm_episode_18l3thm,dio_mcm_episode_18l3thm,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.672227,0.686967,0.715677,0.180983,0.138005,0.10973,0.157964,0.149627,0.050918,0.533728,0.183061,0.202343,0.093363,0.07479,0.033824
dio_mcm_episode_0e7qvj1,QUIET2026,5,1145,2897,1753,dio_mcm_episode_18l3thm,dio_mcm_episode_0n22aiv,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.655048,0.734998,0.708271,0.19405,0.121394,0.15453,0.442561,0.128952,0.300895,0.234801,0.251737,0.367418,0.204798,0.065353,0.14934
dio_mcm_episode_0e7qvj1,QUIET2026,6,6795,6795,1,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,zentrum_stabil,zentrum_stabil,zentrum_stabil,offene_variante,0.633535,0.633535,0.614346,0.213753,0.213753,0.242215,0.510164,0.510164,0.366147,0.444608,0.444608,0.603565,0.226538,0.226538,0.173032
dio_mcm_episode_0e7qvj1,QUIET2026,7,6805,8827,2023,dio_mcm_episode_0mji3u6,dio_mcm_episode_1ggl8cd,zentrum_stabil,zentrum_stabil,offene_variante,zentrum_stabil,0.72559,0.668324,0.732604,0.139367,0.199507,0.131208,0.211323,0.583444,0.201067,0.302156,0.335161,0.253358,0.099877,0.272334,0.095499
dio_mcm_episode_0e7qvj1,QUIET2026,8,9290,9422,133,dio_mcm_episode_0mji3u6,dio_mcm_episode_1jwnjz4,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.725745,0.723011,0.729811,0.147567,0.127687,0.125059,0.197949,0.100752,0.010701,0.33462,0.406197,0.386232,0.101279,0.068151,0.02847
dio_mcm_episode_0e7qvj1,QUIET2026,9,9459,9490,32,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,offene_variante,offene_variante,zentrum_stabil,zentrum_stabil,0.635299,0.719631,0.72774,0.212132,0.153325,0.136213,0.250253,0.27921,0.208446,0.684932,0.378813,0.284713,0.134724,0.136679,0.099817
dio_mcm_episode_0e7qvj1,QUIET2026,10,9492,9496,5,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.672971,0.710111,0.715345,0.169824,0.166297,0.156979,0.359892,0.280585,0.159141,0.469941,0.349473,0.393232,0.167872,0.133787,0.090079
dio_mcm_episode_0e7qvj1,QUIET2026,11,9498,9500,3,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,zentrum_stabil,zentrum_stabil,zentrum_stabil,zentrum_stabil,0.701795,0.742871,0.712094,0.157813,0.107427,0.165331,0.336008,0.092063,0.231049,0.341404,0.171322,0.412139,0.158843,0.047887,0.120077
dio_mcm_episode_0e7qvj1,QUIET2026,12,9511,9512,2,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,zentrum_stabil,offene_variante,offene_variante,zentrum_stabil,0.690633,0.699545,0.720856,0.17548,0.160044,0.127743,0.22367,0.088278,0.037175,0.493123,0.534888,0.440295,0.112965,0.066807,0.04494
dio_mcm_episode_0e7qvj1,QUIET2026,13,9514,9524,11,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.69566,0.749942,0.732819,0.176334,0.147315,0.127521,0.29442,0.125515,0.026185,0.455337,0.385783,0.344759,0.140873,0.074239,0.031364
dio_mcm_episode_0e7qvj1,QUIET2026,14,9527,9538,12,dio_mcm_episode_1jwnjz4,dio_mcm_episode_1jwnjz4,zentrum_stabil,offene_variante,zentrum_stabil,zentrum_stabil,0.65811,0.733285,0.716346,0.209478,0.131083,0.159146,0.625342,0.128013,0.159122,0.481505,0.298832,0.412252,0.27602,0.067496,0.089356
dio_mcm_episode_0e7qvj1,SOL2024,1,1190,1190,1,dio_mcm_episode_0mji3u6,dio_mcm_episode_0mji3u6,zentrum_stabil,zentrum_stabil,zentrum_stabil,offene_variante,0.710292,0.710292,0.688209,0.112972,0.112972,0.16794,0.050054,0.050054,0.223604,0.367079,0.367079,0.461415,0.040622,0.040622,0.117346
dio_mcm_episode_0e7qvj1,SOL2024,2,1195,1775,581,dio_mcm_episode_0mji3u6,dio_mcm_episode_19dxnmz,offene_variante,zentrum_stabil,zentrum_stabil,spannungsrand_kippnaehe,0.724985,0.704592,0.5509,0.14343,0.156962,0.330173,0.154783,0.295238,0.956055,0.29366,0.341663,0.364325,0.078397,0.150005,0.416734
