token,world,start_tick,end_tick,duration,entry_token,exit_token,role_profile,avg_rekopplung,avg_strain,avg_loudness,avg_blur,avg_tension
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3287,3288,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1; zentrum_stabil:1,0.709879,0.152275,0.114644,0.43204549999999997,0.0726455
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3300,3338,39,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:28; offene_variante:11,0.7031309743589744,0.1531246153846154,0.2031934358974359,0.37646358974358973,0.10469802564102565
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3340,3340,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1,0.703956,0.15359,0.109749,0.432017,0.066388
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3342,3343,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1; zentrum_stabil:1,0.697895,0.1664145,0.2080445,0.4581985,0.1102345
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3348,3349,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:2,0.7064595,0.1593955,0.14265299999999997,0.4310885,0.0827235
dio_mcm_episode_0b7nep9,DOGE_2024_5M,3351,4414,1064,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:866; offene_variante:192; spannungsrand_kippnaehe:6,0.708386977443609,0.15004742763157894,0.20122859586466166,0.3347764511278195,0.10246113815789475
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4428,4671,244,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:212; offene_variante:30; spannungsrand_kippnaehe:2,0.710246950819672,0.15057160655737706,0.20911059836065576,0.3323327868852459,0.10570681967213115
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4678,4713,36,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:30; offene_variante:5; spannungsrand_kippnaehe:1,0.7101123055555556,0.15204152777777777,0.20173425,0.32074766666666665,0.10292147222222221
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4792,4793,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:2,0.7151635000000001,0.15897899999999998,0.190657,0.32764400000000005,0.096774
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4795,4796,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:2,0.6938625,0.157047,0.33093,0.2633495,0.15980699999999998
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4812,4840,29,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:24; offene_variante:4; spannungsrand_kippnaehe:1,0.7109360344827587,0.15309127586206897,0.22396444827586207,0.3441729655172414,0.11280627586206897
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4937,4937,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:1,0.640009,0.210753,0.444769,0.257741,0.212542
dio_mcm_episode_0b7nep9,DOGE_2024_5M,4943,4954,12,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:11; offene_variante:1,0.70995175,0.15114975,0.25465841666666666,0.26277,0.12586291666666666
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5039,5269,231,dio_mcm_episode_0ykar6i,dio_mcm_episode_1pmt8u2,zentrum_stabil:163; offene_variante:68,0.7033777575757576,0.15755839393939394,0.24272699567099568,0.3389902424242424,0.12113830303030303
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5396,5402,7,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:5; offene_variante:2,0.7051072857142857,0.15605142857142856,0.21174500000000002,0.32245228571428575,0.10546328571428572
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5406,5406,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1,0.705274,0.16864,0.219995,0.256662,0.10731
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5408,5442,35,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:26; offene_variante:9,0.7109918571428572,0.1509264,0.1998426,0.317758,0.10169917142857142
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5448,5505,58,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:52; offene_variante:6,0.7118545,0.15070681034482758,0.2194762931034483,0.3337440517241379,0.11040970689655172
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5507,5509,3,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:3,0.716365,0.15595833333333334,0.21338333333333334,0.37210566666666667,0.10820366666666666
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5554,5554,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1,0.653195,0.207807,0.586316,0.356898,0.26917
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5563,5616,54,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:45; offene_variante:8; spannungsrand_kippnaehe:1,0.7098923148148147,0.1508855185185185,0.21746264814814817,0.3312557037037037,0.10875501851851853
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5625,5628,4,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:4,0.7048274999999999,0.1554245,0.21096275,0.3652585,0.10803399999999999
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5631,5632,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1; zentrum_stabil:1,0.702128,0.165537,0.265614,0.434471,0.1377335
dio_mcm_episode_0b7nep9,DOGE_2024_5M,5641,6407,767,dio_mcm_episode_0ykar6i,dio_mcm_episode_0mw7rev,zentrum_stabil:518; offene_variante:243; spannungsrand_kippnaehe:6,0.6972028279009126,0.15927827900912647,0.22355171577574967,0.3809642620599739,0.11452037809647979
dio_mcm_episode_0b7nep9,DOGE_2025_5M,5712,5772,61,dio_mcm_episode_01s42m6,dio_mcm_episode_01s42m6,zentrum_stabil:37; offene_variante:22; spannungsrand_kippnaehe:2,0.6925347704918033,0.16284060655737706,0.2101046229508197,0.4061082950819672,0.10894357377049181
dio_mcm_episode_0b7nep9,DOGE_2025_5M,5848,6318,471,dio_mcm_episode_01s42m6,dio_mcm_episode_0li6lg1,zentrum_stabil:382; offene_variante:84; spannungsrand_kippnaehe:5,0.70908116985138,0.1513534076433121,0.2012310552016985,0.3455382016985138,0.102991008492569
dio_mcm_episode_0b7nep9,PAXG_2025_5M,2063,2138,76,dio_mcm_episode_1f4jh6c,dio_mcm_episode_0ykar6i,zentrum_stabil:60; offene_variante:16,0.7076409605263158,0.1481946842105263,0.17181692105263158,0.3492022763157895,0.09111752631578947
dio_mcm_episode_0b7nep9,PAXG_2025_5M,2225,2292,68,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:54; offene_variante:14,0.7036923382352941,0.15042720588235295,0.1777720882352941,0.3475911176470588,0.09370099999999999
dio_mcm_episode_0b7nep9,PAXG_2025_5M,2369,2587,219,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:181; offene_variante:37; spannungsrand_kippnaehe:1,0.708042,0.15027587671232878,0.19148684931506849,0.35384960730593606,0.1000649497716895
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4153,4160,8,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,zentrum_stabil:6; offene_variante:2,0.714665,0.152401625,0.190966625,0.338713875,0.096917875
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4182,4182,1,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,zentrum_stabil:1,0.708772,0.159631,0.298068,0.335344,0.14302
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4195,4569,375,dio_mcm_episode_17c7qwp,dio_mcm_episode_1eju9g0,zentrum_stabil:311; offene_variante:62; spannungsrand_kippnaehe:2,0.7123294026666668,0.14983177333333333,0.20166228,0.337414016,0.10357395999999999
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4718,4718,1,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,offene_variante:1,0.65616,0.192833,0.530303,0.387607,0.257463
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4720,4720,1,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,offene_variante:1,0.703768,0.158465,0.143073,0.458658,0.083466
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4730,4730,1,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,offene_variante:1,0.693584,0.171852,0.283362,0.423684,0.135167
dio_mcm_episode_0b7nep9,PAXG_2025_5M,4744,4746,3,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,zentrum_stabil:2; offene_variante:1,0.696895,0.14846466666666666,0.187183,0.3577353333333333,0.09555166666666666
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5025,5043,19,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,zentrum_stabil:18; offene_variante:1,0.7212086842105263,0.1493851052631579,0.17166563157894738,0.3854757894736842,0.0940868947368421
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5052,5078,27,dio_mcm_episode_0ybr5e3,dio_mcm_episode_1eju9g0,zentrum_stabil:20; offene_variante:6; spannungsrand_kippnaehe:1,0.7069607037037037,0.15172792592592593,0.19506785185185185,0.333604,0.09837907407407408
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5080,5224,145,dio_mcm_episode_1eju9g0,dio_mcm_episode_1eju9g0,zentrum_stabil:118; offene_variante:26; spannungsrand_kippnaehe:1,0.7159044896551724,0.1510914275862069,0.20241886896551725,0.3325059793103448,0.10329773793103449
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5281,5307,27,dio_mcm_episode_1eju9g0,dio_mcm_episode_0ybr5e3,zentrum_stabil:21; offene_variante:6,0.7100268148148148,0.1437774074074074,0.14292555555555556,0.36653385185185183,0.0810587037037037
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5375,5981,607,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:483; offene_variante:124,0.711043708401977,0.15005347281713344,0.1899975403624382,0.3495567891268534,0.09877902471169688
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5983,5984,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:2,0.720442,0.1579305,0.2654595,0.3536785,0.128919
dio_mcm_episode_0b7nep9,PAXG_2025_5M,5995,6007,13,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:9; offene_variante:4,0.7028615384615384,0.15727030769230768,0.2606773076923077,0.3256093076923077,0.12663153846153846
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6015,6023,9,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:7; offene_variante:2,0.7097905555555556,0.156809,0.2370253333333333,0.30987122222222224,0.114617
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6029,6051,23,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:17; offene_variante:6,0.711577652173913,0.15249360869565215,0.20293652173913043,0.351566347826087,0.10176339130434783
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6055,6060,6,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:5; offene_variante:1,0.7158648333333333,0.16060733333333335,0.25484833333333334,0.29980633333333334,0.125727
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6211,6266,56,dio_mcm_episode_1eju9g0,dio_mcm_episode_0ykar6i,zentrum_stabil:45; offene_variante:11,0.7129012857142857,0.14700469642857142,0.165827,0.3414377321428571,0.08902023214285715
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6274,6275,2,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:2,0.7047325,0.17503999999999997,0.36165650000000005,0.38193900000000003,0.17273
dio_mcm_episode_0b7nep9,PAXG_2025_5M,6282,6288,7,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:5; offene_variante:2,0.7138920000000001,0.15262842857142858,0.2221934285714286,0.33087357142857143,0.11095000000000001
dio_mcm_episode_0b7nep9,XRP_2024_5M,3998,4051,54,dio_mcm_episode_01s42m6,dio_mcm_episode_0ykar6i,zentrum_stabil:40; offene_variante:14,0.7031705185185184,0.14835549999999997,0.1745681851851852,0.34124629629629627,0.0940360925925926
dio_mcm_episode_0b7nep9,XRP_2024_5M,4070,4092,23,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:15; offene_variante:8,0.7039652608695652,0.1557362608695652,0.2001818260869565,0.3770980434782608,0.10306178260869565
dio_mcm_episode_0b7nep9,XRP_2024_5M,4107,4116,10,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:9; offene_variante:1,0.704812,0.15412920000000002,0.23432940000000002,0.2924763,0.11478950000000002
dio_mcm_episode_0b7nep9,XRP_2024_5M,5061,5069,9,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:7; spannungsrand_kippnaehe:1; offene_variante:1,0.7014662222222223,0.1673128888888889,0.2476847777777778,0.31252944444444447,0.12381455555555555
dio_mcm_episode_0b7nep9,XRP_2024_5M,5072,5072,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,offene_variante:1,0.680503,0.17734,0.370111,0.437848,0.171802
dio_mcm_episode_0b7nep9,XRP_2024_5M,5074,5074,1,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:1,0.703609,0.165092,0.286422,0.367491,0.141319
dio_mcm_episode_0b7nep9,XRP_2024_5M,5077,5082,6,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:5; offene_variante:1,0.7070803333333333,0.15188133333333334,0.20386316666666668,0.35770883333333336,0.1056795
dio_mcm_episode_0b7nep9,XRP_2024_5M,5095,6025,931,dio_mcm_episode_0ykar6i,dio_mcm_episode_17eveju,zentrum_stabil:770; offene_variante:156; spannungsrand_kippnaehe:5,0.7086766723952739,0.1516713866809882,0.22517406766917292,0.328148171858217,0.11292518904403867
dio_mcm_episode_0b7nep9,XRP_2024_5M,6055,6407,353,dio_mcm_episode_00nzcuc,dio_mcm_episode_0ykar6i,zentrum_stabil:274; offene_variante:77; spannungsrand_kippnaehe:2,0.7093806997167138,0.14955322946175637,0.19329201416430594,0.34000269688385265,0.09974938526912182
dio_mcm_episode_0b7nep9,XRP_2024_5M,6411,6418,8,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:5; offene_variante:3,0.70181775,0.155474125,0.25246375,0.322586,0.122082625
dio_mcm_episode_0b7nep9,XRP_2024_5M,6424,6811,388,dio_mcm_episode_0ykar6i,dio_mcm_episode_0ykar6i,zentrum_stabil:296; offene_variante:90; spannungsrand_kippnaehe:2,0.7090015541237114,0.15017294329896907,0.18727835051546393,0.35640811597938143,0.09787833505154639
dio_mcm_episode_0b7nep9,XRP_2024_5M,8601,8714,114,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:89; offene_variante:24; spannungsrand_kippnaehe:1,0.7091758157894736,0.15332252631578946,0.20976191228070176,0.3553085,0.10723039473684211
dio_mcm_episode_0b7nep9,XRP_2025_5M,2095,2328,234,dio_mcm_episode_0ykar6i,dio_mcm_episode_0mw7rev,zentrum_stabil:170; offene_variante:63; spannungsrand_kippnaehe:1,0.6977970641025641,0.15512802991452992,0.2152163888888889,0.349414858974359,0.10894411538461539
dio_mcm_episode_0b7nep9,XRP_2025_5M,4833,4834,2,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,offene_variante:1; zentrum_stabil:1,0.6918715,0.1700935,0.262683,0.446377,0.131693
dio_mcm_episode_0b7nep9,XRP_2025_5M,4836,4882,47,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:39; offene_variante:8,0.7111842978723405,0.14933519148936172,0.19803310638297872,0.34337391489361696,0.10074861702127659
dio_mcm_episode_0b7nep9,XRP_2025_5M,4884,4885,2,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:2,0.702846,0.15841349999999998,0.315187,0.395933,0.1591475
dio_mcm_episode_0b7nep9,XRP_2025_5M,4890,4907,18,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:13; offene_variante:4; spannungsrand_kippnaehe:1,0.7053943888888888,0.16024155555555555,0.2433318333333333,0.32726994444444446,0.11907794444444446
dio_mcm_episode_0b7nep9,XRP_2025_5M,4929,4932,4,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:4,0.70825625,0.1556735,0.227714,0.37432299999999996,0.11733375
dio_mcm_episode_0b7nep9,XRP_2025_5M,4935,4948,14,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:12; offene_variante:2,0.7062608571428572,0.15664378571428572,0.1970512142857143,0.3102850714285714,0.10108342857142857
dio_mcm_episode_0b7nep9,XRP_2025_5M,4955,4956,2,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0w4x7xs,zentrum_stabil:2,0.6970535,0.1492275,0.2732645,0.402288,0.1429855
dio_mcm_episode_0b7nep9,XRP_2025_5M,4958,5456,499,dio_mcm_episode_0w4x7xs,dio_mcm_episode_0mw7rev,zentrum_stabil:389; offene_variante:108; spannungsrand_kippnaehe:2,0.7073905731462925,0.1522004468937876,0.2060215130260521,0.3514106392785571,0.10492591583166333
