passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,node,hit_count,source_profile,role_profile,zone_profile,effect_profile,tone_profile,coupling_profile,world_profile,avg_rekopplung,avg_strain,avg_sensory,reading
1,0,0,0,0,0,0,1jx2k4i,0,-,-,-,-,-,-,-,0.0,0.0,0.0,zentrum_getragen_noch_duenn_belegt
1,0,0,0,0,0,0,1xx3u1e,0,-,-,-,-,-,-,-,0.0,0.0,0.0,zentrum_getragen_noch_duenn_belegt
