passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,fragmentation_symbol,world_label,fragmentation_class,zones_total,young_spur_count,dominant_surface_class,secondary_surface_class,open_count,rand_count,weak_center_count,rekopplung_count,drift_count,avg_strain,avg_sensory,avg_rekopplung,memory_note
1,0,0,0,0,0,0,dio_frag_1mbyh0o,ZEHNTE_STRESS_10K_REPRO,fragmentierung_randlastig,146,68,nichtbruecke_randspannung,nichtbruecke_zentrum_schwach,26,54,44,4,5,0.248151,0.829839,0.623146,Randspannung dominiert die Oberflaeche.
