rank,label,data_path,start,end,raw_quiet_score,field_quiet_score,topology_state,center_share,open_share,rand_share,rekopplung_overlay_share,avg_rekopplung,avg_carry,avg_strain,avg_sensory,unique_symbols,episode_memory_written,top_symbol_overlap,top_family_overlap
1,SOL2025_FIELD_QUIET_02,data\field_quiet_candidates\1-12_2025_5m_solusdt_sol2025_field_quiet_02_2000.csv,103120.0,105120.0,0.5426911381686343,0.46630632704112335,stark_zentriert_wenig_rand,0.8029087261785356,0.18806419257773319,0.009027081243731194,0.24924774322968907,0.6958921980942828,0.5119641524573721,0.15491849699097293,0.8428012793380141,342,3,1.0,1.0
2,SOL2025_FIELD_QUIET_04,data\field_quiet_candidates\1-12_2025_5m_solusdt_sol2025_field_quiet_04_2000.csv,101750.0,103750.0,0.5640111069627316,0.4588961190270812,gemischte_rollenordnung,0.7893681043129388,0.20310932798395184,0.007522567703109328,0.24974924774322968,0.6948855325977934,0.5103795616850552,0.15540776880641924,0.8416190717151455,345,3,1.0,1.0
3,SOL2025_FIELD_QUIET_01,data\field_quiet_candidates\1-12_2025_5m_solusdt_sol2025_field_quiet_01_2000.csv,52250.0,54250.0,0.5367880055425902,0.44854572398194575,gemischte_rollenordnung,0.7703109327983951,0.21915747241725175,0.01053159478435306,0.2502507522567703,0.6939637828485457,0.5100830882647944,0.15648857873620864,0.8395891494483451,337,3,1.0,1.0
4,SOL2025_FIELD_QUIET_05,data\field_quiet_candidates\1-12_2025_5m_solusdt_sol2025_field_quiet_05_2000.csv,69750.0,71750.0,0.590045532955893,0.4460676574623871,gemischte_rollenordnung,0.7657973921765295,0.22818455366098295,0.006018054162487462,0.2502507522567703,0.693294392678034,0.508908019558676,0.1569785511534604,0.8384646308926781,359,5,1.0,1.0
5,SOL2025_FIELD_QUIET_03,data\field_quiet_candidates\1-12_2025_5m_solusdt_sol2025_field_quiet_03_2000.csv,34500.0,36500.0,0.5525899324507201,0.4333045538716147,gemischte_rollenordnung,0.7397191574724172,0.2547642928786359,0.005516549648946841,0.2502507522567703,0.6938746685055165,0.5098865852557672,0.15585131043129388,0.8393020406218656,329,3,1.0,1.0
