token,segments,worlds,world_profile,dominant_enter,dominant_enter_count,dominant_exit,dominant_exit_count,end_role_profile,exit_role_profile,duration_avg,within_rekopplung_delta,exit_rekopplung_delta,within_strain_delta,exit_strain_delta,within_loudness_delta,exit_loudness_delta,within_blur_delta,exit_blur_delta,within_tension_delta,exit_tension_delta
dio_mcm_episode_00yl137,4,3,BTC2025_CROSS:2; BTC2024_CROSS:1; POS_STRESS:1,dio_mcm_episode_1iq1hgz,2,dio_mcm_episode_0ultars,2,offene_variante:2; zentrum_stabil:2,zentrum_stabil:3; offene_variante:1,1.5,0.0293485,-0.02011799999999997,-0.04210350000000001,0.0014672500000000067,-0.173331,-0.030325250000000005,-0.0509655,0.11844474999999999,-0.0913525,-0.0014425000000000028
dio_mcm_episode_0om13wf,11,3,BTC2025_CROSS:6; BTC2024_CROSS:4; SIDEWAYS:1,dio_mcm_episode_1mesbjy,2,dio_mcm_episode_0ne8zu9,3,zentrum_stabil:6; offene_variante:5,zentrum_stabil:6; offene_variante:5,1.7272727272727273,0.019492000000000023,0.007603909090909083,-0.013539363636363634,-0.0019297272727272648,0.008964727272727274,0.004598454545454542,-0.04930954545454547,-0.05298227272727273,-0.0008747272727272694,-0.004174272727272729
dio_mcm_episode_0z748ck,39,5,BTC2025_CROSS:12; BTC2024_CROSS:7; NEG_STRESS:7; POS_STRESS:7; SIDEWAYS:6,dio_mcm_episode_0qzjuvj,30,dio_mcm_episode_0e7qvj1,32,zentrum_stabil:33; offene_variante:6,zentrum_stabil:31; offene_variante:7; spannungsrand_kippnaehe:1,2.6153846153846154,0.007464897435897428,-0.0014684871794871672,-0.005858589743589743,0.0017935128205128221,-0.03631089743589744,0.01037710256410256,-0.01706948717948718,-0.0026339487179487166,-0.020011153846153845,0.0064776923076923084
dio_mcm_episode_1hdpu9s,114,5,NEG_STRESS:37; POS_STRESS:24; BTC2025_CROSS:23; SIDEWAYS:23; BTC2024_CROSS:7,dio_mcm_episode_0e7qvj1,72,dio_mcm_episode_0e7qvj1,65,zentrum_stabil:97; offene_variante:16; spannungsrand_kippnaehe:1,zentrum_stabil:64; offene_variante:38; spannungsrand_kippnaehe:12,25.68421052631579,-0.0065520000000000005,-0.03125235964912281,0.010859307017543859,0.035751043859649126,0.03960471929824561,0.1256477894736842,0.022977263157894733,0.03970121052631579,0.022705657894736844,0.07128647368421054
