pair,count,worlds,dominant_world,dominant_role_shift,pressure_delta,sharpness_delta,focus_delta,rekopplung_delta,loudness_delta
dio_mcm_episode_0lne9ax->dio_mcm_episode_0jbl5pq,5,4,BTC2025_5M_2K_5m (2/5),zentrum_stabil->zentrum_stabil (3/5),0.042203,0.055586,0.054343,-0.026184,0.129436
dio_mcm_episode_1hdpu9s->dio_mcm_episode_1rxdw4p,5,3,BTC2025_5M_2K_5m (2/5),zentrum_stabil->zentrum_stabil (3/5),0.011819,0.086423,0.013427,-0.000386,0.058028
dio_mcm_episode_1rxdw4p->dio_mcm_episode_0lfde2c,5,1,BTC2025_5M_2K_5m (5/5),zentrum_stabil->offene_variante (2/5),0.106703,-0.094492,0.058640,-0.055286,0.298669
dio_mcm_episode_0lfde2c->dio_mcm_episode_1rxdw4p,5,1,BTC2025_5M_2K_5m (5/5),zentrum_stabil->zentrum_stabil (5/5),-0.030455,0.005288,-0.002555,0.005927,-0.102028
dio_mcm_episode_1rxdw4p->dio_mcm_episode_1hdpu9s,5,3,BTC2025_5M_2K_5m (2/5),zentrum_stabil->zentrum_stabil (2/5),0.014100,-0.151864,-0.001053,-0.014732,0.025631
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0mji3u6,5,3,SOL2025_5M_2K_5m (2/5),zentrum_stabil->offene_variante (4/5),0.070434,-0.376722,0.027746,-0.059785,0.115350
dio_mcm_episode_0db07p4->dio_mcm_episode_1joiyc3,4,2,SOL2025_5M_2K_5m (3/4),zentrum_stabil->zentrum_stabil (3/4),-0.033030,-0.032626,-0.047211,0.022555,-0.091504
dio_mcm_episode_1hs3jsa->dio_mcm_episode_1q3us3f,3,1,BTC2025_5M_2K_5m (3/3),zentrum_stabil->zentrum_stabil (3/3),-0.019755,-0.246371,-0.032967,0.007731,-0.104935
dio_mcm_episode_1q3us3f->dio_mcm_episode_1hs3jsa,3,1,BTC2025_5M_2K_5m (3/3),zentrum_stabil->zentrum_stabil (3/3),0.003134,0.262293,0.013722,-0.004539,0.059660
dio_mcm_episode_0l3i7ey->dio_mcm_episode_0aztxel,3,3,BTC2025_5M_2K_5m (1/3),zentrum_stabil->offene_variante (1/3),0.037840,0.045920,0.002683,-0.023980,0.133268
dio_mcm_episode_0e7qvj1->dio_mcm_episode_19cadje,3,3,BTC2025_1H_2K_1h (1/3),zentrum_stabil->spannungsrand_kippnaehe (3/3),0.250933,-0.381981,0.138399,-0.169153,0.660425
dio_mcm_episode_1joiyc3->dio_mcm_episode_0db07p4,3,1,SOL2025_5M_2K_5m (3/3),offene_variante->zentrum_stabil (1/3),0.059721,-0.038473,0.028782,-0.028687,0.161523
dio_mcm_episode_0v93uai->dio_mcm_episode_0jbl5pq,3,1,SOL2025_1H_2K_1h (3/3),offene_variante->offene_variante (1/3),-0.029766,0.120947,-0.054012,0.042077,-0.075663
dio_mcm_episode_00i7zy5->dio_mcm_episode_0393v08,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.029020,0.166572,-0.016077,0.022164,-0.065149
dio_mcm_episode_1joiyc3->dio_mcm_episode_1t42af6,2,1,BTC2025_5M_2K_5m (2/2),zentrum_stabil->zentrum_stabil (1/2),0.059982,0.125332,0.025334,-0.033444,0.188264
dio_mcm_episode_0v93uai->dio_mcm_episode_0lne9ax,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.035511,-0.291267,-0.029580,0.036581,-0.057809
dio_mcm_episode_0r99tas->dio_mcm_episode_0k1pid9,2,1,BTC2025_5M_2K_5m (2/2),zentrum_stabil->zentrum_stabil (2/2),0.010801,-0.254294,0.040448,-0.003568,0.069054
dio_mcm_episode_0k1pid9->dio_mcm_episode_1yy9dcm,2,1,BTC2025_5M_2K_5m (2/2),zentrum_stabil->zentrum_stabil (2/2),0.018055,-0.101427,0.000126,-0.013603,0.041011
dio_mcm_episode_1aurt3q->dio_mcm_episode_0ac3vc1,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.030316,0.082989,-0.041811,0.017176,-0.104726
dio_mcm_episode_0ac3vc1->dio_mcm_episode_080f74u,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),0.002362,-0.123549,0.036240,0.002591,0.039125
dio_mcm_episode_080f74u->dio_mcm_episode_1bcj8qx,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->offene_variante (1/2),0.057795,0.061975,0.064295,-0.031773,0.191300
dio_mcm_episode_0r1o8ja->dio_mcm_episode_0n5sqpn,2,2,BTC2025_5M_2K_5m (1/2),offene_variante->offene_variante (1/2),-0.058106,0.154196,-0.083720,0.060563,-0.131356
dio_mcm_episode_0n5sqpn->dio_mcm_episode_0l3i7ey,2,2,BTC2025_5M_2K_5m (1/2),offene_variante->zentrum_stabil (1/2),-0.011545,0.049979,-0.012410,0.013648,-0.018475
dio_mcm_episode_0l3i7ey->dio_mcm_episode_0lne9ax,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.021744,0.169211,0.002950,0.028830,0.003820
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0dbqs19,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->spannungsrand_kippnaehe (2/2),0.278451,-0.343118,0.285440,-0.177121,0.782212
dio_mcm_episode_0aztxel->dio_mcm_episode_0hjnwsk,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.043047,-0.093060,-0.089509,0.021196,-0.174048
dio_mcm_episode_0hjnwsk->dio_mcm_episode_18n06fj,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (2/2),0.019203,0.032459,0.030369,-0.001179,0.057233
dio_mcm_episode_18n06fj->dio_mcm_episode_0z748ck,2,2,BTC2025_5M_2K_5m (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.017378,0.079823,0.035345,0.017276,0.046826
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0kvu3mb,2,2,BTC2025_1H_2K_1h (1/2),offene_variante->spannungsrand_kippnaehe (1/2),0.231838,-0.079416,0.262076,-0.140892,0.672926
dio_mcm_episode_07llqq8->dio_mcm_episode_01yulb6,2,1,BTC2025_1H_2K_1h (2/2),spannungsrand_kippnaehe->offene_variante (2/2),-0.080096,0.102667,-0.016322,0.045126,-0.249955
dio_mcm_episode_01yulb6->dio_mcm_episode_1rkfb77,2,1,BTC2025_1H_2K_1h (2/2),offene_variante->zentrum_stabil (1/2),-0.046460,0.182568,-0.060951,0.042297,-0.101994
dio_mcm_episode_1rkfb77->dio_mcm_episode_1u741ze,2,1,BTC2025_1H_2K_1h (2/2),offene_variante->zentrum_stabil (1/2),-0.019153,-0.307984,0.001446,0.022414,-0.017094
dio_mcm_episode_180stw7->dio_mcm_episode_17qt878,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.053214,-0.036232,-0.088148,0.018782,-0.215361
dio_mcm_episode_17qt878->dio_mcm_episode_0k1pid9,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (2/2),0.029707,-0.094457,0.030775,-0.033492,0.037786
dio_mcm_episode_0k1pid9->dio_mcm_episode_0r99tas,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->offene_variante (1/2),-0.012444,-0.340452,-0.000990,0.032298,-0.004242
dio_mcm_episode_1yefj2f->dio_mcm_episode_0jbl5pq,2,2,BTC2025_1H_2K_1h (1/2),offene_variante->offene_variante (1/2),-0.003728,0.033121,-0.015379,-0.007301,-0.038908
dio_mcm_episode_0n5sqpn->dio_mcm_episode_0lne9ax,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (1/2),0.008358,-0.018781,0.063284,-0.015101,0.049511
dio_mcm_episode_0aztxel->dio_mcm_episode_0jbl5pq,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.015268,-0.035763,-0.022514,0.008346,-0.030425
dio_mcm_episode_0hjnwsk->dio_mcm_episode_0qzjuvj,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (1/2),-0.041695,-0.022389,-0.026615,0.037259,-0.121184
dio_mcm_episode_0r99tas->dio_mcm_episode_1yefj2f,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->zentrum_stabil (2/2),-0.001588,0.201765,-0.027589,-0.006016,-0.005782
dio_mcm_episode_0y1i8dq->dio_mcm_episode_0ultars,2,2,BTC2025_1H_2K_1h (1/2),zentrum_stabil->offene_variante (2/2),0.055141,-0.346614,0.032669,-0.060145,-0.006491
dio_mcm_episode_0ultars->dio_mcm_episode_0ne8zu9,2,2,BTC2025_1H_2K_1h (1/2),offene_variante->zentrum_stabil (2/2),-0.041420,0.127642,-0.034152,0.051389,-0.070548
dio_mcm_episode_1ahj81f->dio_mcm_episode_0ko7wqc,2,1,SOL2025_1H_2K_1h (2/2),zentrum_stabil->zentrum_stabil (2/2),-0.022568,-0.062299,-0.005015,0.023053,-0.058544
dio_mcm_episode_0ko7wqc->dio_mcm_episode_1ahj81f,2,1,SOL2025_1H_2K_1h (2/2),zentrum_stabil->zentrum_stabil (1/2),0.109319,-0.054491,0.064486,-0.062184,0.324297
dio_mcm_episode_1rylps5->dio_mcm_episode_1u741ze,2,1,SOL2025_1H_2K_1h (2/2),zentrum_stabil->offene_variante (1/2),-0.055549,-0.265461,0.022056,0.021776,-0.197358
dio_mcm_episode_1u741ze->dio_mcm_episode_1rylps5,2,1,SOL2025_1H_2K_1h (2/2),offene_variante->zentrum_stabil (2/2),-0.058626,0.158137,-0.037176,0.074235,-0.090117
dio_mcm_episode_1rylps5->dio_mcm_episode_0mji3u6,2,1,SOL2025_1H_2K_1h (2/2),zentrum_stabil->zentrum_stabil (2/2),-0.034455,-0.057237,-0.044495,0.022432,-0.078773
dio_mcm_episode_0ssvqb2->dio_mcm_episode_00i7zy5,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),0.017129,-0.421974,0.017735,-0.020289,-0.016299
dio_mcm_episode_0393v08->dio_mcm_episode_1al8fjz,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->zentrum_stabil (1/1),-0.080200,-0.021969,0.031430,0.047794,-0.183510
dio_mcm_episode_1al8fjz->dio_mcm_episode_1y2gc2i,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.035886,0.088914,-0.009521,0.031602,-0.038501
dio_mcm_episode_1y2gc2i->dio_mcm_episode_1ffzhaj,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.191386,-0.124315,0.182233,-0.094774,0.565231
dio_mcm_episode_1ffzhaj->dio_mcm_episode_0t1ymth,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->offene_variante (1/1),-0.035297,-0.785524,-0.097269,-0.028867,-0.338365
dio_mcm_episode_0t1ymth->dio_mcm_episode_0db07p4,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->zentrum_stabil (1/1),-0.051813,0.368086,-0.089983,0.036396,-0.106826
dio_mcm_episode_1t42af6->dio_mcm_episode_1joiyc3,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.038176,-0.108975,-0.039293,0.008291,-0.173002
dio_mcm_episode_1t42af6->dio_mcm_episode_1i5tnxs,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->spannungsrand_kippnaehe (1/1),0.156374,0.035133,0.055566,-0.088830,0.423030
dio_mcm_episode_1i5tnxs->dio_mcm_episode_0ifxej6,1,1,BTC2025_5M_2K_5m (1/1),spannungsrand_kippnaehe->zentrum_stabil (1/1),-0.190295,0.001249,0.035235,0.098562,-0.485572
dio_mcm_episode_0ifxej6->dio_mcm_episode_0pxjirg,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.040777,0.002091,-0.071528,0.015154,-0.220705
dio_mcm_episode_0pxjirg->dio_mcm_episode_0v93uai,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.014457,-0.025934,0.007364,0.028329,0.013321
dio_mcm_episode_0e7qvj1->dio_mcm_episode_0feihom,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.190909,-0.320713,0.099852,-0.138327,0.437406
dio_mcm_episode_0feihom->dio_mcm_episode_18vdw1g,1,1,BTC2025_5M_2K_5m (1/1),spannungsrand_kippnaehe->zentrum_stabil (1/1),-0.195309,0.321680,-0.024622,0.115187,-0.488520
dio_mcm_episode_18vdw1g->dio_mcm_episode_19g1diz,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.034034,0.330262,-0.112621,0.004486,-0.209093
dio_mcm_episode_19g1diz->dio_mcm_episode_0r99tas,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.023223,-0.013874,-0.014441,0.030658,-0.027206
dio_mcm_episode_1yy9dcm->dio_mcm_episode_1yefj2f,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),0.025300,-0.142139,0.019062,-0.015777,0.021427
dio_mcm_episode_1yefj2f->dio_mcm_episode_1aurt3q,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),0.025654,0.034579,0.024335,-0.007012,0.106845
dio_mcm_episode_1bcj8qx->dio_mcm_episode_0z748ck,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->offene_variante (1/1),-0.041262,-0.402279,-0.012958,0.019566,-0.193023
dio_mcm_episode_1rxdw4p->dio_mcm_episode_19a388p,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.311928,-0.154309,0.133990,-0.185219,0.852718
dio_mcm_episode_19a388p->dio_mcm_episode_180stw7,1,1,BTC2025_5M_2K_5m (1/1),spannungsrand_kippnaehe->zentrum_stabil (1/1),-0.223620,0.151391,0.031992,0.139194,-0.516247
dio_mcm_episode_180stw7->dio_mcm_episode_1wphx8j,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.087831,0.004131,-0.169177,0.035836,-0.397201
dio_mcm_episode_1wphx8j->dio_mcm_episode_0r99tas,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),0.037666,0.143358,0.045727,0.000611,0.175533
dio_mcm_episode_1yy9dcm->dio_mcm_episode_1ytjvg8,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.024628,0.153551,-0.028604,0.005994,-0.077212
dio_mcm_episode_1ytjvg8->dio_mcm_episode_0gc6ffz,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.018074,0.013504,-0.021129,0.003085,-0.060058
dio_mcm_episode_0gc6ffz->dio_mcm_episode_1hs3jsa,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.065866,0.017959,-0.048967,0.034820,-0.197192
dio_mcm_episode_1hs3jsa->dio_mcm_episode_1rxdw4p,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->offene_variante (1/1),0.063823,0.011718,0.067919,-0.030937,0.196036
dio_mcm_episode_1hdpu9s->dio_mcm_episode_0l5wut9,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.256250,-0.098798,0.152513,-0.174383,0.695797
dio_mcm_episode_0l5wut9->dio_mcm_episode_0r1o8ja,1,1,BTC2025_5M_2K_5m (1/1),spannungsrand_kippnaehe->offene_variante (1/1),-0.152227,-0.073629,-0.015789,0.071172,-0.473305
dio_mcm_episode_0dbqs19->dio_mcm_episode_1ve60mw,1,1,BTC2025_5M_2K_5m (1/1),spannungsrand_kippnaehe->offene_variante (1/1),-0.157805,0.141053,-0.201581,0.051232,-0.515511
dio_mcm_episode_1ve60mw->dio_mcm_episode_1mesbjy,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->offene_variante (1/1),-0.056175,-0.051998,0.002768,0.054769,-0.182875
dio_mcm_episode_1mesbjy->dio_mcm_episode_1m4u7k0,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->offene_variante (1/1),-0.010025,-0.285590,0.010717,0.004997,-0.049721
dio_mcm_episode_1m4u7k0->dio_mcm_episode_0om13wf,1,1,BTC2025_5M_2K_5m (1/1),offene_variante->zentrum_stabil (1/1),0.025893,0.312021,0.057311,-0.014541,0.128790
dio_mcm_episode_0om13wf->dio_mcm_episode_0l3i7ey,1,1,BTC2025_5M_2K_5m (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.060224,0.112429,-0.060555,0.073568,-0.095279
dio_mcm_episode_0krixak->dio_mcm_episode_023wqvt,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->offene_variante (1/1),0.078990,-0.438231,0.074691,-0.063791,0.147681
dio_mcm_episode_023wqvt->dio_mcm_episode_0dsrwv5,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->zentrum_stabil (1/1),-0.037364,0.278993,-0.010892,0.038886,-0.025940
dio_mcm_episode_0dsrwv5->dio_mcm_episode_0iz7xgp,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.017007,0.142270,0.019362,0.035351,0.081789
dio_mcm_episode_0iz7xgp->dio_mcm_episode_08fjvls,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),0.012637,-0.057802,0.005700,-0.000362,0.019472
dio_mcm_episode_08fjvls->dio_mcm_episode_1y2gc2i,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.019339,0.358577,-0.026426,0.017829,-0.071103
dio_mcm_episode_1y2gc2i->dio_mcm_episode_1y26981,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.030008,0.035768,-0.018282,0.017632,-0.123145
dio_mcm_episode_1y26981->dio_mcm_episode_17i4j9o,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.078645,0.028957,-0.102291,0.028972,-0.264647
dio_mcm_episode_17i4j9o->dio_mcm_episode_1ahj81f,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),0.011626,0.064692,0.057423,0.025025,0.150981
dio_mcm_episode_1jx2k4i->dio_mcm_episode_0feihom,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.247317,-0.193265,0.124393,-0.170874,0.653005
dio_mcm_episode_0feihom->dio_mcm_episode_0rbnu89,1,1,BTC2025_1H_2K_1h (1/1),spannungsrand_kippnaehe->offene_variante (1/1),-0.156607,0.010818,-0.010618,0.073403,-0.474471
dio_mcm_episode_0rbnu89->dio_mcm_episode_0q7skyc,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->offene_variante (1/1),0.006097,0.240878,-0.069170,0.000936,0.020952
dio_mcm_episode_0q7skyc->dio_mcm_episode_0pfredm,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->zentrum_stabil (1/1),-0.034198,-0.054826,0.070809,0.030625,-0.029370
dio_mcm_episode_0pfredm->dio_mcm_episode_0ppr02l,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.026182,-0.179481,-0.006349,0.017305,-0.083826
dio_mcm_episode_0ppr02l->dio_mcm_episode_0vq085e,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->zentrum_stabil (1/1),-0.041080,0.372973,-0.048764,0.026244,-0.118749
dio_mcm_episode_0vq085e->dio_mcm_episode_085wm7v,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.048497,-0.172511,-0.063397,0.053147,-0.144775
dio_mcm_episode_085wm7v->dio_mcm_episode_1ehj34s,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.001905,0.249789,0.004594,-0.001139,0.046002
dio_mcm_episode_1ehj34s->dio_mcm_episode_0qzjuvj,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.026755,-0.184680,-0.060805,0.019689,-0.101797
dio_mcm_episode_0kvu3mb->dio_mcm_episode_0r698in,1,1,BTC2025_1H_2K_1h (1/1),spannungsrand_kippnaehe->spannungsrand_kippnaehe (1/1),-0.107293,0.023035,-0.216528,0.021464,-0.413882
dio_mcm_episode_0r698in->dio_mcm_episode_1morx8x,1,1,BTC2025_1H_2K_1h (1/1),spannungsrand_kippnaehe->offene_variante (1/1),-0.088499,0.285229,-0.028385,0.084423,-0.183929
dio_mcm_episode_1morx8x->dio_mcm_episode_1iq1hgz,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->offene_variante (1/1),0.011612,-0.306052,-0.008270,-0.039780,-0.128441
dio_mcm_episode_1iq1hgz->dio_mcm_episode_1i31hl0,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->zentrum_stabil (1/1),-0.027220,-0.144327,0.038775,0.078740,0.114071
dio_mcm_episode_1i31hl0->dio_mcm_episode_0tf9fq3,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.024586,0.235041,-0.041259,0.010064,-0.076046
dio_mcm_episode_0tf9fq3->dio_mcm_episode_0clehbn,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->offene_variante (1/1),0.138467,-0.167806,0.051503,-0.098160,0.419290
dio_mcm_episode_0clehbn->dio_mcm_episode_0aztxel,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->zentrum_stabil (1/1),-0.040852,0.232518,-0.016999,0.058441,-0.068477
dio_mcm_episode_0aztxel->dio_mcm_episode_1y1mvob,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->offene_variante (1/1),0.122643,-0.124937,0.091111,-0.119725,0.294969
dio_mcm_episode_1y1mvob->dio_mcm_episode_07llqq8,1,1,BTC2025_1H_2K_1h (1/1),offene_variante->spannungsrand_kippnaehe (1/1),0.117002,0.145881,0.114293,-0.056863,0.447821
dio_mcm_episode_1u741ze->dio_mcm_episode_0kazrmx,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.012280,0.117700,-0.011536,-0.000743,-0.028983
dio_mcm_episode_0kazrmx->dio_mcm_episode_0mji3u6,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->zentrum_stabil (1/1),-0.003829,0.203020,0.011897,0.014380,0.041004
dio_mcm_episode_0e7qvj1->dio_mcm_episode_170wl8p,1,1,BTC2025_1H_2K_1h (1/1),zentrum_stabil->spannungsrand_kippnaehe (1/1),0.237580,-0.153289,0.083398,-0.104494,0.716533
dio_mcm_episode_170wl8p->dio_mcm_episode_180stw7,1,1,BTC2025_1H_2K_1h (1/1),spannungsrand_kippnaehe->zentrum_stabil (1/1),-0.199849,0.275499,-0.008167,0.104104,-0.551338
