token,observations,worlds,world_names,dominant_role,dominant_family,role_entropy,neighbor_count,incoming_count,outgoing_count,top_previous,top_next,avg_rekopplung,avg_carry,avg_strain,avg_sensory,avg_tension,avg_coherence,avg_raw_field,avg_adapted_field,avg_loudness,avg_visual_blur,center_share,recoupling_share,open_share,rand_share,condensation_zone
dio_mcm_episode_0igfdmt,3,3,"XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_0dn9,-0.0,6,3,3,dio_mcm_episode_0kvnsmd,dio_mcm_episode_0f3xyli,0.626296,0.397665,0.228831,0.817576,0.304929,0.502806,0.304929,0.246175,0.543549,0.38177,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0o36jeo,3,2,"XRP2024_5M,XRP2025_5M",offene_variante,dio_1v21,0.918296,3,2,2,dio_mcm_episode_0opcw3b,dio_mcm_episode_03hr8bf,0.672345,0.493532,0.179281,0.787494,0.121453,0.420149,0.121453,0.101616,0.179111,0.508927,0.333333,0.0,0.666667,0.0,driftzone
dio_mcm_episode_0qw9mto,3,3,"XRP2024_1H,XRP2024_5M,XRP2025_1H",offene_variante,dio_1093,-0.0,6,3,3,dio_mcm_episode_0f4oz72,dio_mcm_episode_199bl61,0.621242,0.424434,0.228345,0.697671,0.169823,0.293942,0.169823,0.139553,0.263428,0.591461,0.0,0.0,1.0,0.0,driftzone
dio_mcm_episode_0t1ymth,3,1,XRP2025_1H,zentrum_stabil,dio_1q2r,0.918296,2,1,1,dio_mcm_episode_1ovglru,dio_mcm_episode_0db07p4,0.667142,0.446164,0.161989,0.859432,0.08694,0.63393,0.08694,0.07655,0.136338,0.277446,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_0xzw5wy,3,1,XRP2024_5M,zentrum_stabil,dio_1kye,0.918296,2,1,1,dio_mcm_episode_0uhmzrl,dio_mcm_episode_0opcw3b,0.665961,0.454606,0.162119,0.82466,0.083578,0.456514,0.083578,0.072693,0.101188,0.39276,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_1879r0o,3,1,XRP2025_1H,zentrum_stabil,dio_00ja,0.918296,2,1,1,dio_mcm_episode_12jqmxn,dio_mcm_episode_1ovglru,0.659105,0.446892,0.174108,0.812269,0.102953,0.529342,0.102953,0.08818,0.155773,0.399899,0.666667,0.0,0.333333,0.0,driftzone
dio_mcm_episode_003zmhy,2,2,"XRP2024_5M,XRP2025_5M",zentrum_stabil,dio_155c,1.0,4,2,2,dio_mcm_episode_0u51f69,dio_mcm_episode_1y1mvob,0.647877,0.468691,0.214847,0.73957,0.14748,0.340633,0.14748,0.121248,0.19045,0.656131,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0clehbn,2,1,XRP2025_1H,zentrum_stabil,dio_02x1,1.0,2,1,1,dio_mcm_episode_1i31hl0,dio_mcm_episode_0aztxel,0.673201,0.483622,0.168964,0.807718,0.137549,0.565891,0.137549,0.117441,0.217951,0.42242,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0opcw3b,2,1,XRP2024_5M,zentrum_stabil,dio_0kmz,1.0,2,1,1,dio_mcm_episode_0xzw5wy,dio_mcm_episode_0o36jeo,0.648648,0.440997,0.188411,0.780089,0.140441,0.405636,0.140441,0.117697,0.20186,0.545689,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0pfredm,2,1,XRP2025_5M,offene_variante,dio_0278,1.0,2,1,1,dio_mcm_episode_0mlk2ts,dio_mcm_episode_0y1i8dq,0.619901,0.400944,0.232937,0.783661,0.254399,0.517487,0.254399,0.208838,0.456218,0.344754,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0vszw6h,2,1,XRP2025_1H,offene_variante,dio_11at,1.0,2,1,1,dio_mcm_episode_0y1i8dq,dio_mcm_episode_0jbl5pq,0.660059,0.449192,0.176098,0.817322,0.141673,0.479722,0.141673,0.118319,0.202878,0.573927,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_122d2cf,2,2,"XRP2024_1H,XRP2025_5M",offene_variante,dio_1j63,1.0,4,2,2,dio_mcm_episode_19a388p,dio_mcm_episode_1vfs1bz,0.623262,0.408859,0.239141,0.808204,0.269867,0.840248,0.269867,0.216718,0.495188,0.389758,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1ppvnd6,2,2,"XRP2024_5M,XRP2025_1H",zentrum_stabil,dio_0pq6,1.0,4,2,2,dio_mcm_episode_00dz86x,dio_mcm_episode_0u4438h,0.697661,0.531677,0.160397,0.822704,0.110201,0.575775,0.110201,0.095735,0.170446,0.378466,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_1xk08dn,2,1,XRP2024_5M,offene_variante,dio_099n,1.0,2,1,1,dio_mcm_episode_0gglwe2,dio_mcm_episode_0gwpf0l,0.678982,0.505972,0.192752,0.813139,0.237267,0.564771,0.237267,0.196952,0.41744,0.307967,0.5,0.0,0.5,0.0,driftzone
dio_mcm_episode_0mji3u6,1670,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_104t,0.963098,13,63,62,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0e7qvj1,0.694799,0.523583,0.16166,0.826692,0.121021,0.5668,0.121021,0.102803,0.19402,0.394802,0.697006,0.0,0.28982,0.013174,hoeherer_cluster_uebergang
dio_mcm_episode_03hr8bf,87,2,"XRP2024_5M,XRP2025_5M",offene_variante,dio_17v5,1.077506,7,12,12,dio_mcm_episode_1u741ze,dio_mcm_episode_1u741ze,0.654629,0.455756,0.188933,0.786937,0.134674,0.44983,0.134674,0.112554,0.197971,0.509509,0.471264,0.0,0.517241,0.011494,hoeherer_cluster_uebergang
dio_mcm_episode_18n06fj,78,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_00ja,1.009695,8,29,29,dio_mcm_episode_0hjnwsk,dio_mcm_episode_0mji3u6,0.694244,0.519753,0.159972,0.830596,0.110355,0.588337,0.110355,0.094482,0.178331,0.370599,0.653846,0.0,0.333333,0.012821,hoeherer_cluster_uebergang
dio_mcm_episode_0hjnwsk,76,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_00ja,0.86804,11,31,31,dio_mcm_episode_0aztxel,dio_mcm_episode_18n06fj,0.696253,0.523772,0.159844,0.831438,0.119835,0.581716,0.119835,0.102465,0.19293,0.397536,0.710526,0.0,0.289474,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0aztxel,64,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_155c,0.912999,16,31,31,dio_mcm_episode_0l3i7ey,dio_mcm_episode_0hjnwsk,0.69606,0.529299,0.165635,0.825748,0.131097,0.560053,0.131097,0.110832,0.21623,0.40159,0.671875,0.0,0.328125,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0l3i7ey,48,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_00ja,0.811278,15,30,30,dio_mcm_episode_0y1i8dq,dio_mcm_episode_0aztxel,0.697837,0.528887,0.160611,0.832604,0.126417,0.579693,0.126417,0.108361,0.208255,0.391861,0.75,0.0,0.25,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0om13wf,19,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_13hi,0.998001,14,16,16,dio_mcm_episode_1i31hl0,dio_mcm_episode_0y1i8dq,0.659159,0.456351,0.183003,0.804943,0.142648,0.483843,0.142648,0.120485,0.224473,0.480436,0.473684,0.0,0.526316,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0y1i8dq,19,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_19pg,0.998001,16,15,15,dio_mcm_episode_0om13wf,dio_mcm_episode_0l3i7ey,0.658223,0.456287,0.18901,0.801302,0.137439,0.514911,0.137439,0.116107,0.214683,0.477667,0.473684,0.0,0.526316,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ne8zu9,13,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_0jho,0.995727,7,6,6,dio_mcm_episode_0y1i8dq,dio_mcm_episode_0aztxel,0.673504,0.476963,0.168551,0.824258,0.126143,0.54061,0.126143,0.107219,0.194262,0.458194,0.538462,0.0,0.461538,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0n5sqpn,11,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_04uf,0.94566,12,11,11,dio_mcm_episode_0mvt50o,dio_mcm_episode_0l3i7ey,0.689802,0.52492,0.168988,0.807813,0.128444,0.558919,0.128444,0.108883,0.206273,0.445281,0.363636,0.0,0.636364,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ultars,11,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_18kx,0.99403,7,6,6,dio_mcm_episode_0om13wf,dio_mcm_episode_00dz86x,0.669898,0.48336,0.177387,0.793972,0.119747,0.483386,0.119747,0.101094,0.174247,0.504372,0.454545,0.0,0.545455,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_1i31hl0,11,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_0wc0,0.94566,8,10,10,dio_mcm_episode_1iq1hgz,dio_mcm_episode_0om13wf,0.649654,0.454257,0.20642,0.7792,0.196467,0.457651,0.196467,0.163097,0.325042,0.499714,0.363636,0.0,0.636364,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_00dz86x,10,3,"XRP2024_1H,XRP2024_5M,XRP2025_5M",offene_variante,dio_11at,0.881291,7,6,6,dio_mcm_episode_0ultars,dio_mcm_episode_0yk71el,0.641467,0.435564,0.200743,0.768923,0.147971,0.40499,0.147971,0.123249,0.217965,0.553021,0.3,0.0,0.7,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0i7gfxw,9,3,"XRP2024_1H,XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_1jc2,0.764205,6,7,7,dio_mcm_episode_1n3qh54,dio_mcm_episode_0aztxel,0.704578,0.532205,0.146803,0.845151,0.093109,0.632837,0.093109,0.081168,0.149477,0.347293,0.777778,0.0,0.222222,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0q7skyc,9,3,"XRP2024_1H,XRP2024_5M,XRP2025_1H",offene_variante,dio_1l7p,0.764205,11,7,7,dio_mcm_episode_0tre8bg,dio_mcm_episode_0y1i8dq,0.634455,0.425353,0.21698,0.787039,0.200698,0.605275,0.200698,0.166346,0.350074,0.431085,0.222222,0.0,0.777778,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0tf9fq3,9,3,"XRP2024_1H,XRP2025_1H,XRP2025_5M",offene_variante,dio_0jkk,0.918296,9,7,7,dio_mcm_episode_0om13wf,dio_mcm_episode_0l3i7ey,0.685685,0.512936,0.169726,0.80616,0.107535,0.561194,0.107535,0.092507,0.164504,0.43434,0.333333,0.0,0.666667,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_01yulb6,7,2,"XRP2024_5M,XRP2025_5M",offene_variante,dio_00ly,0.985228,6,5,5,dio_mcm_episode_0yk71el,dio_mcm_episode_03hr8bf,0.674771,0.497222,0.179332,0.791351,0.157338,0.470938,0.157338,0.132443,0.250312,0.463111,0.428571,0.0,0.571429,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ybhu2p,7,3,"XRP2024_1H,XRP2024_5M,XRP2025_5M",offene_variante,dio_0qm0,1.378783,6,3,3,dio_mcm_episode_0y1i8dq,dio_mcm_episode_00olfe8,0.650237,0.460208,0.206726,0.779512,0.222622,0.549554,0.222622,0.180436,0.380028,0.493311,0.285714,0.0,0.571429,0.142857,hoeherer_cluster_uebergang
dio_mcm_episode_0mvjoir,6,4,"XRP2024_1H,XRP2024_5M,XRP2025_1H,XRP2025_5M",offene_variante,dio_1nqd,0.918296,9,6,6,dio_mcm_episode_19a388p,dio_mcm_episode_0lne9ax,0.669806,0.486827,0.189771,0.806217,0.211601,0.607656,0.211601,0.178897,0.380502,0.294309,0.333333,0.0,0.666667,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0uhmzrl,6,2,"XRP2024_1H,XRP2024_5M",zentrum_stabil,dio_1l99,1.459148,5,3,3,dio_mcm_episode_00er6t0,dio_mcm_episode_0xzw5wy,0.635974,0.43171,0.209227,0.761014,0.138902,0.421019,0.138902,0.115713,0.202336,0.51771,0.5,0.0,0.333333,0.166667,hoeherer_cluster_uebergang
dio_mcm_episode_0tv1tha,5,2,"XRP2024_5M,XRP2025_5M",offene_variante,dio_0lr0,1.370951,5,4,4,dio_mcm_episode_00yl137,dio_mcm_episode_00dz86x,0.631638,0.425028,0.2229,0.771068,0.203711,0.491234,0.203711,0.164782,0.329621,0.537294,0.2,0.0,0.6,0.2,hoeherer_cluster_uebergang
dio_mcm_episode_1rkfb77,5,3,"XRP2024_1H,XRP2024_5M,XRP2025_1H",zentrum_stabil,dio_0qup,0.970951,5,3,3,dio_mcm_episode_01yulb6,dio_mcm_episode_01yulb6,0.662991,0.457064,0.173563,0.816451,0.129378,0.551106,0.129378,0.109107,0.200626,0.38932,0.6,0.0,0.4,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_1teq7yv,5,3,"XRP2024_1H,XRP2024_5M,XRP2025_1H",offene_variante,dio_0y0j,1.370951,7,4,4,dio_mcm_episode_1ve60mw,dio_mcm_episode_1tym9uu,0.603489,0.390387,0.247199,0.705085,0.178823,0.332087,0.178823,0.146092,0.266466,0.650053,0.2,0.0,0.6,0.2,hoeherer_cluster_uebergang
dio_mcm_episode_0eu1iei,4,2,"XRP2025_1H,XRP2025_5M",offene_variante,dio_00ja,0.811278,6,4,4,dio_mcm_episode_0f4143h,dio_mcm_episode_0l3i7ey,0.672835,0.507302,0.188789,0.769059,0.145069,0.487499,0.145069,0.120597,0.227375,0.546661,0.25,0.0,0.75,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ifxej6,4,2,"XRP2024_1H,XRP2024_5M",zentrum_stabil,dio_00wi,0.811278,7,4,4,dio_mcm_episode_0feihom,dio_mcm_episode_0r1o8ja,0.635978,0.413816,0.213116,0.822141,0.229341,0.616909,0.229341,0.19393,0.410887,0.319641,0.75,0.0,0.25,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_1s5ilya,4,2,"XRP2024_1H,XRP2024_5M",zentrum_stabil,dio_0nmu,1.0,7,4,4,dio_mcm_episode_1suhk30,dio_mcm_episode_00er6t0,0.647533,0.454618,0.196431,0.744153,0.155399,0.36727,0.155399,0.128103,0.231897,0.603909,0.5,0.0,0.5,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0k1pid9,3,2,"XRP2025_1H,XRP2025_5M",zentrum_stabil,dio_0ly7,0.918296,6,3,3,dio_mcm_episode_0t50dj7,dio_mcm_episode_1yy9dcm,0.692427,0.49892,0.152522,0.867214,0.125146,0.683132,0.125146,0.10789,0.221844,0.230624,0.666667,0.0,0.333333,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_0ldht3x,3,2,"XRP2024_1H,XRP2025_1H",offene_variante,dio_04uf,0.918296,5,3,3,dio_mcm_episode_0ybhu2p,dio_mcm_episode_0l3i7ey,0.693362,0.534564,0.176384,0.812395,0.151396,0.629723,0.151396,0.130273,0.27411,0.364622,0.333333,0.0,0.666667,0.0,hoeherer_cluster_uebergang
dio_mcm_episode_010cbbb,1,1,XRP2024_1H,zentrum_stabil,dio_0jqc,-0.0,2,1,1,dio_mcm_episode_1oxzf1i,dio_mcm_episode_1h8m18g,0.674898,0.449605,0.156881,0.901739,0.130615,0.769161,0.130615,0.115459,0.232431,0.186071,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_01vyv6a,1,1,XRP2025_1H,offene_variante,dio_126s,-0.0,2,1,1,dio_mcm_episode_1morx8x,dio_mcm_episode_0tf9fq3,0.667744,0.488711,0.179888,0.782426,0.128931,0.603592,0.128931,0.111246,0.206415,0.359021,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_023wqvt,1,1,XRP2025_1H,offene_variante,dio_05yg,-0.0,2,1,1,dio_mcm_episode_0lg3agd,dio_mcm_episode_0aj06nw,0.638633,0.421026,0.201264,0.795563,0.131871,0.578219,0.131871,0.112274,0.212802,0.484641,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_025ygv9,1,1,XRP2025_1H,offene_variante,dio_1un4,-0.0,2,1,1,dio_mcm_episode_02g9qnx,dio_mcm_episode_0ldht3x,0.650912,0.478594,0.223591,0.750556,0.260374,0.494318,0.260374,0.215682,0.466855,0.340746,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_04tuox8,1,1,XRP2024_5M,offene_variante,dio_0oqw,-0.0,2,1,1,dio_mcm_episode_1suhk30,dio_mcm_episode_1s88q8t,0.635057,0.411608,0.205098,0.784321,0.154401,0.371345,0.154401,0.128976,0.225782,0.521311,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_05ce83b,1,1,XRP2025_1H,offene_variante,dio_00m4,-0.0,1,1,1,dio_mcm_episode_0db07p4,dio_mcm_episode_0db07p4,0.610642,0.395705,0.239743,0.743823,0.207456,0.510415,0.207456,0.172026,0.382123,0.360116,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_05udmfw,1,1,XRP2025_5M,spannungsrand_kippnaehe,dio_1an1,-0.0,2,1,1,dio_mcm_episode_19cadje,dio_mcm_episode_122d2cf,0.578249,0.378394,0.316815,0.662522,0.500289,0.303832,0.500289,0.383866,0.874338,0.345327,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_06zvueu,1,1,XRP2025_1H,spannungsrand_kippnaehe,dio_1on4,-0.0,2,1,1,dio_mcm_episode_0jbl5pq,dio_mcm_episode_1f1rr0n,0.58372,0.368628,0.280231,0.695751,0.300366,0.376589,0.300366,0.235501,0.546101,0.594069,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_080f74u,1,1,XRP2024_5M,zentrum_stabil,dio_1sub,-0.0,1,1,1,dio_mcm_episode_0gc6ffz,dio_mcm_episode_0gc6ffz,0.681922,0.503819,0.17878,0.813352,0.194053,0.520228,0.194053,0.164332,0.335108,0.367193,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0bio6c8,1,1,XRP2024_1H,zentrum_stabil,dio_0l7p,-0.0,1,1,1,dio_mcm_episode_0ke8b1d,dio_mcm_episode_0ke8b1d,0.709676,0.514658,0.119692,0.870408,0.05892,0.59645,0.05892,0.052211,0.085629,0.320767,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0f4143h,1,1,XRP2025_5M,offene_variante,dio_1ae9,-0.0,2,1,1,dio_mcm_episode_0kvu3mb,dio_mcm_episode_0eu1iei,0.657042,0.483582,0.206867,0.759915,0.19955,0.588455,0.19955,0.165812,0.36804,0.367148,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_0fbjwsd,1,1,XRP2024_1H,spannungsrand_kippnaehe,dio_0kc5,-0.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_062iou2,0.542827,0.3254,0.344249,0.629422,0.443683,0.298345,0.443683,0.332725,0.803312,0.57061,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_0fdxkah,1,1,XRP2025_1H,zentrum_stabil,dio_0oc3,-0.0,2,1,1,dio_mcm_episode_0tre8bg,dio_mcm_episode_0mlk2ts,0.6773,0.485126,0.169465,0.82487,0.183848,0.524874,0.183848,0.153365,0.322444,0.402623,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0g8g2vk,1,1,XRP2024_5M,zentrum_stabil,dio_1jc2,-0.0,2,1,1,dio_mcm_episode_0ac3vc1,dio_mcm_episode_0vff3w6,0.740904,0.581749,0.110014,0.887163,0.041652,0.643239,0.041652,0.03737,0.058559,0.27496,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0gglwe2,1,1,XRP2024_5M,zentrum_stabil,dio_1q85,-0.0,2,1,1,dio_mcm_episode_1t88z5v,dio_mcm_episode_1xk08dn,0.726917,0.578826,0.147496,0.866232,0.102802,0.71639,0.102802,0.090644,0.189847,0.26702,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0gudeag,1,1,XRP2024_5M,zentrum_stabil,dio_10a7,-0.0,2,1,1,dio_mcm_episode_0o4bxjw,dio_mcm_episode_1jwnjz4,0.659557,0.467402,0.207772,0.81275,0.310478,0.554583,0.310478,0.255685,0.545489,0.346224,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0il09iq,1,1,XRP2024_1H,offene_variante,dio_03za,-0.0,2,1,1,dio_mcm_episode_0ldenly,dio_mcm_episode_0y1i8dq,0.64239,0.454709,0.209774,0.752411,0.182021,0.62537,0.182021,0.151888,0.295661,0.470794,0.0,0.0,1.0,0.0,junge_spur
dio_mcm_episode_0ipx085,1,1,XRP2025_1H,zentrum_stabil,dio_0u2x,-0.0,2,1,1,dio_mcm_episode_0kvu3mb,dio_mcm_episode_0mlk2ts,0.645968,0.422018,0.196223,0.829797,0.176216,0.598159,0.176216,0.14622,0.324203,0.422062,1.0,0.0,0.0,0.0,junge_spur
dio_mcm_episode_0kluhxc,1,1,XRP2024_5M,spannungsrand_kippnaehe,dio_02zp,-0.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0f3xyli,0.558545,0.328718,0.330576,0.67648,0.46444,0.330559,0.46444,0.363715,0.806993,0.291401,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_0kvnsmd,1,1,XRP2024_5M,spannungsrand_kippnaehe,dio_19t8,-0.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0igfdmt,0.555317,0.315242,0.340619,0.688918,0.56096,0.164226,0.56096,0.418033,0.965187,0.389256,0.0,0.0,0.0,1.0,junge_spur
dio_mcm_episode_0kvx94a,1,1,XRP2025_1H,spannungsrand_kippnaehe,dio_0197,-0.0,2,1,1,dio_mcm_episode_0e7qvj1,dio_mcm_episode_0q7j4gf,0.553016,0.331609,0.333613,0.662636,0.453096,0.357961,0.453096,0.348607,0.80828,0.404092,0.0,0.0,0.0,1.0,junge_spur
