world,episodes,highload_episodes,highload_threshold,zentrum,offen,rand_kipp,rekopplungsnaehe,high_zentrum,high_offen,high_rand_kipp,high_rekopplungsnaehe,auditory_loudness,visual_sharpness,visual_blur,raw_field_intake,adapted_field_intake,intake_reduction,adaptation_ratio,felt_pressure,felt_relaxation,mcm_tension,mcm_coherence,mcm_asymmetry,high_auditory_loudness,high_visual_sharpness,high_visual_blur,high_raw_field_intake,high_adapted_field_intake,high_intake_reduction,high_adaptation_ratio,high_felt_pressure,high_felt_relaxation,high_mcm_tension,high_mcm_coherence,high_mcm_asymmetry
ZEIT_KOMPAKT,2994,300,0.094559,0.836673,0.111222,0.002004,0.0501,0.276667,0.593333,0.02,0.11,0.066303,0.798145,0.201855,0.043531,0.038682,0.004849,0.888598,0.053019,0.85469,0.038682,0.750747,-0.006384,0.245976,0.688779,0.311221,0.143065,0.122483,0.020582,0.856137,0.13187,0.785204,0.122483,0.687349,-0.049373
ZEIT_GEDEHNT,11994,1200,0.072894,0.918042,0.04594,0.000667,0.035351,0.445,0.320833,0.006667,0.2275,0.045477,0.806813,0.193187,0.032872,0.029357,0.003515,0.893078,0.046884,0.856886,0.029357,0.750189,-0.006773,0.189052,0.664099,0.335901,0.114632,0.098808,0.015825,0.861952,0.117356,0.782436,0.098808,0.670605,-0.032707
