movement_key,seen_count,total_events,total_worlds_observed,dominant_tragart,field_memory_quality,maturity_note,dominant_field_position,dominant_drift_label,dominant_movement_effect,avg_pressure_delta,avg_relaxation_delta,avg_rekopplung_delta,avg_strain_delta,avg_sharpness_delta,avg_loudness_delta,avg_top_share,avg_top_signature_share,tragart_profile,field_position_profile,drift_profile,movement_effect_profile,timeframes,assets,years,sources,caution_note
dio_mcm_episode_010cbbb->dio_mcm_episode_0cpmq8e,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000767,0.0,0.001271,0.0,0.00056,-0.003753,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0bvwbpb->dio_mcm_episode_0i5k3i8,1,4,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000416,0.0,0.000203,0.0,-0.001852,-0.001259,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0cpmq8e->dio_mcm_episode_1ydep5d,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000386,0.0,0.000737,0.0,-0.000449,-0.002351,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0d9qets->dio_mcm_episode_1v8o9kh,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000382,0.0,9.1e-05,0.0,0.000622,-0.001767,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0i5k3i8->dio_mcm_episode_1gwyfwd,1,4,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000535,0.0,0.000307,0.0,-0.000463,-0.002122,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0krixak->dio_mcm_episode_0w4721p,1,2,2,-,world_specific,cross_world_condensed_trace,-,-,spannungsnah,0.001543,0.0,0.00396,0.0,0.002254,0.005647,0.0,0.0,-,-,-,spannungsnah:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0qvodoj->dio_mcm_episode_0w96mqy,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000418,0.0,0.000161,0.0,0.000233,-0.001458,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0w4721p->dio_mcm_episode_19w1n2u,1,2,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000923,0.0,0.002583,0.0,0.001184,-0.004087,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_0w96mqy->dio_mcm_episode_0bvwbpb,1,4,2,-,recurrently_reconnecting,cross_world_condensed_trace,-,-,rekoppelnd_entlastend,-0.000459,0.0,0.000215,0.0,-0.002838,-0.00136,0.0,0.0,-,-,-,rekoppelnd_entlastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
dio_mcm_episode_12m8htq->dio_mcm_episode_0qvodoj,1,4,2,-,recurrently_opening_strain,cross_world_condensed_trace,-,-,oeffnend_belastend,0.000676,0.0,-0.000283,0.0,-0.000832,0.002244,0.0,0.0,-,-,-,oeffnend_belastend:1,-,-,-,647_SYNTH_MCM_PHASEN_PREVIEW_UEBERGANGSPAARE.csv:1,passive_not_actionable
