avg_afterimage;avg_carry;avg_field_intake;avg_hearing_gap;avg_hearing_stimulation;avg_rekopplung;avg_strain;avg_trust;avg_visual_gap;bridge_family;context;dominant_class;dominant_inner_state;edge_family;fieldtime_embedding;group;stable_share;ticks;type;unique_mcm_episodes;unrest_share;world
0.34346583333333336;0.5705783333333333;0.11012966666666667;0.11821166666666666;0.2283415;0.7236325;0.14359633333333333;0.8223183333333334;0.08308;dio_155c;after_edge;stabil;inner_effect_stable;dio_1un4;0.7386198416666667;ALL;1.0;6;summary;1;0.0;
0.359728125;0.56507175;0.123079875;0.121378625;0.244457875;0.717607875;0.153997625;0.822732;0.11321425;dio_155c;before_edge;stabil;inner_effect_stable;dio_1un4;0.74881415;ALL;1.0;8;summary;1;0.0;
0.3527585714285714;0.5674317142857143;0.11752978571428573;0.12002135714285714;0.23755085714285712;0.7201898571428572;0.14953992857142856;0.8225547142857143;0.10029957142857142;dio_155c;near_edge;stabil;inner_effect_stable;dio_1un4;0.7623023035714286;ALL;1.0;14;summary;1;0.0;
0.3591989599692071;0.5623483518090839;0.12027937028483447;0.12305740762124712;0.24333677867590453;0.7160882836797536;0.15548068899153195;0.8172196585835257;0.13173346266358738;dio_155c;normal;stabil;inner_effect_stable;dio_1un4;0.7779840841608929;ALL;0.9807544264819091;2598;summary;1;0.01924557351809084;
0.375462;0.56657;0.1167;0.136791;0.253491;0.721669;0.143743;0.813217;0.069937;dio_155c;after_edge;stabil;inner_effect_stable;dio_1un4;0.5323959;asset_mixed_2k;1.0;1;summary;1;0.0;
0.318597;0.5566535;0.1356505;0.1365865;0.27223600000000003;0.7124919999999999;0.158269;0.8025625000000001;0.1075835;dio_155c;before_edge;stabil;inner_effect_stable;dio_1un4;0.642188225;asset_mixed_2k;1.0;2;summary;1;0.0;
0.337552;0.559959;0.12933366666666668;0.13665466666666667;0.2659876666666667;0.7155509999999999;0.153427;0.806114;0.09503466666666667;dio_155c;near_edge;stabil;inner_effect_stable;dio_1un4;0.6889241166666666;asset_mixed_2k;1.0;3;summary;1;0.0;
0.31062523948220067;0.5510333656957929;0.11882063106796117;0.12077615210355987;0.2395967572815534;0.7126047313915858;0.15431066990291262;0.7815923948220065;0.13408889644012945;dio_155c;normal;stabil;inner_effect_stable;dio_1un4;0.7605571689320388;asset_mixed_2k;0.9838187702265372;309;summary;1;0.016181229773462782;
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;dio_155c;after_edge;-;-;dio_1un4;0.4;kurz_2k;0.0;0;summary;0;0.0;
0.338321;0.5628005;0.116663;0.106039;0.22270099999999998;0.717823;0.151795;0.812363;0.118334;dio_155c;before_edge;stabil;inner_effect_stable;dio_1un4;0.6496342500000001;kurz_2k;1.0;2;summary;1;0.0;
0.338321;0.5628005;0.116663;0.106039;0.22270099999999998;0.717823;0.151795;0.812363;0.118334;dio_155c;near_edge;stabil;inner_effect_stable;dio_1un4;0.6496342500000001;kurz_2k;1.0;2;summary;1;0.0;
0.3241077906976744;0.5527939534883721;0.11990341860465116;0.12351134011627907;0.24341476453488373;0.7121794563953489;0.154667375;0.7877933139534884;0.13215310465116278;dio_155c;normal;stabil;inner_effect_stable;dio_1un4;0.7640735379360466;kurz_2k;0.9796511627906976;344;summary;1;0.020348837209302327;
0.3370666;0.57138;0.10881560000000001;0.1144958;0.2233116;0.7240252;0.143567;0.8241386;0.0857086;dio_155c;after_edge;stabil;inner_effect_stable;dio_1un4;0.7298646300000001;lang_10k;1.0;5;summary;1;0.0;
0.39099725;0.5704165;0.120003;0.1214445;0.24144725;0.72005825;0.15296325;0.83800125;0.11346975000000001;dio_155c;before_edge;stabil;inner_effect_stable;dio_1un4;0.7267170625;lang_10k;1.0;4;summary;1;0.0;
