preview_symbol,count,world_count,top_worlds,top_states,top_effects,top_families,avg_depth,avg_profile,avg_carry,avg_strain,avg_rekopplung,avg_sensory,avg_visual_gap,avg_hearing_gap,avg_coherence,avg_tension,avg_asymmetry,avg_visual_salience,avg_field_pressure,raw_phase_reading
dio_mcm_episode_05w9z7v,6,2,REAL_TIME_2024_PAXG:3;WB_NULL_BTC_SHUFFLE_10K:3,local_depth_seed:3;recurring_depth_seed:3,stabil:6,dio_14wj:2;dio_08l0:1;dio_1kpz:1;dio_1492:1;dio_0tay:1,0.692985,0.829644,0.588604,0.147265,0.741466,0.875459,0.182305,0.032741,0.653448,0.044226,0.008965,0.231214,0.044226,ruhig_getragene_nahe
dio_mcm_episode_08g2xgt,5,3,WB_NULL_BTC_SHUFFLE_10K:3;REAL_TIME_2024_PAXG:1;REAL_FOLLOW_BTC_6000:1,multiworld_depth_seed:3;recurring_depth_seed:1;local_depth_seed:1,stabil:5,dio_1ba6:1;dio_0nlj:1;dio_14wj:1;dio_1kpz:1;dio_08l0:1,0.760302,0.823327,0.590564,0.150984,0.729493,0.859884,0.206676,0.023161,0.608634,0.046001,0.007533,0.267346,0.046001,ruhig_getragene_nahe
dio_mcm_episode_0zkoaz0,2,2,WB_NULL_BTC_SHUFFLE_10K:1;FOLLOW_EQ10K_DOGE_2024_5M:1,recurring_depth_seed:1;local_depth_seed:1,stabil:2,dio_04tr:1;dio_0klp:1,0.538385,0.647159,0.509771,0.195717,0.669328,0.756358,0.446099,0.08767,0.49989,0.115807,-0.118901,0.565001,0.115807,sichtbare_uebergangsnaehe
dio_mcm_episode_15jz0fg,6,2,REAL_TIME_2024_PAXG:3;WB_NULL_BTC_SHUFFLE_10K:3,local_depth_seed:3;recurring_depth_seed:3,stabil:6,dio_14wj:2;dio_1u5i:1;dio_104t:1;dio_0l7p:1;dio_1fll:1,0.731572,0.832218,0.592295,0.152256,0.730798,0.859656,0.200383,0.028191,0.602508,0.052468,0.017345,0.223305,0.052468,ruhig_getragene_nahe
dio_mcm_episode_1i07qau,2,2,REAL_TIME_2024_PAXG:1;WB_NULL_BTC_SHUFFLE_10K:1,local_depth_seed:1;recurring_depth_seed:1,stabil:2,dio_0l7p:2,0.750135,0.833462,0.592378,0.159427,0.725953,0.840697,0.256294,0.026507,0.569269,0.051372,-0.026356,0.286179,0.051372,sichtbare_uebergangsnaehe
