forward_movement_relations,reverse_movement_relations,shared_movement_relations,same_signature_relations,exact_raw_fingerprint_matches,forward_robust_edges,reverse_robust_edges,shared_robust_edges,robust_edge_jaccard,robust_null_mean_shared_edges,robust_observed_to_null_ratio,robust_empirical_p,full_length_relations_in_both,full_length_shared_robust_edges,full_length_robust_jaccard,full_length_observed_to_null_ratio,read_by_mini_dio,influences_field,influences_action
1591,1541,1117,378,0,45491,48442,7707,0.08938139308329274,1540.265,5.003684430925847,0.004975124378109453,72,0,0.0,0.0,0,0,0
