dataset,relation_age,common_relations,current_pairs,future_pairs,retained_pair_identities,retention_rate,turnover_rate,jaccard,identity_null_analytic_expected,observed_to_expected_ratio
2091_basis,2,815,79596,77035,42934,0.5393989647720991,0.46060103522790086,0.3776177031935759,18485.33443873321,2.3225979568991906
2091_basis,3,605,32324,30866,16531,0.5114156663779236,0.4885843336220764,0.3542939197153818,5460.634798314269,3.027303712949861
2091_basis,4,504,18795,20821,10126,0.5387603085927108,0.46123969140728915,0.34337063411325874,3087.2755135851557,3.2799145898841386
2091_basis,5,420,12829,11786,6080,0.47392626081534023,0.5260737391846597,0.3280280550310224,1718.4065689282872,3.5381615212236373
2091_basis,6,372,9368,8980,4617,0.4928479931682323,0.5071520068317676,0.33624644963950184,1219.0916731878388,3.7872459483927656
2091_basis,7,335,7387,7059,3719,0.5034520102883444,0.4965479897116556,0.34669525496410925,932.0731611404058,3.99003013395402
2091_basis,8,299,5318,5020,2600,0.4889056036103798,0.5110943963896202,0.33600413543551305,599.2314426163274,4.338891144710365
2091_basis,9,265,3601,3280,1856,0.5154123854484866,0.48458761455151345,0.3693532338308458,337.65809033733564,5.496684525301237
2091_basis,10,243,2570,3000,1505,0.585603112840467,0.41439688715953304,0.37023370233702335,262.2181410060198,5.7394961089494165
2091_basis,11,211,2075,1931,1043,0.5026506024096385,0.49734939759036145,0.35200809989875126,180.85420898217106,5.767076176274232
2091_basis,12,194,1636,1695,862,0.5268948655256723,0.47310513447432767,0.3491292021061158,148.12349767640617,5.8194683053133405
2091_basis,13,181,1395,1609,776,0.5562724014336917,0.4437275985663083,0.348294434470377,137.78729281767957,5.631869123278333
2091_basis,14,159,1187,1160,637,0.5366470092670598,0.46335299073294023,0.3725146198830409,109.61866093463897,5.811054382244429
2091_basis,15,150,1029,1075,596,0.5792031098153547,0.4207968901846453,0.3952254641909814,98.98657718120805,6.02101837412706
2091_basis,16,130,684,772,390,0.5701754385964912,0.4298245614035088,0.36585365853658536,62.97531305903399,6.192902917916554
2091_basis,17,116,569,555,303,0.5325131810193322,0.4674868189806678,0.3690621193666261,47.3455772113943,6.399753004322425
2091_basis,18,102,375,303,192,0.512,0.488,0.3950617283950617,22.058823529411764,8.704
2091_basis,19,96,275,353,182,0.6618181818181819,0.33818181818181814,0.4080717488789238,21.288377192982455,8.549266031419005
2091_basis,20,88,305,233,151,0.49508196721311476,0.5049180327868852,0.39018087855297157,18.564524555903866,8.13379300640259
2091_basis,21,83,215,188,133,0.6186046511627907,0.38139534883720927,0.4925925925925926,11.877754922127535,11.19740227610094
2091_basis,22,78,174,206,114,0.6551724137931034,0.3448275862068966,0.42857142857142855,11.936063936063936,9.550887177770338
2091_basis,23,73,189,215,117,0.6190476190476191,0.38095238095238093,0.4076655052264808,15.462328767123287,7.566777408637874
2091_basis,24,72,215,217,110,0.5116279069767442,0.4883720930232558,0.3416149068322981,18.253129890453835,6.02636373379059
2091_basis,25,63,123,90,68,0.5528455284552846,0.44715447154471544,0.4689655172413793,5.668202764976958,11.996747967479676
2091_basis,26,58,74,95,57,0.7702702702702703,0.22972972972972971,0.5089285714285714,4.252873563218391,13.402702702702701
2091_basis,27,52,64,66,40,0.625,0.375,0.4444444444444444,3.18552036199095,12.556818181818183
2091_basis,28,50,65,94,48,0.7384615384615385,0.2615384615384615,0.43243243243243246,4.987755102040817,9.62356792144026
2091_basis,29,44,61,51,34,0.5573770491803278,0.4426229508196722,0.4358974358974359,3.288583509513742,10.33879781420765
2091_basis,30,40,42,54,27,0.6428571428571429,0.3571428571428571,0.391304347826087,2.9076923076923076,9.285714285714286
2091_basis,31,37,51,70,40,0.7843137254901961,0.21568627450980393,0.49382716049382713,5.36036036036036,7.46218487394958
2091_basis,32,34,47,31,26,0.5531914893617021,0.44680851063829785,0.5,2.5971479500891266,10.010981468771448
2091_basis,33,32,26,22,18,0.6923076923076923,0.3076923076923077,0.6,1.153225806451613,15.608391608391607
2091_basis,34,28,16,31,15,0.9375,0.0625,0.46875,1.312169312169312,11.431451612903226
2091_basis,35,25,15,12,10,0.6666666666666666,0.33333333333333337,0.5882352941176471,0.6,16.666666666666668
2091_basis,36,23,9,11,9,1.0,0.0,0.8181818181818182,0.391304347826087,23.0
2091_basis,37,21,10,11,5,0.5,0.5,0.3125,0.5238095238095238,9.545454545454545
2091_basis,38,20,11,10,9,0.8181818181818182,0.18181818181818177,0.75,0.5789473684210527,15.545454545454545
2091_basis,39,17,7,8,5,0.7142857142857143,0.2857142857142857,0.5,0.4117647058823529,12.142857142857144
2091_basis,40,15,7,6,6,0.8571428571428571,0.1428571428571429,0.8571428571428571,0.4,15.0
2091_basis,41,15,6,8,3,0.5,0.5,0.2727272727272727,0.45714285714285713,6.5625
2091_basis,42,14,8,5,5,0.625,0.375,0.625,0.43956043956043955,11.375
2091_basis,43,14,5,4,4,0.8,0.19999999999999996,0.8,0.21978021978021978,18.2
2091_basis,44,13,4,4,4,1.0,0.0,1.0,0.20512820512820512,19.5
2091_basis,45,12,4,5,4,1.0,0.0,0.8,0.30303030303030304,13.2
2091_basis,46,12,5,3,3,0.6,0.4,0.6,0.22727272727272727,13.200000000000001
2091_basis,47,11,3,2,2,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.10909090909090909,18.333333333333336
2091_basis,48,11,2,2,2,1.0,0.0,1.0,0.07272727272727272,27.5
2091_basis,49,10,2,2,2,1.0,0.0,1.0,0.08888888888888889,22.5
2091_basis,50,10,2,2,2,1.0,0.0,1.0,0.08888888888888889,22.5
2091_basis,51,8,1,4,1,1.0,0.0,0.25,0.14285714285714285,7.0
2092_holdout,2,726,66373,69370,37291,0.5618399047805583,0.43816009521944166,0.3787734124243286,17495.183851049682,2.1315008929021686
2092_holdout,3,547,32020,30344,17086,0.5336039975015615,0.4663960024984385,0.37735765714033304,6506.451306158801,2.626009047947063
2092_holdout,4,440,17694,15986,9022,0.5098903583135527,0.49010964168644733,0.36588531105523564,2928.7252433215986,3.0805211313601224
2092_holdout,5,355,8721,10328,4971,0.5700034399724803,0.42999656002751974,0.3531041341099588,1433.4445452375269,3.4678704638527105
2092_holdout,6,298,6567,6099,3348,0.5098218364550022,0.49017816354499777,0.35930457179652286,905.0715883668904,3.699154898941337
2092_holdout,7,253,3937,3970,2101,0.5336550673101346,0.46634493268986543,0.3618670341026524,490.3033439989962,4.285102326375937
2092_holdout,8,233,3402,3269,1793,0.5270429159318049,0.47295708406819514,0.3675686756867569,411.46729317744564,4.357575996269446
2092_holdout,9,200,2271,2450,1228,0.5407309555261999,0.4592690444738001,0.35156026338391066,279.59547738693465,4.392059597947502
2092_holdout,10,178,1957,1475,901,0.46039856923863054,0.5396014307613695,0.3559857763729751,183.23970037453182,4.917056719468575
2092_holdout,11,158,1043,1312,656,0.6289549376797698,0.37104506232023016,0.3861094761624485,110.32943642667097,5.945829338446788
2092_holdout,12,143,969,946,543,0.5603715170278638,0.4396284829721362,0.39577259475218657,90.28602383531961,6.01421988624091
2092_holdout,13,130,821,794,449,0.5468940316686967,0.45310596833130334,0.3850771869639794,77.74287418008348,5.77544893645091
2092_holdout,14,122,705,811,409,0.5801418439716312,0.41985815602836885,0.36946702800361336,77.46308088334914,5.2799345873669665
2092_holdout,15,106,575,516,306,0.5321739130434783,0.4678260869565217,0.38980891719745225,53.315363881401616,5.73943377148635
2092_holdout,16,98,448,588,302,0.6741071428571429,0.3258928571428571,0.4114441416893733,55.422680412371136,5.449032738095238
2092_holdout,17,88,384,359,216,0.5625,0.4375,0.4098671726755218,36.01253918495298,5.997910863509749
2092_holdout,18,78,277,278,170,0.6137184115523465,0.3862815884476535,0.44155844155844154,25.643023643023643,6.6294834168766075
2092_holdout,19,65,170,192,96,0.5647058823529412,0.43529411764705883,0.3609022556390977,15.692307692307692,6.11764705882353
2092_holdout,20,60,141,135,87,0.6170212765957447,0.3829787234042553,0.4603174603174603,10.754237288135593,8.08983451536643
2092_holdout,21,55,112,126,66,0.5892857142857143,0.4107142857142857,0.38372093023255816,9.503030303030304,6.945153061224489
2092_holdout,22,49,73,77,45,0.6164383561643836,0.3835616438356164,0.42857142857142855,4.779761904761905,9.414694894146947
2092_holdout,23,44,65,72,38,0.5846153846153846,0.41538461538461535,0.3838383838383838,4.947145877378436,7.681196581196581
2092_holdout,24,39,52,44,28,0.5384615384615384,0.46153846153846156,0.4117647058823529,3.087719298245614,9.068181818181818
2092_holdout,25,34,33,32,22,0.6666666666666666,0.33333333333333337,0.5116279069767442,1.8823529411764706,11.6875
2092_holdout,26,34,32,40,19,0.59375,0.40625,0.3584905660377358,2.2816399286987523,8.327343749999999
2092_holdout,27,31,34,23,19,0.5588235294117647,0.4411764705882353,0.5,1.6817204301075268,11.297953964194374
2092_holdout,28,28,20,25,17,0.85,0.15000000000000002,0.6071428571428571,1.3227513227513228,12.852
2092_holdout,29,26,23,20,14,0.6086956521739131,0.3913043478260869,0.4827586206896552,1.4153846153846155,9.891304347826086
2092_holdout,30,25,20,15,11,0.55,0.44999999999999996,0.4583333333333333,1.0,11.0
2092_holdout,31,22,12,15,11,0.9166666666666666,0.08333333333333337,0.6875,0.7792207792207793,14.116666666666665
2092_holdout,32,20,13,12,9,0.6923076923076923,0.3076923076923077,0.5625,0.8210526315789474,10.961538461538462
2092_holdout,33,19,12,7,7,0.5833333333333334,0.41666666666666663,0.5833333333333334,0.49122807017543857,14.25
2092_holdout,34,16,4,4,3,0.75,0.25,0.6,0.13333333333333333,22.5
2092_holdout,35,14,3,7,3,1.0,0.0,0.42857142857142855,0.23076923076923078,13.0
2092_holdout,36,14,7,5,5,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.38461538461538464,13.0
2092_holdout,37,12,4,5,4,1.0,0.0,0.8,0.30303030303030304,13.2
2092_holdout,38,11,5,4,4,0.8,0.19999999999999996,0.8,0.36363636363636365,11.0
2092_holdout,39,10,4,4,4,1.0,0.0,1.0,0.35555555555555557,11.25
2092_holdout,40,9,4,3,3,0.75,0.25,0.75,0.3333333333333333,9.0
2092_holdout,41,8,3,3,3,1.0,0.0,1.0,0.32142857142857145,9.333333333333332
2092_holdout,42,7,1,1,1,1.0,0.0,1.0,0.047619047619047616,21.0
2092_holdout,44,4,1,1,1,1.0,0.0,1.0,0.16666666666666666,6.0
2092_holdout,45,3,1,1,1,1.0,0.0,1.0,0.3333333333333333,3.0
2092_holdout,46,3,1,1,1,1.0,0.0,1.0,0.3333333333333333,3.0
2092_holdout,47,2,1,1,1,1.0,0.0,1.0,1.0,1.0
2092_holdout,48,2,1,1,1,1.0,0.0,1.0,1.0,1.0
2092_holdout,49,2,1,1,1,1.0,0.0,1.0,1.0,1.0
2092_holdout,50,2,1,1,1,1.0,0.0,1.0,1.0,1.0
