dataset,source_key_posthoc,target_key_posthoc,target_universe,observed_ticks,minimum_relation_change_count,maximum_relation_change_count,unique_relation_change_counts,nonzero_relation_change_ticks,neuron_relabel_invariant_ticks,all_ticks_neuron_relabel_invariant,profile_uses_neuron_identity,profile_uses_fixed_threshold,profile_uses_global_field_mean,profile_available_during_contact,production_core_sha256,production_field_modified,memory_written,influences_action,viranz_parameter_used
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2024|10000,a,64,0,9,9,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2024|13000,a,64,0,11,11,57,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|1000,a,64,0,9,10,59,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|2000,a,64,0,18,13,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2024|2000,a,64,0,16,15,58,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|7000,a,64,0,13,14,62,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2024|1000,a,64,0,14,13,59,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2025|8000,a,64,0,14,12,56,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2024|4000,b,64,0,12,12,58,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2025|15000,b,64,0,13,12,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|13000,b,64,0,11,12,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2025|0,b,64,0,9,10,61,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|8000,b,64,0,15,13,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2025|1000,b,64,0,15,13,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|SOL|2025|7000,b,64,0,10,10,63,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,2091_basis|BTC|2025|12000,b,64,0,13,12,61,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2024|10000,a,64,0,9,9,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2024|13000,a,64,0,11,11,58,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2025|1000,a,64,0,9,10,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2025|2000,a,64,0,18,13,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2024|2000,a,64,0,16,14,58,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2025|7000,a,64,0,13,14,62,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2024|1000,a,64,0,14,13,59,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2025|8000,a,64,0,14,12,57,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2024|4000,b,64,0,12,12,58,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2025|15000,b,64,0,13,12,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2025|13000,b,64,0,11,12,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|SOL|2025|0,b,64,0,9,10,61,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,2091_basis|BTC|2025|8000,b,64,0,15,13,60,64,1,0,0,0,1,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,0,0,0,0
