symbol_family,role_status,worlds,family_field_rows,total_events,fields,labels,bridge_events,bridge_field,bridge_reifung,bridge_share,bridge_mcm
dio_17j2,weltuebergreifende_grundrolle,7,7,26,tragende_rekopplung:7,paxg_random:1;btc_random:1;paxg_shuffle:1;btc_shuffle:1;doge_random:1;xrp_random:1;doge_shuffle:1,26,tragende_rekopplung,weltuebergreifend_feldstabil,1.000,0.491/0.138/0.699
