dataset,control,observed_statistic,null_mean,null_sd,null_min,null_max,empirical_p_ge_observed,permutations,seed
2091_basis,relation_internal_gap_order,414706,409781.744,2441.999534492994,402546,416577,0.015968063872255488,500,2094
2091_basis,next_age_graph_relation_identity,96023,32997.355,568.1726137143536,31650,34944,0.004975124378109453,200,2095
2092_holdout,relation_internal_gap_order,332387,327699.792,2375.105638226645,320712,334495,0.023952095808383235,500,2096
2092_holdout,next_age_graph_relation_identity,81318,31238.56,535.6664226923319,29790,33071,0.004975124378109453,200,2097
