group,role_family,pseudo_index,pseudo_id,component,members,match_distance,source_event_ratio,real_family_continuity_score,control_family_continuity_score,control_minus_real_family_continuity_score,real_mean_family_event_share,control_mean_family_event_share,control_minus_real_mean_family_event_share,real_mean_member_coverage,control_mean_member_coverage,control_minus_real_mean_member_coverage,relation
timeframe:15m,rf_05,3,rf_05_pseudo_003,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.640097760958688,0.6098548454469506,-0.03024291551173741,0.025318578135479542,0.02123854236530293,-0.004080035770176613,0.6666666666666666,0.5972222222222222,-0.06944444444444442,abgeschwaecht
timeframe:15m,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.640097760958688,0.6038391498151772,-0.03625861114351081,0.025318578135479542,0.02448021462105969,-0.0008383635144198522,0.6666666666666666,0.5694444444444444,-0.09722222222222221,abgeschwaecht
overall,rf_05,4,rf_05_pseudo_004,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6162970430107526,0.6139465117384278,-0.002350531272324763,0.02079141515761234,0.018667560921082047,-0.0021238542365302933,0.6041666666666666,0.5972222222222222,-0.00694444444444442,abgeschwaecht
overall,rf_05,4,rf_05_pseudo_004,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6162970430107526,0.6083682696699783,-0.007928773340774353,0.02079141515761234,0.019422088084059916,-0.0013693270735524246,0.6041666666666666,0.5729166666666666,-0.03125,abgeschwaecht
overall,rf_05,4,rf_05_pseudo_004,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6162970430107526,0.6097571490663596,-0.006539893944393027,0.02079141515761234,0.01964565168790521,-0.0011457634697071319,0.6041666666666666,0.5902777777777778,-0.01388888888888884,abgeschwaecht
overall,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6162970430107526,0.586124394108874,-0.03017264890187865,0.02079141515761234,0.020819360608093,2.794545048066116e-05,0.6041666666666666,0.5243055555555556,-0.07986111111111105,gemischt
timeframe:1h,rf_05,4,rf_05_pseudo_004,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.5883356227106227,0.6020337301587302,0.01369810744810751,0.017437961099932932,0.01609657947686117,-0.0013413816230717635,0.5208333333333334,0.5625,0.04166666666666663,gemischt
timeframe:1h,rf_05,4,rf_05_pseudo_004,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.5883356227106227,0.6102310090702947,0.02189538635967203,0.017437961099932932,0.017605633802816902,0.00016767270288397043,0.5208333333333334,0.5625,0.04166666666666663,verstaerkt
timeframe:1h,rf_05,4,rf_05_pseudo_004,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.5883356227106227,0.6161706349206348,0.027835012210012167,0.017437961099932932,0.018443997317236754,0.0010060362173038226,0.5208333333333334,0.5972222222222222,0.07638888888888884,verstaerkt
timeframe:1h,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.5883356227106227,0.5722502994908655,-0.016085323219757197,0.017437961099932932,0.017773306505700873,0.00033534540576794086,0.5208333333333334,0.4861111111111111,-0.034722222222222265,gemischt
timeframe:15m,rf_05,4,rf_05_pseudo_004,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.644593253968254,0.6259173976608187,-0.01867585630743529,0.024144869215291753,0.02123854236530293,-0.002906326849988823,0.6875,0.6319444444444444,-0.05555555555555558,abgeschwaecht
timeframe:15m,rf_05,4,rf_05_pseudo_004,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.644593253968254,0.6064974937343359,-0.03809576023391803,0.024144869215291753,0.02123854236530293,-0.002906326849988823,0.6875,0.5833333333333334,-0.10416666666666663,abgeschwaecht
timeframe:15m,rf_05,4,rf_05_pseudo_004,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.644593253968254,0.6038028213966552,-0.040790432571598756,0.024144869215291753,0.020847306058573666,-0.0032975631567180863,0.6875,0.5833333333333334,-0.10416666666666663,abgeschwaecht
timeframe:15m,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.644593253968254,0.59986931247909,-0.04472394148916392,0.024144869215291753,0.023865414710485134,-0.00027945450480661854,0.6875,0.5625,-0.125,abgeschwaecht
overall,rf_05,5,rf_05_pseudo_005,sign,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.659275053304904,0.6285195182724251,-0.030755535032478853,0.022468142186452045,0.01922646993069528,-0.003241672255756764,0.6666666666666666,0.6180555555555556,-0.04861111111111105,abgeschwaecht
overall,rf_05,5,rf_05_pseudo_005,magnitude,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.659275053304904,0.6278106962481962,-0.031464357056707803,0.022468142186452045,0.01998099709367315,-0.0024871450927788953,0.6666666666666666,0.6076388888888888,-0.05902777777777779,abgeschwaecht
overall,rf_05,5,rf_05_pseudo_005,wick,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.659275053304904,0.6176883894362342,-0.041586663868669826,0.022468142186452045,0.020260451598479768,-0.0022076905879722768,0.6666666666666666,0.6076388888888888,-0.05902777777777779,abgeschwaecht
overall,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.659275053304904,0.5850696397325335,-0.07420541357237054,0.022468142186452045,0.02129443326626425,-0.001173708920187793,0.6666666666666666,0.5173611111111112,-0.14930555555555547,abgeschwaecht
timeframe:1h,rf_05,5,rf_05_pseudo_005,sign,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6714439655172414,0.6313874993537045,-0.040056466163536864,0.019450033534540577,0.017158506595126313,-0.0022915269394142637,0.6458333333333334,0.6041666666666666,-0.04166666666666674,abgeschwaecht
timeframe:1h,rf_05,5,rf_05_pseudo_005,magnitude,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6714439655172414,0.6214898459383753,-0.049954119578866085,0.019450033534540577,0.01805276101050749,-0.0013972725240330858,0.6458333333333334,0.5902777777777778,-0.05555555555555558,abgeschwaecht
timeframe:1h,rf_05,5,rf_05_pseudo_005,wick,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6714439655172414,0.6228750640040963,-0.04856890151314508,0.019450033534540577,0.019058797227811314,-0.0003912363067292632,0.6458333333333334,0.6111111111111112,-0.03472222222222221,abgeschwaecht
timeframe:1h,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6714439655172414,0.565921083345619,-0.10552288217162242,0.019450033534540577,0.01805276101050749,-0.0013972725240330858,0.6458333333333334,0.4652777777777778,-0.18055555555555558,abgeschwaecht
timeframe:15m,rf_05,5,rf_05_pseudo_005,sign,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6477678571428571,0.6260736939132607,-0.021694163229596386,0.025486250838363516,0.02129443326626425,-0.004191817572099264,0.6875,0.6319444444444444,-0.05555555555555558,abgeschwaecht
timeframe:15m,rf_05,5,rf_05_pseudo_005,magnitude,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6477678571428571,0.6340885163589245,-0.013679340783932625,0.025486250838363516,0.02190923317683881,-0.003577017661524705,0.6875,0.625,-0.0625,abgeschwaecht
timeframe:15m,rf_05,5,rf_05_pseudo_005,wick,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6477678571428571,0.6129464285714286,-0.03482142857142856,0.025486250838363516,0.021462105969148226,-0.00402414486921529,0.6875,0.6041666666666666,-0.08333333333333337,abgeschwaecht
timeframe:15m,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6477678571428571,0.6039752594279928,-0.04379259771486432,0.025486250838363516,0.024536105522021016,-0.0009501453163425003,0.6875,0.5694444444444444,-0.11805555555555558,abgeschwaecht
overall,rf_05,6,rf_05_pseudo_006,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6426083866382373,0.6245124265987705,-0.018095960039466785,0.022468142186452045,0.01933825173261793,-0.003129890453834116,0.6666666666666666,0.6215277777777778,-0.04513888888888884,abgeschwaecht
overall,rf_05,6,rf_05_pseudo_006,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6426083866382373,0.6170550155716295,-0.025553371066607822,0.022468142186452045,0.0198692152917505,-0.0025989268947015434,0.6666666666666666,0.59375,-0.07291666666666663,abgeschwaecht
overall,rf_05,6,rf_05_pseudo_006,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6426083866382373,0.6256269421706836,-0.016981444467553675,0.022468142186452045,0.02048401520232506,-0.001984126984126984,0.6666666666666666,0.6284722222222222,-0.03819444444444442,abgeschwaecht
overall,rf_05,6,rf_05_pseudo_006,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6426083866382373,0.5967109428077327,-0.045897443830504536,0.022468142186452045,0.02154594232059021,-0.0009221998658618356,0.6666666666666666,0.5486111111111112,-0.11805555555555547,abgeschwaecht
timeframe:1h,rf_05,6,rf_05_pseudo_006,sign,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6303649068322981,0.6176645658263304,-0.01270034100596762,0.019282360831656607,0.01710261569416499,-0.0021797451374916156,0.625,0.5972222222222222,-0.02777777777777779,abgeschwaecht
timeframe:1h,rf_05,6,rf_05_pseudo_006,magnitude,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6303649068322981,0.6188713891353643,-0.011493517696933742,0.019282360831656607,0.017996870109546165,-0.0012854907221104411,0.625,0.5833333333333334,-0.04166666666666663,abgeschwaecht
timeframe:1h,rf_05,6,rf_05_pseudo_006,wick,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6303649068322981,0.6285353014037984,-0.0018296054284996366,0.019282360831656607,0.01933825173261793,5.589090096132232e-05,0.625,0.625,0.0,gemischt
timeframe:1h,rf_05,6,rf_05_pseudo_006,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6303649068322981,0.5737760492745154,-0.056588857557782646,0.019282360831656607,0.018220433713391458,-0.0010619271182651484,0.625,0.4861111111111111,-0.1388888888888889,abgeschwaecht
