dataset,pair_index,direction,asset,year,source_file,source_start,target_start,gap_ticks,source_terminal_signature,source_terminal_afterimage,post_gap_signature,post_gap_afterimage,blank_gap_control_exact,target_ticks,continuity_affected_ticks,exact_convergence_tick,exact_convergence_reached,affected_target_share,first_signature_difference,maximum_signature_difference,final_signature_difference,mean_absolute_signature_difference,mean_absolute_activation_difference,mean_absolute_afterimage_difference,field_learning_used,memory_read,memory_written,influences_action
2091_basis,6,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,2000,64,0.009035609212267188,0.12687011529685102,1.089839616160136e-06,2.1291303177343483e-05,1,994,228,229,1,0.22937625754527163,9.682515950265591e-07,9.682515950265591e-07,0.0,8.383537657916244e-09,4.987659638080908e-08,1.4745534618043806e-07,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,0,0.009035609212267188,0.12687011529685102,0.009035609212267188,0.12687011529685102,1,994,290,291,1,0.2917505030181087,0.0034229889217165495,0.0034229889217165495,0.0,2.898031901633782e-05,0.0002912840624587036,0.0008727301791542279,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,1,0.009035609212267188,0.12687011529685102,0.003271936764892982,0.11081774636753633,1,994,290,291,1,0.2917505030181087,0.003000138807878476,0.003000138807878476,0.0,2.5421629846212714e-05,0.00025441235071801217,0.0007622894126776801,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,2,0.009035609212267188,0.12687011529685102,0.0028730706553911703,0.09679475846022174,1,994,285,286,1,0.28672032193158953,0.0026304779912272166,0.0026304779912272166,0.0,2.2306004285754453e-05,0.00022218722704540387,0.0006657959866552697,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,4,0.009035609212267188,0.12687011529685102,0.002216310739762336,0.07384325402208063,1,994,285,286,1,0.28672032193158953,0.0020240570004554084,0.0020240570004554084,0.0,1.718572726480666e-05,0.0001694242455845984,0.0005078446190683962,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,8,0.009035609212267188,0.12687011529685102,0.0013208133727834945,0.04296441997851578,1,994,285,286,1,0.28672032193158953,0.0012018467808476664,0.0012018467808476664,0.0,1.0225010809062686e-05,9.843553460207076e-05,0.0002953359062181567,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,16,0.009035609212267188,0.12687011529685102,0.0004713227289132762,0.014526953721043588,1,994,285,286,1,0.28672032193158953,0.00042707693943370463,0.00042707693943370463,0.0,3.6439449345822205e-06,3.315802125794035e-05,9.972667538818433e-05,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,32,0.009035609212267188,0.12687011529685102,6.10460704619807e-05,0.0016523433406281903,1,994,285,286,1,0.28672032193158953,5.5053617748331875e-05,5.5053617748331875e-05,0.0,4.7172978593439727e-07,3.7514208777536417e-06,1.1313097589224169e-05,0,0,0,0
2091_basis,7,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,3000,4000,64,0.009035609212267188,0.12687011529685102,1.089839616160136e-06,2.1291303177343483e-05,1,994,237,238,1,0.23843058350100604,9.74764425305981e-07,9.74764425305981e-07,0.0,8.404587583105035e-09,4.985501762032483e-08,1.4743377115182193e-07,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,0,0.008851861114295912,0.0997947617109291,0.008851861114295912,0.0997947617109291,1,994,291,292,1,0.29275653923541245,0.002717933708390352,0.002717933708390352,0.0,2.275452413352048e-05,0.00022881003930881548,0.0006861511098758754,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,1,0.008851861114295912,0.0997947617109291,0.0025329733014125954,0.087172702507824,1,994,286,287,1,0.28772635814889336,0.002381955086980421,0.002381955086980421,0.0,1.996313841491168e-05,0.00019984719449383988,0.0005993402230257081,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,2,0.008851861114295912,0.0997947617109291,0.0022248969241371827,0.07614551096077231,1,994,286,287,1,0.28772635814889336,0.0020882418251401535,0.0020882418251401535,0.0,1.7518634850492262e-05,0.00017453612443954134,0.0005234905109774951,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,4,0.008851861114295912,0.0997947617109291,0.0017172659376461933,0.058095507876423,1,994,286,287,1,0.28772635814889336,0.0016064487131047436,0.0016064487131047436,0.0,1.3500006220572142e-05,0.00013309698803411736,0.0003993263060699825,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,8,0.008851861114295912,0.0997947617109291,0.001024391107466365,0.033807378108432644,1,994,278,279,1,0.2796780684104628,0.0009533855344764156,0.0009533855344764156,0.0,8.034404938427202e-06,7.73476959499798e-05,0.0002322619169960255,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,16,0.008851861114295912,0.0997947617109291,0.0003661775185387881,0.011434206078158862,1,994,278,279,1,0.2796780684104628,0.0003384042745030874,0.0003384042745030874,0.0,2.8641805316268694e-06,2.608372479506111e-05,7.845814833349065e-05,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,32,0.008851861114295912,0.0997947617109291,4.758398836495034e-05,0.001301281938043025,1,994,259,260,1,0.2605633802816901,4.3512314906245936e-05,4.3512314906245936e-05,0.0,3.7087762978667023e-07,2.98010995896171e-06,8.918299946025914e-06,0,0,0,0
2091_basis,8,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,3000,64,0.008851861114295912,0.0997947617109291,8.545412080594921e-07,1.6957189333668386e-05,1,994,239,240,1,0.24044265593561368,7.663516009611543e-07,7.663516009611543e-07,0.0,6.6084794552246904e-09,3.9250187910579815e-08,1.1666049555905437e-07,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,0,0.008851861114295912,0.0997947617109291,0.008851861114295912,0.0997947617109291,1,994,288,289,1,0.289738430583501,0.0026684566627233368,0.0026684566627233368,0.0,2.25254538711032e-05,0.00022959378335444584,0.0006869343403492266,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,1,0.008851861114295912,0.0997947617109291,0.0025329733014125954,0.087172702507824,1,994,288,289,1,0.289738430583501,0.0023394444109025884,0.0023394444109025884,0.0,1.9766586164783412e-05,0.00020052491328556875,0.0006000174229987212,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,2,0.008851861114295912,0.0997947617109291,0.0022248969241371827,0.07614551096077231,1,994,288,289,1,0.289738430583501,0.002051664462912707,0.002051664462912707,0.0,1.734978906056756e-05,0.0001751227965697479,0.0005240766586643833,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,4,0.008851861114295912,0.0997947617109291,0.0017172659376461933,0.058095507876423,1,994,288,289,1,0.289738430583501,0.001579268952100559,0.001579268952100559,0.0,1.3375044920273982e-05,0.000133537817450611,0.00039976664421080175,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,8,0.008851861114295912,0.0997947617109291,0.001024391107466365,0.033807378108432644,1,994,288,289,1,0.289738430583501,0.0009382093367233833,0.0009382093367233833,0.0,7.965396092972314e-06,7.759854872278138e-05,0.0002325125258785242,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,16,0.008851861114295912,0.0997947617109291,0.0003661775185387881,0.011434206078158862,1,994,275,276,1,0.2766599597585513,0.00033355882703739285,0.00033355882703739285,0.0,2.842853240861499e-06,2.616669216920111e-05,7.854091094344903e-05,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,32,0.008851861114295912,0.0997947617109291,4.758398836495034e-05,0.001301281938043025,1,994,262,263,1,0.2635814889336016,4.301111104808731e-05,4.301111104808731e-05,0.0,3.688949385884607e-07,2.989372690434557e-06,8.927533104463863e-06,0,0,0,0
2091_basis,9,forward,BTC,2024,1-12_2024_30m_BTCUSDT.csv,4000,5000,64,0.008851861114295912,0.0997947617109291,8.545412080594921e-07,1.6957189333668386e-05,1,994,226,227,1,0.22736418511066397,7.616663668776405e-07,7.616663668776405e-07,0.0,6.599004600010936e-09,3.937040972501764e-08,1.1677768297927422e-07,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,0,0.01032369776745352,0.12538642883807394,0.01032369776745352,0.12538642883807394,1,994,290,291,1,0.2917505030181087,0.003324912216537082,0.003324912216537082,0.0,2.8123539940345013e-05,0.0002877732435156013,0.000862385447984982,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,1,0.01032369776745352,0.12538642883807394,0.003179621006087761,0.10952185493220218,1,994,290,291,1,0.2917505030181087,0.002913885373707243,0.002913885373707243,0.0,2.4666579388173117e-05,0.0002513551519409909,0.000753258156325255,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,2,0.01032369776745352,0.12538642883807394,0.00279152270077435,0.0956628999043929,1,994,285,286,1,0.28672032193158953,0.0025545556419961047,0.0025545556419961047,0.0,2.1640237273087845e-05,0.00021952597881608578,0.0006579117198669853,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,4,0.01032369776745352,0.12538642883807394,0.0021526214794369944,0.07297981622710854,1,994,285,286,1,0.28672032193158953,0.0019651079680506377,0.0019651079680506377,0.0,1.6667399468685823e-05,0.00016741012712836255,0.0005018366223876599,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,8,0.01032369776745352,0.12538642883807394,0.0012818732856966259,0.04246198627755051,1,994,285,286,1,0.28672032193158953,0.0011660960227727986,0.0011660960227727986,0.0,9.909586969080767e-06,9.729103660188588e-05,0.0002918501115614297,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,16,0.01032369776745352,0.12538642883807394,0.00045668243965368583,0.014356869683892345,1,994,285,286,1,0.28672032193158953,0.00041375183317579004,0.00041375183317579004,0.0,3.5260335139103e-06,3.28141670741119e-05,9.856202065015976e-05,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,32,0.01032369776745352,0.12538642883807394,5.8946479141020555e-05,0.0016328695262713506,1,994,266,267,1,0.2676056338028169,5.315896846615209e-05,5.315896846615209e-05,0.0,4.549527009111497e-07,3.7584177230208225e-06,1.1201118276198743e-05,0,0,0,0
2091_basis,10,reverse,BTC,2024,1-12_2024_30m_BTCUSDT.csv,5000,4000,64,0.01032369776745352,0.12538642883807394,1.045354946938938e-06,2.1448860532396966e-05,1,994,237,238,1,0.23843058350100604,9.35071144332264e-07,9.35071144332264e-07,0.0,8.054405261431874e-09,5.023712205016602e-08,1.485377904647707e-07,0,0,0,0
