dataset,analysis_kind,universe_scope,paths,renewal_moments,collective_moments,unique_preceding_contexts,repeated_preceding_context_classes,collective_context_classes,repeated_collective_context_classes,collective_moments_in_repeated_contexts,shuffle_mutable_paths,observed_same_context_configuration_collisions,null_same_context_configuration_mean,same_context_configuration_delta,same_context_configuration_empirical_upper_p,observed_same_context_co_pair_collisions,null_same_context_co_pair_mean,same_context_co_pair_delta,same_context_co_pair_empirical_upper_p,permutations,sources_configuration_above_null,sources_configuration_below_null,sources_configuration_tied_null,source_configuration_sign_two_sided_p,sources_co_pair_above_null,sources_co_pair_below_null,sources_co_pair_tied_null,source_co_pair_sign_two_sided_p,context_is_current_closed_episode_form,context_uses_next_episode,null_preserves_path_width_and_configuration_multiset,fixed_similarity_threshold_used,viranz_parameter_used,memory_read,memory_written,influences_action,paths_a,paths_b,collective_context_instance_matches_a_b,collective_context_classes_shared_a_b,observed_cross_context_configuration_matches,null_cross_context_configuration_mean,cross_context_configuration_delta,cross_context_configuration_empirical_upper_p,observed_cross_context_co_pair_matches,null_cross_context_co_pair_mean,cross_context_co_pair_delta,cross_context_co_pair_empirical_upper_p
2091_basis,within_context_coupling,all,768,1580,285,58,54,13,12,284,375,4730,4223.844,506.15599999999995,0.001996007984031936,10131,9371.736,759.2639999999992,0.001996007984031936,500,0,0,48,1.0,0,0,48,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2091_basis,within_context_coupling,universe_a,384,739,120,28,25,6,6,120,177,2230,2230,0,1.0,2230,2230,0,1.0,500,0,0,48,1.0,0,0,48,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2091_basis,within_context_coupling,universe_b,384,841,165,31,30,7,6,164,198,2500,1992.554,507.4459999999999,0.001996007984031936,7901,7139.532,761.4679999999998,0.001996007984031936,500,0,0,48,1.0,0,0,48,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2091_basis,cross_universe_context_coupling,a_to_b,,,,,,,,,375,,,,,,,,,500,0,0,48,1.0,0,0,48,1.0,1,0,1,0,0,0,0,0,384,384,0,0,0,0,0,1.0,0,0,0,1.0
2092_holdout,within_context_coupling,all,704,1292,187,48,45,10,10,187,263,2407,2376.224,30.77599999999984,0.10578842315369262,5069,5038.224,30.77599999999984,0.10578842315369262,500,0,0,44,1.0,0,0,44,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2092_holdout,within_context_coupling,universe_a,352,786,96,28,27,7,7,96,164,822,790.932,31.067999999999984,0.08782435129740519,1592,1560.932,31.067999999999984,0.08782435129740519,500,0,0,44,1.0,0,0,44,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2092_holdout,within_context_coupling,universe_b,352,506,91,20,18,3,3,91,99,1585,1585,0,1.0,3477,3477,0,1.0,500,0,0,44,1.0,0,0,44,1.0,1,0,1,0,0,0,0,0,,,,,,,,,,,,
2092_holdout,cross_universe_context_coupling,a_to_b,,,,,,,,,263,,,,,,,,,500,0,0,44,1.0,0,0,44,1.0,1,0,1,0,0,0,0,0,352,352,0,0,0,0,0,1.0,0,0,0,1.0
