dataset,profile_kind,source_identities,universe_a_targets,universe_b_targets,source_target_streams,streams_with_partial_relation_carry,minimum_partial_relation_carry_observations,median_partial_relation_carry_observations,maximum_partial_relation_carry_observations,minimum_boundary_carry_share,median_boundary_carry_share,maximum_boundary_carry_share,zero_universe_a_profiles,zero_universe_b_profiles,a_to_b_mean_identity_auc,a_to_b_median_identity_rank,a_to_b_unique_nearest,a_to_b_label_null_max_auc,a_to_b_auc_label_p,b_to_a_mean_identity_auc,b_to_a_median_identity_rank,b_to_a_unique_nearest,b_to_a_label_null_max_auc,b_to_a_auc_label_p,mutual_nearest_edges,same_source_mutual_edges_posthoc,same_source_edge_share_posthoc,edge_label_null_permutations,edge_label_null_mean_same_source_edges,edge_label_null_max_same_source_edges,same_source_edge_label_p,relation_slot_strength_binarized_per_episode,carry_requires_consecutive_episode_participation,formerhaltende_source_label_null,fixed_distance_threshold_used,graph_used_source_label,graph_used_asset_or_year,field_learning_used,memory_read,memory_written,influences_action
2091_basis,episode_relation_participation,48,8,8,768,768,1287,1556.0,1721,0.9108910891089109,0.950813797222637,0.9896373056994818,0,0,0.5181737588652482,21.0,2,0.526595744680851,0.004637539663168172,0.5190602836879432,24.5,1,0.5212765957446809,0.001464486209421528,2,0,0.0,4096,0.047607421875,2,1.0,1,1,1,0,0,0,0,0,0,0
2091_basis,consecutive_partial_relation_carry,48,8,8,768,768,1287,1556.0,1721,0.9108910891089109,0.950813797222637,0.9896373056994818,0,0,0.5022163120567376,24.5,1,0.5070921985815603,0.22479863314620455,0.5035460992907801,24.5,1,0.5101950354609929,0.08713692946058091,1,0,0.0,4096,0.021484375,1,1.0,1,1,1,0,0,0,0,0,0,0
2092_holdout,episode_relation_participation,44,8,8,704,704,1412,1535.0,1825,0.9014778325123153,0.9383445460295555,0.9797979797979798,0,0,0.5166490486257929,22.5,2,0.5433403805496829,0.0995850622406639,0.49471458773784355,24.5,1,0.531183932346723,0.7273614840126922,1,0,0.0,4096,0.0205078125,1,1.0,1,1,1,0,0,0,0,0,0,0
2092_holdout,consecutive_partial_relation_carry,44,8,8,704,704,1412,1535.0,1825,0.9014778325123153,0.9383445460295555,0.9797979797979798,0,0,0.4941860465116279,24.0,1,0.5105708245243129,0.943129118867464,0.49682875264270615,23.0,1,0.5095137420718816,0.8835733463509885,1,0,0.0,4096,0.020751953125,1,1.0,1,1,1,0,0,0,0,0,0,0
