shared_relations,both_multi_event_relations,event_count_spearman,same_event_count_relations,same_event_count_share,exact_relation_age_trajectories,same_multi_event_count_relations,exact_multi_event_trajectories
1935,991,0.8042640529259417,842,0.4351421188630491,654,226,71
