state_axis,response_axis,windows,observed_spearman_rho,pseudo_mean_rho,pseudo_median_rho,observed_signed_percentile,observed_absolute_percentile,pseudo_same_sign,pseudo_families,leave_one_path_sign_consistent,leave_one_path_tests,leave_one_path_min_rho,leave_one_path_max_rho
baseline_continuity,delta_continuity,12,-0.48951048951048953,-0.46998117317397997,-0.47902097902097907,0.495,0.505,97,100,4,4,-0.5666666666666667,-0.38333333333333336
baseline_continuity,delta_event_share,12,0.5384615384615384,-0.25033106030221797,-0.2537202063458741,1.0,0.845,17,100,4,4,0.4,0.75
baseline_continuity,delta_member_coverage,12,-0.4302429646588314,-0.4843261792810665,-0.5154642200154519,0.62,0.38,98,100,4,4,-0.563045090566732,-0.3191971059593589
baseline_event_share,delta_continuity,12,0.6157558485510554,-0.3576512782586762,-0.39413938506227275,1.0,0.9,7,100,4,4,0.32489314482696546,0.8086937042208112
baseline_event_share,delta_event_share,12,-0.03915210597723474,-0.33176600692942343,-0.2704889079041375,0.93,0.03,96,100,2,4,-0.22132669799727464,0.19664585081632122
baseline_event_share,delta_member_coverage,12,0.5748328318101309,-0.3835968839953354,-0.426022415068574,1.0,0.78,8,100,4,4,0.21081532954406082,0.7983494395067838
baseline_member_coverage,delta_continuity,12,-0.5736373672101819,-0.4783535373839418,-0.48964440135570675,0.35,0.65,98,100,4,4,-0.632518272526071,-0.4988876515698588
baseline_member_coverage,delta_event_share,12,0.4805144179877498,-0.24937241554730863,-0.25650687585382054,1.0,0.8,16,100,4,4,0.3474396144861517,0.6236095644623235
baseline_member_coverage,delta_member_coverage,12,-0.5347407899331232,-0.51416905951111,-0.5642481768334546,0.55,0.45,99,100,4,4,-0.6603157950197333,-0.4112868063125114
