unique_edges,recurring_edges,recurring_with_consecutive_age,recurring_with_gaps_only,maximum_consecutive_age_run,strata,minimum_age,maximum_age,carried_eligible,carried_continued,carried_continuation_rate,new_eligible,new_continued,new_continuation_rate,continuation_rate_difference,continuation_rate_ratio,mantel_haenszel_common_odds_ratio,stratified_null_expected_carried_continuations,stratified_null_sd,stratified_z_score,stratified_one_sided_p,label_null_empirical_p,graph_identity_null_mean_rate_difference,graph_identity_null_max_rate_difference,graph_identity_empirical_p,read_by_mini_dio,influences_field,influences_action
184300,22801,21329,1472,13,41,3,47,10854,4029,0.3711995577667219,10242,3492,0.3409490333919156,0.030250524374806298,1.0887244761302308,1.1499462153232018,3861.911426339372,34.55802788808797,4.835014723690951,6.656789027596657e-07,0.0004997501249375312,0.002310489471538357,0.014477343154694532,0.000999000999000999,0,0,0
