symbol_family,events,holdout_labels,dominant_field_contact_class,dominant_field_share,field_classes,syntax_reifung,avg_carry,avg_strain,avg_rekopplung
dio_104t,8131,doge2025:1;paxg2025:1;doge2025_clean:1;xrp2025_clean:1;sol2026_stable:1;btc2025_current:1;xrp2025_follow:1;paxg2025_follow:1;doge2025_follow:1;btc2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:8131,weltuebergreifend_feldstabil,0.5768730338714432,0.15566213475392027,0.7227472547353263
dio_155c,4709,xrp2025_clean:1;doge2025_clean:1;doge2025:1;paxg2025:1;btc2025_current:1;sol2026_stable:1;xrp2025_follow:1;btc2025_follow:1;doge2025_follow:1;paxg2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:4709,weltuebergreifend_feldstabil,0.5629471868542651,0.1626105643963594,0.7151577774636292
dio_0l7p,4079,xrp2025_clean:1;sol2026_stable:1;doge2025_clean:1;doge2025:1;paxg2025:1;btc2025_current:1;paxg2025_follow:1;btc2025_follow:1;doge2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:4079,weltuebergreifend_feldstabil,0.5793714944343666,0.14265033788214873,0.7289644837392972
dio_0m9z,3996,xrp2025_clean:1;doge2025_clean:1;doge2025:1;paxg2025:1;btc2025_current:1;sol2026_stable:1;paxg2025_follow:1;xrp2025_follow:1;btc2025_follow:1;doge2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:3996,weltuebergreifend_feldstabil,0.557262621388572,0.1723868807207915,0.7076997307023494
dio_14wj,3812,paxg2025:1;sol2026_stable:1;doge2025_clean:1;xrp2025_clean:1;doge2025:1;btc2025_current:1;paxg2025_follow:1;btc2025_follow:1;doge2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:3812,weltuebergreifend_feldstabil,0.5803630462046955,0.13395044797681566,0.7330805531023527
dio_0h9h,3094,paxg2025:1;doge2025:1;xrp2025_clean:1;doge2025_clean:1;sol2026_stable:1;btc2025_current:1;doge2025_follow:1;paxg2025_follow:1;btc2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:3094,weltuebergreifend_feldstabil,0.5708577786064253,0.14652999532959046,0.7239453426675767
dio_00ly,2039,paxg2025:1;doge2025:1;xrp2025_clean:1;doge2025_clean:1;sol2026_stable:1;btc2025_current:1;paxg2025_follow:1;xrp2025_follow:1;btc2025_follow:1;doge2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:2039,weltuebergreifend_feldstabil,0.5629763884835453,0.14464543988655537,0.7214587731328816
dio_1lsu,1555,paxg2025:1;xrp2025_clean:1;doge2025_clean:1;doge2025:1;btc2025_current:1;sol2026_stable:1;paxg2025_follow:1;doge2025_follow:1;xrp2025_follow:1;btc2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1555,weltuebergreifend_feldstabil,0.5440243441517746,0.15900592713552988,0.7081974167299195
dio_06er,1506,paxg2025:1;xrp2025_clean:1;doge2025_clean:1;sol2026_stable:1;doge2025:1;btc2025_current:1;paxg2025_follow:1;xrp2025_follow:1;btc2025_follow:1;doge2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1506,weltuebergreifend_feldstabil,0.5720510514312145,0.12948459390548694,0.7331825283763533
dio_1ewh,1433,paxg2025:1;doge2025:1;doge2025_clean:1;xrp2025_clean:1;btc2025_current:1;sol2026_stable:1;doge2025_follow:1;paxg2025_follow:1;xrp2025_follow:1;btc2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1433,weltuebergreifend_feldstabil,0.529635212460219,0.1539373468620424,0.702235733257623
dio_0pz6,1397,doge2025:1;doge2025_clean:1;xrp2025_clean:1;sol2026_stable:1;paxg2025:1;btc2025_current:1;xrp2025_follow:1;doge2025_follow:1;paxg2025_follow:1;btc2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1397,weltuebergreifend_feldstabil,0.5626192135815887,0.13769936624868537,0.7247514687997364
dio_17ct,1383,doge2025_clean:1;doge2025:1;xrp2025_clean:1;btc2025_current:1;sol2026_stable:1;paxg2025:1;btc2025_follow:1;xrp2025_follow:1;doge2025_follow:1;paxg2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1383,weltuebergreifend_feldstabil,0.5522089412481781,0.15469502836234772,0.7132846818216699
dio_06s7,1335,xrp2025_clean:1;sol2026_stable:1;doge2025_clean:1;doge2025:1;paxg2025:1;btc2025_current:1;doge2025_follow:1;xrp2025_follow:1;btc2025_follow:1;paxg2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1335,weltuebergreifend_feldstabil,0.5681986499855106,0.13125919205140602,0.7284934889471343
dio_0dd2,1334,paxg2025:1;doge2025:1;xrp2025_clean:1;doge2025_clean:1;sol2026_stable:1;btc2025_current:1;btc2025_follow:1;paxg2025_follow:1;doge2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1334,weltuebergreifend_feldstabil,0.5601214834636462,0.14167504282329257,0.7227672150623585
dio_00ja,1284,doge2025:1;paxg2025:1;xrp2025_clean:1;doge2025_clean:1;btc2025_current:1;sol2026_stable:1;btc2025_follow:1;doge2025_follow:1;xrp2025_follow:1;paxg2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1284,weltuebergreifend_feldstabil,0.5393276646921507,0.16913435467402904,0.6967582218803283
dio_1fll,1241,paxg2025:1;xrp2025_clean:1;sol2026_stable:1;doge2025_clean:1;doge2025:1;btc2025_current:1;paxg2025_follow:1;btc2025_follow:1;doge2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1241,weltuebergreifend_feldstabil,0.5629546124846071,0.11642564511310993,0.7349334525330735
dio_0obq,1226,paxg2025:1;doge2025:1;xrp2025_clean:1;doge2025_clean:1;btc2025_current:1;sol2026_stable:1;paxg2025_follow:1;doge2025_follow:1;xrp2025_follow:1;btc2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1226,weltuebergreifend_feldstabil,0.5224686235961944,0.16402249483733425,0.6974613395806383
dio_1q85,1143,doge2025_clean:1;doge2025:1;xrp2025_clean:1;paxg2025:1;btc2025_current:1;sol2026_stable:1;btc2025_follow:1;doge2025_follow:1;paxg2025_follow:1;xrp2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1143,weltuebergreifend_feldstabil,0.5360295762463255,0.1649999697987182,0.7018061943158248
dio_1kpz,1080,xrp2025_clean:1;doge2025_clean:1;sol2026_stable:1;doge2025:1;btc2025_current:1;paxg2025:1;doge2025_follow:1;xrp2025_follow:1;btc2025_follow:1;paxg2025_follow:1,tragende_rekopplung,1.0,tragende_rekopplung:1080,weltuebergreifend_feldstabil,0.5645543385122046,0.13117699795352872,0.7270755179077455
