transfer,phase,predictions,frozen_source_mean_score,target_online_mean_score,target_full_mean_score_diagnostic,frozen_minus_online_mean,frozen_minus_target_full_mean,frozen_better_than_online,frozen_equal_to_online,frozen_worse_than_online,frozen_online_nontie_win_share
2091_basis_to_2092_holdout,first_half,2210,0.9072983304727726,0.8620572632235918,0.9091902012794507,0.04524106724918084,-0.0018918708066781099,555,1440,215,0.7207792207792207
2091_basis_to_2092_holdout,second_half,3665,0.9452580326480688,0.9451192548337018,0.945721409418074,0.00013877781436703128,-0.00046337677000517544,413,2855,397,0.5098765432098765
2092_holdout_to_2091_basis,first_half,3049,0.9196457855034438,0.8872025730276453,0.9217776320104952,0.03244321247579852,-0.0021318465070514934,530,2263,256,0.6743002544529262
2092_holdout_to_2091_basis,second_half,4463,0.9516110962537856,0.9508666237811974,0.9525272310683541,0.0007444724725882325,-0.0009161348145685327,425,3612,426,0.4994124559341951
