dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,strict_episode_count,frequency_matched_steps,frequency_matched_pairs,frequency_carried_wins,frequency_ties,frequency_carried_losses,frequency_prequential_auc,pair_frequency_matched_steps,pair_frequency_matched_pairs,pair_frequency_carried_wins,pair_frequency_ties,pair_frequency_carried_losses,pair_frequency_prequential_auc,matching_uses_historical_frequency_through_current,predictor_reads_next_episode,outcome_is_next_episode,source_labels_used_by_predictor,asset_or_year_used_by_predictor,fixed_threshold_used,field_learning_used,memory_read,memory_written,influences_action
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,181,58,143,30,87,26,0.513986013986014,14,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,173,66,217,31,138,48,0.4608294930875576,11,14,0,11,3,0.39285714285714285,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,193,74,167,28,106,33,0.48502994011976047,5,6,1,5,0,0.5833333333333334,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,204,54,148,36,93,19,0.5574324324324325,13,19,0,16,3,0.42105263157894735,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,179,68,210,28,155,27,0.5023809523809524,15,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,186,68,170,12,130,28,0.45294117647058824,22,24,1,19,4,0.4375,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,183,60,208,21,157,30,0.47836538461538464,11,14,1,12,1,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,188,68,216,25,122,69,0.39814814814814814,14,25,2,19,4,0.46,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,197,59,192,18,139,35,0.4557291666666667,9,10,0,7,3,0.35,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,181,77,259,52,182,25,0.5521235521235521,17,21,5,14,2,0.5714285714285714,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|13000,b,178,63,174,12,136,26,0.45977011494252873,17,23,1,14,8,0.34782608695652173,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|0,b,201,71,236,45,157,34,0.5233050847457628,9,13,0,10,3,0.38461538461538464,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|8000,b,182,75,270,36,184,50,0.4740740740740741,17,23,1,17,5,0.41304347826086957,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|1000,b,183,76,266,38,177,51,0.4755639097744361,7,9,1,6,2,0.4444444444444444,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|7000,b,180,62,147,19,109,19,0.5,10,11,0,10,1,0.45454545454545453,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|12000,b,188,72,271,49,178,44,0.5092250922509225,10,11,0,11,0,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|10000,a,181,49,139,20,99,20,0.5,14,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|13000,a,173,60,216,43,138,35,0.5185185185185185,9,10,0,9,1,0.45,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|1000,a,193,69,157,21,107,29,0.4745222929936306,5,6,1,5,0,0.5833333333333334,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|2000,a,204,54,148,36,93,19,0.5574324324324325,13,19,0,16,3,0.42105263157894735,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|2000,a,179,64,195,28,141,26,0.5051282051282051,15,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|7000,a,186,69,168,14,127,27,0.46130952380952384,22,24,1,19,4,0.4375,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2024|1000,a,183,62,246,33,167,46,0.4735772357723577,7,10,1,8,1,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|8000,a,187,64,206,24,109,73,0.38106796116504854,12,21,2,16,3,0.47619047619047616,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2024|4000,b,196,65,205,25,143,37,0.47073170731707314,9,10,0,7,3,0.35,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|15000,b,181,77,259,52,182,25,0.5521235521235521,17,21,5,14,2,0.5714285714285714,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|13000,b,178,63,174,12,136,26,0.45977011494252873,17,23,1,14,8,0.34782608695652173,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|0,b,201,71,236,45,157,34,0.5233050847457628,9,13,0,10,3,0.38461538461538464,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|8000,b,182,75,270,36,184,50,0.4740740740740741,17,23,1,17,5,0.41304347826086957,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|1000,b,182,69,247,27,179,41,0.4716599190283401,6,7,0,5,2,0.35714285714285715,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|7000,b,180,53,145,24,104,17,0.5241379310344828,10,11,0,10,1,0.45454545454545453,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|12000,b,187,70,209,28,151,30,0.49521531100478466,10,11,0,11,0,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|10000,a,181,51,151,33,93,25,0.5264900662251656,14,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|13000,a,174,62,222,34,149,39,0.48873873873873874,13,17,0,15,2,0.4411764705882353,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|1000,a,194,69,159,27,105,27,0.5,5,6,1,5,0,0.5833333333333334,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|2000,a,205,48,144,32,97,15,0.5590277777777778,15,18,1,15,2,0.4722222222222222,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|2000,a,180,64,167,16,126,25,0.47305389221556887,15,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|7000,a,187,70,177,23,126,28,0.4858757062146893,19,22,0,19,3,0.4318181818181818,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2024|1000,a,183,61,206,23,153,30,0.4830097087378641,11,14,1,12,1,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|8000,a,188,64,186,26,108,52,0.43010752688172044,16,26,3,19,4,0.4807692307692308,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2024|4000,b,197,62,199,25,137,37,0.46984924623115576,9,10,0,7,3,0.35,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|15000,b,181,72,245,51,169,25,0.5530612244897959,15,20,5,12,3,0.55,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|13000,b,179,64,187,15,149,23,0.4786096256684492,21,29,1,21,7,0.39655172413793105,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|0,b,201,67,208,42,144,22,0.5480769230769231,7,10,0,10,0,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|8000,b,183,81,308,40,214,54,0.4772727272727273,21,28,3,18,7,0.42857142857142855,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|1000,b,183,72,244,42,147,55,0.4733606557377049,7,9,0,5,4,0.2777777777777778,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|7000,b,181,54,148,24,98,26,0.49324324324324326,10,11,0,10,1,0.45454545454545453,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|12000,b,188,66,252,39,169,44,0.49007936507936506,18,22,0,21,1,0.4772727272727273,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2024|10000,a,181,51,151,33,93,25,0.5264900662251656,14,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2024|13000,a,173,66,233,34,162,37,0.49356223175965663,13,17,0,15,2,0.4411764705882353,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2025|1000,a,193,77,178,36,104,38,0.4943820224719101,7,8,1,5,2,0.4375,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2025|2000,a,203,46,136,27,91,18,0.5330882352941176,13,15,1,13,1,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2024|2000,a,180,64,167,16,126,25,0.47305389221556887,15,20,1,17,2,0.475,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2025|7000,a,186,68,176,15,128,33,0.44886363636363635,22,24,1,19,4,0.4375,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2024|1000,a,182,57,238,33,166,39,0.48739495798319327,7,10,1,8,1,0.5,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2025|8000,a,188,59,190,18,114,58,0.39473684210526316,14,25,2,19,4,0.46,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2024|4000,b,197,58,187,13,141,33,0.446524064171123,10,12,0,10,2,0.4166666666666667,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2025|15000,b,181,77,259,52,182,25,0.5521235521235521,17,21,5,14,2,0.5714285714285714,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2025|13000,b,178,62,172,14,135,23,0.4738372093023256,17,23,1,14,8,0.34782608695652173,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2025|0,b,199,71,230,45,149,36,0.5195652173913043,9,13,0,10,3,0.38461538461538464,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|BTC|2025|8000,b,183,82,310,44,208,58,0.4774193548387097,21,28,3,18,7,0.42857142857142855,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2025|1000,b,182,62,242,33,162,47,0.47107438016528924,7,9,0,5,4,0.2777777777777778,1,0,1,0,0,0,0,0,0,0
2091_basis,2091_basis|SOL|2025|5000,SOL,2025,2091_basis|SOL|2025|7000,b,181,54,166,24,118,24,0.5,10,11,0,10,1,0.45454545454545453,1,0,1,0,0,0,0,0,0,0
