dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,target_ticks,coupled_activation_closures,coupled_afterimage_closures,coupled_same_tick_closures,coupled_synchrony_excess,no_neighbor_activation_closures,no_neighbor_afterimage_closures,no_neighbor_same_tick_closures,no_neighbor_synchrony_excess,coupled_minus_no_neighbor_excess,direction,same_external_senses,initial_weights_equal,first_neuron_source_trace_equal,first_neuron_target_trace_equal,coupled_trace_unchanged_by_observer,control_trace_unchanged_by_observer,coupled_field_unchanged_by_observer,control_field_unchanged_by_observer,production_field_modified,neighbor_signal_coupled,neighbor_signal_control,viranz_parameter_used,memory_read,memory_written,influences_action,production_core_sha256,production_core_unchanged
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,994,227,72,24,7.564954683,233,31,8,0.734138973,6.83081571,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,994,249,97,40,15.717019134,226,31,8,0.952668681,14.764350453,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,994,213,85,33,14.80060423,234,33,8,0.231621349,14.56898288,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,994,202,65,22,8.79959718,178,26,7,2.346424975,6.453172205,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,994,235,88,33,12.207452165,223,16,1,-2.592145015,14.79959718,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,994,223,75,22,5.179254783,243,28,6,-0.84592145,6.025176234,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,994,228,98,35,12.533736153,228,17,5,1.101711984,11.432024169,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,994,222,84,25,6.24572004,229,40,7,-2.217522659,8.463242699,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,994,225,85,34,14.774420947,214,21,6,1.480362538,13.294058409,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,994,237,87,35,14.270896274,218,36,8,0.104733132,14.166163142,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|13000,b,994,226,76,26,8.729103726,206,24,10,5.03121853,3.697885196,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|0,b,994,233,95,37,14.746223565,195,22,4,-0.316213494,15.062437059,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|8000,b,994,229,85,32,12.43001007,232,25,4,-1.836858006,14.266868077,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|1000,b,994,233,80,32,13.26082578,223,40,8,-0.974823766,14.235649547,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|7000,b,994,228,78,33,15.123867069,254,44,8,-3.24672709,18.370594159,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|12000,b,994,257,94,38,13.709969789,230,28,6,-0.479355488,14.189325277,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|10000,a,994,227,72,24,7.564954683,233,31,8,0.734138973,6.83081571,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|13000,a,994,249,97,40,15.717019134,226,31,8,0.952668681,14.764350453,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|1000,a,994,213,85,33,14.80060423,234,33,8,0.231621349,14.56898288,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|2000,a,994,202,65,22,8.79959718,177,26,7,2.372608258,6.426988922,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|2000,a,994,235,88,33,12.207452165,223,16,1,-2.592145015,14.79959718,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|7000,a,994,223,75,22,5.179254783,243,28,6,-0.84592145,6.025176234,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2024|1000,a,994,228,98,35,12.533736153,228,17,5,1.101711984,11.432024169,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|8000,a,994,222,84,25,6.24572004,229,40,7,-2.217522659,8.463242699,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2024|4000,b,994,224,85,34,14.860020141,214,21,6,1.480362538,13.379657603,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|15000,b,994,237,87,35,14.270896274,218,36,8,0.104733132,14.166163142,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|13000,b,994,226,76,26,8.729103726,206,24,10,5.03121853,3.697885196,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|0,b,994,233,95,37,14.746223565,195,22,4,-0.316213494,15.062437059,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|8000,b,994,229,85,32,12.43001007,232,25,4,-1.836858006,14.266868077,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|1000,b,994,233,80,32,13.26082578,222,40,8,-0.934541793,14.195367573,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2025|7000,b,994,227,78,33,15.202416918,254,44,8,-3.24672709,18.449144008,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|12000,b,994,257,94,38,13.709969789,230,28,6,-0.479355488,14.189325277,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|10000,a,994,227,72,23,6.563947633,231,31,8,0.796576032,5.767371601,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|13000,a,994,249,97,40,15.717019134,226,31,8,0.952668681,14.764350453,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|1000,a,994,213,85,33,14.80060423,234,32,8,0.467270896,14.333333333,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|2000,a,994,202,65,22,8.79959718,178,26,7,2.346424975,6.453172205,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2024|2000,a,994,235,88,33,12.207452165,222,16,1,-2.576032226,14.783484391,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|7000,a,994,223,75,22,5.179254783,242,27,6,-0.574018127,5.75327291,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2024|1000,a,994,228,98,35,12.533736153,228,17,5,1.101711984,11.432024169,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|8000,a,994,222,84,25,6.24572004,229,40,6,-3.218529708,9.464249748,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2024|4000,b,994,225,85,34,14.774420947,214,21,6,1.480362538,13.294058409,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|SOL|2025|15000,b,994,237,87,35,14.270896274,218,36,8,0.104733132,14.166163142,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
2091_basis,2091_basis|BTC|2025|4000,BTC,2025,2091_basis|BTC|2025|13000,b,994,226,76,26,8.729103726,206,24,10,5.03121853,3.697885196,coupled_higher,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,e68365b9fd436a33fc98370dd10c0d1e013575d4b2c8d07beb5a423b0517eecc,1
