dataset,match_scope,universe_scope,source_key_posthoc,source_target_streams,matched_steps,matched_pairs,carried_wins,ties,carried_losses,prequential_auc,predictor_reads_next_episode,outcome_is_next_episode,field_learning_used,memory_read,memory_written,influences_action
2091_basis,frequency,all,2091_basis|BTC|2024|0,16,1047,3241,493,2211,537,0.49321197161369945,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|10000,16,1038,3208,493,2180,535,0.49345386533665836,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|11000,16,1044,3362,525,2311,526,0.4998512790005949,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|12000,16,1032,3280,483,2234,563,0.4878048780487805,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|13000,16,1034,3220,468,2217,535,0.48959627329192545,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|14000,16,1050,3326,467,2284,575,0.4837642814191221,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|15000,16,1027,3346,504,2280,562,0.4913329348475792,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|2000,16,1049,3313,480,2273,560,0.487926350739511,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|3000,16,1071,3294,480,2250,564,0.4872495446265938,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|5000,16,1037,3303,497,2240,566,0.4895549500454133,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|6000,16,1063,3403,526,2273,604,0.4885395239494564,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|7000,16,1031,3256,481,2223,552,0.4890970515970516,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|8000,16,1030,3167,460,2171,536,0.48800126302494473,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2024|9000,16,1021,3211,455,2214,542,0.4864528184366241,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|0,16,1060,3322,544,2236,542,0.5003010234798314,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|10000,16,1042,3391,528,2320,543,0.497788263049248,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|11000,16,1019,3173,470,2181,522,0.49180586196028997,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|14000,16,1017,3187,479,2184,524,0.49294006903043613,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|15000,16,1053,3309,481,2266,562,0.4877606527651859,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|3000,16,1033,3174,539,2135,500,0.5061436672967864,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|4000,16,1027,3203,492,2184,527,0.49453637215110835,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|5000,16,1037,3282,481,2247,554,0.488878732480195,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|6000,16,1044,3315,477,2268,570,0.485972850678733,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|BTC|2025|9000,16,1038,3249,469,2236,544,0.4884579870729455,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|0,16,1059,3293,496,2249,548,0.49210446401457636,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|1000,16,1039,3174,464,2181,529,0.489760554505356,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|11000,16,1048,3278,516,2306,456,0.5091519219035997,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|12000,16,1048,3301,462,2271,568,0.483944259315359,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|14000,16,1033,3193,490,2141,562,0.48872533667397433,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|15000,16,1048,3318,490,2271,557,0.48990355635925253,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|3000,16,1070,3401,534,2346,521,0.5019112025874742,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|4000,16,1056,3360,503,2319,538,0.4947916666666667,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|5000,16,1012,3161,462,2175,524,0.4901929769060424,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|6000,16,1074,3246,469,2205,572,0.4841343191620456,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|7000,16,1037,3239,508,2196,535,0.4958320469280642,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|8000,16,1035,3339,491,2305,543,0.49221323749625634,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2024|9000,16,1019,3272,482,2231,559,0.48823349633251834,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2025|10000,16,1058,3288,500,2251,537,0.4943734793187348,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2025|11000,16,1027,3321,488,2263,570,0.4876543209876543,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2025|12000,16,1010,3221,477,2207,537,0.49068612232226017,0,1,0,0,0,0
2091_basis,frequency,all,2091_basis|SOL|2025|13000,16,1040,3276,471,2223,582,0.48305860805860806,0,1,0,0,0,0
