preview_symbol,target_group,chain,world,run,tick,window_start_tick,window_end_tick,window_label,raw_direction,raw_net_pct,raw_range_pct,raw_avg_body_pct,raw_direction_changes,sehen_form_stability,sehen_form_change,sehen_form_flow,hoeren_energy_tone,hoeren_energy_shift,perception_auditory_loudness,perception_visual_sharpness,mcm_carry_quality,mcm_strain_quality,mcm_rekopplung_quality,mcm_field_phase_signature_depth,mcm_field_phase_signature_drift
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,4992,4896,4991,weite_unruhige_fallend,fallend,-1.2714057083168953,1.9723349491120892,0.11047535225353046,45.0,0.018031,-0.480309,-0.298513,0.481489,0.675789,0.563095,0.552395,0.369942,0.270198,0.590262,0.438501,0.0
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5441,5345,5440,weite_unruhige_steigend,steigend,0.5531067244652529,1.8273586121648484,0.11473281542868856,44.0,0.934549,-0.784495,-0.899305,0.838563,0.627728,0.750012,0.687642,0.362452,0.289025,0.579178,0.47321,0.031237
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5442,5346,5441,weite_unruhige_seitwaerts,seitwaerts,0.13336374295402864,1.827638485384129,0.11912359273506763,44.0,0.150632,0.895734,-0.784663,0.154999,-0.602045,0.342758,0.271181,0.39183,0.258544,0.595226,0.454086,0.087281
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5551,5455,5550,weite_unruhige_fallend,fallend,-1.4758275972887769,4.46352705018398,0.2898760085513042,51.0,0.805434,0.807334,0.700667,0.791972,0.759824,0.77847,0.649061,0.369418,0.293034,0.582426,0.481214,0.15234
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5655,5559,5654,weite_unruhige_fallend,fallend,-0.8562227059555338,3.4265487064739015,0.19200305489439773,49.0,0.79292,-0.454311,-0.681415,0.769141,0.723969,0.750169,0.714909,0.352747,0.296549,0.573937,0.49278,0.037939
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5676,5580,5675,weite_unruhige_fallend,fallend,-1.4672799084757893,5.068975841821313,0.22758858861356396,47.0,0.63501,-0.997687,-0.947171,0.671186,0.779441,0.716653,0.578876,0.364588,0.286686,0.577486,0.502656,0.053478
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5770,5674,5769,weite_unruhige_fallend,fallend,-3.9624997500490275,6.137406474917732,0.32674087840109756,52.0,-0.077377,-0.974131,-0.604416,0.544357,0.597423,0.566645,0.380486,0.372517,0.272927,0.584418,0.469716,0.047157
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5777,5681,5776,weite_unruhige_fallend,fallend,-1.9875417703001546,5.091878073848426,0.3192771319411521,49.0,0.72058,-0.947439,-0.89356,0.782625,0.701286,0.748462,0.607118,0.360515,0.292444,0.574707,0.511575,0.03936
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5826,5730,5825,weite_unruhige_fallend,fallend,-1.975823096806847,3.6775268217061536,0.21249611044235808,44.0,0.12674,-0.727246,-0.496167,0.550768,0.701295,0.61399,0.505227,0.367171,0.279012,0.583001,0.484044,0.030659
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,5953,5857,5952,weite_unruhige_steigend,steigend,1.9158329334538453,3.509376397821485,0.1558949884755611,47.0,0.919862,0.894413,0.876711,0.815434,0.760923,0.792539,0.668171,0.367391,0.300729,0.577198,0.517404,0.144188
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6036,5940,6035,weite_unruhige_steigend,steigend,2.310251777830865,4.27995016508275,0.18067132765442154,52.0,0.374733,-0.597375,-0.540612,0.767905,0.720513,0.748,0.607724,0.399254,0.27859,0.594518,0.475663,0.037795
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6248,6152,6247,weite_unruhige_fallend,fallend,-0.9823363345032871,1.8327960476117753,0.10866961379012166,36.0,0.117484,-0.713553,-0.471994,0.740417,0.554195,0.662204,0.49883,0.412377,0.264887,0.60376,0.491857,0.0206
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,6517,6421,6516,weite_unruhige_steigend,steigend,2.891536408710972,4.682900515770556,0.15301053756439864,47.0,0.338316,-0.997219,-0.973738,0.66675,0.674077,0.669827,0.517727,0.369552,0.278963,0.581428,0.524131,0.07032
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,9509,9413,9508,weite_unruhige_fallend,fallend,-2.5794450328944096,3.123675798439638,0.1855262808839993,44.0,-0.336927,0.932522,-0.312128,0.56855,0.438818,0.514063,0.194501,0.37761,0.266106,0.589304,0.495701,0.056132
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,10029,9933,10028,weite_unruhige_steigend,steigend,1.058013364220113,2.522870398203016,0.1656831653453261,45.0,0.053038,-0.858738,-0.650066,0.704651,0.5179,0.626215,0.458099,0.370284,0.27844,0.582945,0.502296,0.036757
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,10044,9948,10043,weite_unruhige_fallend,fallend,-0.4485537795930231,2.828022674863158,0.1915609397003578,47.0,0.166029,-0.630587,-0.556,0.773623,0.631211,0.71381,0.550915,0.352526,0.297151,0.570521,0.510947,0.026875
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,12876,12780,12875,weite_unruhige_seitwaerts,seitwaerts,0.011377364145537262,1.3581186423686555,0.0863818027285508,54.0,0.104533,-0.661339,0.579258,0.066114,-0.75122,0.353859,0.385408,0.381895,0.256737,0.593775,0.506469,0.04828
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,14872,14776,14871,weite_unruhige_steigend,steigend,0.7552960616327997,1.3853425840510636,0.07855087082168855,46.0,0.379322,-0.90657,-0.6662,0.709858,0.67991,0.69728,0.511328,0.360997,0.291791,0.574299,0.518965,0.031358
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,15926,15830,15925,weite_unruhige_fallend,fallend,-1.5699945430505944,2.1136296478434313,0.14690400801790576,41.0,0.824554,-0.646993,-0.730083,0.827452,0.634588,0.746449,0.699746,0.358076,0.291891,0.577561,0.530798,0.02903
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16351,16255,16350,weite_unruhige_fallend,fallend,-4.380802659060793,4.673276888180195,0.197252275772752,43.0,0.852998,-0.984309,-0.985592,0.773549,0.652282,0.722617,0.641566,0.368916,0.281864,0.582953,0.536675,0.045007
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16578,16482,16577,weite_unruhige_steigend,steigend,1.1298593385203644,2.066080035509396,0.1035569954896893,42.0,0.038328,-0.535142,-0.294267,0.798228,0.702158,0.757879,0.511279,0.421156,0.285452,0.60103,0.528466,0.050794
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_1,16721,16625,16720,weite_unruhige_fallend,fallend,-0.5021394799054346,2.746075650118195,0.15449184889676865,50.0,0.775949,-0.802337,-0.829587,0.863507,0.659581,0.777858,0.655964,0.354859,0.298128,0.571822,0.541688,0.036968
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,451,355,450,weite_unruhige_fallend,fallend,-0.5412930353575185,1.291827347488737,0.07925581548421087,52.0,0.134198,-0.538367,-0.498526,0.725756,0.643255,0.691106,0.573692,0.354113,0.292809,0.573877,0.575715,0.019176
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,454,358,453,weite_unruhige_fallend,fallend,-0.821630300385108,1.758488320072973,0.08430818936931807,52.0,-0.340613,0.304682,-0.034084,-0.147718,0.28463,0.205221,0.5263,0.480798,0.156675,0.67784,0.557002,0.066132
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,455,359,454,weite_unruhige_fallend,fallend,-1.097031034573787,1.7535129307250663,0.08117667838222489,51.0,-0.341347,-0.710544,-0.031803,0.205951,0.31605,0.252192,0.368684,0.461379,0.191764,0.650911,0.56926,0.020188
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,474,378,473,weite_unruhige_steigend,steigend,1.9716920337331176,4.208437973377959,0.13901522144034972,53.0,0.256165,0.356685,0.545161,-0.17739,-0.218681,0.194732,0.682351,0.437897,0.170574,0.656655,0.577525,0.072825
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,753,657,752,weite_unruhige_fallend,fallend,-2.0903663263798684,5.005184689409434,0.20607915205534405,60.0,0.254146,-0.462765,0.867227,-0.327994,-0.534627,0.41478,0.447359,0.374815,0.271128,0.584643,0.532197,0.032227
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1043,947,1042,weite_unruhige_fallend,fallend,-1.358694448060539,4.164849800616784,0.2033820864213063,44.0,-0.076203,-0.501893,0.520648,-0.39303,-0.278166,0.344787,0.416276,0.387517,0.252175,0.599119,0.545105,0.015956
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1191,1095,1190,weite_unruhige_fallend,fallend,-0.45401849548217155,2.9958302844889073,0.18024663032288657,42.0,0.537327,-0.695446,-0.676312,0.713036,0.6734,0.696389,0.635423,0.362356,0.285173,0.579987,0.58763,0.026544
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1319,1223,1318,weite_unruhige_steigend,steigend,3.005184130589175,4.382939466210067,0.16985994383772357,42.0,0.135213,-0.743829,-0.733018,0.768097,0.463401,0.640124,0.535387,0.370806,0.275166,0.58537,0.592056,0.041669
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1361,1265,1360,weite_unruhige_steigend,steigend,1.3778724751042797,3.7683482349749706,0.2514272890315632,51.0,0.145329,-0.788672,-0.584256,0.697031,0.647365,0.676171,0.49175,0.360578,0.290317,0.573513,0.581504,0.016559
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1614,1518,1613,weite_unruhige_fallend,fallend,-1.7337439465889324,3.128259612755841,0.14367010774389724,49.0,0.085095,-0.629507,0.618577,-0.241401,-0.385007,0.301715,0.393442,0.38694,0.255151,0.592218,0.555553,0.022609
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1723,1627,1722,weite_unruhige_fallend,fallend,-1.2258384962121724,3.479256545446151,0.20890783867496232,52.0,0.217632,-0.998356,-0.937356,0.882342,0.45321,0.702107,0.478614,0.366315,0.286375,0.576951,0.595848,0.045066
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1726,1630,1725,weite_unruhige_fallend,fallend,-3.356086984177901,5.090648620095536,0.24005000235077412,54.0,0.998004,0.95033,-0.996929,-0.419939,-0.144094,0.304084,0.42339,0.403188,0.24323,0.606912,0.582451,0.090653
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1727,1631,1726,weite_unruhige_fallend,fallend,-3.5958973904567855,5.210635328518907,0.24283741674419962,53.0,0.990406,-0.866592,-0.98524,-0.034486,0.321891,0.155196,0.752108,0.451146,0.148703,0.674567,0.588808,0.12541
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1728,1632,1727,weite_unruhige_fallend,fallend,-3.677870347713314,5.206430808667549,0.2418445132382974,52.0,0.876492,0.724874,-0.908089,-0.38264,-0.446167,0.409321,0.485996,0.409735,0.235117,0.617684,0.593708,0.087477
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,1872,1776,1871,weite_unruhige_steigend,steigend,1.6767193735621189,2.4437414423393444,0.11680262760606687,49.0,0.256652,-0.53843,-0.543029,0.801154,0.602956,0.717911,0.605488,0.352986,0.295129,0.572411,0.5865,0.020707
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2046,1950,2045,weite_unruhige_fallend,fallend,-2.980613263213813,4.029711658873513,0.21542725005753452,48.0,0.353287,-0.506777,-0.454162,0.656785,0.704904,0.676995,0.633505,0.359879,0.286162,0.576487,0.59123,0.020596
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2485,2389,2484,weite_unruhige_fallend,fallend,-2.943378343388594,3.601920574744677,0.1074738650510653,49.0,0.695841,-0.526068,-0.532062,0.848961,0.64076,0.761517,0.708404,0.35321,0.297452,0.569778,0.599424,0.022395
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2552,2456,2551,weite_unruhige_fallend,fallend,-2.1963768132248296,2.7641067615599364,0.17363901324233358,48.0,0.882566,-0.72461,-0.819332,0.792833,0.588332,0.706942,0.697921,0.368368,0.280077,0.585444,0.602983,0.028817
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,2595,2499,2594,weite_unruhige_fallend,fallend,-2.013402217218685,4.277741005276272,0.2090818336739132,47.0,0.84183,-0.6273,0.843204,-0.383292,-0.344728,0.367095,0.532155,0.388222,0.261014,0.596024,0.564834,0.027238
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3148,3052,3147,weite_unruhige_steigend,steigend,3.5567810015409624,4.936516166218323,0.18640829656933075,47.0,0.084165,-0.545257,-0.29453,0.709034,0.684051,0.698541,0.525397,0.404071,0.270675,0.59993,0.596352,0.024909
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3310,3214,3309,weite_unruhige_steigend,steigend,1.4204244046403156,2.437477726319821,0.12211061252523801,45.0,0.866336,0.662528,0.794363,0.896452,0.614795,0.778156,0.694442,0.367654,0.294723,0.580625,0.605149,0.133812
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,3900,3804,3899,weite_unruhige_steigend,steigend,2.0684964103544736,2.4636178148088543,0.08460966800134127,42.0,-0.31935,-0.599638,-0.105701,0.560337,0.550929,0.556386,0.393647,0.370661,0.2722,0.588827,0.556924,0.030195
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,4577,4481,4576,weite_unruhige_steigend,steigend,0.20634148662486032,3.0929793407896105,0.13979197844998967,53.0,0.025912,-0.520685,-0.307071,0.779735,0.598358,0.703557,0.52265,0.417005,0.275873,0.602818,0.601515,0.023836
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5388,5292,5387,weite_unruhige_steigend,steigend,0.9337890875294756,1.8073113097383975,0.11871638782861563,49.0,0.730061,0.027339,-0.584709,0.814936,0.531442,0.695869,0.747221,0.359398,0.284829,0.583966,0.608215,0.022778
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5914,5818,5913,weite_unruhige_fallend,fallend,-1.1241330674284662,1.3626027444420774,0.08194597700183949,44.0,-0.224276,-0.51456,-0.227461,0.754088,0.649114,0.709999,0.451544,0.351264,0.294316,0.570967,0.604535,0.036126
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8191,8095,8190,weite_unruhige_fallend,fallend,-0.9658771900422861,1.714782400005906,0.06535003600096785,46.0,-0.14279,-0.627916,-0.192966,0.623055,0.715953,0.662072,0.42599,0.356821,0.290144,0.574344,0.607635,0.023612
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8542,8446,8541,weite_unruhige_fallend,fallend,-0.5696745494084872,1.1899716237628228,0.06713339473691465,43.0,0.300367,-0.345549,-0.331264,0.823156,0.494048,0.68493,0.664679,0.360674,0.279921,0.586319,0.610981,0.030864
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10607,10511,10606,weite_unruhige_fallend,fallend,-4.236285567671681,5.066216507909766,0.1475979923196134,56.0,-0.261686,0.819928,-0.297962,0.798391,0.48433,0.666485,0.241572,0.369776,0.279299,0.582224,0.613311,0.056779
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10723,10627,10722,weite_unruhige_fallend,fallend,-2.493564672958206,3.403732343708099,0.2278723474069989,47.0,0.177639,-0.866661,-0.710521,0.740044,0.682995,0.716083,0.483722,0.355997,0.297121,0.568381,0.610324,0.029418
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12540,12444,12539,weite_unruhige_fallend,fallend,-0.5486167536143974,1.0278927548603525,0.0854580755506978,50.0,0.383963,-0.53956,-0.506576,0.635187,0.654856,0.643448,0.640166,0.365277,0.277826,0.586152,0.615803,0.025666
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12623,12527,12622,weite_unruhige_seitwaerts,seitwaerts,-0.1124781851051456,2.3020297922440136,0.11514047038266317,43.0,0.825629,-0.691381,-0.731737,0.816995,0.629635,0.738304,0.697166,0.360498,0.289217,0.578877,0.618044,0.023124
