symbol_family,xrp_events,multi_events,xrp_field,multi_field,same_field,xrp_reifung,multi_reifung,same_reifung,xrp_field_share,multi_field_share,xrp_mcm,multi_mcm
dio_0uuz,38,20,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.492/0.168/0.686,0.495/0.172/0.681
dio_1lhs,28,20,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.470/0.189/0.667,0.483/0.186/0.671
dio_13it,74,19,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.972972972972973,0.8947368421052632,0.466/0.203/0.647,0.446/0.215/0.633
dio_1xme,60,19,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.496/0.170/0.687,0.462/0.188/0.668
dio_0jkx,18,26,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.497/0.124/0.701,0.523/0.131/0.707
dio_0z35,18,25,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.482/0.134/0.693,0.523/0.130/0.707
dio_0zad,18,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.498/0.130/0.699,0.520/0.133/0.706
dio_1mif,18,24,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.466/0.174/0.674,0.492/0.179/0.680
dio_1waj,38,18,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.490/0.176/0.681,0.485/0.185/0.673
dio_1ydr,30,18,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.482/0.178/0.671,0.480/0.182/0.666
dio_02x1,70,17,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.508/0.161/0.690,0.489/0.164/0.680
dio_068s,28,17,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,0.9411764705882353,0.456/0.199/0.661,0.445/0.210/0.652
dio_06fh,22,17,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9090909090909091,0.8823529411764706,0.435/0.224/0.637,0.441/0.226/0.634
dio_02vn,56,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.491/0.181/0.668,0.472/0.189/0.656
dio_031e,16,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.475/0.166/0.673,0.487/0.172/0.672
dio_0bgx,24,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.464/0.189/0.661,0.468/0.197/0.656
dio_0ehc,38,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.7368421052631579,0.8125,0.441/0.235/0.633,0.423/0.237/0.622
dio_0xnz,30,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.508/0.141/0.699,0.499/0.147/0.691
dio_10ef,16,20,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.507/0.112/0.712,0.524/0.115/0.717
dio_16l9,32,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.502/0.146/0.695,0.502/0.144/0.694
dio_1nv4,32,16,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9375,1.0,0.451/0.213/0.650,0.460/0.207/0.651
dio_1oye,16,110,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.479/0.173/0.676,0.533/0.191/0.694
dio_092h,18,15,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9444444444444444,1.0,0.434/0.215/0.648,0.466/0.199/0.659
dio_14l0,46,15,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9347826086956522,1.0,0.445/0.208/0.643,0.484/0.194/0.661
dio_00v0,18,14,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.485/0.149/0.693,0.498/0.146/0.698
dio_04k7,14,28,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.498/0.116/0.708,0.535/0.124/0.717
dio_0fc4,38,14,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9210526315789473,0.9285714285714286,0.431/0.208/0.648,0.440/0.204/0.653
dio_0gh3,116,14,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.515/0.167/0.695,0.472/0.176/0.676
dio_0jt7,18,14,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.511/0.107/0.716,0.515/0.114/0.714
dio_1jsj,14,21,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.503/0.114/0.711,0.531/0.117/0.718
dio_1vsy,14,31,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.489/0.122/0.703,0.533/0.125/0.713
dio_0u0b,28,13,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.8571428571428571,1.0,0.432/0.211/0.645,0.460/0.194/0.657
dio_11z2,14,13,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.476/0.156/0.676,0.488/0.155/0.678
dio_1tyd,18,13,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.480/0.153/0.681,0.484/0.155/0.678
dio_00pl,12,59,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.478/0.138/0.693,0.543/0.151/0.710
dio_084i,12,12,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.8333333333333334,0.9166666666666666,0.427/0.214/0.646,0.438/0.202/0.659
dio_0dzv,82,12,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.546/0.116/0.727,0.498/0.132/0.703
dio_0u2x,12,18,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.444/0.194/0.653,0.482/0.182/0.672
dio_0v4v,26,12,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8461538461538461,0.75,0.420/0.232/0.629,0.425/0.223/0.636
dio_1e0y,12,39,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.459/0.173/0.670,0.513/0.178/0.689
dio_1fe0,38,12,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.521/0.129/0.709,0.503/0.136/0.698
dio_1s2n,12,54,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.484/0.137/0.691,0.545/0.147/0.712
dio_00m4,118,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.9661016949152542,0.7272727272727273,0.444/0.225/0.637,0.430/0.220/0.632
dio_0if9,36,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.495/0.155/0.687,0.476/0.162/0.674
dio_0lr0,32,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.487/0.169/0.677,0.464/0.177/0.661
dio_0mpw,12,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.491/0.124/0.703,0.480/0.139/0.691
dio_0qup,50,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.532/0.117/0.719,0.493/0.128/0.709
dio_11at,28,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,0.9090909090909091,0.472/0.187/0.657,0.442/0.205/0.644
dio_1ap6,26,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.470/0.188/0.664,0.453/0.198/0.651
dio_1ejq,58,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.503/0.169/0.690,0.473/0.183/0.678
dio_0ilg,10,13,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.474/0.151/0.681,0.489/0.159/0.680
dio_137l,10,11,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.445/0.184/0.651,0.481/0.176/0.664
dio_13df,12,10,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.492/0.122/0.704,0.509/0.126/0.706
dio_18by,28,10,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.504/0.142/0.700,0.487/0.145/0.689
dio_1rx4,42,10,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.526/0.124/0.715,0.501/0.130/0.706
dio_0gfm,18,9,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.509/0.113/0.711,0.499/0.120/0.702
dio_10a7,22,9,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.9090909090909091,0.7777777777777778,0.435/0.211/0.647,0.426/0.212/0.651
dio_13s0,20,9,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.513/0.108/0.716,0.495/0.119/0.703
dio_1hyc,28,9,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.467/0.189/0.656,0.445/0.198/0.640
dio_05lz,18,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.496/0.139/0.699,0.480/0.147/0.687
dio_06ik,8,97,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.466/0.164/0.679,0.528/0.175/0.701
dio_0c9j,24,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.9166666666666666,1.0,0.440/0.207/0.649,0.437/0.201/0.645
dio_11g7,18,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.465/0.172/0.667,0.483/0.166/0.673
dio_12dx,34,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.485/0.169/0.673,0.455/0.181/0.653
dio_19g0,16,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.472/0.174/0.673,0.466/0.171/0.668
dio_19zk,22,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.488/0.150/0.684,0.471/0.156/0.673
dio_1fxb,8,10,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.461/0.156/0.683,0.484/0.150/0.688
dio_1p59,8,50,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.441/0.176/0.665,0.480/0.166/0.684
dio_033x,12,7,offene_rekopplung,tragende_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6666666666666666,0.5714285714285714,0.414/0.250/0.614,0.415/0.236/0.618
dio_092o,16,7,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.465/0.182/0.659,0.449/0.190/0.647
dio_0seu,12,7,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.517/0.119/0.716,0.492/0.134/0.701
dio_0sws,10,7,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6,0.7142857142857143,0.419/0.229/0.630,0.428/0.222/0.628
dio_0v2o,16,7,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.75,0.8571428571428571,0.424/0.222/0.638,0.432/0.220/0.639
dio_1j1f,30,7,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.483/0.170/0.672,0.456/0.175/0.658
dio_1rrr,8,7,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.468/0.180/0.669,0.467/0.186/0.661
dio_1sgm,20,7,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.476/0.171/0.677,0.452/0.183/0.665
dio_04tr,6,8,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.432/0.197/0.644,0.464/0.194/0.650
dio_06cv,40,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.9,0.5,0.434/0.227/0.626,0.423/0.223/0.620
dio_09ep,6,7,offene_rekopplung,tragende_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6666666666666666,0.5714285714285714,0.415/0.228/0.625,0.422/0.229/0.621
dio_0dzc,16,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.499/0.125/0.707,0.498/0.130/0.701
dio_0h3g,6,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.446/0.172/0.664,0.462/0.161/0.670
dio_0ioc,184,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.518/0.178/0.689,0.438/0.200/0.646
dio_0lbk,6,11,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.472/0.155/0.675,0.478/0.160/0.677
dio_0pox,8,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.451/0.182/0.655,0.450/0.181/0.651
dio_0rog,24,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.475/0.181/0.673,0.451/0.196/0.652
dio_0zvt,24,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.503/0.131/0.705,0.478/0.140/0.687
dio_126s,32,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.480/0.185/0.665,0.463/0.186/0.657
dio_177f,10,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.470/0.163/0.678,0.486/0.150/0.684
dio_1fx5,8,6,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,0.75,0.8333333333333334,0.420/0.209/0.645,0.429/0.197/0.651
dio_1le1,8,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.492/0.113/0.708,0.508/0.111/0.711
dio_1s59,6,22,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.471/0.164/0.680,0.501/0.170/0.685
dio_1snb,6,9,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.467/0.164/0.681,0.466/0.168/0.675
dio_1t9l,82,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.494/0.192/0.672,0.424/0.216/0.635
dio_1u4x,8,6,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.483/0.133/0.699,0.486/0.131/0.697
dio_01qc,24,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.492/0.143/0.689,0.451/0.162/0.662
dio_03al,10,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6,0.6,0.425/0.218/0.625,0.435/0.208/0.633
dio_04si,10,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,0.8,1.0,0.430/0.219/0.631,0.444/0.208/0.636
dio_05cl,8,5,spannungsnahe_oeffnung,offene_rekopplung,0,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.75,0.4,0.370/0.298/0.581,0.392/0.279/0.587
dio_05il,24,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8333333333333334,0.6,0.426/0.228/0.619,0.417/0.229/0.613
dio_0dsl,14,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.477/0.137/0.689,0.481/0.139/0.685
dio_0h0h,14,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.480/0.152/0.684,0.469/0.161/0.674
dio_0hg1,26,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.474/0.174/0.678,0.441/0.187/0.661
dio_0lqz,10,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0,0.6,1.0,0.411/0.223/0.636,0.427/0.198/0.659
dio_0zbu,28,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.476/0.177/0.675,0.434/0.192/0.650
dio_1c38,16,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.454/0.186/0.660,0.446/0.195/0.648
dio_1c85,20,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.492/0.134/0.694,0.479/0.136/0.687
dio_1f41,14,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.435/0.222/0.639,0.436/0.210/0.637
dio_1hq9,10,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.434/0.209/0.640,0.450/0.200/0.644
dio_1hyw,8,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.469/0.151/0.686,0.469/0.146/0.688
dio_1l7p,88,5,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,1.0,0.6,0.491/0.198/0.667,0.420/0.218/0.635
dio_1mlu,16,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.448/0.204/0.653,0.438/0.208/0.651
dio_1nqd,14,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,0.8,0.445/0.206/0.650,0.427/0.217/0.631
dio_1oy8,20,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.497/0.142/0.696,0.463/0.157/0.674
dio_1rg9,22,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.505/0.125/0.705,0.470/0.139/0.683
dio_03og,22,4,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8181818181818182,0.5,0.430/0.227/0.626,0.424/0.230/0.618
dio_03za,8,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.443/0.201/0.647,0.439/0.209/0.634
dio_09rg,24,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,junge_syntaxinsel,0,1.0,1.0,0.479/0.172/0.677,0.476/0.175/0.670
dio_0i80,14,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.476/0.160/0.678,0.465/0.159/0.672
dio_0kf8,12,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.477/0.149/0.686,0.470/0.147/0.680
dio_0kmz,14,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.471/0.159/0.676,0.461/0.155/0.671
dio_0oiz,4,13,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.459/0.137/0.687,0.499/0.127/0.701
dio_0qu8,12,4,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8333333333333334,0.5,0.437/0.210/0.636,0.437/0.208/0.632
dio_0s8r,62,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.494/0.171/0.685,0.436/0.184/0.660
dio_0ui0,8,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.445/0.191/0.656,0.447/0.187/0.654
dio_0zac,20,4,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8,0.75,0.384/0.272/0.605,0.381/0.257/0.600
dio_1915,4,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.416/0.212/0.635,0.437/0.200/0.641
dio_1a0z,4,30,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.462/0.164/0.677,0.515/0.167/0.692
dio_1fyl,8,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.437/0.190/0.658,0.433/0.191/0.650
dio_1izp,50,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.488/0.180/0.676,0.444/0.186/0.654
dio_1oo7,4,5,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.421/0.197/0.636,0.435/0.192/0.640
dio_1pdp,10,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.434/0.197/0.646,0.438/0.191/0.643
dio_1swb,4,4,tragende_rekopplung,tragende_rekopplung,1,junge_syntaxinsel,weltuebergreifend_feldstabil,0,1.0,1.0,0.459/0.173/0.671,0.458/0.176/0.663
dio_1vsj,4,15,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.429/0.188/0.654,0.486/0.169/0.677
dio_1wk2,4,4,offene_rekopplung,tragende_rekopplung,0,junge_syntaxinsel,weltuebergreifend_feldoffen,0,0.5,0.75,0.428/0.214/0.627,0.436/0.208/0.630
dio_1wle,6,4,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.480/0.117/0.701,0.479/0.118/0.697
dio_00cy,26,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.518/0.118/0.714,0.476/0.133/0.690
dio_03cp,10,3,tragende_rekopplung,offene_rekopplung,0,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0,0.8,0.6666666666666666,0.426/0.217/0.634,0.417/0.221/0.635
dio_083d,24,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.464/0.193/0.656,0.424/0.206/0.632
dio_0dli,8,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.450/0.168/0.674,0.450/0.167/0.669
dio_0gzn,12,3,tragende_rekopplung,tragende_rekopplung,1,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,1,1.0,1.0,0.498/0.118/0.711,0.479/0.129/0.696
dio_0lg0,6,3,offene_rekopplung,offene_rekopplung,1,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,1,0.6666666666666666,0.6666666666666666,0.414/0.234/0.619,0.427/0.215/0.627
