dataset,source_key_posthoc,source_asset_posthoc,source_year_posthoc,source_start_posthoc,target_key_posthoc,target_universe,opened_tick,closure_tick,repeated_from_tick,cycle_span,unique_rank_orders,transition_observations,closed,closure_used_fixed_tick_limit,profile_used_reset_field,profile_used_source_label,memory_written,influences_action
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2024|10000,a,1,3,0,3,3,14,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2024|13000,a,1,2,0,2,2,12,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|1000,a,3,6,0,6,4,12,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|2000,a,1,3,2,1,3,4,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2024|2000,a,1,4,0,4,4,20,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|7000,a,1,2,0,2,2,12,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2024|1000,a,1,6,0,6,6,14,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2025|8000,a,2,3,2,1,2,2,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2024|4000,b,1,3,0,3,3,24,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2025|15000,b,1,3,2,1,3,11,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|13000,b,1,9,1,8,9,50,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2025|0,b,1,4,2,2,4,13,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|8000,b,1,2,1,1,2,4,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2025|1000,b,1,3,0,3,3,6,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|SOL|2025|7000,b,1,3,0,3,3,14,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000,BTC,2024,3000,2091_basis|BTC|2025|12000,b,2,3,0,3,2,4,1,0,0,0,0,0
