preview_symbol,target_group,chain,world,run,tick,window_start_tick,window_end_tick,window_label,raw_direction,raw_net_pct,raw_range_pct,raw_avg_body_pct,raw_direction_changes,sehen_form_stability,sehen_form_change,sehen_form_flow,hoeren_energy_tone,hoeren_energy_shift,perception_auditory_loudness,perception_visual_sharpness,mcm_carry_quality,mcm_strain_quality,mcm_rekopplung_quality,mcm_field_phase_signature_depth,mcm_field_phase_signature_drift
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,4577,4529,4576,weite_unruhige_fallend,fallend,-1.3665308040854554,1.8258863144567725,0.11024211481019705,30.0,0.025912,-0.520685,-0.307071,0.779735,0.598358,0.703557,0.52265,0.417005,0.275873,0.602818,0.601515,0.023836
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5388,5340,5387,weite_unruhige_steigend,steigend,0.6845235855148598,1.5108000393300078,0.13012431441809588,23.0,0.730061,0.027339,-0.584709,0.814936,0.531442,0.695869,0.747221,0.359398,0.284829,0.583966,0.608215,0.022778
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,5914,5866,5913,weite_unruhige_fallend,fallend,-0.6097467433615831,1.1660976862493657,0.08161267645637282,17.0,-0.224276,-0.51456,-0.227461,0.754088,0.649114,0.709999,0.451544,0.351264,0.294316,0.570967,0.604535,0.036126
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8191,8143,8190,weite_unruhige_fallend,fallend,-0.7937839376328917,1.3461180916111075,0.07185745863597774,26.0,-0.14279,-0.627916,-0.192966,0.623055,0.715953,0.662072,0.42599,0.356821,0.290144,0.574344,0.607635,0.023612
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,8542,8494,8541,weite_unruhige_fallend,fallend,-0.35254369483605236,0.8716940753641903,0.08279505925277707,22.0,0.300367,-0.345549,-0.331264,0.823156,0.494048,0.68493,0.664679,0.360674,0.279921,0.586319,0.610981,0.030864
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10607,10559,10606,weite_unruhige_fallend,fallend,-3.60712965829372,4.539999851832825,0.20834363115378823,29.0,-0.261686,0.819928,-0.297962,0.798391,0.48433,0.666485,0.241572,0.369776,0.279299,0.582224,0.613311,0.056779
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,10723,10675,10722,weite_unruhige_fallend,fallend,-2.7970924502179697,3.0799993774200103,0.18962142496833226,23.0,0.177639,-0.866661,-0.710521,0.740044,0.682995,0.716083,0.483722,0.355997,0.297121,0.568381,0.610324,0.029418
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12540,12492,12539,weite_unruhige_fallend,fallend,-0.6448775817503981,1.0268978385043606,0.09495636260679706,28.0,0.383963,-0.53956,-0.506576,0.635187,0.654856,0.643448,0.640166,0.365277,0.277826,0.586152,0.615803,0.025666
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12623,12575,12622,weite_unruhige_seitwaerts,seitwaerts,-0.12438746440097354,2.301755328374603,0.13147261668596014,17.0,0.825629,-0.691381,-0.731737,0.816995,0.629635,0.738304,0.697166,0.360498,0.289217,0.578877,0.618044,0.023124
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12851,12803,12850,weite_unruhige_fallend,fallend,-0.36262330524166464,2.0593675447899074,0.15269541190218863,27.0,0.001827,-0.783805,-0.547815,0.580044,0.556918,0.570331,0.466127,0.376187,0.268576,0.59013,0.565075,0.03745
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,12987,12939,12986,weite_unruhige_steigend,steigend,0.43566823594756254,0.9897776749568371,0.08899476330762343,24.0,0.643826,0.38084,0.452041,0.827973,0.783484,0.809287,0.71461,0.35211,0.30174,0.57467,0.619513,0.092502
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,14944,14896,14943,weite_unruhige_steigend,steigend,0.5378306292896977,0.979237669927145,0.06370529006096007,23.0,-0.097772,-0.432659,-0.167138,0.679334,0.713405,0.693644,0.506976,0.36038,0.27654,0.584821,0.621346,0.0424
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_17K_34K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_2,15203,15155,15202,weite_unruhige_steigend,steigend,0.7825272747388371,1.441968774132987,0.09802761423651134,25.0,0.292048,-0.661621,-0.43802,0.728146,0.721319,0.725279,0.548493,0.350593,0.302064,0.565948,0.61289,0.019666
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,40,1,39,weite_unruhige_seitwaerts,seitwaerts,-0.10093136288002638,1.0724602680882,0.08032313468382432,17.0,0.018755,-0.440594,-0.313267,0.728192,0.520521,0.64097,0.56147,0.363496,0.281144,0.579099,0.64551,0.02272
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,238,190,237,enge_unruhige_seitwaerts,seitwaerts,0.04030726751001292,0.723822343872875,0.06648910693107553,24.0,0.022339,-0.574727,-0.241406,0.788031,0.633588,0.723165,0.487316,0.3535,0.296031,0.567599,0.647686,0.025769
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,598,550,597,weite_unruhige_steigend,steigend,0.9357130701157262,1.0173800204220558,0.059979817265147325,26.0,-0.241897,-0.626962,-0.130783,0.623546,0.740674,0.67274,0.391356,0.356243,0.288795,0.575744,0.649833,0.024063
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,722,674,721,weite_unruhige_steigend,steigend,1.3177496968857891,1.5062573680876274,0.08388388593116423,25.0,-0.093448,-0.741512,-0.300949,0.534782,0.551115,0.541642,0.424122,0.378814,0.267924,0.586695,0.602773,0.015505
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,918,870,917,enge_unruhige_seitwaerts,seitwaerts,-0.023514628329446785,0.6065782714920247,0.057897586375380415,22.0,-0.046641,-0.486695,-0.181057,0.840321,0.656924,0.763294,0.491502,0.352046,0.291481,0.572179,0.652915,0.042141
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,1730,1682,1729,weite_unruhige_fallend,fallend,-1.4119560870189796,1.6693472364764244,0.09097251302670517,26.0,0.610529,-0.507247,-0.688909,0.731066,0.637254,0.691665,0.672722,0.362503,0.284049,0.581549,0.654723,0.023543
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,1890,1842,1889,weite_unruhige_seitwaerts,seitwaerts,-0.12738853503184713,0.9511252653927882,0.0965118542108989,21.0,-0.272225,-0.706528,0.17965,0.461088,0.521195,0.486333,0.324951,0.384892,0.260837,0.596846,0.609411,0.042322
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,2265,2217,2264,enge_unruhige_seitwaerts,seitwaerts,0.1619066951581396,0.7449548547308944,0.06579949725640573,29.0,0.657101,-0.415444,0.675556,0.443547,-0.637087,0.524833,0.580458,0.383728,0.262973,0.596979,0.656411,0.067929
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,2766,2718,2765,weite_unruhige_steigend,steigend,1.714862695780309,2.4450674144449334,0.11531283853319908,23.0,-0.328889,-0.929524,0.326093,0.350216,0.416289,0.377967,0.211726,0.380965,0.270355,0.587752,0.602671,0.020818
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,3431,3383,3430,enge_unruhige_steigend,steigend,0.5762708510826586,0.7393414867681257,0.04672733958626657,21.0,0.941273,0.879393,0.90965,0.883446,0.684864,0.800042,0.674005,0.366123,0.302024,0.575284,0.657289,0.139036
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,3437,3389,3436,weite_unruhige_steigend,steigend,1.2398614887633865,1.8550473711527997,0.08105200691523369,21.0,-0.2701,0.661579,-0.275571,-0.07065,0.175955,0.114878,0.372668,0.417139,0.203172,0.628688,0.628652,0.077829
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,3474,3426,3473,weite_unruhige_steigend,steigend,0.3881981884984879,1.3633437797024084,0.13990296717529813,25.0,0.81711,-0.676299,-0.718632,0.769932,0.702278,0.741517,0.698039,0.358835,0.290896,0.576679,0.658736,0.030049
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,3901,3853,3900,weite_unruhige_seitwaerts,seitwaerts,-0.16100311049451074,0.9641957328083355,0.09018507218483518,20.0,0.784987,-0.902455,-0.92984,0.833516,0.70758,0.780623,0.633751,0.356061,0.297823,0.571086,0.659902,0.050944
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,5696,5648,5695,weite_unruhige_fallend,fallend,-1.373224263855419,1.8877628333045717,0.11739722551301507,24.0,0.831503,-0.453809,-0.740774,0.816586,0.575044,0.715138,0.718916,0.361888,0.286074,0.582216,0.661322,0.022514
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,6001,5953,6000,weite_unruhige_steigend,steigend,0.37173074427886216,1.100607271674855,0.09781855279460673,25.0,0.098977,-0.569348,-0.371801,0.640367,0.752622,0.687514,0.533002,0.352027,0.297339,0.568556,0.65181,0.018804
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,6601,6553,6600,weite_unruhige_steigend,steigend,2.4533561803674786,2.7207862023618006,0.13599429728300053,20.0,0.311425,-0.805516,0.773839,0.827531,0.642448,0.749796,0.298746,0.374908,0.293776,0.576928,0.653221,0.107341
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,7602,7554,7601,weite_unruhige_fallend,fallend,-0.7231494136446137,1.2107785802171154,0.07984379200812035,25.0,-0.07616,-0.530131,-0.254508,0.76541,0.642663,0.713856,0.484728,0.403558,0.271022,0.597332,0.655484,0.026523
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,7728,7680,7727,enge_unruhige_steigend,steigend,0.5672183431209002,0.7732625809119866,0.04211670084577042,21.0,-0.129896,-0.569799,-0.230536,0.689326,0.724547,0.704119,0.453297,0.417805,0.272701,0.602198,0.657902,0.027367
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,7946,7898,7945,enge_unruhige_seitwaerts,seitwaerts,0.145126155624905,0.540001331265314,0.05836899331115026,28.0,0.713065,0.378752,0.558561,0.848069,0.778146,0.818702,0.713221,0.354051,0.303836,0.573358,0.662149,0.09879
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,8222,8174,8221,weite_unruhige_seitwaerts,seitwaerts,0.07513560861027382,1.1648889888469354,0.08785261792691056,27.0,0.890048,-0.260194,-0.830844,0.774778,0.672824,0.731958,0.732026,0.357582,0.291708,0.576356,0.663368,0.024925
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,9002,8954,9001,enge_unruhige_fallend,fallend,-0.41426683722346913,0.8415855299873104,0.05299764055120815,22.0,0.012231,-0.747528,-0.392629,0.593982,0.620868,0.605274,0.454112,0.368226,0.280425,0.580185,0.614993,0.023445
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,10858,10810,10857,weite_unruhige_fallend,fallend,-1.1479152904545034,1.711319516282939,0.10362592357575846,25.0,0.602726,-0.75367,-0.618232,0.85574,0.687772,0.785193,0.60788,0.413921,0.286239,0.594586,0.660056,0.03448
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,12049,12001,12048,weite_unruhige_steigend,steigend,1.1649800257450882,1.233742035991375,0.06410798204941827,20.0,0.971447,0.946995,0.956073,0.739015,0.764509,0.749723,0.674449,0.374866,0.292169,0.583221,0.664083,0.139463
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,12696,12648,12695,enge_unruhige_seitwaerts,seitwaerts,-0.09970663453036196,0.5118679667260901,0.0700960449455724,27.0,0.133075,-0.668755,-0.519681,0.726907,0.672878,0.704215,0.523079,0.404019,0.273932,0.596563,0.661978,0.018542
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,14037,13989,14036,weite_unruhige_steigend,steigend,0.6718464478511407,0.9022211682870941,0.05474534292414284,24.0,0.778651,0.609947,0.659463,0.803191,0.79274,0.798802,0.69671,0.360296,0.301195,0.576402,0.66482,0.106619
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,14371,14323,14370,weite_unruhige_steigend,steigend,0.46461615595997313,1.181494497852838,0.11333941321315621,24.0,0.152117,-0.616541,-0.365464,0.65946,0.55225,0.614432,0.534634,0.367415,0.278623,0.584542,0.620109,0.022997
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,14600,14552,14599,weite_unruhige_steigend,steigend,0.24932743350931938,1.6428775184625624,0.12850798291522633,26.0,-0.237282,-0.622432,-0.17866,0.66694,0.554708,0.619803,0.408289,0.412416,0.263496,0.603473,0.625446,0.030637
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_BTC_34K_51K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_3,15738,15690,15737,weite_unruhige_fallend,fallend,-3.4741319126681254,4.029441293965925,0.1987113711109563,21.0,0.13505,-0.503744,0.657334,-0.245133,-0.448691,0.330627,0.446066,0.38495,0.255806,0.595394,0.609982,0.010747
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,751,703,750,weite_unruhige_steigend,steigend,2.0468113332701567,2.2458068795603188,0.16425029217600093,21.0,0.695486,0.581414,0.655067,0.766921,0.736471,0.754132,0.685097,0.372286,0.286367,0.581975,0.689346,0.10205
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,1611,1563,1610,weite_unruhige_steigend,steigend,2.0845992054218314,2.313624678663247,0.11684973124561869,25.0,0.2223,-0.480927,-0.293442,0.662532,0.773691,0.709219,0.582826,0.358222,0.285248,0.575553,0.690357,0.025786
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,1907,1859,1906,weite_unruhige_fallend,fallend,-0.8564513126047307,1.2846769689070894,0.11345652578663208,24.0,0.609896,-0.38331,-0.39984,0.764575,0.724637,0.747801,0.722,0.354074,0.289006,0.578322,0.691331,0.025826
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,4942,4894,4941,weite_unruhige_steigend,steigend,0.8544289415079741,5.231104849338735,0.23633140935327063,12.0,0.349822,-0.47732,-0.854557,0.161564,0.39203,0.25836,0.638039,0.423506,0.188508,0.643879,0.657374,0.064172
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,4973,4925,4972,weite_unruhige_steigend,steigend,8.419409631363896,9.062112656658867,0.6040643315123416,17.0,-0.092585,-0.194586,0.590228,-0.432072,-0.436343,0.433866,0.513445,0.38358,0.254997,0.599025,0.639804,0.030747
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5096,5048,5095,weite_unruhige_steigend,steigend,4.290822407628127,12.950556902716706,0.6218062005945776,23.0,0.671665,0.843001,-0.925844,0.055146,-0.360646,0.183456,0.413849,0.414368,0.221601,0.620427,0.661736,0.05616
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5097,5049,5096,weite_unruhige_steigend,steigend,1.733245295477062,13.003466490590961,0.6779086882359414,23.0,0.641921,0.087365,-0.905237,-0.240046,-0.241617,0.240706,0.705393,0.448283,0.161099,0.665304,0.666027,0.104069
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5229,5181,5228,weite_unruhige_fallend,fallend,-3.316510454217729,4.90266762797404,0.34254480830771655,29.0,0.762694,0.671033,0.686515,0.769077,0.786474,0.776384,0.686355,0.367311,0.294421,0.578336,0.691988,0.104718
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5342,5294,5341,weite_unruhige_steigend,steigend,1.5241906147690063,10.749363404874506,0.7094246392627616,24.0,-0.008083,-0.78624,0.568472,-0.268053,-0.529283,0.37777,0.307276,0.378467,0.264737,0.587938,0.644922,0.031568
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5687,5639,5686,weite_unruhige_fallend,fallend,-6.76965193586234,10.614000782166597,0.6473243384174154,28.0,0.057433,-0.557293,0.803657,-0.425003,-0.284519,0.366,0.378362,0.376781,0.268983,0.585398,0.64959,0.028091
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,5814,5766,5813,weite_unruhige_fallend,fallend,-0.9790794979079512,4.012552301255232,0.5118549511854951,21.0,-0.01626,-0.839375,-0.496514,0.59798,0.558736,0.581497,0.43001,0.374063,0.273667,0.585865,0.653341,0.026638
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,6034,5986,6033,weite_unruhige_fallend,fallend,-0.9897903514924761,3.308393733925653,0.2928292157015563,28.0,0.375517,-0.637683,-0.455534,0.635242,0.703534,0.663925,0.588265,0.361333,0.286099,0.57931,0.687162,0.018238
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,6323,6275,6322,weite_unruhige_steigend,steigend,2.4959051556040777,7.335621246392626,0.3627674648363367,22.0,0.760938,-0.567774,-0.632213,0.746677,0.764632,0.754218,0.705543,0.353222,0.296481,0.571985,0.69279,0.039874
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,6578,6530,6577,weite_unruhige_fallend,fallend,-1.8235877106045566,4.380574826560945,0.3014535844070025,22.0,0.803967,0.371613,0.69841,0.801534,0.75082,0.780234,0.717849,0.365113,0.294784,0.580465,0.693432,0.097708
dio_mcm_episode_0x60uui,oberflaeche_rekoppelt_spaet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,6753,6705,6752,weite_unruhige_steigend,steigend,1.8912710566615611,2.653139356814704,0.2049834099030103,24.0,-0.314507,-0.703268,0.100767,0.548067,0.545198,0.546862,0.321465,0.377648,0.269403,0.590259,0.657264,0.030076
dio_mcm_episode_16bqw8k,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,6798,6750,6797,weite_unruhige_steigend,steigend,2.2506938372048877,2.391362202030195,0.19627038740828112,22.0,-0.336032,-0.618234,-0.029155,0.635594,0.737748,0.678498,0.355303,0.359266,0.282629,0.579751,0.69425,0.032598
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,7575,7527,7574,weite_unruhige_fallend,fallend,-3.80726765091586,5.266720250433613,0.26985772099778643,25.0,0.046292,-0.7013,-0.381699,0.67102,0.646294,0.660635,0.472386,0.409521,0.269015,0.598493,0.688927,0.021477
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,7577,7529,7576,weite_unruhige_fallend,fallend,-5.272895467160034,5.466319064838954,0.2790976368682198,26.0,0.272224,-0.844642,-0.766445,0.788053,0.575596,0.698821,0.52625,0.362843,0.288244,0.575174,0.690071,0.035394
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,9613,9565,9612,weite_unruhige_steigend,steigend,3.012587559909411,5.277294991309834,0.5553141623215889,30.0,0.649661,-0.632704,0.773925,-0.149133,-0.768352,0.409205,0.489905,0.376492,0.273017,0.58501,0.654045,0.01803
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,10029,9981,10028,weite_unruhige_steigend,steigend,0.9672445212840624,3.1961123311994784,0.29613102191486396,28.0,0.097216,-0.751198,-0.605131,0.768082,0.628217,0.709339,0.494553,0.354642,0.297266,0.568568,0.691145,0.024161
dio_mcm_episode_1y7uo9c,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,10032,9984,10031,weite_unruhige_fallend,fallend,-2.309436756606646,3.4849817188873984,0.33496089230342,28.0,0.46957,0.908427,-0.917124,-0.249613,-0.33029,0.283497,0.328566,0.400086,0.243445,0.604304,0.668974,0.073383
dio_mcm_episode_0xg0gjh,rekopplung_oeffnet,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,14872,14824,14871,weite_unruhige_seitwaerts,seitwaerts,0.07862076711406457,2.3698545515808385,0.2116442971865014,25.0,0.22685,-0.774883,-0.513054,0.66133,0.769396,0.706718,0.501773,0.404783,0.275544,0.594666,0.692623,0.018973
dio_mcm_episode_16yidit,oberflaeche_rekoppelt,long_btc_sol,FPSIG_LONG_REAL_SOL_0_17K,debug\2026_field_phase_signature_long_real_chain\dio_mini_lauf_4,15819,15771,15818,weite_unruhige_fallend,fallend,-5.832415267967079,6.124036031365425,0.39800833819368003,22.0,0.26786,0.910981,-0.85697,-0.341513,-0.512886,0.41349,0.27316,0.389639,0.26226,0.593084,0.657764,0.059453
