holdout_id,group,role_family,component,observed_relation,pseudo_same_relation,pseudo_families,mean_match_distance,median_source_event_ratio,observed_control_minus_real_family_continuity_score,pseudo_mean_control_minus_real_family_continuity_score,observed_percentile_control_minus_real_family_continuity_score,observed_control_minus_real_mean_family_event_share,pseudo_mean_control_minus_real_mean_family_event_share,observed_percentile_control_minus_real_mean_family_event_share,observed_control_minus_real_mean_member_coverage,pseudo_mean_control_minus_real_mean_member_coverage,observed_percentile_control_minus_real_mean_member_coverage
2086_5m_windows,overall,rf_06,volume,abgeschwaecht,79,100,0.5210120305799294,1.345,-0.054284187848693266,-0.05496579275048321,0.47,-0.0023194723898949257,-0.0009442767717415605,0.07,-0.14930555555555558,-0.13572916666666668,0.33
2086_5m_windows,year:2024,rf_06,volume,abgeschwaecht,63,100,0.5210120305799294,1.345,-0.10028108465608465,-0.025689702563467944,0.0,-0.004024144869215292,-0.0005980326402861614,0.0,-0.24305555555555552,-0.10305555555555555,0.0
2086_5m_windows,year:2025,rf_06,volume,abgeschwaecht,89,100,0.5210120305799294,1.345,-0.021806261731634802,-0.0805601622714511,1.0,-0.000614799910574559,-0.0012905209031969598,0.75,-0.055555555555555525,-0.16840277777777776,1.0
2086_5m_windows,asset:BTC,rf_06,volume,abgeschwaecht,86,100,0.5210120305799294,1.345,-0.05254542606516288,-0.0750037906326995,0.84,-0.0017885088307623524,-0.0014570757880617035,0.425,-0.14583333333333331,-0.16652777777777777,0.73
2086_5m_windows,asset:SOL,rf_06,volume,abgeschwaecht,68,100,0.5210120305799294,1.345,-0.06458333333333333,-0.0319267042691193,0.03,-0.0028504359490274986,-0.00043147775542141747,0.0,-0.15277777777777776,-0.10493055555555555,0.13
2086_5m_windows,overall,rf_07,volume,gemischt,47,100,2.3539725387434105,0.31767719897523483,-0.004564095077572383,-0.055948157260750385,0.72,0.0025709814442208823,-0.00041834339369550643,1.0,0.0,-0.06861111111111112,0.755
2086_5m_windows,year:2024,rf_07,volume,gemischt,57,100,2.3539725387434105,0.31767719897523483,-0.0015623721881391495,-0.04408853385488792,0.58,0.002179745137491619,-0.0005561144645651689,0.99,0.0,-0.056111111111111105,0.595
2086_5m_windows,year:2025,rf_07,volume,gemischt,47,100,2.3539725387434105,0.31767719897523483,-0.007607796505014974,-0.0683416576799639,0.75,0.002962217750950142,-0.00028057232282584406,1.0,0.0,-0.0811111111111111,0.815
2086_5m_windows,asset:BTC,rf_07,volume,gemischt,45,100,2.3539725387434105,0.31767719897523483,-0.012714808902244301,-0.042592002953384514,0.58,0.0027386541471048527,-0.000515873015873016,1.0,0.0,-0.05444444444444445,0.675
2086_5m_windows,asset:SOL,rf_07,volume,gemischt,55,100,2.3539725387434105,0.31767719897523483,0.0021654889446091063,-0.06902738964494799,0.82,0.002403308741336912,-0.00032081377151799704,1.0,0.0,-0.08277777777777778,0.795
2086_5m_windows,overall,rf_08,volume,verstaerkt,3,100,0.501292711736154,1.0260586319218241,0.05249999999999999,-0.1530260501441234,0.98,0.0008383635144198526,-0.0005921640956852225,1.0,0.05555555555555558,-0.17458333333333334,0.985
2086_5m_windows,year:2024,rf_08,volume,verstaerkt,7,100,0.501292711736154,1.0260586319218241,0.13511904761904758,-0.1669292199785593,1.0,0.0011178180192264703,-0.0007942097026604069,1.0,0.13888888888888895,-0.19277777777777777,1.0
2086_5m_windows,year:2025,rf_08,volume,gemischt,20,100,0.501292711736154,1.0260586319218241,-0.02847222222222212,-0.13785825062649246,0.78,0.0005589090096132349,-0.000390118488710038,0.88,-0.02777777777777779,-0.15638888888888888,0.805
2086_5m_windows,asset:BTC,rf_08,volume,verstaerkt,7,100,0.501292711736154,1.0260586319218241,0.045672829994863995,-0.14627630267196975,0.95,0.001453163424994411,-0.00066342499441091,1.0,0.05555555555555558,-0.1691666666666667,0.97
2086_5m_windows,asset:SOL,rf_08,volume,verstaerkt,8,100,0.501292711736154,1.0260586319218241,0.058556226632154096,-0.1611950342321245,0.93,0.00022356360384529362,-0.000520903196959535,0.79,0.05555555555555558,-0.18,0.955
