support_rank,left_node,right_node,scope_count,total_supported_world_pairs,real_real_supported,real_real_all_scopes,real_real_eligible,real_real_rate,real_null_supported,real_null_all_scopes,real_null_eligible,real_null_rate,null_null_supported,null_null_all_scopes,null_null_eligible,null_null_rate,real_rate_advantage,real_2025_supported,real_2025_all_scopes,real_2025_eligible,real_crossyear_supported,real_crossyear_all_scopes,real_crossyear_eligible,real_2024_supported,real_2024_all_scopes,real_2024_eligible
905,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1i3ov0z,1,4,0,0,0,0.0,1,0,2,0.5,3,0,6,0.5,-0.5,0,0,0,0,0,0,0,0,0
906,dio_mcm_episode_0ilwqth,dio_mcm_episode_14jcwih,1,4,0,0,0,0.0,4,0,8,0.5,0,0,14,0.0,-0.5,0,0,0,0,0,0,0,0,0
907,dio_mcm_episode_14obi8w,dio_mcm_episode_1vpfj3r,1,4,0,0,0,0.0,3,0,5,0.6,1,0,8,0.125,-0.6,0,0,0,0,0,0,0,0,0
908,dio_mcm_episode_0bli7nu,dio_mcm_episode_1jq4txk,1,4,0,0,0,0.0,1,0,2,0.5,3,0,4,0.75,-0.75,0,0,0,0,0,0,0,0,0
909,dio_mcm_episode_0tkt5yz,dio_mcm_episode_0ueya1u,1,4,0,0,0,0.0,4,0,5,0.8,0,0,0,0.0,-0.8,0,0,0,0,0,0,0,0,0
910,dio_mcm_episode_0lj7ucr,dio_mcm_episode_0tkt5yz,1,4,0,0,0,0.0,4,0,5,0.8,0,0,0,0.0,-0.8,0,0,0,0,0,0,0,0,0
911,dio_mcm_episode_0rrms7j,dio_mcm_episode_1qpzgcl,1,4,0,0,0,0.0,3,0,3,1.0,1,0,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
912,dio_mcm_episode_0lj7ucr,dio_mcm_episode_1qfzunm,1,4,0,0,0,0.0,1,0,2,0.5,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
913,dio_mcm_episode_0jx9fyz,dio_mcm_episode_0q4hk03,1,4,0,0,0,0.0,1,0,1,1.0,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
914,dio_mcm_episode_0hv1uu1,dio_mcm_episode_0jx9fyz,1,4,0,0,0,0.0,1,0,1,1.0,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
915,dio_mcm_episode_09etg5e,dio_mcm_episode_0wdjdlr,1,4,0,0,2,0.0,4,0,4,1.0,0,0,0,0.0,-1.0,0,0,0,0,0,2,0,0,0
916,dio_mcm_episode_078b3aq,dio_mcm_episode_0w3jrws,1,4,0,0,3,0.0,2,0,6,0.3333333333333333,2,0,2,1.0,-1.0,0,0,1,0,0,2,0,0,0
917,dio_mcm_episode_06aqoz9,dio_mcm_episode_0yvdh1c,1,4,0,0,0,0.0,0,0,0,0.0,4,0,4,1.0,-1.0,0,0,0,0,0,0,0,0,0
918,dio_mcm_episode_05bno88,dio_mcm_episode_1ciibe9,1,4,0,0,0,0.0,2,0,2,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
919,dio_mcm_episode_08g1nk4,dio_mcm_episode_0fu1xau,3,3,2,1,2,1.0,1,0,2,0.5,0,0,0,0.0,0.5,2,1,2,0,0,0,0,0,0
920,dio_mcm_episode_06fse02,dio_mcm_episode_078b3aq,3,3,2,1,5,0.4,1,0,7,0.14285714285714285,0,0,2,0.0,0.2571428571428572,0,0,3,2,1,2,0,0,0
921,dio_mcm_episode_0ff8lrz,dio_mcm_episode_149dati,3,3,2,0,6,0.3333333333333333,1,0,12,0.08333333333333333,0,0,0,0.0,0.25,0,0,3,2,0,3,0,0,0
922,dio_mcm_episode_1pxk29d,dio_mcm_episode_1vjymvi,3,3,1,1,1,1.0,2,1,2,1.0,0,0,0,0.0,0.0,0,0,0,1,1,1,0,0,0
923,dio_mcm_episode_06mzyi2,dio_mcm_episode_0fu1xau,3,3,1,0,2,0.5,1,0,4,0.25,1,0,2,0.5,0.0,1,0,2,0,0,0,0,0,0
924,dio_mcm_episode_02cpbzo,dio_mcm_episode_1vpfj3r,3,3,0,0,15,0.0,1,0,54,0.018518518518518517,2,0,45,0.044444444444444446,-0.044444444444444446,0,0,4,0,0,8,0,0,3
925,dio_mcm_episode_1sddzs5,dio_mcm_episode_1vpfj3r,3,3,0,0,0,0.0,1,0,10,0.1,2,0,16,0.125,-0.125,0,0,0,0,0,0,0,0,0
926,dio_mcm_episode_1u81eqa,dio_mcm_episode_1ugezq6,3,3,0,0,0,0.0,0,0,18,0.0,3,1,21,0.14285714285714285,-0.14285714285714285,0,0,0,0,0,0,0,0,0
927,dio_mcm_episode_076w0e1,dio_mcm_episode_1f1nrkg,3,3,0,0,0,0.0,1,0,12,0.08333333333333333,2,1,10,0.2,-0.2,0,0,0,0,0,0,0,0,0
928,dio_mcm_episode_07iaozp,dio_mcm_episode_0bd9lsr,3,3,0,0,0,0.0,2,0,7,0.2857142857142857,1,0,6,0.16666666666666666,-0.2857142857142857,0,0,0,0,0,0,0,0,0
929,dio_mcm_episode_076w0e1,dio_mcm_episode_0t4969n,3,3,0,0,0,0.0,3,0,9,0.3333333333333333,0,0,4,0.0,-0.3333333333333333,0,0,0,0,0,0,0,0,0
930,dio_mcm_episode_0bd9lsr,dio_mcm_episode_0hchn9l,3,3,0,0,0,0.0,2,1,5,0.4,1,0,4,0.25,-0.4,0,0,0,0,0,0,0,0,0
931,dio_mcm_episode_0w3jrws,dio_mcm_episode_1vty8kh,3,3,0,0,0,0.0,2,0,4,0.5,1,1,3,0.3333333333333333,-0.5,0,0,0,0,0,0,0,0,0
932,dio_mcm_episode_0ibx54i,dio_mcm_episode_1ny5ha7,3,3,0,0,5,0.0,1,0,9,0.1111111111111111,2,1,4,0.5,-0.5,0,0,0,0,0,3,0,0,2
933,dio_mcm_episode_0hdhhqh,dio_mcm_episode_177ycjt,3,3,0,0,0,0.0,2,0,4,0.5,1,0,4,0.25,-0.5,0,0,0,0,0,0,0,0,0
934,dio_mcm_episode_078b3aq,dio_mcm_episode_0fu1xau,3,3,0,0,3,0.0,2,0,6,0.3333333333333333,1,0,2,0.5,-0.5,0,0,3,0,0,0,0,0,0
935,dio_mcm_episode_0tkt5yz,dio_mcm_episode_1xf3yvv,3,3,0,0,0,0.0,3,0,5,0.6,0,0,0,0.0,-0.6,0,0,0,0,0,0,0,0,0
936,dio_mcm_episode_0jjnvvv,dio_mcm_episode_1qfzunm,3,3,0,0,0,0.0,1,0,2,0.5,2,1,3,0.6666666666666666,-0.6666666666666666,0,0,0,0,0,0,0,0,0
937,dio_mcm_episode_08m65fb,dio_mcm_episode_1ubfji8,3,3,0,0,0,0.0,2,1,3,0.6666666666666666,1,0,2,0.5,-0.6666666666666666,0,0,0,0,0,0,0,0,0
938,dio_mcm_episode_1n87ekd,dio_mcm_episode_1vjymvi,3,3,0,0,0,0.0,1,1,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
939,dio_mcm_episode_1eds8f6,dio_mcm_episode_1wtjaze,3,3,0,0,0,0.0,0,0,0,0.0,3,1,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
940,dio_mcm_episode_15iabbt,dio_mcm_episode_1eds8f6,3,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
941,dio_mcm_episode_0w3jrws,dio_mcm_episode_1xf3yvv,3,3,0,0,0,0.0,2,0,2,1.0,1,0,2,0.5,-1.0,0,0,0,0,0,0,0,0,0
942,dio_mcm_episode_0w3jrws,dio_mcm_episode_1lufp3g,3,3,0,0,0,0.0,2,0,2,1.0,1,1,2,0.5,-1.0,0,0,0,0,0,0,0,0,0
943,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1ciibe9,3,3,0,0,0,0.0,1,0,1,1.0,2,1,3,0.6666666666666666,-1.0,0,0,0,0,0,0,0,0,0
944,dio_mcm_episode_0ibx54i,dio_mcm_episode_0rrms7j,3,3,0,0,3,0.0,2,1,4,0.5,1,1,1,1.0,-1.0,0,0,0,0,0,2,0,0,1
945,dio_mcm_episode_0fu1xau,dio_mcm_episode_171moy1,3,3,0,0,0,0.0,2,1,2,1.0,1,0,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
946,dio_mcm_episode_0bd9lsr,dio_mcm_episode_1vjymvi,3,3,0,0,0,0.0,1,1,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
947,dio_mcm_episode_078b3aq,dio_mcm_episode_1lufp3g,3,3,0,0,0,0.0,2,0,2,1.0,1,1,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
948,dio_mcm_episode_0fu1xau,dio_mcm_episode_0hvxln3,2,3,2,0,2,1.0,1,0,4,0.25,0,0,2,0.0,0.75,2,0,2,0,0,0,0,0,0
949,dio_mcm_episode_0fa830n,dio_mcm_episode_0fu1xau,2,3,2,0,2,1.0,1,0,4,0.25,0,0,2,0.0,0.75,0,0,0,2,0,2,0,0,0
950,dio_mcm_episode_09etg5e,dio_mcm_episode_1pxk29d,2,3,2,0,2,1.0,1,0,4,0.25,0,0,0,0.0,0.75,0,0,0,2,0,2,0,0,0
951,dio_mcm_episode_0t4969n,dio_mcm_episode_1pxk29d,2,3,3,0,8,0.375,0,0,5,0.0,0,0,0,0.0,0.375,0,0,0,1,0,6,2,0,2
952,dio_mcm_episode_08g1nk4,dio_mcm_episode_0hchn9l,2,3,2,0,5,0.4,1,0,5,0.2,0,0,0,0.0,0.2,2,0,4,0,0,1,0,0,0
953,dio_mcm_episode_07iaozp,dio_mcm_episode_0wdjdlr,2,3,2,0,7,0.2857142857142857,1,0,6,0.16666666666666666,0,0,0,0.0,0.11904761904761904,0,0,0,1,0,6,1,0,1
954,dio_mcm_episode_0tkt5yz,dio_mcm_episode_0w3jrws,2,3,2,0,10,0.2,1,0,10,0.1,0,0,0,0.0,0.1,1,0,2,1,0,5,0,0,3
955,dio_mcm_episode_0gk1zl7,dio_mcm_episode_0gslldm,2,3,1,0,5,0.2,2,0,16,0.125,0,0,10,0.0,0.07500000000000001,0,0,1,1,0,4,0,0,0
956,dio_mcm_episode_0sc9rzg,dio_mcm_episode_1wjjpaf,2,3,1,0,6,0.16666666666666666,2,0,21,0.09523809523809523,0,0,0,0.0,0.07142857142857142,0,0,3,1,0,3,0,0,0
957,dio_mcm_episode_078b3aq,dio_mcm_episode_1pxk29d,2,3,2,0,2,1.0,1,0,1,1.0,0,0,0,0.0,0.0,0,0,0,2,0,2,0,0,0
958,dio_mcm_episode_05dxhcl,dio_mcm_episode_0vorwpi,2,3,0,0,0,0.0,0,0,66,0.0,3,0,89,0.033707865168539325,-0.033707865168539325,0,0,0,0,0,0,0,0,0
959,dio_mcm_episode_0ibx54i,dio_mcm_episode_1nxni6k,2,3,0,0,18,0.0,1,0,65,0.015384615384615385,2,0,46,0.043478260869565216,-0.043478260869565216,0,0,0,0,0,9,0,0,9
960,dio_mcm_episode_05dxhcl,dio_mcm_episode_0l0x9lk,2,3,0,0,22,0.0,1,0,63,0.015873015873015872,2,0,42,0.047619047619047616,-0.047619047619047616,0,0,0,0,0,12,0,0,10
961,dio_mcm_episode_0ptj9cs,dio_mcm_episode_1nxni6k,2,3,0,0,0,0.0,1,0,18,0.05555555555555555,2,0,46,0.043478260869565216,-0.05555555555555555,0,0,0,0,0,0,0,0,0
962,dio_mcm_episode_0ibx54i,dio_mcm_episode_1ohydo7,2,3,0,0,12,0.0,3,0,41,0.07317073170731707,0,0,29,0.0,-0.07317073170731707,0,0,0,0,0,8,0,0,4
963,dio_mcm_episode_0hwyq0s,dio_mcm_episode_1o7gsvl,2,3,0,0,0,0.0,1,0,8,0.125,2,0,16,0.125,-0.125,0,0,0,0,0,0,0,0,0
964,dio_mcm_episode_0hdhhqh,dio_mcm_episode_14wgkn2,2,3,0,0,0,0.0,0,0,4,0.0,3,0,23,0.13043478260869565,-0.13043478260869565,0,0,0,0,0,0,0,0,0
965,dio_mcm_episode_1ohydo7,dio_mcm_episode_1ui10f9,2,3,0,0,0,0.0,2,0,12,0.16666666666666666,1,0,28,0.03571428571428571,-0.16666666666666666,0,0,0,0,0,0,0,0,0
966,dio_mcm_episode_07iaozp,dio_mcm_episode_17u1915,2,3,1,0,7,0.14285714285714285,2,0,6,0.3333333333333333,0,0,0,0.0,-0.19047619047619047,1,0,6,0,0,1,0,0,0
967,dio_mcm_episode_0gslldm,dio_mcm_episode_1n87ekd,2,3,0,0,0,0.0,1,0,5,0.2,2,0,10,0.2,-0.2,0,0,0,0,0,0,0,0,0
968,dio_mcm_episode_0t4969n,dio_mcm_episode_1eav7xq,2,3,1,0,9,0.1111111111111111,2,0,5,0.4,0,0,0,0.0,-0.2888888888888889,0,0,0,1,0,6,0,0,3
969,dio_mcm_episode_1no5vl8,dio_mcm_episode_1wtjaze,2,3,0,0,0,0.0,0,0,3,0.0,3,0,9,0.3333333333333333,-0.3333333333333333,0,0,0,0,0,0,0,0,0
970,dio_mcm_episode_1ciibe9,dio_mcm_episode_1rj8742,2,3,0,0,0,0.0,1,0,3,0.3333333333333333,2,0,11,0.18181818181818182,-0.3333333333333333,0,0,0,0,0,0,0,0,0
971,dio_mcm_episode_0asyqb4,dio_mcm_episode_0t4969n,2,3,0,0,0,0.0,3,0,9,0.3333333333333333,0,0,5,0.0,-0.3333333333333333,0,0,0,0,0,0,0,0,0
972,dio_mcm_episode_09627ba,dio_mcm_episode_1rj8742,2,3,0,0,0,0.0,1,0,3,0.3333333333333333,2,0,12,0.16666666666666666,-0.3333333333333333,0,0,0,0,0,0,0,0,0
973,dio_mcm_episode_02moxon,dio_mcm_episode_1vu7n3a,2,3,0,0,0,0.0,0,0,9,0.0,3,0,7,0.42857142857142855,-0.42857142857142855,0,0,0,0,0,0,0,0,0
974,dio_mcm_episode_0bsaqu1,dio_mcm_episode_0sjyas0,2,3,0,0,0,0.0,3,0,6,0.5,0,0,0,0.0,-0.5,0,0,0,0,0,0,0,0,0
975,dio_mcm_episode_09etg5e,dio_mcm_episode_0asyqb4,2,3,0,0,0,0.0,1,0,2,0.5,2,0,4,0.5,-0.5,0,0,0,0,0,0,0,0,0
976,dio_mcm_episode_05bno88,dio_mcm_episode_17u1915,2,3,1,0,2,0.5,2,0,2,1.0,0,0,0,0.0,-0.5,0,0,1,1,0,1,0,0,0
977,dio_mcm_episode_05bno88,dio_mcm_episode_0hvxln3,2,3,0,0,2,0.0,2,0,4,0.5,1,0,2,0.5,-0.5,0,0,1,0,0,1,0,0,0
978,dio_mcm_episode_05bno88,dio_mcm_episode_0bli7nu,2,3,0,0,2,0.0,1,0,6,0.16666666666666666,2,0,4,0.5,-0.5,0,0,0,0,0,1,0,0,1
979,dio_mcm_episode_0hchn9l,dio_mcm_episode_0lgktm5,2,3,0,0,5,0.0,0,0,10,0.0,3,0,5,0.6,-0.6,0,0,4,0,0,1,0,0,0
980,dio_mcm_episode_0fa830n,dio_mcm_episode_0tkt5yz,2,3,0,0,4,0.0,3,0,5,0.6,0,0,0,0.0,-0.6,0,0,0,0,0,2,0,0,2
981,dio_mcm_episode_1vjymvi,dio_mcm_episode_1xf3yvv,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
982,dio_mcm_episode_1u81eqa,dio_mcm_episode_1ui10f9,2,3,0,0,0,0.0,0,0,0,0.0,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
983,dio_mcm_episode_1m4fasf,dio_mcm_episode_1vjymvi,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
984,dio_mcm_episode_1lufp3g,dio_mcm_episode_1vjymvi,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
985,dio_mcm_episode_14obi8w,dio_mcm_episode_15iabbt,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
986,dio_mcm_episode_14o2zn6,dio_mcm_episode_1wtjaze,2,3,0,0,0,0.0,0,0,0,0.0,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
987,dio_mcm_episode_14o2zn6,dio_mcm_episode_1e3smq7,2,3,0,0,0,0.0,1,0,1,1.0,2,0,3,0.6666666666666666,-1.0,0,0,0,0,0,0,0,0,0
988,dio_mcm_episode_0pzlboa,dio_mcm_episode_1jq4txk,2,3,0,0,0,0.0,1,0,2,0.5,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
989,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1gzkzf9,2,3,0,0,0,0.0,1,0,1,1.0,2,0,3,0.6666666666666666,-1.0,0,0,0,0,0,0,0,0,0
990,dio_mcm_episode_0ezwt7z,dio_mcm_episode_0w3jrws,2,3,0,0,0,0.0,1,0,2,0.5,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
991,dio_mcm_episode_0bsaqu1,dio_mcm_episode_1gzkzf9,2,3,0,0,0,0.0,0,0,0,0.0,3,0,3,1.0,-1.0,0,0,0,0,0,0,0,0,0
992,dio_mcm_episode_078b3aq,dio_mcm_episode_1n87ekd,2,3,0,0,0,0.0,2,0,2,1.0,1,0,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
993,dio_mcm_episode_06wwep2,dio_mcm_episode_1vjymvi,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
994,dio_mcm_episode_06wwep2,dio_mcm_episode_078b3aq,2,3,0,0,0,0.0,2,0,2,1.0,1,0,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
995,dio_mcm_episode_06fse02,dio_mcm_episode_1gzkzf9,2,3,0,0,0,0.0,1,0,3,0.3333333333333333,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
996,dio_mcm_episode_06fse02,dio_mcm_episode_0h2l72l,2,3,0,0,0,0.0,1,0,3,0.3333333333333333,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
997,dio_mcm_episode_05ziutl,dio_mcm_episode_1vjymvi,2,3,0,0,0,0.0,1,0,1,1.0,2,0,2,1.0,-1.0,0,0,0,0,0,0,0,0,0
998,dio_mcm_episode_05ziutl,dio_mcm_episode_078b3aq,2,3,0,0,0,0.0,2,0,2,1.0,1,0,1,1.0,-1.0,0,0,0,0,0,0,0,0,0
999,dio_mcm_episode_02035dk,dio_mcm_episode_0w3jrws,2,3,0,0,0,0.0,2,0,2,1.0,1,0,2,0.5,-1.0,0,0,0,0,0,0,0,0,0
1000,dio_mcm_episode_14wgkn2,dio_mcm_episode_16abfly,1,3,1,0,1,1.0,2,0,6,0.3333333333333333,0,0,0,0.0,0.6666666666666667,0,0,0,1,0,1,0,0,0
1001,dio_mcm_episode_0rrms7j,dio_mcm_episode_0tusrny,1,3,3,0,5,0.6,0,0,2,0.0,0,0,0,0.0,0.6,0,0,0,2,0,4,1,0,1
1002,dio_mcm_episode_0lje5cp,dio_mcm_episode_0tkt5yz,1,3,3,0,5,0.6,0,0,0,0.0,0,0,0,0.0,0.6,2,0,2,1,0,3,0,0,0
1003,dio_mcm_episode_07iaozp,dio_mcm_episode_0fa830n,1,3,3,0,7,0.42857142857142855,0,0,13,0.0,0,0,6,0.0,0.42857142857142855,0,0,0,3,0,6,0,0,1
1004,dio_mcm_episode_14wgkn2,dio_mcm_episode_19nvu4o,1,3,1,0,2,0.5,2,0,12,0.16666666666666666,0,0,0,0.0,0.33333333333333337,0,0,1,1,0,1,0,0,0
1005,dio_mcm_episode_040q3nh,dio_mcm_episode_1e3smq7,1,3,2,0,11,0.18181818181818182,1,0,48,0.020833333333333332,0,0,36,0.0,0.16098484848484848,0,0,0,2,0,6,0,0,5
1006,dio_mcm_episode_16abfly,dio_mcm_episode_1ohydo7,1,3,2,0,12,0.16666666666666666,1,0,29,0.034482758620689655,0,0,0,0.0,0.13218390804597702,0,0,0,1,0,8,1,0,4
1007,dio_mcm_episode_15iabbt,dio_mcm_episode_1xdd59l,1,3,1,0,12,0.08333333333333333,2,0,36,0.05555555555555555,0,0,24,0.0,0.027777777777777776,0,0,6,1,0,6,0,0,0
1008,dio_mcm_episode_1ac9vkf,dio_mcm_episode_1ohydo7,1,3,1,0,11,0.09090909090909091,2,0,29,0.06896551724137931,0,0,0,0.0,0.021943573667711602,0,0,7,1,0,4,0,0,0
1009,dio_mcm_episode_1ny5ha7,dio_mcm_episode_1x3djkm,1,3,1,0,100,0.01,2,0,302,0.006622516556291391,0,0,174,0.0,0.0033774834437086095,0,0,30,1,0,51,0,0,19
1010,dio_mcm_episode_1qpd84c,dio_mcm_episode_1xdd59l,1,3,1,0,93,0.010752688172043012,2,0,232,0.008620689655172414,0,0,134,0.0,0.002131998516870598,0,0,23,0,0,47,1,0,23
1011,dio_mcm_episode_0bli7nu,dio_mcm_episode_17u1915,1,3,1,0,1,1.0,2,0,2,1.0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0
1012,dio_mcm_episode_078b3aq,dio_mcm_episode_0lcbs8p,1,3,2,0,2,1.0,1,0,1,1.0,0,0,0,0.0,0.0,0,0,0,2,0,2,0,0,0
1013,dio_mcm_episode_040q3nh,dio_mcm_episode_1nxni6k,1,3,0,0,188,0.0,2,0,710,0.0028169014084507044,1,0,509,0.0019646365422396855,-0.0028169014084507044,0,0,51,0,0,98,0,0,39
1014,dio_mcm_episode_0ilwqth,dio_mcm_episode_1o7n3vj,1,3,0,0,86,0.0,1,0,312,0.003205128205128205,2,0,270,0.007407407407407408,-0.007407407407407408,0,0,39,0,0,39,0,0,8
1015,dio_mcm_episode_1nxni6k,dio_mcm_episode_1vpfj3r,1,3,0,0,75,0.0,0,0,344,0.0,3,0,348,0.008620689655172414,-0.008620689655172414,0,0,15,0,0,39,0,0,21
1016,dio_mcm_episode_0vklbgh,dio_mcm_episode_1f1nrkg,1,3,0,0,36,0.0,3,0,225,0.013333333333333334,0,0,175,0.0,-0.013333333333333334,0,0,18,0,0,18,0,0,0
1017,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1o7gsvl,1,3,0,0,50,0.0,3,0,204,0.014705882352941176,0,0,198,0.0,-0.014705882352941176,0,0,22,0,0,23,0,0,5
1018,dio_mcm_episode_0l909ce,dio_mcm_episode_1o7yrz8,1,3,0,0,66,0.0,1,0,189,0.005291005291005291,2,0,119,0.01680672268907563,-0.01680672268907563,0,0,17,0,0,34,0,0,15
1019,dio_mcm_episode_1jq4txk,dio_mcm_episode_1x557o1,1,3,0,0,0,0.0,0,0,54,0.0,3,0,105,0.02857142857142857,-0.02857142857142857,0,0,0,0,0,0,0,0,0
1020,dio_mcm_episode_14wgkn2,dio_mcm_episode_1o7gsvl,1,3,0,0,8,0.0,2,0,64,0.03125,1,0,86,0.011627906976744186,-0.03125,0,0,5,0,0,3,0,0,0
1021,dio_mcm_episode_0b4v1an,dio_mcm_episode_0t4969n,1,3,0,0,27,0.0,3,0,96,0.03125,0,0,44,0.0,-0.03125,0,0,0,0,0,18,0,0,9
1022,dio_mcm_episode_0t4969n,dio_mcm_episode_1rj8742,1,3,0,0,26,0.0,1,0,122,0.00819672131147541,2,0,59,0.03389830508474576,-0.03389830508474576,0,0,5,0,0,15,0,0,6
1023,dio_mcm_episode_02cpbzo,dio_mcm_episode_1vu7n3a,1,3,0,0,26,0.0,3,0,75,0.04,0,0,42,0.0,-0.04,0,0,13,0,0,11,0,0,2
1024,dio_mcm_episode_1flwfgb,dio_mcm_episode_1tvdhgs,1,3,0,0,18,0.0,0,0,74,0.0,3,0,73,0.0410958904109589,-0.0410958904109589,0,0,11,0,0,7,0,0,0
1025,dio_mcm_episode_158apmu,dio_mcm_episode_1xdd59l,1,3,0,0,35,0.0,3,0,60,0.05,0,0,24,0.0,-0.05,0,0,0,0,0,18,0,0,17
1026,dio_mcm_episode_0tkt5yz,dio_mcm_episode_1f1nrkg,1,3,0,0,54,0.0,3,0,55,0.05454545454545454,0,0,0,0.0,-0.05454545454545454,0,0,11,0,0,28,0,0,15
1027,dio_mcm_episode_17yc79r,dio_mcm_episode_1vpfj3r,1,3,0,0,10,0.0,2,0,36,0.05555555555555555,1,0,31,0.03225806451612903,-0.05555555555555555,0,0,4,0,0,6,0,0,0
1028,dio_mcm_episode_0hdhhqh,dio_mcm_episode_1vu7n3a,1,3,0,0,0,0.0,2,0,36,0.05555555555555555,1,0,27,0.037037037037037035,-0.05555555555555555,0,0,0,0,0,0,0,0,0
1029,dio_mcm_episode_1no5vl8,dio_mcm_episode_1orxzd6,1,3,0,0,7,0.0,0,0,37,0.0,3,0,48,0.0625,-0.0625,0,0,0,0,0,3,0,0,4
1030,dio_mcm_episode_040q3nh,dio_mcm_episode_0hdhhqh,1,3,0,0,0,0.0,3,0,48,0.0625,0,0,48,0.0,-0.0625,0,0,0,0,0,0,0,0,0
1031,dio_mcm_episode_149dati,dio_mcm_episode_1x3djkm,1,3,0,0,22,0.0,3,0,45,0.06666666666666667,0,0,0,0.0,-0.06666666666666667,0,0,11,0,0,11,0,0,0
1032,dio_mcm_episode_06fse02,dio_mcm_episode_0pzlboa,1,3,1,0,3,0.3333333333333333,2,0,5,0.4,0,0,1,0.0,-0.06666666666666671,1,0,2,0,0,1,0,0,0
1033,dio_mcm_episode_1x3djkm,dio_mcm_episode_1x3r1y4,1,3,0,0,0,0.0,0,0,23,0.0,3,0,44,0.06818181818181818,-0.06818181818181818,0,0,0,0,0,0,0,0,0
1034,dio_mcm_episode_05dxhcl,dio_mcm_episode_0w3jrws,1,3,0,0,22,0.0,1,0,52,0.019230769230769232,2,0,27,0.07407407407407407,-0.07407407407407407,0,0,6,0,0,11,0,0,5
1035,dio_mcm_episode_0tusrny,dio_mcm_episode_1qfzunm,1,3,1,0,4,0.25,2,0,6,0.3333333333333333,0,0,0,0.0,-0.08333333333333331,0,0,0,0,0,0,1,0,4
1036,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1rj8742,1,3,0,0,3,0.0,0,0,21,0.0,3,0,36,0.08333333333333333,-0.08333333333333333,0,0,1,0,0,2,0,0,0
1037,dio_mcm_episode_04asuuf,dio_mcm_episode_1e3smq7,1,3,0,0,6,0.0,3,0,34,0.08823529411764706,0,0,47,0.0,-0.08823529411764706,0,0,0,0,0,4,0,0,2
1038,dio_mcm_episode_07x93e7,dio_mcm_episode_1qlxgj7,1,3,0,0,0,0.0,2,0,20,0.1,1,0,31,0.03225806451612903,-0.1,0,0,0,0,0,0,0,0,0
1039,dio_mcm_episode_0t4969n,dio_mcm_episode_0w3jrws,1,3,0,0,18,0.0,3,0,28,0.10714285714285714,0,0,10,0.0,-0.10714285714285714,0,0,6,0,0,9,0,0,3
1040,dio_mcm_episode_14wgkn2,dio_mcm_episode_1no5vl8,1,3,0,0,1,0.0,1,0,9,0.1111111111111111,2,0,18,0.1111111111111111,-0.1111111111111111,0,0,0,0,0,1,0,0,0
1041,dio_mcm_episode_1u81eqa,dio_mcm_episode_1vpfj3r,1,3,0,0,0,0.0,0,0,15,0.0,3,0,24,0.125,-0.125,0,0,0,0,0,0,0,0,0
1042,dio_mcm_episode_1ac9vkf,dio_mcm_episode_1wjjpaf,1,3,0,0,6,0.0,3,0,21,0.14285714285714285,0,0,0,0.0,-0.14285714285714285,0,0,3,0,0,3,0,0,0
1043,dio_mcm_episode_177ycjt,dio_mcm_episode_1vu7n3a,1,3,0,0,8,0.0,2,0,16,0.125,1,0,7,0.14285714285714285,-0.14285714285714285,0,0,6,0,0,2,0,0,0
