support_rank,left_node,right_node,scope_count,total_supported_world_pairs,real_real_supported,real_real_all_scopes,real_real_eligible,real_real_rate,real_null_supported,real_null_all_scopes,real_null_eligible,real_null_rate,null_null_supported,null_null_all_scopes,null_null_eligible,null_null_rate,real_rate_advantage,real_2025_supported,real_2025_all_scopes,real_2025_eligible,real_crossyear_supported,real_crossyear_all_scopes,real_crossyear_eligible,real_2024_supported,real_2024_all_scopes,real_2024_eligible
265,dio_mcm_episode_17yc79r,dio_mcm_episode_1o7n3vj,3,26,6,2,45,0.13333333333333333,15,5,170,0.08823529411764706,5,0,154,0.032467532467532464,0.04509803921568627,3,1,27,3,1,18,0,0,0
266,dio_mcm_episode_0ff8lrz,dio_mcm_episode_1x3djkm,3,26,0,0,123,0.0,12,0,491,0.024439918533604887,14,0,474,0.029535864978902954,-0.029535864978902954,0,0,33,0,0,63,0,0,27
267,dio_mcm_episode_0satl98,dio_mcm_episode_0v4y2fb,3,26,14,4,17,0.8235294117647058,12,0,13,0.9230769230769231,0,0,0,0.0,-0.09954751131221728,9,2,11,5,2,6,0,0,0
268,dio_mcm_episode_06fse02,dio_mcm_episode_0gslldm,3,26,3,0,15,0.2,12,1,43,0.27906976744186046,11,1,21,0.5238095238095238,-0.3238095238095238,1,0,2,2,0,9,0,0,4
269,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1f1nrkg,3,26,0,0,11,0.0,12,0,47,0.2553191489361702,14,0,33,0.42424242424242425,-0.42424242424242425,0,0,5,0,0,6,0,0,0
270,dio_mcm_episode_15a14p0,dio_mcm_episode_177ycjt,3,26,1,0,8,0.125,14,4,22,0.6363636363636364,11,5,14,0.7857142857142857,-0.6607142857142857,1,0,7,0,0,1,0,0,0
271,dio_mcm_episode_1qpd84c,dio_mcm_episode_1sddzs5,3,26,0,0,0,0.0,12,2,16,0.75,14,3,24,0.5833333333333334,-0.75,0,0,0,0,0,0,0,0,0
272,dio_mcm_episode_1eds8f6,dio_mcm_episode_1wjjpaf,3,26,0,0,0,0.0,6,0,6,1.0,20,1,20,1.0,-1.0,0,0,0,0,0,0,0,0,0
273,dio_mcm_episode_0qxnz4m,dio_mcm_episode_158apmu,2,26,8,0,15,0.5333333333333333,16,0,30,0.5333333333333333,2,0,12,0.16666666666666666,0.0,0,0,0,4,0,6,4,0,9
274,dio_mcm_episode_14o2zn6,dio_mcm_episode_1ohydo7,2,26,0,0,0,0.0,8,0,12,0.6666666666666666,18,0,29,0.6206896551724138,-0.6666666666666666,0,0,0,0,0,0,0,0,0
275,dio_mcm_episode_0rrms7j,dio_mcm_episode_1orxzd6,1,26,3,0,21,0.14285714285714285,14,0,55,0.2545454545454545,9,0,16,0.5625,-0.41964285714285715,2,0,6,1,0,11,0,0,4
276,dio_mcm_episode_09etg5e,dio_mcm_episode_0hchn9l,3,25,7,0,10,0.7,13,1,30,0.43333333333333335,5,0,20,0.25,0.2666666666666666,5,0,8,2,0,2,0,0,0
277,dio_mcm_episode_0l909ce,dio_mcm_episode_1x3djkm,3,25,1,0,240,0.004166666666666667,11,0,864,0.01273148148148148,13,2,747,0.01740294511378849,-0.013236278447121823,0,0,66,1,0,123,0,0,51
278,dio_mcm_episode_1ugezq6,dio_mcm_episode_1vpfj3r,3,25,2,0,29,0.06896551724137931,13,0,82,0.15853658536585366,10,0,55,0.18181818181818182,-0.11285266457680251,0,0,6,2,0,15,0,0,8
279,dio_mcm_episode_0rrms7j,dio_mcm_episode_1w9k3lg,3,25,7,2,11,0.6363636363636364,14,5,19,0.7368421052631579,4,3,5,0.8,-0.1636363636363637,3,0,5,3,2,5,1,0,1
280,dio_mcm_episode_09etg5e,dio_mcm_episode_0vklbgh,3,25,0,0,6,0.0,7,0,44,0.1590909090909091,18,2,64,0.28125,-0.28125,0,0,6,0,0,0,0,0,0
281,dio_mcm_episode_0t4969n,dio_mcm_episode_1qlxgj7,2,25,6,0,144,0.041666666666666664,16,0,363,0.0440771349862259,3,0,152,0.019736842105263157,-0.002410468319559232,3,0,57,3,0,69,0,0,18
282,dio_mcm_episode_04asuuf,dio_mcm_episode_1nxni6k,3,24,0,0,102,0.0,2,0,534,0.003745318352059925,22,1,674,0.032640949554896145,-0.032640949554896145,0,0,35,0,0,52,0,0,15
283,dio_mcm_episode_0mx1107,dio_mcm_episode_1ugezq6,3,24,4,0,24,0.16666666666666666,12,1,58,0.20689655172413793,8,0,35,0.22857142857142856,-0.06190476190476191,2,0,12,2,0,12,0,0,0
284,dio_mcm_episode_05bno88,dio_mcm_episode_1f1nrkg,3,24,4,0,24,0.16666666666666666,11,0,46,0.2391304347826087,9,0,22,0.4090909090909091,-0.24242424242424246,2,0,6,0,0,12,2,0,6
285,dio_mcm_episode_015suys,dio_mcm_episode_1qlxgj7,3,24,0,0,0,0.0,8,0,20,0.4,16,0,30,0.5333333333333333,-0.5333333333333333,0,0,0,0,0,0,0,0,0
286,dio_mcm_episode_15a14p0,dio_mcm_episode_17yc79r,2,24,4,0,13,0.3076923076923077,14,0,54,0.25925925925925924,6,0,50,0.12,0.048433048433048465,3,0,11,1,0,2,0,0,0
287,dio_mcm_episode_1o7yrz8,dio_mcm_episode_1vpfj3r,1,24,8,0,29,0.27586206896551724,11,0,77,0.14285714285714285,5,0,47,0.10638297872340426,0.1330049261083744,3,0,6,4,0,15,1,0,8
288,dio_mcm_episode_1ohydo7,dio_mcm_episode_1qpd84c,1,24,6,0,86,0.06976744186046512,13,0,356,0.03651685393258427,5,0,333,0.015015015015015015,0.03325058792788085,3,0,26,3,0,45,0,0,15
289,dio_mcm_episode_1nxni6k,dio_mcm_episode_1o7gsvl,1,24,0,0,116,0.0,4,0,580,0.006896551724137931,20,0,674,0.02967359050445104,-0.02967359050445104,0,0,30,0,0,62,0,0,24
290,dio_mcm_episode_17u1915,dio_mcm_episode_1tvdhgs,3,23,4,0,18,0.2222222222222222,19,0,38,0.5,0,0,0,0.0,-0.2777777777777778,2,0,11,2,0,7,0,0,0
291,dio_mcm_episode_0333eoh,dio_mcm_episode_0satl98,3,23,0,0,0,0.0,12,1,17,0.7058823529411765,11,0,13,0.8461538461538461,-0.8461538461538461,0,0,0,0,0,0,0,0,0
292,dio_mcm_episode_0sc9rzg,dio_mcm_episode_1orxzd6,2,23,7,0,7,1.0,16,0,16,1.0,0,0,0,0.0,0.0,3,0,3,4,0,4,0,0,0
293,dio_mcm_episode_1o7n3vj,dio_mcm_episode_1ui10f9,2,23,0,0,0,0.0,9,0,24,0.375,14,0,40,0.35,-0.375,0,0,0,0,0,0,0,0,0
294,dio_mcm_episode_02cpbzo,dio_mcm_episode_1o7n3vj,1,23,4,0,69,0.057971014492753624,11,0,256,0.04296875,8,0,230,0.034782608695652174,0.015002264492753624,0,0,27,3,0,33,1,0,9
295,dio_mcm_episode_0hchn9l,dio_mcm_episode_1flwfgb,3,22,4,1,4,1.0,11,4,14,0.7857142857142857,7,4,9,0.7777777777777778,0.2142857142857143,3,1,3,1,0,1,0,0,0
296,dio_mcm_episode_0rrms7j,dio_mcm_episode_1ny5ha7,3,22,8,0,14,0.5714285714285714,11,0,17,0.6470588235294118,3,0,4,0.75,-0.1785714285714286,2,0,5,5,0,7,1,0,2
297,dio_mcm_episode_07iaozp,dio_mcm_episode_0fu1xau,3,22,4,0,11,0.36363636363636365,14,1,24,0.5833333333333334,4,0,11,0.36363636363636365,-0.21969696969696972,4,0,9,0,0,2,0,0,0
298,dio_mcm_episode_0l909ce,dio_mcm_episode_1xiamcv,3,22,2,0,12,0.16666666666666666,13,0,32,0.40625,7,0,20,0.35,-0.23958333333333334,1,0,6,1,0,6,0,0,0
299,dio_mcm_episode_015suys,dio_mcm_episode_1tvdhgs,3,22,0,0,0,0.0,10,0,19,0.5263157894736842,12,1,38,0.3157894736842105,-0.5263157894736842,0,0,0,0,0,0,0,0,0
300,dio_mcm_episode_1o7gsvl,dio_mcm_episode_1sddzs5,3,22,0,0,0,0.0,5,0,16,0.3125,17,2,32,0.53125,-0.53125,0,0,0,0,0,0,0,0,0
301,dio_mcm_episode_07x93e7,dio_mcm_episode_1tvdhgs,3,22,0,0,0,0.0,11,0,19,0.5789473684210527,11,0,37,0.2972972972972973,-0.5789473684210527,0,0,0,0,0,0,0,0,0
302,dio_mcm_episode_015suys,dio_mcm_episode_05dxhcl,3,22,0,0,0,0.0,11,1,11,1.0,11,0,15,0.7333333333333333,-1.0,0,0,0,0,0,0,0,0,0
303,dio_mcm_episode_1no5vl8,dio_mcm_episode_1w9k3lg,2,22,4,0,4,1.0,10,0,17,0.5882352941176471,8,0,15,0.5333333333333333,0.4117647058823529,0,0,0,3,0,3,1,0,1
304,dio_mcm_episode_0bli7nu,dio_mcm_episode_1x557o1,2,22,5,0,26,0.19230769230769232,12,0,106,0.11320754716981132,5,0,105,0.047619047619047616,0.079100145137881,0,0,0,2,0,15,3,0,11
305,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1qlxgj7,2,22,0,0,19,0.0,4,0,89,0.0449438202247191,18,0,90,0.2,-0.2,0,0,11,0,0,8,0,0,0
306,dio_mcm_episode_14o2zn6,dio_mcm_episode_1o7n3vj,2,22,0,0,0,0.0,7,0,24,0.2916666666666667,15,0,39,0.38461538461538464,-0.38461538461538464,0,0,0,0,0,0,0,0,0
307,dio_mcm_episode_1nxni6k,dio_mcm_episode_1qpd84c,1,22,4,0,123,0.032520325203252036,12,0,526,0.022813688212927757,6,0,498,0.012048192771084338,0.009706636990324279,0,0,30,4,0,63,0,0,30
308,dio_mcm_episode_0ff8lrz,dio_mcm_episode_1qpd84c,1,22,3,0,48,0.0625,11,0,168,0.06547619047619048,8,0,141,0.05673758865248227,-0.0029761904761904795,0,0,12,1,0,24,2,0,12
309,dio_mcm_episode_0b4v1an,dio_mcm_episode_0i72w4b,3,21,3,1,3,1.0,12,1,12,1.0,6,1,9,0.6666666666666666,0.0,0,0,0,0,0,0,3,1,3
310,dio_mcm_episode_14y2lc5,dio_mcm_episode_1e3smq7,3,21,2,0,7,0.2857142857142857,11,0,33,0.3333333333333333,8,1,36,0.2222222222222222,-0.047619047619047616,0,0,0,1,0,4,1,0,3
311,dio_mcm_episode_1no5vl8,dio_mcm_episode_1ny5ha7,3,21,1,0,5,0.2,12,3,19,0.631578947368421,8,1,12,0.6666666666666666,-0.4666666666666666,0,0,0,1,0,3,0,0,2
312,dio_mcm_episode_0q3iv1r,dio_mcm_episode_1orxzd6,3,21,0,0,0,0.0,7,2,7,1.0,14,4,16,0.875,-1.0,0,0,0,0,0,0,0,0,0
313,dio_mcm_episode_0ff8lrz,dio_mcm_episode_15a14p0,2,21,0,0,45,0.0,8,0,178,0.0449438202247191,13,0,167,0.07784431137724551,-0.07784431137724551,0,0,20,0,0,23,0,0,2
314,dio_mcm_episode_1e3smq7,dio_mcm_episode_1x3djkm,1,21,1,0,22,0.045454545454545456,13,0,112,0.11607142857142858,7,0,132,0.05303030303030303,-0.07061688311688312,0,0,0,1,0,12,0,0,10
315,dio_mcm_episode_040q3nh,dio_mcm_episode_0mx1107,3,20,9,1,47,0.19148936170212766,11,0,107,0.102803738317757,0,0,59,0.0,0.08868562338437065,4,0,23,5,1,24,0,0,0
316,dio_mcm_episode_0t4969n,dio_mcm_episode_1flwfgb,3,20,5,1,9,0.5555555555555556,9,4,23,0.391304347826087,6,0,9,0.6666666666666666,-0.11111111111111105,3,0,6,2,1,3,0,0,0
317,dio_mcm_episode_0ibx54i,dio_mcm_episode_1orxzd6,3,20,0,0,7,0.0,8,1,23,0.34782608695652173,12,2,16,0.75,-0.75,0,0,0,0,0,3,0,0,4
318,dio_mcm_episode_0hvxln3,dio_mcm_episode_1qlxgj7,2,20,2,0,20,0.1,7,0,51,0.13725490196078433,11,0,31,0.3548387096774194,-0.2548387096774194,0,0,12,2,0,8,0,0,0
319,dio_mcm_episode_1orxzd6,dio_mcm_episode_1wtjaze,2,20,0,0,0,0.0,6,0,21,0.2857142857142857,14,0,47,0.2978723404255319,-0.2978723404255319,0,0,0,0,0,0,0,0,0
320,dio_mcm_episode_05upp98,dio_mcm_episode_1qlxgj7,2,20,0,0,0,0.0,11,0,20,0.55,9,0,31,0.2903225806451613,-0.55,0,0,0,0,0,0,0,0,0
321,dio_mcm_episode_1qpd84c,dio_mcm_episode_1ugezq6,1,20,3,0,42,0.07142857142857142,9,0,122,0.07377049180327869,8,0,81,0.09876543209876543,-0.027336860670194002,0,0,11,2,0,22,1,0,9
322,dio_mcm_episode_15a14p0,dio_mcm_episode_16y1wct,3,19,7,1,7,1.0,12,5,14,0.8571428571428571,0,0,0,0.0,0.1428571428571429,6,1,6,1,0,1,0,0,0
323,dio_mcm_episode_1f1nrkg,dio_mcm_episode_1flwfgb,3,19,3,1,11,0.2727272727272727,10,2,35,0.2857142857142857,6,1,22,0.2727272727272727,-0.012987012987012991,0,0,5,3,1,6,0,0,0
324,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1o7n3vj,3,19,0,0,147,0.0,4,0,532,0.007518796992481203,15,0,465,0.03225806451612903,-0.03225806451612903,0,0,60,0,0,70,0,0,17
325,dio_mcm_episode_0l909ce,dio_mcm_episode_1vpfj3r,3,19,0,0,54,0.0,7,0,187,0.0374331550802139,12,0,154,0.07792207792207792,-0.07792207792207792,0,0,12,0,0,30,0,0,12
326,dio_mcm_episode_0gslldm,dio_mcm_episode_0hvxln3,3,19,3,0,5,0.6,11,0,16,0.6875,5,0,11,0.45454545454545453,-0.08750000000000002,1,0,1,2,0,4,0,0,0
327,dio_mcm_episode_04appcg,dio_mcm_episode_1vpfj3r,3,19,1,0,19,0.05263157894736842,10,0,67,0.14925373134328357,8,0,56,0.14285714285714285,-0.09662215239591515,1,0,5,0,0,11,0,0,3
328,dio_mcm_episode_0ibx54i,dio_mcm_episode_0qxnz4m,3,19,3,0,5,0.6,10,3,12,0.8333333333333334,6,3,6,1.0,-0.4,0,0,0,1,0,2,2,0,3
329,dio_mcm_episode_05bno88,dio_mcm_episode_1tvdhgs,2,19,8,0,37,0.21621621621621623,5,0,112,0.044642857142857144,6,0,73,0.0821917808219178,0.13402443539429842,0,0,11,5,0,19,3,0,7
330,dio_mcm_episode_0qxnz4m,dio_mcm_episode_1no5vl8,2,19,1,0,6,0.16666666666666666,8,0,24,0.3333333333333333,10,0,18,0.5555555555555556,-0.38888888888888895,0,0,0,0,0,2,1,0,4
331,dio_mcm_episode_04asuuf,dio_mcm_episode_0ffk9vo,1,19,0,0,42,0.0,4,0,190,0.021052631578947368,15,0,198,0.07575757575757576,-0.07575757575757576,0,0,20,0,0,18,0,0,4
332,dio_mcm_episode_15a14p0,dio_mcm_episode_19nvu4o,1,19,5,0,15,0.3333333333333333,14,0,28,0.5,0,0,0,0.0,-0.16666666666666669,4,0,6,1,0,8,0,0,1
333,dio_mcm_episode_0v4y2fb,dio_mcm_episode_0vklbgh,3,18,3,3,3,1.0,15,6,16,0.9375,0,0,0,0.0,0.0625,3,3,3,0,0,0,0,0,0
334,dio_mcm_episode_05dxhcl,dio_mcm_episode_0bli7nu,3,18,2,0,10,0.2,10,0,36,0.2777777777777778,6,0,29,0.20689655172413793,-0.07777777777777778,0,0,0,1,0,6,1,0,4
335,dio_mcm_episode_08hipkj,dio_mcm_episode_0satl98,3,18,0,0,0,0.0,9,0,17,0.5294117647058824,9,1,13,0.6923076923076923,-0.6923076923076923,0,0,0,0,0,0,0,0,0
336,dio_mcm_episode_040q3nh,dio_mcm_episode_0hwyq0s,3,18,0,0,0,0.0,9,4,12,0.75,9,0,12,0.75,-0.75,0,0,0,0,0,0,0,0,0
337,dio_mcm_episode_0bsaqu1,dio_mcm_episode_0t4969n,3,18,0,0,0,0.0,6,1,27,0.2222222222222222,12,0,15,0.8,-0.8,0,0,0,0,0,0,0,0,0
338,dio_mcm_episode_0o8aklj,dio_mcm_episode_0vklbgh,3,18,0,0,0,0.0,3,2,3,1.0,15,4,16,0.9375,-1.0,0,0,0,0,0,0,0,0,0
339,dio_mcm_episode_0lyvlac,dio_mcm_episode_0vklbgh,3,18,0,0,0,0.0,3,2,3,1.0,15,5,16,0.9375,-1.0,0,0,0,0,0,0,0,0,0
340,dio_mcm_episode_0fuuq8k,dio_mcm_episode_0vklbgh,3,18,0,0,0,0.0,3,3,3,1.0,15,10,16,0.9375,-1.0,0,0,0,0,0,0,0,0,0
341,dio_mcm_episode_02t3szi,dio_mcm_episode_0vklbgh,3,18,0,0,0,0.0,3,3,3,1.0,15,12,16,0.9375,-1.0,0,0,0,0,0,0,0,0,0
342,dio_mcm_episode_02cpbzo,dio_mcm_episode_1sddzs5,3,18,0,0,0,0.0,6,1,6,1.0,12,0,12,1.0,-1.0,0,0,0,0,0,0,0,0,0
343,dio_mcm_episode_07iaozp,dio_mcm_episode_0vklbgh,2,18,1,0,18,0.05555555555555555,11,0,126,0.0873015873015873,6,0,93,0.06451612903225806,-0.031746031746031744,1,0,15,0,0,3,0,0,0
344,dio_mcm_episode_14oenqv,dio_mcm_episode_1nxni6k,1,18,4,0,35,0.11428571428571428,13,0,111,0.11711711711711711,1,0,46,0.021739130434782608,-0.0028314028314028322,2,0,8,1,0,18,1,0,9
345,dio_mcm_episode_1flwfgb,dio_mcm_episode_1x557o1,1,18,0,0,26,0.0,8,0,106,0.07547169811320754,10,0,105,0.09523809523809523,-0.09523809523809523,0,0,14,0,0,12,0,0,0
346,dio_mcm_episode_0bsaqu1,dio_mcm_episode_1tvdhgs,1,18,0,0,0,0.0,4,0,57,0.07017543859649122,14,0,113,0.12389380530973451,-0.12389380530973451,0,0,0,0,0,0,0,0,0
347,dio_mcm_episode_0gslldm,dio_mcm_episode_1rj8742,3,17,3,0,15,0.2,12,0,93,0.12903225806451613,2,0,129,0.015503875968992248,0.07096774193548389,0,0,1,1,0,6,2,0,8
348,dio_mcm_episode_0rrms7j,dio_mcm_episode_1wjjpaf,3,17,0,0,18,0.0,10,0,69,0.14492753623188406,7,0,21,0.3333333333333333,-0.3333333333333333,0,0,6,0,0,9,0,0,3
349,dio_mcm_episode_14jcwih,dio_mcm_episode_1orxzd6,3,17,0,0,0,0.0,1,0,14,0.07142857142857142,16,2,31,0.5161290322580645,-0.5161290322580645,0,0,0,0,0,0,0,0,0
350,dio_mcm_episode_14y2lc5,dio_mcm_episode_1x3r1y4,3,17,0,0,0,0.0,5,2,7,0.7142857142857143,12,4,12,1.0,-1.0,0,0,0,0,0,0,0,0,0
351,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1dtt118,3,17,0,0,0,0.0,7,0,7,1.0,10,2,12,0.8333333333333334,-1.0,0,0,0,0,0,0,0,0,0
352,dio_mcm_episode_0l909ce,dio_mcm_episode_177ycjt,2,17,4,0,11,0.36363636363636365,12,0,32,0.375,1,0,20,0.05,-0.011363636363636354,1,0,5,3,0,6,0,0,0
353,dio_mcm_episode_15iabbt,dio_mcm_episode_1w9k3lg,2,17,2,0,3,0.6666666666666666,9,0,13,0.6923076923076923,6,0,10,0.6,-0.02564102564102566,1,0,2,1,0,1,0,0,0
354,dio_mcm_episode_0bli7nu,dio_mcm_episode_0t4969n,2,17,3,0,9,0.3333333333333333,9,0,23,0.391304347826087,5,0,10,0.5,-0.16666666666666669,0,0,0,3,0,6,0,0,3
355,dio_mcm_episode_09etg5e,dio_mcm_episode_0b4v1an,2,17,0,0,6,0.0,10,0,30,0.3333333333333333,7,0,35,0.2,-0.3333333333333333,0,0,0,0,0,6,0,0,0
356,dio_mcm_episode_0gslldm,dio_mcm_episode_0sjyas0,2,17,3,0,10,0.3,14,0,22,0.6363636363636364,0,0,0,0.0,-0.33636363636363636,0,0,2,3,0,8,0,0,0
357,dio_mcm_episode_0z5d2qb,dio_mcm_episode_17yc79r,1,17,3,0,22,0.13636363636363635,8,0,74,0.10810810810810811,6,0,60,0.1,0.02825552825552824,1,0,10,2,0,12,0,0,0
358,dio_mcm_episode_15a14p0,dio_mcm_episode_1vu7n3a,1,17,4,0,66,0.06060606060606061,8,0,176,0.045454545454545456,5,0,95,0.05263157894736842,0.00797448165869219,3,0,43,1,0,21,0,0,2
359,dio_mcm_episode_0qxnz4m,dio_mcm_episode_1nxni6k,1,17,3,0,105,0.02857142857142857,7,0,378,0.018518518518518517,7,0,261,0.02681992337164751,0.0017515051997810602,1,0,18,2,0,54,0,0,33
360,dio_mcm_episode_0jx9fyz,dio_mcm_episode_1x557o1,1,17,0,0,26,0.0,10,0,132,0.07575757575757576,7,0,156,0.04487179487179487,-0.07575757575757576,0,0,14,0,0,12,0,0,0
361,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1vpfj3r,1,17,0,0,32,0.0,8,0,121,0.06611570247933884,9,0,104,0.08653846153846154,-0.08653846153846154,0,0,9,0,0,18,0,0,5
362,dio_mcm_episode_0z5d2qb,dio_mcm_episode_16y1wct,1,17,6,0,11,0.5454545454545454,11,0,15,0.7333333333333333,0,0,0,0.0,-0.18787878787878787,2,0,5,4,0,6,0,0,0
363,dio_mcm_episode_14jcwih,dio_mcm_episode_1wjjpaf,1,17,0,0,0,0.0,7,0,12,0.5833333333333334,10,0,42,0.23809523809523808,-0.5833333333333334,0,0,0,0,0,0,0,0,0
364,dio_mcm_episode_1orxzd6,dio_mcm_episode_1x6pis8,1,17,0,0,0,0.0,6,0,7,0.8571428571428571,11,0,16,0.6875,-0.8571428571428571,0,0,0,0,0,0,0,0,0
365,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1e3smq7,3,16,4,0,7,0.5714285714285714,10,1,34,0.29411764705882354,2,0,39,0.05128205128205128,0.27731092436974786,0,0,0,2,0,5,2,0,2
366,dio_mcm_episode_0sjyas0,dio_mcm_episode_1f1nrkg,3,16,10,2,24,0.4166666666666667,6,1,22,0.2727272727272727,0,0,0,0.0,0.14393939393939398,5,0,12,5,2,12,0,0,0
367,dio_mcm_episode_06mzyi2,dio_mcm_episode_0hchn9l,3,16,4,0,5,0.8,9,2,10,0.9,3,0,4,0.75,-0.09999999999999998,3,0,4,1,0,1,0,0,0
368,dio_mcm_episode_0gslldm,dio_mcm_episode_1flwfgb,3,16,1,0,5,0.2,4,2,21,0.19047619047619047,11,2,22,0.5,-0.3,0,0,1,1,0,4,0,0,0
369,dio_mcm_episode_0q3iv1r,dio_mcm_episode_1wjjpaf,3,16,0,0,0,0.0,2,0,6,0.3333333333333333,14,1,21,0.6666666666666666,-0.6666666666666666,0,0,0,0,0,0,0,0,0
370,dio_mcm_episode_08hipkj,dio_mcm_episode_0vklbgh,3,16,0,0,0,0.0,3,0,3,1.0,13,2,16,0.8125,-1.0,0,0,0,0,0,0,0,0,0
371,dio_mcm_episode_0yce7uo,dio_mcm_episode_0z5d2qb,2,16,6,0,10,0.6,10,0,15,0.6666666666666666,0,0,0,0.0,-0.06666666666666665,1,0,4,5,0,6,0,0,0
372,dio_mcm_episode_0q4hk03,dio_mcm_episode_1tvdhgs,2,16,0,0,0,0.0,9,0,19,0.47368421052631576,7,0,37,0.1891891891891892,-0.47368421052631576,0,0,0,0,0,0,0,0,0
373,dio_mcm_episode_04appcg,dio_mcm_episode_1o7n3vj,1,16,2,0,86,0.023255813953488372,8,0,304,0.02631578947368421,6,0,259,0.023166023166023165,-0.0030599755201958373,1,0,39,1,0,39,0,0,8
374,dio_mcm_episode_0ff8lrz,dio_mcm_episode_1vpfj3r,1,16,1,0,30,0.03333333333333333,7,0,108,0.06481481481481481,8,0,90,0.08888888888888889,-0.05555555555555556,0,0,6,0,0,15,1,0,9
375,dio_mcm_episode_1ciibe9,dio_mcm_episode_1tvdhgs,1,16,0,0,0,0.0,7,0,19,0.3684210526315789,9,0,37,0.24324324324324326,-0.3684210526315789,0,0,0,0,0,0,0,0,0
376,dio_mcm_episode_0gslldm,dio_mcm_episode_1jq4txk,1,16,0,0,0,0.0,5,0,10,0.5,11,0,22,0.5,-0.5,0,0,0,0,0,0,0,0,0
377,dio_mcm_episode_0ptj9cs,dio_mcm_episode_1orxzd6,1,16,0,0,0,0.0,6,0,7,0.8571428571428571,10,0,16,0.625,-0.8571428571428571,0,0,0,0,0,0,0,0,0
378,dio_mcm_episode_078b3aq,dio_mcm_episode_07iaozp,3,15,7,1,11,0.6363636363636364,6,1,19,0.3157894736842105,2,0,6,0.3333333333333333,0.30303030303030304,5,0,9,2,1,2,0,0,0
379,dio_mcm_episode_06fse02,dio_mcm_episode_07iaozp,3,15,6,1,20,0.3,7,0,32,0.21875,2,0,12,0.16666666666666666,0.08124999999999999,3,0,11,2,1,8,1,0,1
380,dio_mcm_episode_14oenqv,dio_mcm_episode_158apmu,3,15,6,5,6,1.0,7,3,7,1.0,2,1,2,1.0,0.0,0,0,0,3,3,3,3,2,3
381,dio_mcm_episode_1i3ov0z,dio_mcm_episode_1qlxgj7,3,15,0,0,0,0.0,8,0,40,0.2,7,1,62,0.11290322580645161,-0.2,0,0,0,0,0,0,0,0,0
382,dio_mcm_episode_14wgkn2,dio_mcm_episode_1o7yrz8,3,15,0,0,6,0.0,6,1,42,0.14285714285714285,9,1,36,0.25,-0.25,0,0,3,0,0,3,0,0,0
383,dio_mcm_episode_07iaozp,dio_mcm_episode_0bli7nu,3,15,1,0,7,0.14285714285714285,8,1,20,0.4,6,0,12,0.5,-0.35714285714285715,0,0,0,1,0,6,0,0,1
384,dio_mcm_episode_06aqoz9,dio_mcm_episode_15a14p0,3,15,0,0,0,0.0,6,0,16,0.375,9,3,27,0.3333333333333333,-0.375,0,0,0,0,0,0,0,0,0
385,dio_mcm_episode_1eds8f6,dio_mcm_episode_1ohydo7,3,15,0,0,0,0.0,7,0,12,0.5833333333333334,8,1,28,0.2857142857142857,-0.5833333333333334,0,0,0,0,0,0,0,0,0
386,dio_mcm_episode_05upp98,dio_mcm_episode_1rj8742,3,15,0,0,0,0.0,3,1,3,1.0,12,0,12,1.0,-1.0,0,0,0,0,0,0,0,0,0
387,dio_mcm_episode_15iabbt,dio_mcm_episode_1ny5ha7,2,15,2,0,5,0.4,8,0,14,0.5714285714285714,5,0,8,0.625,-0.22499999999999998,2,0,3,0,0,2,0,0,0
388,dio_mcm_episode_1x3djkm,dio_mcm_episode_1xiamcv,2,15,0,0,22,0.0,4,0,67,0.05970149253731343,11,0,44,0.25,-0.25,0,0,11,0,0,11,0,0,0
389,dio_mcm_episode_0ffk9vo,dio_mcm_episode_1x3r1y4,2,15,0,0,0,0.0,6,0,7,0.8571428571428571,9,0,13,0.6923076923076923,-0.8571428571428571,0,0,0,0,0,0,0,0,0
390,dio_mcm_episode_14y2lc5,dio_mcm_episode_1ui10f9,2,15,0,0,0,0.0,4,0,7,0.5714285714285714,11,0,12,0.9166666666666666,-0.9166666666666666,0,0,0,0,0,0,0,0,0
391,dio_mcm_episode_0l909ce,dio_mcm_episode_0yce7uo,1,15,4,0,12,0.3333333333333333,11,0,20,0.55,0,0,0,0.0,-0.21666666666666673,1,0,6,3,0,6,0,0,0
392,dio_mcm_episode_1eav7xq,dio_mcm_episode_1f1nrkg,3,14,8,1,11,0.7272727272727273,6,1,11,0.5454545454545454,0,0,0,0.0,0.18181818181818188,0,0,0,6,0,6,2,1,5
393,dio_mcm_episode_09etg5e,dio_mcm_episode_1vjymvi,3,14,2,0,2,1.0,7,1,8,0.875,5,0,8,0.625,0.125,2,0,2,0,0,0,0,0,0
394,dio_mcm_episode_0satl98,dio_mcm_episode_1x557o1,3,14,4,0,306,0.013071895424836602,5,0,1048,0.004770992366412214,5,0,611,0.008183306055646482,0.00488858936919012,0,0,99,2,0,156,2,0,51
395,dio_mcm_episode_0l909ce,dio_mcm_episode_1o7n3vj,3,14,1,0,222,0.0045045045045045045,8,0,795,0.010062893081761006,5,1,680,0.007352941176470588,-0.005558388577256501,0,0,69,0,0,114,1,0,39
