dataset,universe_scope,triad_paths,triads,edge_collision_excess,edge_empirical_upper_p,center_collision_excess,center_empirical_upper_p,strict_edge_collision_excess,strict_edge_empirical_upper_p,strict_center_collision_excess,strict_center_empirical_upper_p,strict_edge_rate_excess,strict_edge_rate_empirical_upper_p,strict_center_rate_excess,strict_center_rate_empirical_upper_p,positive_edge_excess_paths,positive_center_excess_paths,mean_edge_state_changes,mean_center_state_changes,mean_distinct_edge_states,mean_distinct_center_states,mean_strict_distinct_ticks,fields_connected,production_field_modified,memory_written,influences_action,viranz_parameter_used
2091_basis,a,128,16,107616.84375,0.030303030303030304,119338.9375,0.030303030303030304,-48437.125,1.0,-47623.875,1.0,-1.7438773206244775,1.0,-1.9092422065026042,1.0,128,128,10.109375,10.4140625,4.109375,4.546875,2.21875,0,0,0,0,0
2091_basis,b,128,16,112257.3125,0.030303030303030304,124724.9375,0.030303030303030304,-46910.53125,1.0,-46095.46875,1.0,1.1824991412957857,0.12121212121212122,4.5545473056556744,0.030303030303030304,128,128,9.7421875,9.8984375,4.1953125,4.71875,2.1875,0,0,0,0,0
2091_basis,all,256,16,219874.15625,0.030303030303030304,244063.875,0.030303030303030304,-95347.65625,1.0,-93719.34375,1.0,-0.5613781793286989,0.5757575757575758,2.645305099153063,0.030303030303030304,256,256,9.92578125,10.15625,4.15234375,4.6328125,2.203125,0,0,0,0,0
2092_holdout,a,120,15,110681.375,0.030303030303030304,122238.5625,0.030303030303030304,-42587.84375,1.0,-41769.34375,1.0,-9.891719094287161,1.0,-14.111092389326664,1.0,120,120,10.075,10.325,3.825,4.483333333333333,1.9083333333333334,0,0,0,0,0
2092_holdout,b,120,15,107467.59375,0.030303030303030304,119326.15625,0.030303030303030304,-42862.84375,1.0,-42042.5625,1.0,-13.212876553291235,1.0,-14.925546412278326,1.0,120,120,10.4,10.766666666666667,4.033333333333333,4.641666666666667,1.9916666666666667,0,0,0,0,0
2092_holdout,all,240,15,218148.96875,0.030303030303030304,241564.71875,0.030303030303030304,-85450.6875,1.0,-83811.90625,1.0,-23.104595647578392,1.0,-29.036638801604987,1.0,240,240,10.2375,10.545833333333333,3.9291666666666667,4.5625,1.95,0,0,0,0,0
