passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,family_symbol,evidence_symbol,role_family,members,member_symbols,found_member_symbols,has_cohesion_evidence,has_legacy_follow_evidence,has_same_basis_follow_evidence,evidence_layers,cohesion_total_events,cohesion_event_concentration,cohesion_shared_label_count,cohesion_majority_label_count,cohesion_mean_label_jaccard,cohesion_min_label_jaccard,cohesion_max_mcm_distance,cohesion_mean_mcm_distance,cohesion_avg_carry,cohesion_avg_strain,cohesion_avg_rekopplung,cohesion_shared_labels,cohesion_majority_labels,legacy_found_members,legacy_member_coverage,legacy_real_follow_rows,legacy_total_follow_events,legacy_asset_profile,legacy_member_event_profile,legacy_mean_rekopplung_spaet,legacy_mean_strain_spaet,legacy_mean_afterimage_delta,legacy_mean_temporal_delta,same_basis_global_found_members,same_basis_global_member_coverage,same_basis_worlds,same_basis_worlds_present,same_basis_world_presence_ratio,same_basis_whole_family_worlds,same_basis_whole_family_ratio,same_basis_partial_family_worlds,same_basis_missing_worlds,same_basis_assets_present,same_basis_mean_member_coverage,same_basis_total_follow_events,same_basis_source_total_events,same_basis_source_event_concentration,same_basis_family_event_concentration,same_basis_family_event_balance,same_basis_source_member_event_profile,same_basis_member_event_profile,same_basis_mean_family_event_share,same_basis_mean_phase_complete_ratio,same_basis_mean_rekopplung_spaet,same_basis_mean_strain_spaet,same_basis_mean_afterimage_delta,same_basis_mean_temporal_delta,member_distribution_drift,caution_note
1,0,0,0,0,0,0,dio_rfamily_1lqxgk9,dio_rstate_0ntvpxm,rf_05,8,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,dio_0fe7;dio_1xrt,1,1,1,cohesion;legacy_follow;same_basis_follow,2397,0.265332,6,10,0.832738,0.7,0.017157,0.010308,0.5165,0.13625,0.70375,btc2025_current;doge2025;doge2025_clean;paxg2025;sol2026_stable;xrp2025_clean,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,2,0.25,5,244,PAXG:3;BTC:1;DOGE:1,dio_0fe7:3;dio_1xrt:2,0.756425,0.164838,0.417818,0.196691,8,1.0,15,15,1.0,2,0.133333,13,0,5,0.8,339,2397,0.265332,0.271386,0.832701,dio_0fe7:636;dio_1xrt:567;dio_17dc:317;dio_1ba6:269;dio_0v65:253;dio_0ein:196;dio_0u24:85;dio_0qup:74,dio_0fe7:70;dio_1xrt:92;dio_17dc:32;dio_1ba6:35;dio_0v65:49;dio_0ein:43;dio_0u24:10;dio_0qup:8,0.022736,0.225,0.745105,0.141982,0.188068,0.341428,0.11891,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_0jjw3fw,dio_rstate_1wygovd,rf_06,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,,1,0,0,cohesion,800,0.18375,5,6,0.743197,0.555556,0.01207,0.007849,0.47175,0.17625,0.67525,btc2025_current;doge2025;doge2025_clean;paxg2025;xrp2025_clean,btc2025_current;doge2025;doge2025_clean;paxg2025;sol2026_stable;xrp2025_clean,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_1sa5e3h,dio_rstate_0yebemw,rf_13,3,dio_1sub;dio_1t9l;dio_14l0,,1,0,0,cohesion,434,0.603687,6,9,0.722222,0.6,0.006848,0.004739,0.454333,0.202,0.652333,btc2025_current;doge2025;doge2025_clean;paxg2025;paxg2025_follow;xrp2025_clean,btc2025_current;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_1nzr5gr,dio_rstate_1b1eabd,rf_07,2,dio_1ewh;dio_0g2r,dio_1ewh;dio_0g2r,1,1,1,cohesion;legacy_follow;same_basis_follow,2342,0.61187,10,10,1.0,1.0,0.001658,0.001658,0.5315,0.1545,0.7015,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,2,1.0,20,1539,BTC:4;SOL:4;DOGE:4;PAXG:4;XRP:4,dio_1ewh:10;dio_0g2r:10,0.747398,0.172577,0.360825,0.174393,2,1.0,15,15,1.0,15,1.0,0,0,5,1.0,386,2342,0.61187,0.608808,0.782383,dio_1ewh:1433;dio_0g2r:909,dio_1ewh:235;dio_0g2r:151,0.025889,0.9,0.743983,0.16076,0.411389,0.32068,0.003062,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_0l7uuj3,dio_rstate_0id3gde,rf_10,2,dio_0jsd;dio_0ioc,,1,0,0,cohesion,435,0.556322,6,8,0.75,0.75,0.004301,0.004301,0.4685,0.1985,0.661,btc2025_current;doge2025;doge2025_clean;paxg2025;sol2026_stable;xrp2025_clean,btc2025_current;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_1magdrx,dio_rstate_18sd05d,rf_08,2,dio_0h6t;dio_1w94,,1,0,0,cohesion,307,0.504886,8,10,0.8,0.8,0.001581,0.001581,0.5045,0.142,0.6955,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;sol2026_stable;xrp2025_clean,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_0xbjcah,dio_rstate_0m550xs,rf_17,2,dio_1udx;dio_1cmd,,1,0,0,cohesion,307,0.540717,5,7,0.714286,0.714286,0.001118,0.001118,0.444,0.2005,0.655,btc2025_current;doge2025;doge2025_clean;paxg2025;xrp2025_clean,btc2025_current;btc2025_follow;doge2025;doge2025_clean;paxg2025;sol2026_stable;xrp2025_clean,0,0.0,0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_numeric_role_family_evidence_not_actionable
1,0,0,0,0,0,0,dio_rfamily_00ds3v1,dio_rstate_0hgx8tx,rf_21,2,dio_1pij;dio_1v2w,dio_1pij;dio_1v2w,1,1,1,cohesion;legacy_follow;same_basis_follow,1446,0.714385,7,10,0.7,0.7,0.004637,0.004637,0.503,0.1835,0.6775,btc2025_current;doge2025;doge2025_clean;paxg2025;sol2026_stable;xrp2025_clean;xrp2025_follow,btc2025_current;btc2025_follow;doge2025;doge2025_clean;doge2025_follow;paxg2025;paxg2025_follow;sol2026_stable;xrp2025_clean;xrp2025_follow,2,1.0,5,246,SOL:2;DOGE:2;XRP:1,dio_1pij:4;dio_1v2w:1,0.724939,0.203872,0.439106,0.215062,2,1.0,15,15,1.0,12,0.8,3,0,5,0.9,107,1446,0.714385,0.700935,0.598131,dio_1pij:1033;dio_1v2w:413,dio_1pij:32;dio_1v2w:75,0.007176,0.266667,0.71124,0.183441,0.191549,0.365657,0.415319,passive_numeric_role_family_evidence_not_actionable
