dataset,profile_mode,direction,comparison_scope,source_identities,comparison_groups,minimum_candidate_pool,maximum_candidate_pool,targets_per_cohort,source_target_paths,paths_with_rank_change,exact_convergence_paths,maximum_exact_convergence_tick,cohort_a_targets,cohort_b_targets,zero_profiles_left,zero_profiles_right,median_identity_rank,mean_identity_rank,mean_identity_auc,identity_unique_nearest,identity_in_nearest_tie,label_null_permutations,label_null_mean_identity_auc,label_null_max_identity_auc,identity_auc_label_p,label_null_mean_unique_nearest,unique_nearest_label_p,label_null_mean_nearest_tie,nearest_tie_label_p,source_label_read_by_field,field_learning_used,memory_read,memory_written,influences_action
2091_basis,raw,a_to_b,global,56,1,56,56,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,14.0,18.392857142857142,0.6535714285714286,4,4,4096,0.50018909008472,0.5892857142857143,0.000244081034903588,0.961181640625,0.001464486209421528,1.04345703125,0.003173053453746644,0,0,0,0,0
2091_basis,raw,a_to_b,within_asset_year,56,4,13,15,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,4.5,5.25,0.6516794217687075,11,15,4096,0.5005520930906542,0.5774872448979591,0.000244081034903588,3.41552734375,0.000244081034903588,4.554931640625,0.000244081034903588,0,0,0,0,0
2091_basis,raw,b_to_a,global,56,1,56,56,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,7.5,11.857142857142858,0.7431818181818182,2,7,4096,0.5003103280996347,0.5991883116883117,0.000244081034903588,0.296875,0.02782523797900903,1.947021484375,0.000732243104710764,0,0,0,0,0
2091_basis,raw,b_to_a,within_asset_year,56,4,13,15,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,3.0,3.6607142857142856,0.7427721088435374,10,14,4096,0.4996142225200627,0.6052295918367346,0.000244081034903588,3.21240234375,0.000244081034903588,5.209716796875,0.000244081034903588,0,0,0,0,0
2091_basis,shape,a_to_b,global,56,1,56,56,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,15.0,21.660714285714285,0.6201298701298701,4,4,4096,0.500450510792918,0.5798701298701298,0.000244081034903588,1.005126953125,0.001464486209421528,1.005126953125,0.001464486209421528,0,0,0,0,0
2091_basis,shape,a_to_b,within_asset_year,56,4,13,15,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,5.0,5.857142857142857,0.6274447278911565,12,12,4096,0.5004475911458334,0.5892857142857143,0.000244081034903588,3.986083984375,0.000244081034903588,3.986083984375,0.000244081034903588,0,0,0,0,0
2091_basis,shape,b_to_a,global,56,1,56,56,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,11.0,14.178571428571429,0.7368506493506494,4,6,4096,0.49973318917410714,0.6048701298701299,0.000244081034903588,0.764404296875,0.004393458628264584,1.393310546875,0.000488162069807176,0,0,0,0,0
2091_basis,shape,b_to_a,within_asset_year,56,4,13,15,4,448,447,448,305,2091_basis|SOL|2024|10000;2091_basis|SOL|2024|13000;2091_basis|BTC|2025|1000;2091_basis|BTC|2025|2000,2091_basis|SOL|2024|2000;2091_basis|BTC|2025|7000;2091_basis|BTC|2024|1000;2091_basis|SOL|2025|8000,0,0,3.0,4.035714285714286,0.7535076530612245,14,17,4096,0.5008251164235226,0.6149022108843537,0.000244081034903588,3.598388671875,0.000244081034903588,4.458251953125,0.000244081034903588,0,0,0,0,0
2092_holdout,raw,a_to_b,global,52,1,52,52,4,416,416,416,314,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000,2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,0,0,3.0,5.673076923076923,0.8685897435897436,5,15,4096,0.500268904511925,0.6087858220211162,0.000244081034903588,0.615234375,0.000244081034903588,2.648681640625,0.000244081034903588,0,0,0,0,0
2092_holdout,raw,a_to_b,within_asset_year,52,6,7,10,4,416,416,416,314,2092_holdout|XRP|2024|4000;2092_holdout|XRP|2025|5000;2092_holdout|PAXG|2025|0;2092_holdout|XRP|2024|9000,2092_holdout|PAXG|2025|9000;2092_holdout|XRP|2024|6000;2092_holdout|PAXG|2024|1000;2092_holdout|XRP|2025|3000,0,0,1.0,1.6346153846153846,0.8886027167277167,26,33,4096,0.5007835313659593,0.6312576312576312,0.000244081034903588,4.861572265625,0.000244081034903588,7.522216796875,0.000244081034903588,0,0,0,0,0
