role_family,component,response_symbol,response_axis,observations,evidence_sources,mean_value,median_value,population_stdev,median_absolute_deviation,minimum_value,maximum_value,positive_observations,negative_observations,zero_observations,positive_share,negative_share,observation_directional_persistence,mean_null_percentile,source_positive_means,source_negative_means,source_zero_means,source_directional_persistence,source_mean_range,source_sign_switches,source_ids,source_mean_path,source_sign_path,axis_observation_persistence_percentile,axis_source_persistence_percentile,axis_mad_percentile,axis_source_range_percentile
rf_13,magnitude,dio_rresponse_1fzgwzt,member_coverage,6,2,-0.1203705,-0.1064815,0.08247158688249347,0.02314800000000001,-0.277778,0.0,0,5,1,0.0,0.8333333333333334,0.8333333333333334,0.13666666666666666,0,2,0,1.0,0.037037000000000014,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.138889;-0.101852,-1;-1,0.6875,0.6875,0.359375,0.421875
rf_21,wick,dio_rresponse_1g0d5i4,continuity,6,2,-0.0257155,-0.022907999999999998,0.023056273800927445,0.013139499999999998,-0.064722,0.008614,1,5,0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.41833333333333333,0,2,0,1.0,0.027871,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.011780;-0.039651,-1;-1,0.46875,0.609375,0.265625,0.328125
rf_21,wick,dio_rresponse_1g0d5i4,event_share,6,2,-0.00047499999999999994,-0.000503,0.0009293402677885712,0.0009220000000000001,-0.001509,0.000615,3,3,0,0.5,0.5,0.0,0.2966666666666667,1,1,0,0.0,0.0018440000000000002,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.000447;-0.001397,1;-1,0.046875,0.125,0.8125,0.828125
rf_21,wick,dio_rresponse_1g0d5i4,member_coverage,6,2,-0.013889,-0.013889,0.030003669186728924,0.027778000000000004,-0.055556,0.027778,2,3,1,0.3333333333333333,0.5,0.16666666666666666,0.49,1,1,0,0.0,0.055556,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.013889;-0.041667,1;-1,0.265625,0.140625,0.5625,0.609375
rf_08,magnitude,dio_rresponse_1g81dn5,continuity,6,2,0.11962516666666666,0.12268,0.07861778175115489,0.08170249999999998,0.022369,0.234513,6,0,0,1.0,0.0,1.0,0.8316666666666667,2,0,0,1.0,0.02937366666666666,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.104938;0.134312,1;1,0.796875,0.609375,0.953125,0.359375
rf_08,magnitude,dio_rresponse_1g81dn5,event_share,6,2,0.0017185,0.0017185,0.001054930605932605,0.0009220000000000001,-5.6e-05,0.002962,5,1,0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.8883333333333333,2,0,0,1.0,0.0005310000000000002,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.001453;0.001984,1;1,0.53125,0.65625,0.8125,0.453125
rf_08,magnitude,dio_rresponse_1g81dn5,member_coverage,6,2,0.138889,0.13888899999999998,0.08058731813174246,0.083333,0.027778,0.25,6,0,0,1.0,0.0,1.0,0.8508333333333333,2,0,0,1.0,0.027777999999999997,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.125000;0.152778,1;1,0.875,0.6875,0.890625,0.296875
rf_08,wick,dio_rresponse_1iqzcc4,continuity,6,2,0.045387666666666666,0.040269,0.030830525461338187,0.019810499999999998,0.004762,0.099597,6,0,0,1.0,0.0,1.0,0.775,2,0,0,1.0,0.03705666666666667,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.026859;0.063916,1;1,0.796875,0.609375,0.390625,0.453125
rf_08,wick,dio_rresponse_1iqzcc4,event_share,6,2,0.0002793333333333333,0.00036300000000000004,0.00029457125152027686,0.00020999999999999995,-0.000224,0.000615,5,1,0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.8025,2,0,0,1.0,0.0005033333333333333,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.000028;0.000531,1;1,0.53125,0.65625,0.390625,0.421875
rf_08,wick,dio_rresponse_1iqzcc4,member_coverage,6,2,0.041666833333333334,0.041667,0.02659514908410095,0.013889000000000002,0.0,0.083333,5,0,1,0.8333333333333334,0.0,0.8333333333333334,0.7908333333333334,2,0,0,1.0,0.02777766666666667,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.027778;0.055556,1;1,0.6875,0.6875,0.171875,0.265625
rf_08,volume,dio_rresponse_1jy76dq,continuity,11,3,0.0008933636363636359,0.039734,0.10856365040445395,0.07569899999999999,-0.207659,0.192976,6,5,0,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.69,2,1,0,0.3333333333333333,0.1555408,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo;2081_2024_2025_30m_holdout,0.072511;0.069148;-0.083030,1;1;-1,0.09375,0.15625,0.921875,0.921875
rf_08,volume,dio_rresponse_1jy76dq,event_share,11,3,0.00017781818181818182,0.00014,0.0005903604165995576,0.000559,-0.001062,0.000894,6,4,1,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.6786363636363636,2,1,0,0.3333333333333333,0.0008106666666666667,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo;2081_2024_2025_30m_holdout,0.000140;0.000699;-0.000112,1;1;-1,0.203125,0.28125,0.671875,0.609375
rf_08,volume,dio_rresponse_1jy76dq,member_coverage,11,3,0.0012624545454545458,0.055556,0.1249935438597193,0.111112,-0.25,0.194444,6,5,0,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.6918181818181818,2,1,0,0.3333333333333333,0.1944442,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo;2081_2024_2025_30m_holdout,0.097222;0.069444;-0.097222,1;1;-1,0.203125,0.296875,0.984375,0.984375
rf_17,sign,dio_rresponse_1nes2tp,continuity,6,2,-0.256075,-0.24075049999999998,0.11151377529106737,0.04576250000000001,-0.472515,-0.109091,0,6,0,0.0,1.0,1.0,0.05333333333333333,0,2,0,1.0,0.06387666666666669,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.288013;-0.224137,-1;-1,0.796875,0.609375,0.796875,0.734375
rf_17,sign,dio_rresponse_1nes2tp,event_share,6,2,-0.0009501666666666667,-0.000866,0.0006430148823230213,0.00025150000000000004,-0.00218,-5.6e-05,0,6,0,0.0,1.0,1.0,0.20166666666666666,0,2,0,1.0,0.00033566666666666673,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.001118;-0.000782,-1;-1,0.84375,0.65625,0.453125,0.328125
rf_17,sign,dio_rresponse_1nes2tp,member_coverage,6,2,-0.28472216666666667,-0.24305549999999998,0.13743468800539002,0.055555499999999994,-0.555556,-0.111111,0,6,0,0.0,1.0,1.0,0.051666666666666666,0,2,0,1.0,0.09722233333333338,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.333333;-0.236111,-1;-1,0.875,0.6875,0.828125,0.765625
rf_05,magnitude,dio_rresponse_1o57ww3,continuity,6,2,0.01794133333333333,0.020526,0.05217751380197753,0.0350175,-0.072093,0.086154,3,3,0,0.5,0.5,0.0,0.8183333333333334,1,1,0,0.0,0.04892133333333333,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.006519;0.042402,-1;1,0.03125,0.0625,0.671875,0.515625
rf_05,magnitude,dio_rresponse_1o57ww3,event_share,6,2,-0.0007405,0.0002235,0.0016345254917967272,0.00022349999999999998,-0.003912,0.000503,4,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6583333333333333,1,1,0,0.0,0.002263,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.001872;0.000391,-1;1,0.3125,0.125,0.421875,0.890625
rf_05,magnitude,dio_rresponse_1o57ww3,member_coverage,6,2,0.022569333333333334,0.0243055,0.043909305056622744,0.029514,-0.055556,0.076389,5,1,0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.9475,2,0,0,1.0,0.03819466666666667,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.003472;0.041667,1;1,0.546875,0.6875,0.609375,0.46875
rf_13,sign,dio_rresponse_1omemxt,continuity,6,2,0.012619,0.0107695,0.031134128883483048,0.025896,-0.034294,0.059977,4,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7366666666666667,2,0,0,1.0,0.0029939999999999967,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.011122;0.014116,1;1,0.234375,0.609375,0.484375,0.046875
rf_13,sign,dio_rresponse_1omemxt,event_share,6,2,0.0002095,0.0001675,0.0005076589242132293,0.0004335,-0.000503,0.001006,4,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7916666666666666,1,1,0,0.0,0.0008663333333333333,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.000643;-0.000224,1;-1,0.3125,0.125,0.640625,0.671875
rf_13,sign,dio_rresponse_1omemxt,member_coverage,6,2,0.018518666666666666,0.013889,0.03891841178100097,0.013889,-0.037037,0.092593,4,1,1,0.6666666666666666,0.16666666666666666,0.5,0.7391666666666666,2,0,0,1.0,0.018518666666666662,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.027778;0.009259,1;1,0.421875,0.6875,0.140625,0.203125
rf_07,wick,dio_rresponse_1p2p9b2,continuity,6,2,-0.0053915000000000005,-0.004510500000000001,0.0023199392772225744,0.0011600000000000009,-0.009743,-0.002652,0,6,0,0.0,1.0,1.0,0.6033333333333334,0,2,0,1.0,0.003063666666666667,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.006923;-0.003860,-1;-1,0.796875,0.609375,0.015625,0.078125
rf_07,wick,dio_rresponse_1p2p9b2,event_share,6,2,9.783333333333333e-05,9.8e-05,0.0011636901673364587,0.0009499999999999999,-0.001844,0.001565,3,3,0,0.5,0.5,0.0,0.40249999999999997,1,1,0,0.0,0.0007543333333333334,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.000279;0.000475,-1;1,0.046875,0.125,0.859375,0.578125
rf_07,wick,dio_rresponse_1p2p9b2,member_coverage,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0.0,0.0,0.0,0.6108333333333333,0,0,2,0.0,0.0,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.000000;0.000000,0;0,0.09375,0.140625,0.0625,0.0625
rf_06,wick,dio_rresponse_1u6wbsr,continuity,6,2,-0.031724333333333334,-0.0407405,0.025559510530437698,0.013873,-0.055854,0.018487,1,5,0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.285,0,2,0,1.0,0.026453999999999995,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.018497;-0.044951,-1;-1,0.46875,0.609375,0.296875,0.296875
rf_06,wick,dio_rresponse_1u6wbsr,event_share,6,2,-0.0001675,-0.0001395,0.00020207321280499632,0.00018150000000000002,-0.000447,5.6e-05,2,3,1,0.3333333333333333,0.5,0.16666666666666666,0.4475,1,1,0,0.0,0.00039099999999999996,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.000363;0.000028,-1;1,0.140625,0.125,0.203125,0.359375
rf_06,wick,dio_rresponse_1u6wbsr,member_coverage,6,2,-0.0243055,-0.017361,0.03201230111873663,0.0208335,-0.083333,0.013889,1,4,1,0.16666666666666666,0.6666666666666666,0.5,0.2941666666666667,0,2,0,1.0,0.03472233333333334,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.006944;-0.041667,-1;-1,0.421875,0.6875,0.28125,0.390625
rf_06,volume,dio_rresponse_1xjfy5x,continuity,6,2,-0.083862,-0.07812350000000001,0.033072328100694694,0.024592500000000003,-0.142623,-0.041193,0,6,0,0.0,1.0,1.0,0.155,0,2,0,1.0,0.05103266666666667,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.058346;-0.109378,-1;-1,0.796875,0.609375,0.421875,0.546875
rf_06,volume,dio_rresponse_1xjfy5x,event_share,6,2,-0.001118,-0.001118,0.0004244659389554518,0.000391,-0.001789,-0.000559,0,6,0,0.0,1.0,1.0,0.08,0,2,0,1.0,0.0001119999999999999,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.001174;-0.001062,-1;-1,0.84375,0.65625,0.578125,0.171875
rf_06,volume,dio_rresponse_1xjfy5x,member_coverage,6,2,-0.09375,-0.09027750000000001,0.03251056729229231,0.03124950000000001,-0.138889,-0.055556,0,6,0,0.0,1.0,1.0,0.12666666666666668,0,2,0,1.0,0.0625,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,-0.062500;-0.125000,-1;-1,0.875,0.6875,0.640625,0.640625
rf_06,magnitude,dio_rresponse_1y446tm,continuity,6,2,-2.7666666666666823e-05,-0.0032655,0.012840140999571963,0.0100265,-0.015062,0.021231,2,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5983333333333334,1,1,0,0.0,0.021963333333333335,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.010954;-0.011009,1;-1,0.234375,0.0625,0.203125,0.234375
rf_06,magnitude,dio_rresponse_1y446tm,event_share,6,2,8.383333333333333e-05,8.4e-05,0.00013597599869911683,5.6e-05,-0.000168,0.000279,5,1,0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.3491666666666667,2,0,0,1.0,5.6333333333333325e-05,0,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.000056;0.000112,1;1,0.53125,0.65625,0.046875,0.109375
rf_06,magnitude,dio_rresponse_1y446tm,member_coverage,6,2,-0.008680666666666668,-0.0034725000000000003,0.02080934884986927,0.0156255,-0.041667,0.013889,3,3,0,0.5,0.5,0.0,0.4875,1,1,0,0.0,0.03819466666666667,1,2079_2025_1h15m_matched_pseudo;2080_2024_1h15m_matched_pseudo,0.010417;-0.027778,1;-1,0.09375,0.140625,0.203125,0.46875
