passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,response_symbol,observation_symbol,family_symbol,role_family,component,members,member_symbols,evidence_id,evidence_path,context_group,world_year_profile,timeframe_profile,asset_profile,real_worlds,control_worlds,phase_offsets,delta_continuity,delta_event_share,delta_member_coverage,pseudo_mean_delta_continuity,pseudo_mean_delta_event_share,pseudo_mean_delta_member_coverage,percentile_continuity,percentile_event_share,percentile_member_coverage,mean_match_distance,median_source_event_ratio,caution_note
1,0,0,0,0,0,0,dio_rresponse_03igbym,dio_rrstate_0kuxwmj,dio_rfamily_0jjw3fw,rf_06,sign,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.038392,-0.000643,-0.059028,-0.026448,-0.00117,-0.061319,0.12,0.81,0.515,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_03igbym,dio_rrstate_1o20xn4,dio_rfamily_0jjw3fw,rf_06,sign,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.039315,-0.000447,-0.048611,-0.026416,-0.001773,-0.060069,0.18,0.91,0.63,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_03igbym,dio_rrstate_1lp45yn,dio_rfamily_0jjw3fw,rf_06,sign,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.039205,-0.000838,-0.069444,-0.023129,-0.000567,-0.062569,0.14,0.42,0.4,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_0sy2s5t,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.056962,-0.001174,-0.0625,-0.026125,-6e-06,-0.020278,0.0,0.01,0.09,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_0wis0i9,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.041193,-0.001789,-0.069444,-0.067597,-0.00162,-0.088264,0.93,0.42,0.65,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_1hlpuo9,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.076882,-0.000559,-0.055556,0.019445,0.001609,0.047708,0.0,0.0,0.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_1ld4sl5,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.106147,-0.001062,-0.125,-0.018698,0.000493,-0.04316,0.0,0.0,0.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_0118cba,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.079365,-0.000671,-0.111111,-0.020162,9e-05,-0.04,0.0,0.05,0.01,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1xjfy5x,dio_rrstate_01naoy6,dio_rfamily_0jjw3fw,rf_06,volume,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.142623,-0.001453,-0.138889,-0.014564,0.000895,-0.046319,0.0,0.0,0.01,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_1u55i9f,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.018125,-0.000363,-0.006944,-0.02212,-0.000665,-0.020799,0.71,0.79,0.7,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_119mzhc,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.018487,-0.000279,0.013889,-0.074464,-0.002513,-0.122083,1.0,1.0,1.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_05pp54y,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.055854,-0.000447,-0.027778,0.037197,0.001183,0.080486,0.0,0.0,0.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_0723ias,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.040989,2.8e-05,-0.041667,0.016557,0.000547,0.030486,0.0,0.2,0.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_1xzi2ly,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.053373,0.0,-0.083333,0.016917,-6.8e-05,0.021319,0.0,0.57,0.0,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1u6wbsr,dio_rrstate_0ltb8hi,dio_rfamily_0jjw3fw,rf_06,wick,8,dio_0s8r;dio_1xme;dio_0f8s;dio_0nx9;dio_0gh3;dio_1ejq;dio_0lr0;dio_1yhs,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.040492,5.6e-05,0.0,0.019533,0.001163,0.039653,0.0,0.125,0.065,0.521012,1.345,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_0rj5jbz,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.001448,-0.001789,0.0,-0.012863,-0.000547,-0.017917,0.51,0.04,0.53,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_083h68k,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.001589,0.00285,0.0,-0.050703,-0.00087,-0.064167,0.68,1.0,0.685,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_00wr9r8,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.002304,-0.006427,0.0,0.02602,-0.000224,0.028333,0.31,0.0,0.39,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_13vghx6,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,0.007029,-0.002459,0.0,-0.005249,-0.000166,-0.006806,0.56,0.0,0.535,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_00vxqlj,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,0.004674,-0.003968,0.0,0.005948,-0.00041,0.003889,0.49,0.0,0.48,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0hbaf09,dio_rrstate_1s2nv42,dio_rfamily_1nzr5gr,rf_07,magnitude,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,0.010262,-0.00095,0.0,-0.015482,7.7e-05,-0.0175,0.62,0.15,0.58,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_0qly01h,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.006185,-0.002767,0.0,-0.022976,-0.000668,-0.028472,0.61,0.0,0.605,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_185ss99,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.002284,0.001341,0.0,-0.035394,-0.000576,-0.043611,0.64,0.915,0.61,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_0xi2yek,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.018495,-0.006875,0.0,-0.009511,-0.000761,-0.013333,0.49,0.0,0.59,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_06jnwyp,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.006358,-0.00081,0.0,-0.042586,-0.00057,-0.050694,0.63,0.36,0.67,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_00twb33,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.001086,-0.003409,0.0,-0.019522,-0.000686,-0.026667,0.6,0.0,0.63,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0xmmivn,dio_rrstate_0li1012,dio_rfamily_1nzr5gr,rf_07,sign,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.011049,0.001789,0.0,-0.064488,-0.000453,-0.074722,0.64,1.0,0.665,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_1m0du1v,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.005717,0.002515,0.0,-0.027405,0.000706,-0.028611,0.61,0.97,0.64,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_0xqoivo,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.004616,0.00408,0.0,-0.03708,0.000662,-0.039167,0.74,1.0,0.725,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_0le6hn3,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.007153,0.00095,0.0,-0.017719,0.000749,-0.018056,0.57,0.55,0.605,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_0sa2hx6,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.009188,0.004024,0.0,-0.047692,0.000371,-0.054722,0.59,1.0,0.675,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_1bk8c2d,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.010546,0.003856,0.0,-0.031055,0.000349,-0.0375,0.61,1.0,0.69,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0c15fbo,dio_rrstate_123vx4c,dio_rfamily_1nzr5gr,rf_07,volume,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.007279,0.004192,0.0,-0.064001,0.000393,-0.071944,0.63,1.0,0.69,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_09x10pu,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,-0.006884,-0.000279,0.0,-0.017865,0.000306,-0.017639,0.58,0.3,0.58,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_07gh5ei,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,-0.009743,0.001285,0.0,-0.042447,4.5e-05,-0.047778,0.64,0.735,0.695,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_1uxbqru,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,-0.004143,-0.001844,0.0,0.007984,0.000568,0.0125,0.53,0.0,0.495,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_13h0084,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,-0.004049,0.000475,0.0,-0.020085,0.000606,-0.022639,0.67,0.5,0.675,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_0g9ki6h,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,-0.004878,-0.000615,0.0,-0.011889,0.000728,-0.014167,0.56,0.17,0.57,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1p2p9b2,dio_rrstate_1xcvv8y,dio_rfamily_1nzr5gr,rf_07,wick,2,dio_1ewh;dio_0g2r,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,-0.002652,0.001565,0.0,-0.02712,0.000483,-0.031111,0.64,0.71,0.65,2.353973,0.317677,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_17q9u18,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,0.102989,0.001453,0.125,-0.042756,1e-05,-0.051528,0.92,0.97,0.935,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_0svkbgb,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.189457,0.002962,0.222222,-0.116502,-0.000216,-0.1375,0.99,1.0,1.0,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_1f9j23v,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,0.022369,-5.6e-05,0.027778,0.036585,0.000235,0.034444,0.46,0.395,0.505,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_04cqenl,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,overall,2024,1h;15m,BTC;SOL,12,36,17;83;251,0.142371,0.001984,0.152778,-0.018793,-3.5e-05,-0.024028,0.98,1.0,0.99,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_1295egl,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:15m,2024,15m,BTC;SOL,6,18,17;83;251,0.026052,0.001062,0.055556,-0.016593,-7.2e-05,-0.025,0.65,0.965,0.68,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_1g81dn5,dio_rrstate_0hucrz5,dio_rfamily_1magdrx,rf_08,magnitude,2,dio_0h6t;dio_1w94,2080_2024_1h15m_matched_pseudo,docs/befunde/2001-3000/2080_RF08_SIGN_GEMATCHTER_CROSSYEAR_KONTRAST.summary.csv,timeframe:1h,2024,1h,BTC;SOL,6,18,17;83;251,0.234513,0.002906,0.25,-0.018839,1e-06,-0.023056,0.99,1.0,0.995,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_1dcifj9,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,overall,2025,1h;15m,BTC;SOL,12,36,17;83;251,0.071552,0.000363,0.083333,-0.082795,-0.000435,-0.097083,0.9,0.92,0.93,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_1atb6al,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:15m,2025,15m,BTC;SOL,6,18,17;83;251,0.131014,0.000615,0.138889,-0.133093,-0.000618,-0.152778,0.99,0.99,0.985,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
1,0,0,0,0,0,0,dio_rresponse_0ehk2v5,dio_rrstate_0gjg4bw,dio_rfamily_1magdrx,rf_08,sign,2,dio_0h6t;dio_1w94,2079_2025_1h15m_matched_pseudo,docs/befunde/2001-3000/2079_ROLLENFAMILIEN_GEMATCHE_PSEUDOFAMILIEN.summary.csv,timeframe:1h,2025,1h,BTC;SOL,6,18,17;83;251,0.014826,0.000112,0.027778,-0.024171,-0.000253,-0.041389,0.67,0.74,0.705,0.501293,1.026059,passive_numeric_family_component_response_not_actionable
