group,scope,role_family,component,lag,real_worlds,control_worlds,real_world_presence_ratio,control_world_presence_ratio,control_minus_real_world_presence_ratio,real_whole_family_ratio,control_whole_family_ratio,control_minus_real_whole_family_ratio,real_mean_member_coverage,control_mean_member_coverage,control_minus_real_mean_member_coverage,real_mean_family_event_share,control_mean_family_event_share,control_minus_real_mean_family_event_share,real_mean_phase_complete_ratio,control_mean_phase_complete_ratio,control_minus_real_mean_phase_complete_ratio,real_member_distribution_drift,control_member_distribution_drift,control_minus_real_member_distribution_drift,real_mean_afterimage_delta,control_mean_afterimage_delta,control_minus_real_mean_afterimage_delta,real_mean_temporal_delta,control_mean_temporal_delta,control_minus_real_mean_temporal_delta,real_family_continuity_score,control_family_continuity_score,control_minus_real_family_continuity_score,paired_windows,paired_event_share_real_wins,paired_coverage_real_wins,paired_joint_real_advantage
overall,lag,rf_07,sign,17,12,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.023809523809523808,-0.0010898725687458095,0.8333333333333334,0.9166666666666666,0.08333333333333326,0.04621363075675633,0.030884280920364215,-0.015329349836392114,0.40427375600056265,0.41593891290954416,0.011665156908981511,0.3262341304985456,0.321023351203195,-0.0052107792953506316,0.9868686868686868,0.9838028169014084,-0.003065869967278423,12,5,0,0
overall,lag,rf_08,sign,17,12,12,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.8333333333333334,0.25,0.75,0.9166666666666666,0.16666666666666663,0.00335345405767941,0.004527162977867203,0.0011737089201877935,0.0,0.16666666666666666,0.16666666666666666,0.104885993485342,0.13451562311497167,0.029629629629629672,0.0372327803030303,0.10785833333333333,0.07062555303030303,0.08825903787878787,0.42061714583333326,0.3323581079545454,0.78,0.911574074074074,0.13157407407407395,12,4,1,1
overall,lag,rf_10,sign,17,12,12,0.9166666666666666,0.5833333333333334,-0.33333333333333326,0.16666666666666666,0.25,0.08333333333333334,0.5416666666666666,0.4166666666666667,-0.12499999999999994,0.0015928906773977197,0.0010898725687458082,-0.0005030181086519115,0.0,0.0,0.0,0.18052026618269812,0.13598585322723253,-0.04453441295546559,0.024613954545454543,0.00865957142857143,-0.015954383116883113,0.1436886818181818,0.04467475,-0.09901393181818181,0.5963815789473684,0.4615384615384615,-0.13484311740890692,12,6,5,5
overall,lag,rf_13,sign,17,12,12,1.0,0.9166666666666666,-0.08333333333333337,0.16666666666666666,0.16666666666666666,0.0,0.5833333333333334,0.5833333333333334,0.0,0.0031019450033534543,0.0027665995975855134,-0.00033534540576794086,0.0,0.0,0.0,0.4936480259060904,0.33312386538192995,-0.16052416052416046,0.022670518055555557,0.045330015151515156,0.0226594970959596,0.1797698402777778,0.18703157575757576,0.0072617354797979705,0.6361486486486487,0.631060606060606,-0.0050880425880427405,12,6,4,3
overall,lag,rf_17,sign,17,12,12,0.75,0.25,-0.5,0.25,0.0,-0.25,0.5,0.125,-0.375,0.0014252179745137493,0.000335345405767941,-0.0010898725687458082,0.0,0.0,0.0,0.011304847671967821,0.04071661237785018,0.02941176470588236,0.016430685185185187,-0.015988833333333334,-0.03241951851851852,0.08246148148148148,-0.10360066666666667,-0.18606214814814814,0.5816176470588235,0.23124999999999998,-0.3503676470588235,12,8,8,8
overall,lag,rf_21,sign,17,12,12,1.0,1.0,0.0,0.9166666666666666,0.75,-0.16666666666666663,0.9583333333333334,0.875,-0.08333333333333337,0.008718980549966466,0.006790744466800805,-0.0019282360831656608,0.3333333333333333,0.375,0.041666666666666685,0.4259229705287797,0.4304338917063675,0.004510921177587779,0.2195018392857143,0.16721621527777777,-0.052285624007936515,0.419908433531746,0.3143614448412699,-0.10554698869047613,0.9264423076923076,0.8630401234567902,-0.06340218423551747,12,8,3,3
overall,lag,rf_05,sign,83,12,12,1.0,1.0,0.0,0.16666666666666666,0.0,-0.16666666666666666,0.8229166666666666,0.78125,-0.04166666666666663,0.021965124077800133,0.0204560697518444,-0.0015090543259557339,0.21875,0.21875,0.0,0.11182712487301241,0.12212499230595625,0.010297867432943836,0.21320021189574315,0.24160307991273433,0.028402868016991184,0.4111403143849206,0.434790275693397,0.023649961308476408,0.7577227599054889,0.7016576405152224,-0.05606511939026648,12,7,4,2
overall,lag,rf_06,sign,83,12,12,1.0,0.9166666666666666,-0.08333333333333337,0.0,0.0,0.0,0.2916666666666667,0.1875,-0.10416666666666669,0.002682763246143528,0.001676727028839705,-0.0010060362173038232,0.0,0.0,0.0,0.33375,0.46125,0.1275,0.008370347222222222,-0.00013372727272727275,-0.008504074494949495,0.03652961111111112,-0.00016936363636363668,-0.03669897474747475,0.5270833333333333,0.4493154761904762,-0.07776785714285717,12,8,8,8
overall,lag,rf_07,sign,83,12,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.02154594232059021,-0.0033534540576794086,0.8333333333333334,0.875,0.04166666666666663,0.04621363075675633,0.014588947555549625,-0.031624683201206705,0.40427375600056265,0.41522978989043363,0.010956033889870986,0.3262341304985456,0.34555358426596555,0.019319453767419947,0.9868686868686868,0.9747081712062255,-0.012160515662461235,12,8,0,0
overall,lag,rf_08,sign,83,12,12,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.75,0.16666666666666663,0.75,0.875,0.125,0.00335345405767941,0.0036049631120053656,0.00025150905432595565,0.0,0.08333333333333333,0.08333333333333333,0.104885993485342,0.10953715627603969,0.004651162790697688,0.0372327803030303,0.04717986111111112,0.009947080808080815,0.08825903787878787,0.1580027777777778,0.06974373989898992,0.78,0.8853197674418605,0.10531976744186045,12,6,1,1
overall,lag,rf_10,sign,83,12,12,0.9166666666666666,0.75,-0.16666666666666663,0.16666666666666666,0.16666666666666666,0.0,0.5416666666666666,0.4583333333333333,-0.08333333333333331,0.0015928906773977197,0.0011737089201877937,-0.0004191817572099261,0.0,0.0,0.0,0.18052026618269812,0.15796387520525454,-0.02255639097744358,0.024613954545454543,0.011141666666666668,-0.013472287878787875,0.1436886818181818,0.06954922222222222,-0.07413945959595959,0.5963815789473684,0.5133928571428571,-0.08298872180451133,12,4,3,3
overall,lag,rf_13,sign,83,12,12,1.0,1.0,0.0,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.5833333333333334,0.5833333333333334,0.0,0.0031019450033534543,0.0031019450033534543,0.0,0.0,0.0,0.0,0.4936480259060904,0.27743180968987424,-0.21621621621621617,0.022670518055555557,0.046123,0.02345248194444444,0.1797698402777778,0.21402927777777778,0.03425943749999999,0.6361486486486487,0.6519144144144144,0.015765765765765716,12,5,2,2
overall,lag,rf_17,sign,83,12,12,0.75,0.5,-0.25,0.25,0.08333333333333333,-0.16666666666666669,0.5,0.2916666666666667,-0.20833333333333331,0.0014252179745137493,0.000670690811535882,-0.0007545271629778673,0.0,0.0,0.0,0.011304847671967821,0.16571661237785018,0.15441176470588236,0.016430685185185187,0.016664666666666664,0.00023398148148147738,0.08246148148148148,0.10501883333333334,0.022557351851851856,0.5816176470588235,0.36875,-0.21286764705882344,12,6,6,6
overall,lag,rf_21,sign,83,12,12,1.0,1.0,0.0,0.9166666666666666,0.8333333333333334,-0.08333333333333326,0.9583333333333334,0.9166666666666666,-0.04166666666666674,0.008718980549966466,0.007042253521126761,-0.0016767270288397052,0.3333333333333333,0.20833333333333334,-0.12499999999999997,0.4259229705287797,0.46438450899031813,0.038461538461538436,0.2195018392857143,0.21099778472222222,-0.00850405456349207,0.419908433531746,0.48844446527777774,0.06853603174603173,0.9264423076923076,0.8875,-0.038942307692307665,12,7,2,0
overall,lag,rf_05,sign,251,12,12,1.0,1.0,0.0,0.16666666666666666,0.25,0.08333333333333334,0.8229166666666666,0.8333333333333334,0.01041666666666674,0.021965124077800133,0.019282360831656607,-0.002682763246143527,0.21875,0.21875,0.0,0.11182712487301241,0.07999673504924636,-0.031830389823766056,0.21320021189574315,0.18147844571608948,-0.031721766179653665,0.4111403143849206,0.407535675036075,-0.003604639348845584,0.7577227599054889,0.7811076604554865,0.023384900549997645,12,8,4,3
overall,lag,rf_06,sign,251,12,12,1.0,0.9166666666666666,-0.08333333333333337,0.0,0.0,0.0,0.2916666666666667,0.23958333333333334,-0.05208333333333334,0.002682763246143528,0.002012072434607646,-0.0006706908115358822,0.0,0.0,0.0,0.33375,0.3095833333333333,-0.02416666666666667,0.008370347222222222,0.004460227272727273,-0.003910119949494949,0.03652961111111112,0.028242409090909092,-0.008287202020202025,0.5270833333333333,0.4808779761904762,-0.04620535714285717,12,5,6,5
overall,lag,rf_07,sign,251,12,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.026911468812877263,0.002012072434607645,0.8333333333333334,0.9583333333333334,0.125,0.04621363075675633,0.02308514968435002,-0.02312848107240631,0.40427375600056265,0.4409963770140127,0.03672262101345003,0.3262341304985456,0.3226304027721189,-0.0036037277264266976,0.9868686868686868,0.9822429906542055,-0.0046256962144812785,12,6,0,0
overall,lag,rf_08,sign,251,12,12,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.5833333333333334,0.0,0.75,0.7916666666666666,0.04166666666666663,0.00335345405767941,0.0035211267605633804,0.00016767270288397043,0.0,0.041666666666666664,0.041666666666666664,0.104885993485342,0.004885993485342022,-0.09999999999999998,0.0372327803030303,0.06999729166666667,0.03276451136363637,0.08825903787878787,0.16062374999999998,0.07236471212121211,0.78,0.8437499999999999,0.06374999999999986,12,5,3,3
overall,lag,rf_10,sign,251,12,12,0.9166666666666666,0.75,-0.16666666666666663,0.16666666666666666,0.25,0.08333333333333334,0.5416666666666666,0.5,-0.04166666666666663,0.0015928906773977197,0.001341381623071764,-0.00025150905432595565,0.0,0.0,0.0,0.18052026618269812,0.06867816091954024,-0.11184210526315788,0.024613954545454543,0.01646088888888889,-0.008153065656565654,0.1436886818181818,0.10464372222222222,-0.03904495959595959,0.5963815789473684,0.5625,-0.03388157894736843,12,4,4,4
overall,lag,rf_13,sign,251,12,12,1.0,1.0,0.0,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.5833333333333334,0.611111111111111,0.02777777777777768,0.0031019450033534543,0.0027665995975855134,-0.00033534540576794086,0.0,0.0,0.0,0.4936480259060904,0.242214774472839,-0.2514332514332514,0.022670518055555557,0.04122858333333333,0.018558065277777775,0.1797698402777778,0.17217672222222224,-0.007593118055555542,0.6361486486486487,0.6669191919191919,0.030770543270543183,12,5,3,3
overall,lag,rf_17,sign,251,12,12,0.75,0.5833333333333334,-0.16666666666666663,0.25,0.16666666666666666,-0.08333333333333334,0.5,0.375,-0.125,0.0014252179745137493,0.0009221998658618377,-0.0005030181086519116,0.0,0.0,0.0,0.011304847671967821,0.09564702398578617,0.08434217631381835,0.016430685185185187,0.028559857142857144,0.012129171957671957,0.08246148148148148,0.17813628571428572,0.09567480423280424,0.5816176470588235,0.4414772727272727,-0.14014037433155074,12,7,6,6
overall,lag,rf_21,sign,251,12,12,1.0,1.0,0.0,0.9166666666666666,0.4166666666666667,-0.49999999999999994,0.9583333333333334,0.7083333333333334,-0.25,0.008718980549966466,0.006790744466800805,-0.0019282360831656608,0.3333333333333333,0.3333333333333333,0.0,0.4259229705287797,0.5291993238051329,0.1032763532763532,0.2195018392857143,0.1672674222222222,-0.05223441706349208,0.419908433531746,0.22820451250000004,-0.19170392103174597,0.9264423076923076,0.7182870370370371,-0.2081552706552705,12,8,6,4
overall,component,rf_05,magnitude,,12,36,1.0,1.0,0.0,0.16666666666666666,0.3055555555555556,0.13888888888888892,0.8229166666666666,0.8645833333333334,0.04166666666666674,0.021965124077800133,0.0223563603845294,0.00039123630672926665,0.21875,0.23958333333333334,0.020833333333333343,0.11182712487301241,0.15855392156862746,0.04672679669561505,0.21320021189574315,0.1892467584789439,-0.023953453416799247,0.4111403143849206,0.39040738964715843,-0.02073292473776217,0.7577227599054889,0.8002867063492063,0.042563946443717415,36,13,9,6
overall,component,rf_06,magnitude,,12,36,1.0,0.9722222222222222,-0.02777777777777779,0.0,0.0,0.0,0.2916666666666667,0.2638888888888889,-0.02777777777777779,0.002682763246143528,0.002794545048066175,0.00011178180192264681,0.0,0.003472222222222222,0.003472222222222222,0.33375,0.25625000000000003,-0.07749999999999996,0.008370347222222222,0.023986664285714287,0.015616317063492065,0.03652961111111112,0.13324297666666665,0.09671336555555554,0.5270833333333333,0.5206388888888889,-0.006444444444444475,36,12,15,12
overall,component,rf_07,magnitude,,12,36,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.022440196735971384,-0.002459199642298234,0.8333333333333334,0.9166666666666666,0.08333333333333326,0.04621363075675633,0.0813596111082161,0.03514598035145977,0.40427375600056265,0.41854471651034153,0.014270960509778885,0.3262341304985456,0.35651750020041684,0.030283369701871232,0.9868686868686868,0.9938978829389787,0.007029196070291954,36,22,0,0
overall,component,rf_08,magnitude,,12,36,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.8055555555555556,0.2222222222222222,0.75,0.9027777777777778,0.1527777777777778,0.00335345405767941,0.005337581041806394,0.0019841269841269845,0.0,0.2222222222222222,0.2222222222222222,0.104885993485342,0.018674215938741745,-0.08621177754660025,0.0372327803030303,0.1120943388888889,0.07486155858585859,0.08825903787878787,0.29452423796296295,0.2062652000841751,0.78,0.9223712914485165,0.14237129144851646,36,3,3,1
overall,component,rf_10,magnitude,,12,36,0.9166666666666666,0.6944444444444444,-0.2222222222222222,0.16666666666666666,0.1388888888888889,-0.027777777777777762,0.5416666666666666,0.4166666666666667,-0.12499999999999994,0.0015928906773977197,0.0011457634697071316,-0.0004471272076905881,0.0,0.013888888888888888,0.013888888888888888,0.18052026618269812,0.15099523409027193,-0.029525032092426184,0.024613954545454543,0.02603472,0.0014207654545454577,0.1436886818181818,0.14359806666666666,-9.061515151514987e-05,0.5963815789473684,0.4752032520325203,-0.12117832691484814,36,17,13,12
overall,component,rf_13,magnitude,,12,36,1.0,0.8611111111111112,-0.13888888888888884,0.16666666666666666,0.1388888888888889,-0.027777777777777762,0.5833333333333334,0.48148148148148145,-0.10185185185185192,0.0031019450033534543,0.002040017885088308,-0.0010619271182651462,0.0,0.009259259259259259,0.009259259259259259,0.4936480259060904,0.35221892557288054,-0.14142910033320988,0.022670518055555557,0.016877440860215052,-0.005793077195340505,0.1797698402777778,0.06368035483870968,-0.11608948543906811,0.6361486486486487,0.5675481988838154,-0.06860044976483337,36,25,16,15
overall,component,rf_17,magnitude,,12,36,0.75,0.6111111111111112,-0.13888888888888884,0.25,0.25,0.0,0.5,0.4305555555555556,-0.06944444444444442,0.0014252179745137493,0.0010339816677844846,-0.0003912363067292647,0.0,0.0,0.0,0.011304847671967821,0.00017607183730963816,-0.011128775834658183,0.016430685185185187,0.007397636363636364,-0.009033048821548824,0.08246148148148148,0.03414015909090909,-0.048321322390572394,0.5816176470588235,0.5064752252252253,-0.0751424218335982,36,14,15,14
overall,component,rf_21,magnitude,,12,36,1.0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9583333333333334,0.9583333333333334,0.0,0.008718980549966466,0.007880617035546614,-0.0008383635144198522,0.3333333333333333,0.3194444444444444,-0.013888888888888895,0.4259229705287797,0.4236043671463465,-0.002318603382433171,0.2195018392857143,0.16042392407407408,-0.059077915211640214,0.419908433531746,0.2869419935185185,-0.1329664400132275,0.9264423076923076,0.9269060283687942,0.00046372067648658977,36,19,3,2
overall,lag,rf_05,magnitude,17,12,12,1.0,1.0,0.0,0.16666666666666666,0.4166666666666667,0.25,0.8229166666666666,0.8854166666666666,0.0625,0.021965124077800133,0.022468142186452045,0.0005030181086519113,0.21875,0.21875,0.0,0.11182712487301241,0.19637108574773193,0.08454396087471952,0.21320021189574315,0.17956232126715876,-0.03363789062858438,0.4111403143849206,0.36518877989626114,-0.04595153448865946,0.7577227599054889,0.8302227700781806,0.0725000101726917,12,5,4,2
overall,lag,rf_06,magnitude,17,12,12,1.0,1.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.34375,0.052083333333333315,0.002682763246143528,0.003772635814889336,0.0010898725687458078,0.0,0.010416666666666666,0.010416666666666666,0.33375,0.3126388888888889,-0.02111111111111108,0.008370347222222222,0.039961416666666666,0.031591069444444446,0.03652961111111112,0.2066092861111111,0.17007967499999999,0.5270833333333333,0.5490426587301587,0.021959325396825324,12,1,2,1
overall,lag,rf_07,magnitude,17,12,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.022887323943661973,-0.002012072434607645,0.8333333333333334,0.9166666666666666,0.08333333333333326,0.04621363075675633,0.12835371289683847,0.08214008214008214,0.40427375600056265,0.40864660742845116,0.004372851427888513,0.3262341304985456,0.3240445785864598,-0.0021895519120858076,0.9868686868686868,0.9967032967032966,0.00983460983460982,12,7,0,0
overall,lag,rf_08,magnitude,17,12,12,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.75,0.16666666666666663,0.75,0.875,0.125,0.00335345405767941,0.005030181086519115,0.0016767270288397047,0.0,0.20833333333333334,0.20833333333333334,0.104885993485342,0.011780673181324669,-0.09310532030401733,0.0372327803030303,0.08703400277777777,0.04980122247474747,0.08825903787878787,0.17190082777777774,0.08364178989898986,0.78,0.9029166666666667,0.12291666666666667,12,0,1,0
overall,lag,rf_10,magnitude,17,12,12,0.9166666666666666,0.75,-0.16666666666666663,0.16666666666666666,0.25,0.08333333333333334,0.5416666666666666,0.5,-0.04166666666666663,0.0015928906773977197,0.001341381623071764,-0.00025150905432595565,0.0,0.0,0.0,0.18052026618269812,0.19367816091954024,0.013157894736842118,0.024613954545454543,0.033417,0.00880304545454546,0.1436886818181818,0.20903700000000003,0.06534831818181822,0.5963815789473684,0.5375,-0.05888157894736845,12,6,4,4
overall,lag,rf_13,magnitude,17,12,12,1.0,0.9166666666666666,-0.08333333333333337,0.16666666666666666,0.16666666666666666,0.0,0.5833333333333334,0.5277777777777778,-0.05555555555555558,0.0031019450033534543,0.0019282360831656608,-0.0011737089201877935,0.0,0.0,0.0,0.4936480259060904,0.42666800240432784,-0.06698002350176258,0.022670518055555557,-0.001136363636363636,-0.023806881691919194,0.1797698402777778,-0.0006433636363636364,-0.18041320391414142,0.6361486486486487,0.5975845410628019,-0.03856410758584683,12,9,5,4
overall,lag,rf_17,magnitude,17,12,12,0.75,0.75,0.0,0.25,0.4166666666666667,0.16666666666666669,0.5,0.5833333333333334,0.08333333333333337,0.0014252179745137493,0.0014252179745137493,0.0,0.0,0.0,0.0,0.011304847671967821,0.011304847671967821,0.0,0.016430685185185187,-0.003586833333333333,-0.02001751851851852,0.08246148148148148,-0.023078055555555557,-0.10553953703703704,0.5816176470588235,0.6441176470588235,0.0625,12,2,3,2
overall,lag,rf_21,magnitude,17,12,12,1.0,1.0,0.0,0.9166666666666666,0.9166666666666666,0.0,0.9583333333333334,0.9583333333333334,0.0,0.008718980549966466,0.007545271629778672,-0.0011737089201877939,0.3333333333333333,0.3333333333333333,0.0,0.4259229705287797,0.34771784232365144,-0.07820512820512826,0.2195018392857143,0.20764161388888888,-0.011860225396825408,0.419908433531746,0.4735654777777778,0.05365704424603179,0.9264423076923076,0.9420833333333333,0.015641025641025652,12,8,1,1
overall,lag,rf_05,magnitude,83,12,12,1.0,1.0,0.0,0.16666666666666666,0.25,0.08333333333333334,0.8229166666666666,0.8333333333333334,0.01041666666666674,0.021965124077800133,0.021629778672032193,-0.00033534540576794086,0.21875,0.25,0.03125,0.11182712487301241,0.14604010827487848,0.03421298340186607,0.21320021189574315,0.18185004702681576,-0.03135016486892739,0.4111403143849206,0.39877934328403075,-0.01236097110088985,0.7577227599054889,0.7776024363233666,0.01987967641787769,12,5,4,3
overall,lag,rf_06,magnitude,83,12,12,1.0,0.9166666666666666,-0.08333333333333337,0.0,0.0,0.0,0.2916666666666667,0.21875,-0.07291666666666669,0.002682763246143528,0.0025150905432595573,-0.00016767270288397087,0.0,0.0,0.0,0.33375,0.31875,-0.015000000000000013,0.008370347222222222,0.014533977272727271,0.00616363005050505,0.03652961111111112,0.08509543181818181,0.048565820707070696,0.5270833333333333,0.4812053571428571,-0.04587797619047623,12,5,6,5
overall,lag,rf_07,magnitude,83,12,12,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.024899396378269618,0.023222669349429913,-0.0016767270288397043,0.8333333333333334,0.9583333333333334,0.125,0.04621363075675633,0.05952362601621006,0.013309995259453727,0.40427375600056265,0.42605378228114477,0.02178002628058212,0.3262341304985456,0.3377525438071188,0.011518413308573172,0.9868686868686868,0.9895306859205776,0.0026619990518907954,12,6,0,0
overall,lag,rf_08,magnitude,83,12,12,0.9166666666666666,1.0,0.08333333333333337,0.5833333333333334,0.8333333333333334,0.25,0.75,0.9166666666666666,0.16666666666666663,0.00335345405767941,0.006036217303822938,0.002682763246143528,0.0,0.2916666666666667,0.2916666666666667,0.104885993485342,0.0604415490408976,-0.0444444444444444,0.0372327803030303,0.13052608333333335,0.09329330303030305,0.08825903787878787,0.35896466388888887,0.270705626010101,0.78,0.9263888888888888,0.1463888888888888,12,1,1,0
overall,lag,rf_10,magnitude,83,12,12,0.9166666666666666,0.6666666666666666,-0.25,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.5416666666666666,0.375,-0.16666666666666663,0.0015928906773977197,0.0011737089201877935,-0.0004191817572099263,0.0,0.041666666666666664,0.041666666666666664,0.18052026618269812,0.3722495894909688,0.1917293233082707,0.024613954545454543,0.031240499999999997,0.006626545454545454,0.1436886818181818,0.13493808333333332,-0.008750598484848493,0.5963815789473684,0.3955357142857142,-0.20084586466165422,12,5,5,4
