role_family,pseudo_index,pseudo_id,members,member_count,disjoint_from_real,match_distance,real_source_events,pseudo_source_events,source_event_ratio
rf_05,1,rf_05_pseudo_001,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,8,1,0.20766033226272262,2397,2339,0.9758030871923238
rf_05,2,rf_05_pseudo_002,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.20873912203161948,2397,2349,0.9799749687108886
rf_05,3,rf_05_pseudo_003,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,8,1,0.20936207585715216,2397,2346,0.9787234042553191
rf_05,4,rf_05_pseudo_004,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,8,1,0.20965059176934864,2397,2350,0.9803921568627451
rf_05,5,rf_05_pseudo_005,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.21045355732739934,2397,2356,0.9828952857738841
rf_05,6,rf_05_pseudo_006,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,8,1,0.21136629030580767,2397,2357,0.9833124739257405
rf_05,7,rf_05_pseudo_007,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.21354495271595075,2397,2336,0.9745515227367543
rf_05,8,rf_05_pseudo_008,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,8,1,0.21378330888421493,2397,2359,0.9841468502294535
rf_05,9,rf_05_pseudo_009,dio_0g2r;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,8,1,0.21469658095795074,2397,2360,0.98456403838131
rf_05,10,rf_05_pseudo_010,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_0nx9;dio_1sub;dio_1udx;dio_1v2w,8,1,0.219577402102768,2397,2362,0.985398414685023
rf_05,11,rf_05_pseudo_011,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1v2w,8,1,0.2208894963760304,2397,2328,0.9712140175219024
rf_05,12,rf_05_pseudo_012,dio_0g2r;dio_0ioc;dio_0jsd;dio_0nx9;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22130817625420562,2397,2369,0.9883187317480183
rf_05,13,rf_05_pseudo_013,dio_0g2r;dio_0gh3;dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1v2w,8,1,0.2219481882315475,2397,2338,0.9753858990404672
rf_05,14,rf_05_pseudo_014,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1v2w,8,1,0.22257715340596018,2397,2335,0.9741343345848978
rf_05,15,rf_05_pseudo_015,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1v2w,8,1,0.22285765760357334,2397,2339,0.9758030871923238
rf_05,16,rf_05_pseudo_016,dio_0g2r;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.22325685598328504,2397,2332,0.9728827701293283
rf_05,17,rf_05_pseudo_017,dio_0g2r;dio_0gh3;dio_0h6t;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1v2w,8,1,0.22364865669601275,2397,2345,0.9783062161034627
rf_05,18,rf_05_pseudo_018,dio_0f8s;dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22392394727876852,2397,2368,0.9879015435961619
rf_05,19,rf_05_pseudo_019,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_1sub;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.2243228780522748,2397,2342,0.9770546516478932
rf_05,20,rf_05_pseudo_020,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1v2w,8,1,0.22455940119800288,2397,2346,0.9787234042553191
rf_05,21,rf_05_pseudo_021,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1v2w;dio_1w94,8,1,0.2246056939138995,2397,2325,0.9699624530663329
rf_05,22,rf_05_pseudo_022,dio_0g2r;dio_0ioc;dio_0jsd;dio_0nx9;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22464490058795838,2397,2372,0.9895702962035878
rf_05,23,rf_05_pseudo_023,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,8,1,0.22468989264764028,2397,2370,0.9887359198998749
rf_05,24,rf_05_pseudo_024,dio_0g2r;dio_0ioc;dio_0jsd;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.22523307700276052,2397,2343,0.9774718397997497
rf_05,25,rf_05_pseudo_025,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1v2w;dio_1w94,8,1,0.2256588715997464,2397,2335,0.9741343345848978
rf_05,26,rf_05_pseudo_026,dio_0f8s;dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22566220204872456,2397,2375,0.9908218606591572
rf_05,27,rf_05_pseudo_027,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1v2w;dio_1w94,8,1,0.22628948606478583,2397,2332,0.9728827701293283
rf_05,28,rf_05_pseudo_028,dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1pij;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22629537603764538,2397,2463,1.027534418022528
rf_05,29,rf_05_pseudo_029,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1v2w;dio_1w94,8,1,0.22656779214859957,2397,2336,0.9745515227367543
rf_05,30,rf_05_pseudo_030,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1sub;dio_1v2w,8,1,0.2267801798221014,2397,2325,0.9699624530663329
rf_05,31,rf_05_pseudo_031,dio_0g2r;dio_0gh3;dio_0h6t;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1v2w,8,1,0.2269724478908599,2397,2348,0.9795577805590321
rf_05,32,rf_05_pseudo_032,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1v2w;dio_1w94,8,1,0.22735550813377559,2397,2342,0.9770546516478932
rf_05,33,rf_05_pseudo_033,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1t9l;dio_1v2w,8,1,0.22788373655116134,2397,2349,0.9799749687108886
rf_05,34,rf_05_pseudo_034,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1v2w;dio_1w94,8,1,0.2282657070842613,2397,2343,0.9774718397997497
rf_05,35,rf_05_pseudo_035,dio_0f8s;dio_0g2r;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22900211886864252,2397,2378,0.9920734251147267
rf_05,36,rf_05_pseudo_036,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.22914532808530863,2397,2329,0.9716312056737588
rf_05,37,rf_05_pseudo_037,dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1pij;dio_1sub;dio_1udx;dio_1v2w,8,1,0.22967884841563024,2397,2460,1.0262828535669588
rf_05,38,rf_05_pseudo_038,dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1pij;dio_1sub;dio_1v2w,8,1,0.23033832128862697,2397,2452,1.0229453483521067
rf_05,39,rf_05_pseudo_039,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1sub;dio_1v2w;dio_1w94,8,1,0.23049804086243963,2397,2322,0.9687108886107635
rf_05,40,rf_05_pseudo_040,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1v2w;dio_1w94,8,1,0.2306776640684901,2397,2345,0.9783062161034627
rf_05,41,rf_05_pseudo_041,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_0s8r;dio_1ejq;dio_1sub;dio_1v2w,8,1,0.2309108266716121,2397,2320,0.9678765123070505
rf_05,42,rf_05_pseudo_042,dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1pij;dio_1sub;dio_1v2w;dio_1w94,8,1,0.2315418413010476,2397,2449,1.0216937838965374
rf_05,43,rf_05_pseudo_043,dio_0g2r;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1t9l;dio_1v2w;dio_1w94,8,1,0.23158840857048024,2397,2346,0.9787234042553191
rf_05,44,rf_05_pseudo_044,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_0s8r;dio_1sub;dio_1v2w,8,1,0.23195478246564705,2397,2330,0.9720483938256154
rf_05,45,rf_05_pseudo_045,dio_0g2r;dio_0ioc;dio_0jsd;dio_0s8r;dio_14l0;dio_1ejq;dio_1sub;dio_1v2w,8,1,0.2325881551884278,2397,2327,0.9707968293700459
rf_05,46,rf_05_pseudo_046,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_0nx9;dio_1sub;dio_1v2w,8,1,0.23276059591706033,2397,2351,0.9808093450146016
rf_05,47,rf_05_pseudo_047,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_0s8r;dio_1sub;dio_1t9l;dio_1v2w,8,1,0.23286278517061487,2397,2331,0.9724655819774718
rf_05,48,rf_05_pseudo_048,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w;dio_1xme,8,1,0.2333231501477504,2397,2383,0.9941593658740092
rf_05,49,rf_05_pseudo_049,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0s8r;dio_14l0;dio_1sub;dio_1v2w,8,1,0.2336450105630975,2397,2337,0.9749687108886108
rf_05,50,rf_05_pseudo_050,dio_0ioc;dio_0jsd;dio_0lr0;dio_0s8r;dio_1ejq;dio_1pij;dio_1sub;dio_1v2w,8,1,0.2336521456247881,2397,2444,1.0196078431372548
rf_05,51,rf_05_pseudo_051,dio_0h6t;dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1pij;dio_1sub;dio_1v2w,8,1,0.2337163272092495,2397,2449,1.0216937838965374
rf_05,52,rf_05_pseudo_052,dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1pij;dio_1sub;dio_1udx;dio_1v2w,8,1,0.23382098846655164,2397,2470,1.0304547350855235
rf_05,53,rf_05_pseudo_053,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_0nx9;dio_14l0;dio_1sub;dio_1v2w,8,1,0.2344775566216094,2397,2358,0.983729662077597
rf_05,54,rf_05_pseudo_054,dio_0g2r;dio_0ioc;dio_0jsd;dio_0s8r;dio_14l0;dio_1sub;dio_1t9l;dio_1v2w,8,1,0.23455429715052523,2397,2338,0.9753858990404672
rf_05,55,rf_05_pseudo_055,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0nx9;dio_1sub;dio_1udx;dio_1v2w,8,1,0.2346595405945623,2397,2382,0.9937421777221527
rf_05,56,rf_05_pseudo_056,dio_0ioc;dio_0jsd;dio_0lr0;dio_14l0;dio_1pij;dio_1sub;dio_1v2w;dio_1w94,8,1,0.2349183478452862,2397,2446,1.020442219440968
rf_05,57,rf_05_pseudo_057,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w;dio_1xme,8,1,0.23507994196837334,2397,2390,0.9970796829370046
rf_05,58,rf_05_pseudo_058,dio_0g2r;dio_0ioc;dio_0jsd;dio_0nx9;dio_1sub;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.23514472190844404,2397,2355,0.9824780976220275
rf_05,59,rf_05_pseudo_059,dio_0g2r;dio_0ioc;dio_0jsd;dio_0nx9;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,8,1,0.23557690064765668,2397,2383,0.9941593658740092
rf_05,60,rf_05_pseudo_060,dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1pij;dio_1sub;dio_1udx;dio_1v2w,8,1,0.23568879289202305,2397,2473,1.031706299541093
rf_05,61,rf_05_pseudo_061,dio_0ioc;dio_0jsd;dio_1ejq;dio_1pij;dio_1sub;dio_1udx;dio_1v2w;dio_1yhs,8,1,0.23605101129565975,2397,2456,1.0246141009595326
rf_05,62,rf_05_pseudo_062,dio_0ioc;dio_0jsd;dio_0lr0;dio_1cmd;dio_1ejq;dio_1pij;dio_1sub;dio_1v2w,8,1,0.23636829395209213,2397,2438,1.017104714226116
rf_05,63,rf_05_pseudo_063,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_0nx9;dio_1sub;dio_1v2w;dio_1w94,8,1,0.23646418100880284,2397,2348,0.9795577805590321
rf_05,64,rf_05_pseudo_064,dio_0g2r;dio_0h6t;dio_0ioc;dio_0jsd;dio_1ejq;dio_1sub;dio_1v2w;dio_1yhs,8,1,0.2365001913927809,2397,2321,0.968293700458907
