symbol_family,candidate_class,present_in,same_field,same_reifung,xrp_events,multi_events,xrp_field,multi_field,xrp_reifung,multi_reifung,xrp_mcm,multi_mcm
dio_0dli,robuste_feldsyntax,xrp_and_multi,1,1,8,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.450/0.168/0.674,0.450/0.167/0.669
dio_0imv,robuste_feldsyntax,xrp_and_multi,1,1,8,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.490/0.113/0.706,0.468/0.127/0.688
dio_0pox,robuste_feldsyntax,xrp_and_multi,1,1,8,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.451/0.182/0.655,0.450/0.181/0.651
dio_0ui0,robuste_feldsyntax,xrp_and_multi,1,1,8,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.445/0.191/0.656,0.447/0.187/0.654
dio_0wio,robuste_feldsyntax,xrp_and_multi,1,1,8,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.483/0.131/0.697,0.473/0.140/0.686
dio_1fyl,robuste_feldsyntax,xrp_and_multi,1,1,8,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.437/0.190/0.658,0.433/0.191/0.650
dio_1hyw,robuste_feldsyntax,xrp_and_multi,1,1,8,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.469/0.151/0.686,0.469/0.146/0.688
dio_1le1,robuste_feldsyntax,xrp_and_multi,1,1,8,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.492/0.113/0.708,0.508/0.111/0.711
dio_1u4x,robuste_feldsyntax,xrp_and_multi,1,1,8,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.483/0.133/0.699,0.486/0.131/0.697
dio_0by5,robuste_feldsyntax,xrp_and_multi,1,1,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.438/0.187/0.656,0.431/0.189/0.650
dio_0h3g,robuste_feldsyntax,xrp_and_multi,1,1,6,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.446/0.172/0.664,0.462/0.161/0.670
dio_0rwk,robuste_feldsyntax,xrp_and_multi,1,1,6,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.472/0.134/0.692,0.461/0.141/0.681
dio_1p3p,robuste_feldsyntax,xrp_and_multi,1,1,6,3,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.369/0.257/0.622,0.375/0.243/0.609
dio_1wle,robuste_feldsyntax,xrp_and_multi,1,1,6,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.480/0.117/0.701,0.479/0.118/0.697
dio_1915,robuste_feldsyntax,xrp_and_multi,1,1,4,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.416/0.212/0.635,0.437/0.200/0.641
dio_1oo7,robuste_feldsyntax,xrp_and_multi,1,1,4,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldstabil,0.421/0.197/0.636,0.435/0.192/0.640
dio_00m4,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,118,11,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.444/0.225/0.637,0.430/0.220/0.632
dio_1oye,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,16,110,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.479/0.173/0.676,0.533/0.191/0.694
dio_1yoi,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,106,48,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.433/0.232/0.635,0.475/0.234/0.648
dio_06ik,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,97,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.466/0.164/0.679,0.528/0.175/0.701
dio_1un4,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,88,37,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.454/0.239/0.636,0.470/0.238/0.640
dio_0f8s,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,74,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.505/0.165/0.693,0.441/0.179/0.677
dio_16yy,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,50,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.418/0.194/0.650,0.512/0.175/0.692
dio_0sz4,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,46,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.494/0.180/0.678,0.430/0.193/0.649
dio_1cmd,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,44,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.435/0.204/0.651,0.443/0.192/0.653
dio_1xkg,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,42,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.434/0.211/0.647,0.421/0.203/0.651
dio_06cv,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,40,6,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.434/0.227/0.626,0.423/0.223/0.620
dio_0rlw,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,40,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.424/0.184/0.657,0.498/0.172/0.687
dio_0ehc,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,38,16,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0.441/0.235/0.633,0.423/0.237/0.622
dio_1r1r,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,34,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.485/0.172/0.679,0.448/0.182/0.657
dio_1a0z,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,30,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.462/0.164/0.677,0.515/0.167/0.692
dio_0v4v,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,26,12,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.420/0.232/0.629,0.425/0.223/0.636
dio_13hi,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,26,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.469/0.181/0.669,0.412/0.205/0.636
dio_05il,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,24,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.426/0.228/0.619,0.417/0.229/0.613
dio_09rg,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,24,4,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.479/0.172/0.677,0.476/0.175/0.670
dio_10a7,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,22,9,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.435/0.211/0.647,0.426/0.212/0.651
dio_1s59,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,22,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.471/0.164/0.680,0.501/0.170/0.685
dio_04kg,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,21,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.409/0.198/0.646,0.446/0.187/0.664
dio_0zac,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,20,4,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldstabil,weltuebergreifend_feldoffen,0.384/0.272/0.605,0.381/0.257/0.600
dio_0v2o,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,16,7,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0.424/0.222/0.638,0.432/0.220/0.639
dio_1uci,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,16,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.440/0.211/0.643,0.440/0.201/0.645
dio_010q,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,14,1,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.384/0.281/0.600,0.374/0.269/0.593
dio_0tct,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,14,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.491/0.127/0.698,0.458/0.140/0.678
dio_1clq,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,14,1,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.375/0.272/0.600,0.368/0.259/0.596
dio_1tko,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,14,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.486/0.178/0.677,0.430/0.197/0.644
dio_0m49,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,13,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.425/0.184/0.656,0.474/0.174/0.684
dio_0oqw,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,12,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.439/0.201/0.644,0.414/0.209/0.626
dio_0seu,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,12,7,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.517/0.119/0.716,0.492/0.134/0.701
dio_1bgq,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,12,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.431/0.216/0.627,0.422/0.215/0.621
dio_0lbk,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,11,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.472/0.155/0.675,0.478/0.160/0.677
dio_03al,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,10,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.425/0.218/0.625,0.435/0.208/0.633
dio_0lqz,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,10,5,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0.411/0.223/0.636,0.427/0.198/0.659
dio_0sws,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,10,7,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.419/0.229/0.630,0.428/0.222/0.628
dio_10bo,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,10,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.476/0.145/0.684,0.464/0.132/0.685
dio_1eru,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,10,1,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.375/0.286/0.591,0.362/0.271/0.586
dio_1gja,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,10,2,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.410/0.243/0.620,0.405/0.244/0.611
dio_1snb,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,9,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.467/0.164/0.681,0.466/0.168/0.675
dio_00cl,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.471/0.142/0.684,0.458/0.144/0.677
dio_0949,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.474/0.140/0.701,0.454/0.154/0.676
dio_0txd,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.430/0.200/0.652,0.425/0.192/0.647
dio_0una,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,8,offene_rekopplung,offene_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.373/0.271/0.595,0.411/0.252/0.613
dio_16po,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.451/0.182/0.657,0.434/0.190/0.643
dio_17dj,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.466/0.164/0.675,0.445/0.174/0.660
dio_18bn,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.415/0.235/0.629,0.416/0.223/0.627
dio_1dy1,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,8,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.416/0.225/0.633,0.413/0.225/0.625
dio_1fx5,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,6,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.420/0.209/0.645,0.429/0.197/0.651
dio_1r19,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,2,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0.382/0.258/0.611,0.373/0.248/0.603
dio_1rrr,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,7,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.468/0.180/0.669,0.467/0.186/0.661
dio_1tic,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,3,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.433/0.207/0.646,0.465/0.184/0.660
dio_1w73,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,8,2,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldstabil,0.376/0.282/0.597,0.379/0.260/0.597
dio_0z18,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,7,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.438/0.169/0.659,0.479/0.160/0.673
dio_15ux,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,7,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.426/0.181/0.660,0.474/0.165/0.678
dio_045y,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.461/0.151/0.678,0.447/0.159/0.665
dio_0inh,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.470/0.172/0.675,0.441/0.184/0.655
dio_0kvh,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,2,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.402/0.247/0.615,0.418/0.235/0.617
dio_0lg0,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,3,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.414/0.234/0.619,0.427/0.215/0.627
dio_0p0e,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,1,offene_rekopplung,offene_rekopplung,weltuebergreifend_feldoffen,junge_syntaxinsel,0.411/0.236/0.610,0.401/0.229/0.609
dio_0sa1,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,6,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldoffen,0.403/0.225/0.622,0.427/0.215/0.630
dio_0y74,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.420/0.205/0.654,0.432/0.190/0.653
dio_0zv7,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.453/0.196/0.646,0.424/0.204/0.633
dio_12k9,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.477/0.152/0.679,0.474/0.152/0.676
dio_15pd,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.452/0.197/0.650,0.429/0.194/0.643
dio_15rn,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.418/0.202/0.649,0.432/0.192/0.652
dio_1a09,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,6,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.407/0.217/0.629,0.428/0.207/0.634
dio_1bs4,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldoffen,weltuebergreifend_feldoffen,0.412/0.232/0.626,0.408/0.228/0.619
dio_1o3j,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.438/0.187/0.660,0.484/0.135/0.690
dio_1rja,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.446/0.171/0.672,0.456/0.163/0.689
dio_1uyk,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,6,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.416/0.200/0.643,0.483/0.178/0.671
dio_1v3j,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,6,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.452/0.172/0.670,0.461/0.175/0.664
dio_1x3j,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,6,2,offene_rekopplung,offene_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.384/0.290/0.595,0.403/0.261/0.604
dio_0kap,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,5,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldoffen,0.419/0.217/0.633,0.436/0.221/0.627
dio_047h,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.430/0.209/0.645,0.435/0.209/0.641
dio_07pc,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,4,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.413/0.217/0.638,0.436/0.201/0.651
dio_0a6p,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.423/0.203/0.636,0.416/0.212/0.625
dio_0a9q,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.445/0.184/0.663,0.410/0.196/0.678
dio_0ey8,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.480/0.127/0.695,0.451/0.149/0.674
dio_0kcu,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.474/0.129/0.689,0.454/0.141/0.675
dio_0lwq,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.451/0.179/0.658,0.428/0.195/0.640
dio_0nmc,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.428/0.193/0.654,0.413/0.195/0.644
dio_0t8h,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,4,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.413/0.209/0.636,0.464/0.186/0.660
dio_146w,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.469/0.145/0.680,0.491/0.131/0.691
dio_183v,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.419/0.192/0.644,0.423/0.188/0.646
dio_1d54,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.430/0.183/0.661,0.433/0.179/0.660
dio_1f23,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.460/0.172/0.673,0.441/0.178/0.659
dio_1j70,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.485/0.125/0.698,0.465/0.133/0.685
dio_1j7r,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.454/0.148/0.679,0.460/0.142/0.682
dio_1l71,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,4,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.426/0.198/0.651,0.431/0.192/0.666
dio_1nk6,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,2,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.424/0.192/0.639,0.452/0.181/0.649
dio_1swb,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,4,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.459/0.173/0.671,0.458/0.176/0.663
dio_1t8h,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,4,1,tragende_rekopplung,tragende_rekopplung,weltuebergreifend_feldstabil,junge_syntaxinsel,0.412/0.216/0.633,0.418/0.210/0.634
dio_0a5r,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.452/0.156/0.674,0.471/0.140/0.684
dio_0j8b,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.429/0.182/0.648,0.443/0.177/0.650
dio_0v22,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.442/0.175/0.668,0.483/0.158/0.683
dio_1hbv,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.404/0.234/0.626,0.466/0.187/0.660
dio_1htm,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,3,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.446/0.152/0.672,0.487/0.137/0.690
dio_03pz,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.413/0.233/0.628,0.408/0.237/0.621
dio_04o1,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.461/0.133/0.686,0.461/0.130/0.683
dio_04s3,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.434/0.171/0.659,0.426/0.184/0.646
dio_09uu,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.429/0.183/0.660,0.435/0.173/0.663
dio_0b7d,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.459/0.132/0.686,0.464/0.129/0.686
dio_0bga,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.401/0.221/0.636,0.408/0.210/0.636
dio_0i6k,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.464/0.127/0.693,0.464/0.131/0.688
dio_0mlc,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.416/0.223/0.634,0.423/0.213/0.634
dio_0pnb,gemeinsame_feldsyntax_offen,xrp_and_multi,1,1,2,1,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,junge_syntaxinsel,0.443/0.173/0.665,0.452/0.158/0.669
dio_0s6o,gemeinsame_feldsyntax_offen,xrp_and_multi,1,0,2,2,tragende_rekopplung,tragende_rekopplung,junge_syntaxinsel,weltuebergreifend_feldstabil,0.448/0.146/0.675,0.450/0.143/0.676
