scope,strata,minimum_age,maximum_age,carried_eligible,carried_continued,carried_continuation_rate,new_eligible,new_continued,new_continuation_rate,continuation_rate_difference,continuation_rate_ratio,mantel_haenszel_common_odds_ratio,stratified_null_expected_carried_continuations,stratified_null_sd,stratified_z_score,stratified_one_sided_p
all_informative,41,3,47,10854,4029,0.3711995577667219,10242,3492,0.3409490333919156,0.030250524374806298,1.0887244761302308,1.1499462153232018,3861.911426339372,34.55802788808797,4.835014723690951,6.656789027596657e-07
without_age_3,40,4,47,4415,1801,0.40792751981879954,4819,1709,0.3546378916787715,0.05328962814002802,1.1502649022860123,1.241738007488208,1684.637020674223,23.13847719878839,5.028981740071903,2.4654567002115635e-07
from_age_5,39,5,47,2278,966,0.4240561896400351,2831,957,0.33804309431296364,0.08601309532707146,1.2544441722789335,1.4242811191760731,862.4748388560416,17.074514845651358,6.0631392505026165,6.674499671766885e-10
from_age_10,34,10,47,450,223,0.4955555555555556,651,226,0.34715821812596004,0.14839733742959554,1.427463126843658,1.7607278425818202,188.34511993313353,7.831181180314992,4.42524304685702,4.8166880598354565e-06
age_3_4,2,3,4,8576,3063,0.3571595149253731,7411,2535,0.3420591013358521,0.015100413589521022,1.044145627263093,1.0730343590357758,2999.436587483331,30.04526974915515,2.1155880126007607,0.017189931128736284
age_5_9,5,5,9,1828,743,0.4064551422319475,2180,731,0.33532110091743117,0.07113404131451634,1.2121370862731131,1.3470471988828872,674.1297189229081,15.172727458682196,4.539083778090452,2.824959327050539e-06
age_10_20,11,10,20,294,135,0.45918367346938777,483,159,0.32919254658385094,0.12999112688553682,1.394878706199461,1.7331707119181068,111.49561189975454,6.51143804824289,3.6097077060555183,0.00015327111595853392
age_21_40,20,21,40,150,85,0.5666666666666667,162,63,0.3888888888888889,0.17777777777777776,1.457142857142857,1.9456487041499229,73.18284136671232,4.252543800876139,2.7788446601897485,0.002727630301267725
