asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,symbol_family,target_members,event_count,world_event_share,phase_presence,dominant_field_contact_class,avg_carry,avg_strain,avg_rekopplung,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,boundary
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_0s8r,8,1,0.001006036217303823,1,tragende_rekopplung,0.412142,0.196958,0.696293,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.696293,0.196958,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_1xme,8,1,0.001006036217303823,1,tragende_rekopplung,0.419518,0.191361,0.704647,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.704647,0.191361,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_0f8s,8,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_0nx9,8,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_0gh3,8,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_1ejq,8,1,0.001006036217303823,1,tragende_rekopplung,0.419143,0.202996,0.697088,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.697088,0.202996,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_0lr0,8,1,0.001006036217303823,1,tragende_rekopplung,0.424615,0.195456,0.690153,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.690153,0.195456,0.0,0.0,0.0030211480362537764,0.0,0.0,0.195456,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_06,dio_1yhs,8,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_13,dio_1sub,3,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_13,dio_1t9l,3,1,0.001006036217303823,1,tragende_rekopplung,0.408308,0.21782,0.629695,1,0.0030120481927710845,0.629695,0.21782,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.0030120481927710845,0.0,0.0,-0.21782,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_13,dio_14l0,3,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_10,dio_0jsd,2,0,0.0,0,-,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_10,dio_0ioc,2,1,0.001006036217303823,1,tragende_rekopplung,0.413291,0.202916,0.693178,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.693178,0.202916,0.0,0.0,0.0030211480362537764,0.0,0.0,0.202916,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_08,dio_0h6t,2,4,0.004024144869215292,2,tragende_rekopplung,0.4849935,0.15282875,0.7305232500000001,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.708607,0.17255,0.0,0.0,3,0.00906344410876133,0.7378286666666667,0.146255,0.18275433333333335,0.6648173333333333,0.00906344410876133,0.18275433333333335,0.6648173333333333,0.146255,passive_same_basis_family_followworld_member_no_action_no_direction
BTC,5000,6000,btc_2025_1h_5000_6000,data\1-12_2025_1h_BTCUSDT.csv,data\generated\2070_role_family_followworlds\kontrolliert_2070_btc_2025_1h_start5000_rows1000.csv,994,rf_08,dio_1w94,2,1,0.001006036217303823,1,tragende_rekopplung,0.43891,0.165588,0.713888,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0030211480362537764,0.713888,0.165588,0.0,0.0,0.0030211480362537764,0.0,0.0,0.165588,passive_same_basis_family_followworld_member_no_action_no_direction
