dataset,path_key_posthoc,source_key_posthoc,source_asset_posthoc,source_year_posthoc,target_key_posthoc,target_universe,candidate_shape_distance,candidate_all_percentile,candidate_source_percentile,candidate_target_percentile,candidate_descending_rank,candidate_distance_ties,candidate_left_crosses_boundary,candidate_right_open_delay,candidate_right_closure_delay,all_transition_count,source_transition_count,target_transition_count,episode_shapes_strength_normalized,contact_boundary_visible_to_field,contact_boundary_visible_to_segmenter,contact_candidate_selected_posthoc,fixed_salience_threshold_used,field_learning_used,memory_read,memory_written,influences_action
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2024|10000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|10000,a,0.5101351351351351,0.04329608938547486,0.05113636363636364,0.03333333333333333,343,1,1,4,7,358,176,180,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2024|13000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|13000,a,0.4714285714285714,0.03571428571428571,0.03409090909090909,0.03488372093023256,338,1,1,3,7,350,176,172,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|1000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|1000,a,0.7463768115942029,0.20945945945945946,0.20454545454545456,0.21354166666666666,293,1,1,3,6,370,176,192,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|2000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|2000,a,1.5833333333333333,0.7244094488188977,0.7727272727272727,0.6822660098522167,105,2,1,2,3,381,176,203,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2024|2000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2024|2000,a,0.49999999999999994,0.03651685393258427,0.036931818181818184,0.033707865168539325,343,2,1,2,6,356,176,178,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|7000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|7000,a,0.7285714285714285,0.17768595041322313,0.19886363636363635,0.15675675675675677,299,1,1,4,6,363,176,185,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2024|1000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|1000,a,0.846153846153846,0.26805555555555555,0.26704545454545453,0.26373626373626374,264,1,1,2,7,360,176,182,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2025|8000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|8000,a,1.7391304347826086,0.8726027397260274,0.8409090909090909,0.9037433155080213,47,1,1,2,3,365,176,187,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2024|4000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2024|4000,b,0.7234042553191489,0.19117647058823528,0.18181818181818182,0.1989795918367347,303,1,1,4,6,374,176,196,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2025|15000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|15000,b,1.0056022408963585,0.420391061452514,0.4431818181818182,0.39444444444444443,208,1,1,4,12,358,176,180,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|13000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|13000,b,0.7295918367346939,0.18450704225352113,0.19886363636363635,0.1694915254237288,290,1,1,3,12,355,176,177,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2025|0,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|0,b,2.0,0.9695767195767195,0.9715909090909091,0.97,1,23,1,3,4,378,176,200,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|8000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|8000,b,1.017989417989418,0.4415041782729805,0.4431818181818182,0.43646408839779005,201,1,1,3,11,359,176,181,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2025|1000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|1000,b,1.28,0.6180555555555556,0.6420454545454546,0.5934065934065934,138,1,1,2,4,360,176,182,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|SOL|2025|7000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|SOL|2025|7000,b,0.7309048178613397,0.20028011204481794,0.19886363636363635,0.2011173184357542,286,1,1,4,13,357,176,179,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|3000->2091_basis|BTC|2025|12000,2091_basis|BTC|2024|3000,BTC,2024,2091_basis|BTC|2025|12000,b,1.7391304347826086,0.8205479452054795,0.8409090909090909,0.8021390374331551,66,1,1,2,3,365,176,187,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000->2091_basis|SOL|2024|10000,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|10000,a,0.8307692307692308,0.2554054054054054,0.26063829787234044,0.24444444444444444,276,1,1,6,9,370,188,180,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000->2091_basis|SOL|2024|13000,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|SOL|2024|13000,a,0.5826330532212884,0.08977900552486189,0.0797872340425532,0.09883720930232558,330,1,1,5,11,362,188,172,1,0,0,1,0,0,0,0,0
2091_basis,2091_basis|BTC|2024|13000->2091_basis|BTC|2025|1000,2091_basis|BTC|2024|13000,BTC,2024,2091_basis|BTC|2025|1000,a,0.923076923076923,0.32591623036649214,0.30319148936170215,0.3489583333333333,258,1,1,3,6,382,188,192,1,0,0,1,0,0,0,0,0
