symbol_family,events,holdout_labels,dominant_field_contact_class,dominant_field_share,field_classes,syntax_reifung,avg_carry,avg_strain,avg_rekopplung
dio_104t,1953,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:1953,weltuebergreifend_feldstabil,0.5741836319814712,0.15374753556782997,0.7210346321427242
dio_155c,1395,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:1395,weltuebergreifend_feldstabil,0.5657493947814353,0.16023191158445063,0.7157625092485359
dio_0l7p,1312,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:1312,weltuebergreifend_feldstabil,0.5780433161026226,0.14001232033202526,0.7279618947959283
dio_0m9z,1219,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:1219,weltuebergreifend_feldstabil,0.5594003169521908,0.169566259971877,0.708055551659155
dio_0h9h,987,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:987,weltuebergreifend_feldstabil,0.5742427894655109,0.14425348973038046,0.7252788620710069
dio_14wj,733,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:733,weltuebergreifend_feldstabil,0.5755969441144864,0.12975920958574416,0.730832430590288
dio_00ly,520,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:520,weltuebergreifend_feldstabil,0.5639328327098582,0.14181139145658264,0.7217662737620855
dio_00ja,486,adapted_sideways:1;sol_quiet_rand:1;sol_quiet_fp:1,tragende_rekopplung,1.0,tragende_rekopplung:486,weltuebergreifend_feldstabil,0.5457105436706404,0.16785723358568558,0.6993261411726196
dio_17ct,466,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:466,weltuebergreifend_feldstabil,0.5574492282979165,0.15347655234914495,0.7154693631097923
dio_0pz6,450,adapted_sideways:1;sol_quiet_fp:1;sol_quiet_rand:1,tragende_rekopplung,1.0,tragende_rekopplung:450,weltuebergreifend_feldstabil,0.5709381868103302,0.13783762063916474,0.7274113296250319
