symbol_family,events,holdout_labels,dominant_field_contact_class,dominant_field_share,field_classes,syntax_reifung,avg_carry,avg_strain,avg_rekopplung
dio_104t,3500,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:3500,weltuebergreifend_feldstabil,0.5783464399442546,0.15093464743278137,0.7247846700498128
dio_155c,1736,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:1736,weltuebergreifend_feldstabil,0.5635520692285229,0.15984193848624828,0.716173149824785
dio_0m9z,1604,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:1604,weltuebergreifend_feldstabil,0.5582733520375766,0.16789551533940933,0.7096547509182479
dio_0h9h,1184,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:1184,weltuebergreifend_feldstabil,0.5720760704474637,0.13954899094418732,0.7266996400185584
dio_0l7p,966,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:966,weltuebergreifend_feldstabil,0.5745912422947568,0.13313740218178682,0.7291014163245947
dio_14wj,874,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:874,weltuebergreifend_feldstabil,0.5782738008557535,0.12655401450465242,0.7332378789577281
dio_00ly,728,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:728,weltuebergreifend_feldstabil,0.5678017425999758,0.13678464646007008,0.7254987702216986
dio_0dd2,680,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:680,weltuebergreifend_feldstabil,0.5712235308744993,0.135878521992286,0.728838523512832
dio_1ewh,618,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:618,weltuebergreifend_feldstabil,0.5569445652606575,0.14693356211479197,0.7158883884501798
dio_00ja,568,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:568,weltuebergreifend_feldstabil,0.5488870585798817,0.1629216184203756,0.7032491800231542
dio_1lsu,516,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:516,weltuebergreifend_feldstabil,0.550573851490515,0.15457019028906954,0.7124478200542006
dio_0obq,494,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:494,weltuebergreifend_feldstabil,0.541880392027559,0.16108638267716535,0.7064299102198163
dio_17ct,494,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:494,weltuebergreifend_feldstabil,0.5589045535338246,0.15065863635167148,0.7171526220715978
dio_1pij,468,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:468,weltuebergreifend_feldstabil,0.5291390505663135,0.17757868629886736,0.6959633510778225
dio_0tay,418,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:418,weltuebergreifend_feldstabil,0.5606767504807693,0.1420935502518315,0.7201569254807693
dio_0pz6,416,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:416,weltuebergreifend_feldstabil,0.5671451866917294,0.1319368898997494,0.7276536499248121
dio_09bn,396,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:396,weltuebergreifend_feldstabil,0.5675396311059908,0.12943737142857142,0.7295489728110599
dio_06er,388,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:388,weltuebergreifend_feldstabil,0.5709601567482737,0.12010061977401129,0.7351231057752667
dio_1q85,386,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:386,weltuebergreifend_feldstabil,0.5473983254854369,0.16104907510787486,0.7071283718716289
dio_1r55,344,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:344,weltuebergreifend_feldstabil,0.5482115674189815,0.14873674898726852,0.714927902199074
dio_1fll,312,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:312,weltuebergreifend_feldstabil,0.57824523125,0.1108789828125,0.7412881229166667
dio_04uf,306,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:306,weltuebergreifend_feldstabil,0.5373202511558219,0.17184212932363013,0.6965918838184931
dio_0g2r,296,xrp2025_1h:1;xrp2024_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:296,weltuebergreifend_feldstabil,0.545861233924612,0.1485244570399113,0.7087032609940872
dio_01hu,290,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:290,weltuebergreifend_feldstabil,0.556514202181555,0.1341672799317618,0.7226379636579818
dio_0z9t,278,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:278,weltuebergreifend_feldstabil,0.5478991560565871,0.1500570691865606,0.7141309709880637
dio_18v0,278,xrp2024_1h:1;xrp2025_1h:1,tragende_rekopplung,1.0,tragende_rekopplung:278,weltuebergreifend_feldstabil,0.517792861698785,0.18372340673439463,0.6887078486594052
