group,role_family,pseudo_index,pseudo_id,component,members,match_distance,source_event_ratio,real_family_continuity_score,control_family_continuity_score,control_minus_real_family_continuity_score,real_mean_family_event_share,control_mean_family_event_share,control_minus_real_mean_family_event_share,real_mean_member_coverage,control_mean_member_coverage,control_minus_real_mean_member_coverage,relation
overall,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6501071428571429,0.608338355269644,-0.04176878758749891,0.02515090543259557,0.02249608763693271,-0.0026548177956628623,0.7083333333333334,0.5798611111111112,-0.1284722222222222,abgeschwaecht
year:2024,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6370246085011185,0.6062943888247122,-0.030730219676406323,0.024983232729711605,0.020735524256651018,-0.004247708473060587,0.6666666666666666,0.5694444444444444,-0.09722222222222221,abgeschwaecht
year:2025,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6632095553453169,0.6114213023919244,-0.05178825295339251,0.025318578135479542,0.0242566510172144,-0.0010619271182651414,0.75,0.5902777777777778,-0.1597222222222222,abgeschwaecht
asset:BTC,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6757839964844998,0.596313202247191,-0.07947079423730885,0.024983232729711605,0.019897160742231166,-0.005086071987480439,0.7708333333333334,0.5625,-0.20833333333333337,abgeschwaecht
asset:SOL,rf_05,1,rf_05_pseudo_001,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20766033226272262,0.9758030871923238,0.6244806449069694,0.6202820641991019,-0.004198580707867494,0.025318578135479542,0.02509501453163425,-0.00022356360384529275,0.6458333333333334,0.5972222222222222,-0.04861111111111116,abgeschwaecht
overall,rf_05,2,rf_05_pseudo_002,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,0.20873912203161948,0.9799749687108886,0.6746802805280528,0.6029425377647961,-0.07173774276325673,0.02540241448692153,0.02255197853789403,-0.0028504359490274973,0.7291666666666666,0.5798611111111112,-0.14930555555555547,abgeschwaecht
year:2024,rf_05,2,rf_05_pseudo_002,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,0.20873912203161948,0.9799749687108886,0.6780535714285714,0.6062943888247122,-0.07175918260385916,0.02515090543259557,0.020735524256651018,-0.0044153811759445535,0.6875,0.5694444444444444,-0.11805555555555558,abgeschwaecht
year:2025,rf_05,2,rf_05_pseudo_002,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,0.20873912203161948,0.9799749687108886,0.6713322829131653,0.6006339194699286,-0.07069836344323666,0.025653923541247486,0.024368432819137045,-0.0012854907221104411,0.7708333333333334,0.5902777777777778,-0.18055555555555558,abgeschwaecht
asset:BTC,rf_05,2,rf_05_pseudo_002,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,0.20873912203161948,0.9799749687108886,0.7171810942920214,0.596313202247191,-0.1208678920448304,0.025318578135479542,0.019897160742231166,-0.005421417393248376,0.7916666666666666,0.5625,-0.22916666666666663,abgeschwaecht
asset:SOL,rf_05,2,rf_05_pseudo_002,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1udx;dio_1v2w,0.20873912203161948,0.9799749687108886,0.6322055137844611,0.6094553989371062,-0.022750114847354896,0.025486250838363516,0.025206796333556897,-0.00027945450480661854,0.6666666666666666,0.5972222222222222,-0.06944444444444442,abgeschwaecht
overall,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.6622621965452848,0.6145324629243424,-0.04772973362094246,0.025653923541247486,0.022971160295103956,-0.0026827632461435304,0.7395833333333334,0.59375,-0.14583333333333337,abgeschwaecht
year:2024,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.6374285714285713,0.5983782329916526,-0.03905033843691874,0.02515090543259557,0.020511960652805722,-0.00463894477978985,0.6666666666666666,0.5486111111111112,-0.11805555555555547,abgeschwaecht
year:2025,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.6871222527472527,0.6316923949066805,-0.055429857840572194,0.026156941649899398,0.02543035993740219,-0.0007265817124972075,0.8125,0.6388888888888888,-0.17361111111111116,abgeschwaecht
asset:BTC,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.6842261904761904,0.6050300889586604,-0.07919610151752998,0.025486250838363516,0.020344287949921755,-0.005141962888441761,0.7916666666666666,0.5833333333333334,-0.20833333333333326,abgeschwaecht
asset:SOL,rf_05,3,rf_05_pseudo_003,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1ejq;dio_1sub;dio_1udx;dio_1v2w,0.20936207585715216,0.9787234042553191,0.640346706864564,0.6239730626602896,-0.01637364420427434,0.025821596244131457,0.025598032640286164,-0.00022356360384529275,0.6875,0.6041666666666666,-0.08333333333333337,abgeschwaecht
overall,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6430217726625533,0.6084183233880813,-0.03460344927447201,0.02523474178403756,0.022524033087413367,-0.0027107086966241915,0.6875,0.5798611111111112,-0.10763888888888884,abgeschwaecht
year:2024,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6451188505203406,0.6227262116968,-0.02239263882354059,0.025318578135479542,0.02090319695953499,-0.0044153811759445535,0.6875,0.5833333333333334,-0.10416666666666663,abgeschwaecht
year:2025,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6409107142857142,0.5951223544973545,-0.04578835978835971,0.02515090543259557,0.024144869215291753,-0.0010060362173038191,0.6875,0.5763888888888888,-0.11111111111111116,abgeschwaecht
asset:BTC,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6684923298178331,0.6020120902468636,-0.06648023957096949,0.024983232729711605,0.019729488039347196,-0.005253744690364409,0.75,0.5486111111111112,-0.20138888888888884,abgeschwaecht
asset:SOL,rf_05,4,rf_05_pseudo_004,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_0lr0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.20965059176934864,0.9803921568627451,0.6176221804511278,0.6145984442342058,-0.0030237362169219795,0.025486250838363516,0.025318578135479542,-0.0001676727028839739,0.625,0.6111111111111112,-0.01388888888888884,abgeschwaecht
overall,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6701449086916319,0.6091301144244105,-0.06101479426722145,0.02590543259557344,0.023027051196065282,-0.0028783813995081585,0.7604166666666666,0.59375,-0.16666666666666663,abgeschwaecht
year:2024,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6451188505203406,0.5983782329916526,-0.04674061752868797,0.025318578135479542,0.020511960652805722,-0.00480661748267382,0.6875,0.5486111111111112,-0.13888888888888884,abgeschwaecht
year:2025,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6951928872814949,0.6208758813518113,-0.0743170059296836,0.026492287055667335,0.02554214173932484,-0.0009501453163424968,0.8333333333333334,0.6388888888888888,-0.19444444444444453,abgeschwaecht
asset:BTC,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6922599721706864,0.6050300889586604,-0.08722988321202596,0.025821596244131457,0.020344287949921755,-0.005477308294209702,0.8125,0.5833333333333334,-0.22916666666666663,abgeschwaecht
asset:SOL,rf_05,5,rf_05_pseudo_005,volume,dio_0g2r;dio_0gh3;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1udx;dio_1v2w,0.21045355732739934,0.9828952857738841,0.6480549155145929,0.6131353519668736,-0.0349195635477193,0.025989268947015424,0.02570981444220881,-0.00027945450480661507,0.7083333333333334,0.6041666666666666,-0.10416666666666674,abgeschwaecht
overall,rf_05,6,rf_05_pseudo_006,volume,dio_0g2r;dio_0ioc;dio_0jsd;dio_14l0;dio_1sub;dio_1t9l;dio_1udx;dio_1v2w,0.21136629030580767,0.9833124739257405,0.6551688285248953,0.6146091595305598,-0.040559668994335496,0.025737759892689473,0.02299910574558462,-0.0027386541471048527,0.71875,0.59375,-0.125,abgeschwaecht
